river,year,column,rows,missing_count,missing_rate,flag_missing_rate
Yenisey,2018,snow_depletion_rate_7d,6,3,0.5,False
Yenisey,2018,surface_runoff_m,6,3,0.5,False
Yenisey,2018,sin_doy,6,0,0.0,False
Yenisey,2018,cos_doy,6,0,0.0,False
Yenisey,2019,Q_m3s,4,0,0.0,False
Yenisey,2019,temperature_2m_C,4,2,0.5,False
Yenisey,2019,positive_degree_day_Cday,4,2,0.5,False
Yenisey,2019,snow_cover_fraction,4,0,0.0,False
Yenisey,2019,snow_depletion_rate_7d,4,3,0.75,True
Yenisey,2019,surface_runoff_m,4,2,0.5,False
Yenisey,2019,sin_doy,4,0,0.0,False
Yenisey,2019,cos_doy,4,0,0.0,False
Yenisey,2020,Q_m3s,6,0,0.0,False
Yenisey,2020,temperature_2m_C,6,2,0.3333333333333333,False
Yenisey,2020,positive_degree_day_Cday,6,2,0.3333333333333333,False
Yenisey,2020,snow_cover_fraction,6,1,0.16666666666666666,False
Yenisey,2020,snow_depletion_rate_7d,6,2,0.3333333333333333,False
Yenisey,2020,surface_runoff_m,6,2,0.3333333333333333,False
Yenisey,2020,sin_doy,6,0,0.0,False
Yenisey,2020,cos_doy,6,0,0.0,False
Yenisey,2021,Q_m3s,6,0,0.0,False
Yenisey,2021,temperature_2m_C,6,3,0.5,False
Yenisey,2021,positive_degree_day_Cday,6,3,0.5,False
Yenisey,2021,snow_cover_fraction,6,3,0.5,False
Yenisey,2021,snow_depletion_rate_7d,6,4,0.6666666666666666,True
Yenisey,2021,surface_runoff_m,6,3,0.5,False
Yenisey,2021,sin_doy,6,0,0.0,False
Yenisey,2021,cos_doy,6,0,0.0,False
Yukon,2003,Q_m3s,1,0,0.0,False
Yukon,2003,temperature_2m_C,1,0,0.0,False
Yukon,2003,positive_degree_day_Cday,1,0,0.0,False
Yukon,2003,snow_cover_fraction,1,0,0.0,False
Yukon,2003,snow_depletion_rate_7d,1,0,0.0,False
Yukon,2003,surface_runoff_m,1,0,0.0,False
Yukon,2003,sin_doy,1,0,0.0,False
Yukon,2003,cos_doy,1,0,0.0,False
Yukon,2004,Q_m3s,7,0,0.0,False
Yukon,2004,temperature_2m_C,7,0,0.0,False
Yukon,2004,positive_degree_day_Cday,7,0,0.0,False
Yukon,2004,snow_cover_fraction,7,1,0.14285714285714285,False
Yukon,2004,snow_depletion_rate_7d,7,1,0.14285714285714285,False
Yukon,2004,surface_runoff_m,7,0,0.0,False
Yukon,2004,sin_doy,7,0,0.0,False
Yukon,2004,cos_doy,7,0,0.0,False
Yukon,2005,Q_m3s,7,0,0.0,False
Yukon,2005,temperature_2m_C,7,0,0.0,False
Yukon,2005,positive_degree_day_Cday,7,0,0.0,False
Yukon,2005,snow_cover_fraction,7,0,0.0,False
Yukon,2005,snow_depletion_rate_7d,7,0,0.0,False
Yukon,2005,surface_runoff_m,7,0,0.0,False
Yukon,2005,sin_doy,7,0,0.0,False
Yukon,2005,cos_doy,7,0,0.0,False
Yukon,2006,Q_m3s,2,0,0.0,False
Yukon,2006,temperature_2m_C,2,0,0.0,False
Yukon,2006,positive_degree_day_Cday,2,0,0.0,False
Yukon,2006,snow_cover_fraction,2,0,0.0,False
Yukon,2006,snow_depletion_rate_7d,2,0,0.0,False
Yukon,2006,surface_runoff_m,2,0,0.0,False
Yukon,2006,sin_doy,2,0,0.0,False
Yukon,2006,cos_doy,2,0,0.0,False
Yukon,2009,Q_m3s,5,0,0.0,False
Yukon,2009,temperature_2m_C,5,0,0.0,False
Yukon,2009,positive_degree_day_Cday,5,0,0.0,False
Yukon,2009,snow_cover_fraction,5,1,0.2,False
Yukon,2009,snow_depletion_rate_7d,5,1,0.2,False
Yukon,2009,surface_runoff_m,5,0,0.0,False
Yukon,2009,sin_doy,5,0,0.0,False
Yukon,2009,cos_doy,5,0,0.0,False
Yukon,2010,Q_m3s,6,0,0.0,False
Yukon,2010,temperature_2m_C,6,0,0.0,False
Yukon,2010,positive_degree_day_Cday,6,0,0.0,False
Yukon,2010,snow_cover_fraction,6,0,0.0,False
Yukon,2010,snow_depletion_rate_7d,6,2,0.3333333333333333,False
Yukon,2010,surface_runoff_m,6,0,0.0,False
Yukon,2010,sin_doy,6,0,0.0,False
Yukon,2010,cos_doy,6,0,0.0,False
Yukon,2011,Q_m3s,5,0,0.0,False
Yukon,2011,temperature_2m_C,5,0,0.0,False
Yukon,2011,positive_degree_day_Cday,5,0,0.0,False
Yukon,2011,snow_cover_fraction,5,2,0.4,False
Yukon,2011,snow_depletion_rate_7d,5,3,0.6,True
Yukon,2011,surface_runoff_m,5,0,0.0,False
Yukon,2011,sin_doy,5,0,0.0,False
Yukon,2011,cos_doy,5,0,0.0,False
Yukon,2012,Q_m3s,3,0,0.0,False
Yukon,2012,temperature_2m_C,3,0,0.0,False
Yukon,2012,positive_degree_day_Cday,3,0,0.0,False
Yukon,2012,snow_cover_fraction,3,0,0.0,False
Yukon,2012,snow_depletion_rate_7d,3,0,0.0,False
Yukon,2012,surface_runoff_m,3,0,0.0,False
Yukon,2012,sin_doy,3,0,0.0,False
Yukon,2012,cos_doy,3,0,0.0,False
Yukon,2013,Q_m3s,5,0,0.0,False
Yukon,2013,temperature_2m_C,5,0,0.0,False
Yukon,2013,positive_degree_day_Cday,5,0,0.0,False
Yukon,2013,snow_cover_fraction,5,2,0.4,False
Yukon,2013,snow_depletion_rate_7d,5,3,0.6,True
Yukon,2013,surface_runoff_m,5,0,0.0,False
Yukon,2013,sin_doy,5,0,0.0,False
Yukon,2013,cos_doy,5,0,0.0,False
Yukon,2014,Q_m3s,5,0,0.0,False
Yukon,2014,temperature_2m_C,5,0,0.0,False
Yukon,2014,positive_degree_day_Cday,5,0,0.0,False
Yukon,2014,snow_cover_fraction,5,1,0.2,False
Yukon,2014,snow_depletion_rate_7d,5,2,0.4,False
Yukon,2014,surface_runoff_m,5,0,0.0,False
Yukon,2014,sin_doy,5,0,0.0,False
Yukon,2014,cos_doy,5,0,0.0,False
Yukon,2015,Q_m3s,6,0,0.0,False
Yukon,2015,temperature_2m_C,6,0,0.0,False
Yukon,2015,positive_degree_day_Cday,6,0,0.0,False
Yukon,2015,snow_cover_fraction,6,1,0.16666666666666666,False
Yukon,2015,snow_depletion_rate_7d,6,3,0.5,False
Yukon,2015,surface_runoff_m,6,0,0.0,False
Yukon,2015,sin_doy,6,0,0.0,False
Yukon,2015,cos_doy,6,0,0.0,False
Yukon,2016,Q_m3s,7,0,0.0,False
Yukon,2016,temperature_2m_C,7,0,0.0,False
Yukon,2016,positive_degree_day_Cday,7,0,0.0,False
Yukon,2016,snow_cover_fraction,7,1,0.14285714285714285,False
Yukon,2016,snow_depletion_rate_7d,7,2,0.2857142857142857,False
Yukon,2016,surface_runoff_m,7,0,0.0,False
Yukon,2016,sin_doy,7,0,0.0,False
Yukon,2016,cos_doy,7,0,0.0,False
Yukon,2017,Q_m3s,5,0,0.0,False
Yukon,2017,temperature_2m_C,5,0,0.0,False
Yukon,2017,positive_degree_day_Cday,5,0,0.0,False
Yukon,2017,snow_cover_fraction,5,1,0.2,False
Yukon,2017,snow_depletion_rate_7d,5,3,0.6,True
Yukon,2017,surface_runoff_m,5,0,0.0,False
Yukon,2017,sin_doy,5,0,0.0,False
Yukon,2017,cos_doy,5,0,0.0,False
Yukon,2018,Q_m3s,5,0,0.0,False
Yukon,2018,temperature_2m_C,5,0,0.0,False
Yukon,2018,positive_degree_day_Cday,5,0,0.0,False
Yukon,2018,snow_cover_fraction,5,1,0.2,False
Yukon,2018,snow_depletion_rate_7d,5,2,0.4,False
Yukon,2018,surface_runoff_m,5,0,0.0,False
Yukon,2018,sin_doy,5,0,0.0,False
Yukon,2018,cos_doy,5,0,0.0,False
Yukon,2019,Q_m3s,6,0,0.0,False
Yukon,2019,temperature_2m_C,6,0,0.0,False
Yukon,2019,positive_degree_day_Cday,6,0,0.0,False
Yukon,2019,snow_cover_fraction,6,1,0.16666666666666666,False
Yukon,2019,snow_depletion_rate_7d,6,3,0.5,False
Yukon,2019,surface_runoff_m,6,0,0.0,False
Yukon,2019,sin_doy,6,0,0.0,False
Yukon,2019,cos_doy,6,0,0.0,False
Yukon,2020,Q_m3s,2,0,0.0,False
Yukon,2020,temperature_2m_C,2,0,0.0,False
Yukon,2020,positive_degree_day_Cday,2,0,0.0,False
Yukon,2020,snow_cover_fraction,2,1,0.5,False
Yukon,2020,snow_depletion_rate_7d,2,1,0.5,False
Yukon,2020,surface_runoff_m,2,0,0.0,False
Yukon,2020,sin_doy,2,0,0.0,False
Yukon,2020,cos_doy,2,0,0.0,False
Yukon,2021,Q_m3s,6,0,0.0,False
Yukon,2021,temperature_2m_C,6,0,0.0,False
Yukon,2021,positive_degree_day_Cday,6,0,0.0,False
Yukon,2021,snow_cover_fraction,6,2,0.3333333333333333,False
Yukon,2021,snow_depletion_rate_7d,6,2,0.3333333333333333,False
Yukon,2021,surface_runoff_m,6,0,0.0,False
Yukon,2021,sin_doy,6,0,0.0,False
Yukon,2021,cos_doy,6,0,0.0,False
Yukon,2022,Q_m3s,5,0,0.0,False
Yukon,2022,temperature_2m_C,5,0,0.0,False
Yukon,2022,positive_degree_day_Cday,5,0,0.0,False
Yukon,2022,snow_cover_fraction,5,2,0.4,False
Yukon,2022,snow_depletion_rate_7d,5,3,0.6,True
Yukon,2022,surface_runoff_m,5,0,0.0,False
Yukon,2022,sin_doy,5,0,0.0,False
Yukon,2022,cos_doy,5,0,0.0,False
Yukon,2023,Q_m3s,6,0,0.0,False
Yukon,2023,temperature_2m_C,6,0,0.0,False
Yukon,2023,positive_degree_day_Cday,6,0,0.0,False
Yukon,2023,snow_cover_fraction,6,1,0.16666666666666666,False
Yukon,2023,snow_depletion_rate_7d,6,4,0.6666666666666666,True
Yukon,2023,surface_runoff_m,6,0,0.0,False
Yukon,2023,sin_doy,6,0,0.0,False
Yukon,2023,cos_doy,6,0,0.0,False
Yukon,2024,Q_m3s,2,0,0.0,False
Yukon,2024,temperature_2m_C,2,0,0.0,False
Yukon,2024,positive_degree_day_Cday,2,0,0.0,False
Yukon,2024,snow_cover_fraction,2,1,0.5,False
Yukon,2024,snow_depletion_rate_7d,2,2,1.0,True
Yukon,2024,surface_runoff_m,2,0,0.0,False
Yukon,2024,sin_doy,2,0,0.0,False
Yukon,2024,cos_doy,2,0,0.0,False
