dataset_id,window,sensor_scope,comparison_feature_set,feature_set,model_id,validation_scheme,river,n_test_total,n_folds,n_train_total,rmse,mae,median_absolute_error,r2,bias_mean,bias_median,spearman_r,pearson_r
any_sensor_0d,0d,any_sensor,O1_quality_only,O1_quality_only,linear_regression,leave_one_river_out,Yukon,38,1,,1.9261305691353994,1.6256274063530858,1.5143372391162577,0.5599287646776694,-0.6718027234247861,-1.0677269239265497,0.8614105172383556,0.8220929189182327
any_sensor_0d,0d,any_sensor,O1_quality_only,O1_quality_only,linear_regression,leave_one_year_out,Kolyma,29,11,,2.609596503929431,2.0625383915453472,1.6158775377125831,0.369703632168612,0.04404692883408175,-0.7346507030315319,0.7262872849140882,0.6742634007260363
any_sensor_0d,0d,any_sensor,O1_quality_only,O1_quality_only,linear_regression,leave_one_year_out,Lena,22,9,,3.460252123073133,2.609900376163793,1.907062307406759,0.43155678090964267,-0.013516654134748311,0.00602937808204107,0.5280994280060015,0.6594087546318892
any_sensor_0d,0d,any_sensor,O1_quality_only,O1_quality_only,linear_regression,leave_one_year_out,Mackenzie,44,16,,1.1272411696972968,0.8866718525791388,0.6690715779974017,0.09132148975578203,0.0069444228880298576,-0.06420005134086493,0.6985514610086029,0.7121264618807263
any_sensor_0d,0d,any_sensor,O1_quality_only,O1_quality_only,linear_regression,leave_one_year_out,Ob,26,10,,2.8212652403512437,2.3969561398628367,2.172275914988738,0.24318980281070557,-0.02062225143964065,0.2117106121867982,0.4124487245308378,0.4935872183046328
any_sensor_0d,0d,any_sensor,O1_quality_only,O1_quality_only,linear_regression,leave_one_year_out,Yenisey,29,13,,2.023577099971101,1.72774856160472,1.7435476108057602,0.47097441407827345,-0.04062913818588969,0.47276504869913616,0.48115300795020843,0.6920783798291833
any_sensor_0d,0d,any_sensor,O1_quality_only,O1_quality_only,linear_regression,leave_one_year_out,Yukon,38,13,,1.865049542761993,1.3870933576547002,1.0860782151334043,0.5873970960625173,0.05301697600075654,-0.23563450882590642,0.8359139915121694,0.790558176045718
any_sensor_0d,0d,any_sensor,O1_quality_only,O1_quality_only,linear_regression,river_year_groupkfold,Kolyma,29,5,,2.5034219659803303,2.0202943148901307,1.696186555860435,0.4199489759399978,0.0374841211238353,-0.5097414662703503,0.7186499355815452,0.6943821189303195
any_sensor_0d,0d,any_sensor,O1_quality_only,O1_quality_only,linear_regression,river_year_groupkfold,Lena,22,5,,3.389066905558103,2.580471550328361,2.15923613044885,0.4547045325670641,0.09177570429067773,0.29445486941515675,0.5365716113429962,0.6794380550549227
any_sensor_0d,0d,any_sensor,O1_quality_only,O1_quality_only,linear_regression,river_year_groupkfold,Mackenzie,44,5,,1.145324660006144,0.9168101183364172,0.7684123814555606,0.06193313297768577,0.08821293245855892,0.11342784523455163,0.7177951087235726,0.7260380945955396
any_sensor_0d,0d,any_sensor,O1_quality_only,O1_quality_only,linear_regression,river_year_groupkfold,Ob,26,5,,2.8318101376510736,2.4184197730561445,2.4577441848540857,0.23752184942924304,-0.02449351490401566,0.11677608932872818,0.3837209526729685,0.48767101070674546
any_sensor_0d,0d,any_sensor,O1_quality_only,O1_quality_only,linear_regression,river_year_groupkfold,Yenisey,29,5,,2.2416771346902546,1.9185325195020388,1.849643502995141,0.35079285813418837,0.014211847595808088,0.39637528671335076,0.37743287669212455,0.5929391942782318
any_sensor_0d,0d,any_sensor,O1_quality_only,O1_quality_only,linear_regression,river_year_groupkfold,Yukon,38,5,,1.8667970261406175,1.4141667934017943,1.1601394308006827,0.5866235461023228,0.0006905507252480812,-0.45337888478332,0.8313180512525136,0.7894653579485176
any_sensor_0d,0d,any_sensor,O1_quality_only,O1_quality_only,ridge_alpha_0.1,leave_one_river_out,Kolyma,29,1,,3.828601987833572,2.979697500777425,1.9747879346255144,-0.3566834330110651,2.7632763422743567,1.9032054920602106,0.7575757805667644,0.7020170539094407
any_sensor_0d,0d,any_sensor,O1_quality_only,O1_quality_only,ridge_alpha_0.1,leave_one_river_out,Lena,22,1,,3.7040166492416984,2.8613148283685645,2.3759185925533943,0.34864543252330504,1.499090299328889,1.3844340583341705,0.5393956724553278,0.6784208607027201
any_sensor_0d,0d,any_sensor,O1_quality_only,O1_quality_only,ridge_alpha_0.1,leave_one_river_out,Mackenzie,44,1,,2.4865095518662774,2.1433010105151187,1.9612206144548716,-3.421369767618673,-2.1121608461454984,-1.9612206144548716,0.6890353714792222,0.7100575589137148
any_sensor_0d,0d,any_sensor,O1_quality_only,O1_quality_only,ridge_alpha_0.1,leave_one_river_out,Ob,26,1,,3.556721142380666,2.896038560301144,2.260619273933071,-0.20281482394207417,1.9366548073102179,2.041974095636304,0.28590972944260395,0.39910560809459467
