dataset_id,window,sensor_scope,comparison_feature_set,feature_set,model_id,validation_scheme,month,n_test_total,n_folds,n_train_total,rmse,mae,median_absolute_error,r2,bias_mean,bias_median,spearman_r,pearson_r
any_sensor_7d,7d,any_sensor,O2_indices,O2_indices,ridge_alpha_1,leave_one_river_out,11,3,2,,1.1986721520032084,0.8964864467178094,0.34190893760688557,0.47983683316906656,0.6685471549798857,0.3258227804086564,1.0,0.9976454527997282
any_sensor_7d,7d,any_sensor,O2_indices,O2_indices,ridge_alpha_1,leave_one_year_out,1,1,1,,1.0388484361635548,1.0388484361635548,1.0388484361635548,,-1.0388484361635548,-1.0388484361635548,,
any_sensor_7d,7d,any_sensor,O2_indices,O2_indices,ridge_alpha_1,leave_one_year_out,2,2,2,,1.6627509215473852,1.505765096070283,1.505765096070283,-13.411400028703929,-0.7052744873899308,-0.7052744873899308,-0.9999999999999999,-1.0
any_sensor_7d,7d,any_sensor,O2_indices,O2_indices,ridge_alpha_1,leave_one_year_out,3,2,2,,4.208965327338688,3.7678644070574507,3.7678644070574507,-6.288840820701446,-1.8757896835116852,-1.8757896835116852,-0.9999999999999999,-1.0
any_sensor_7d,7d,any_sensor,O2_indices,O2_indices,ridge_alpha_1,leave_one_year_out,4,5,4,,2.5431592512374963,1.831980810852162,1.628095886349807,-1.334557817338602,-0.5026821579279368,0.008483523359282596,0.5642880936468347,0.5319913366526098
any_sensor_7d,7d,any_sensor,O2_indices,O2_indices,ridge_alpha_1,leave_one_year_out,5,14,8,,3.8006293375480906,2.9357436584717207,2.140793475731475,0.6141827797481874,2.0932761444250714,1.352295462736366,0.9076923076923077,0.8846332115028934
any_sensor_7d,7d,any_sensor,O2_indices,O2_indices,ridge_alpha_1,leave_one_year_out,6,55,16,,2.3599410990665053,1.781538301613947,1.2994085830073612,0.6136144414128062,-0.4923413548646493,-0.8119146075869539,0.8040556545782142,0.7940030611775328
any_sensor_7d,7d,any_sensor,O2_indices,O2_indices,ridge_alpha_1,leave_one_year_out,7,25,11,,2.0378301890413186,1.3040894491399286,0.6427339507682843,0.67610128746393,-0.09009428037717,-0.2364840447721246,0.8092307692307691,0.8231438947521155
any_sensor_7d,7d,any_sensor,O2_indices,O2_indices,ridge_alpha_1,leave_one_year_out,8,23,10,,2.049126804018118,1.66931178783627,1.3902640075276445,0.6030220432783735,0.07497941638718844,0.1896222691706244,0.717251694154365,0.7770149561264261
any_sensor_7d,7d,any_sensor,O2_indices,O2_indices,ridge_alpha_1,leave_one_year_out,9,27,10,,1.9217101737056093,1.601451950069175,1.5397212120340917,0.08189564475665456,0.24545772039355876,0.05647796034528607,0.588396973994382,0.5744893073247065
any_sensor_7d,7d,any_sensor,O2_indices,O2_indices,ridge_alpha_1,leave_one_year_out,10,11,7,,1.3445579008700321,0.8975287368933119,0.6436648975819228,0.09136448009726494,-0.019234322771370774,0.028267275004769665,0.8727272727272729,0.7143973369750062
any_sensor_7d,7d,any_sensor,O2_indices,O2_indices,ridge_alpha_1,leave_one_year_out,11,3,2,,0.5201342299047581,0.503807826084719,0.5547284532621175,0.9020578494471054,-0.1339888572433073,-0.3262578858362657,1.0,0.9722286574829465
any_sensor_7d,7d,any_sensor,O2_indices,O2_indices,ridge_alpha_1,river_year_groupkfold,1,1,1,,0.5098390861551483,0.5098390861551483,0.5098390861551483,,-0.5098390861551483,-0.5098390861551483,,
any_sensor_7d,7d,any_sensor,O2_indices,O2_indices,ridge_alpha_1,river_year_groupkfold,2,2,1,,1.5669967289462685,1.424196339757184,1.424196339757184,-11.799351288173222,-0.6535621885869358,-0.6535621885869358,-0.9999999999999999,-1.0
any_sensor_7d,7d,any_sensor,O2_indices,O2_indices,ridge_alpha_1,river_year_groupkfold,3,2,1,,4.025813442786945,3.5425376915269964,3.5425376915269964,-5.6682989400551085,-1.9124854457576022,-1.9124854457576022,-0.9999999999999999,-1.0
any_sensor_7d,7d,any_sensor,O2_indices,O2_indices,ridge_alpha_1,river_year_groupkfold,4,5,3,,2.281062849706641,1.7504263906310598,1.4626580275536067,-0.8781575672508595,-0.40388322458950315,-0.21302806707329713,0.5642880936468347,0.5225590645090146
any_sensor_7d,7d,any_sensor,O2_indices,O2_indices,ridge_alpha_1,river_year_groupkfold,5,14,4,,3.863903545281467,3.0434654704678374,2.5434686430457707,0.6012294034317103,2.275753231215047,2.196974173679729,0.8901098901098902,0.8931538163160893
any_sensor_7d,7d,any_sensor,O2_indices,O2_indices,ridge_alpha_1,river_year_groupkfold,6,56,5,,2.3343347179093756,1.7524860159594031,1.3101695452452216,0.6212773009548684,-0.3988785652171102,-0.6306239548987032,0.8056196624969504,0.7956681803690862
any_sensor_7d,7d,any_sensor,O2_indices,O2_indices,ridge_alpha_1,river_year_groupkfold,7,25,5,,1.9656618223500701,1.2515041244551868,0.6433242777726198,0.6986363662634829,-0.12290505565036663,-0.16218404988610047,0.8353846153846154,0.8376179172256581
any_sensor_7d,7d,any_sensor,O2_indices,O2_indices,ridge_alpha_1,river_year_groupkfold,8,24,5,,2.067530399616259,1.675887237125938,1.7993736829261353,0.5788822013386115,0.13884910296051303,-0.1165529074027849,0.7420618361844137,0.7629519345355904
any_sensor_7d,7d,any_sensor,O2_indices,O2_indices,ridge_alpha_1,river_year_groupkfold,9,27,5,,1.9135165868852617,1.596009745279496,1.5048208516219148,0.08970798907246802,0.2220912387705194,0.2528398754850709,0.5792366682238416,0.5831318338829732
any_sensor_7d,7d,any_sensor,O2_indices,O2_indices,ridge_alpha_1,river_year_groupkfold,10,11,5,,1.3752681514301741,1.025485092212238,0.632654072006789,0.04938324793021098,0.08113731168419197,0.5087147131494376,0.790909090909091,0.6826716799285798
any_sensor_7d,7d,any_sensor,O2_indices,O2_indices,ridge_alpha_1,river_year_groupkfold,11,3,2,,0.621418075265725,0.4798735890792747,0.45777449762409006,0.860200207223101,0.16952398510317312,-0.007749908340062284,1.0,0.9662624176024979
any_sensor_7d,7d,any_sensor,O2_indices,O2_indices,ridge_alpha_10,leave_one_river_out,1,1,1,,0.6885253132867089,0.6885253132867089,0.6885253132867089,,-0.6885253132867089,-0.6885253132867089,,
any_sensor_7d,7d,any_sensor,O2_indices,O2_indices,ridge_alpha_10,leave_one_river_out,2,2,2,,0.5790802819593389,0.5317096080129131,0.5317096080129131,-0.7479513195831364,-0.5317096080129131,-0.5317096080129131,0.9999999999999999,1.0
any_sensor_7d,7d,any_sensor,O2_indices,O2_indices,ridge_alpha_10,leave_one_river_out,3,2,2,,3.222011748587009,3.2211527129291553,3.2211527129291553,-3.2713190138218398,0.07439696245048166,0.07439696245048166,-0.9999999999999999,-1.0
