dataset_id,window,sensor_scope,comparison_feature_set,feature_set,model_id,validation_scheme,group_type,group_value,n,rmse,mae,median_absolute_error,r2,bias_mean,bias_median,spearman_r,pearson_r,p05_residual,p95_residual,flags
hls_3d,3d,hls,O2_indices,O2_indices,ridge_alpha_100,leave_one_year_out,sensor,HLS,17,3.557831102579202,2.551256699467761,1.8040969851932163,0.17308798854665786,0.3960005422779215,-0.6681225959728678,0.7664011250449122,0.5530170403678578,-2.919623263499412,6.103382271794672,
hls_3d,3d,hls,O3_bands,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,sensor,HLS,17,3.483266013725461,2.2569316462690074,1.4118712189031823,0.20738565083783478,-0.08897880061304043,-0.21247190975452224,0.724708903842469,0.5109108813140787,-4.672078000748468,3.537949602963424,
hls_3d,3d,hls,O3_bands,O3_bands,linear_regression,leave_one_year_out,sensor,HLS,17,8.615769801483316,6.421032723369953,3.4109261968745237,-3.8492750652185164,-0.9726274568450831,-0.6222147767338946,0.5628449862329835,0.4371352457867153,-14.212166279533976,12.139933430100696,systematic_negative_bias
hls_3d,3d,hls,O3_bands,O3_bands,ridge_alpha_0.1,leave_one_year_out,sensor,HLS,17,4.701945017844704,3.420581012603531,1.9241838314032549,-0.44425452993838976,0.4439377917479483,0.4965535791701807,0.6180258672362172,0.44490406551166406,-6.238785074455565,9.045327182832391,
hls_3d,3d,hls,O3_bands,O3_bands,ridge_alpha_1,leave_one_year_out,sensor,HLS,17,3.6446937624559625,2.419622704501084,1.409922380155452,0.13221780991562893,-0.15781999469529798,-0.12004696485919197,0.6609443302387323,0.4710744778967842,-5.0155472387850155,3.563619760697245,
hls_3d,3d,hls,O3_bands,O3_bands,ridge_alpha_10,leave_one_year_out,sensor,HLS,17,3.680272352151788,2.650874022647938,2.342737278070177,0.11519297165948561,0.04524077508280561,0.03679278829248389,0.4512569824264443,0.3805852292314353,-4.6565581303991,4.714172083922867,
hls_3d,3d,hls,O3_bands,O3_bands,ridge_alpha_100,leave_one_year_out,sensor,HLS,17,3.9452937123181453,2.992736865205457,1.9498824144515385,-0.016827600965117373,0.15794917870366554,-1.2596026941557428,0.10177806940596433,0.05997950632453816,-4.148602622774759,6.034368469526756,
hls_3d,3d,hls,O4_bands_indices,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,sensor,HLS,17,3.483266013725461,2.2569316462690074,1.4118712189031823,0.20738565083783478,-0.08897880061304043,-0.21247190975452224,0.724708903842469,0.5109108813140787,-4.672078000748468,3.537949602963424,
hls_3d,3d,hls,O4_bands_indices,O4_bands_indices,linear_regression,leave_one_year_out,sensor,HLS,17,9.817791830692954,6.23006298266014,4.339575142987355,-5.296747586603703,-0.3739846380724219,0.5713088032496261,0.29552427381731816,0.3201022245506664,-17.164258945062922,9.754159069701016,
hls_3d,3d,hls,O4_bands_indices,O4_bands_indices,ridge_alpha_0.1,leave_one_year_out,sensor,HLS,17,6.999425859578571,4.146766348146262,1.7281732065526185,-2.2004679390922854,1.9850813465506387,0.6038315307724176,0.5726549206335584,0.4381726883051076,-5.294877124539669,11.687670955847953,systematic_positive_bias
hls_3d,3d,hls,O4_bands_indices,O4_bands_indices,ridge_alpha_1,leave_one_year_out,sensor,HLS,17,4.318457580374983,3.167707095270968,2.557401741591855,-0.2182767651497135,1.377106923645934,0.6102731699981012,0.741876289043475,0.5725964817466487,-3.470398146374543,9.152523997305227,systematic_positive_bias
hls_3d,3d,hls,O4_bands_indices,O4_bands_indices,ridge_alpha_10,leave_one_year_out,sensor,HLS,17,2.945752713291313,2.1804870525448967,1.8619030090399997,0.4331329439453442,0.5216093742407546,0.08612631051624753,0.7835685102459182,0.6715956554397727,-3.3285095379775864,4.8388371533200125,systematic_positive_bias
hls_3d,3d,hls,O4_bands_indices,O4_bands_indices,ridge_alpha_100,leave_one_year_out,sensor,HLS,17,3.579771538600564,2.637204712752258,1.668355006127813,0.16285773808979587,0.2743421674297971,-0.8664770827657406,0.6143471418360017,0.4806440912730149,-3.4409004785500135,5.778759685787079,
landsat_3d,3d,landsat,O1_quality_only,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,sensor,Landsat,182,2.437606429324992,1.7852949475167825,1.210149258135182,0.6802090302272603,-0.014814014391622063,-0.21221359127616335,0.8411848896905,0.8247743701443678,-3.5986084068935678,4.08937936149153,
landsat_3d,3d,landsat,O1_quality_only,O1_quality_only,linear_regression,leave_one_year_out,sensor,Landsat,182,2.46878113822844,1.8148445568632214,1.2522155961659225,0.6719770696724002,-0.019094453750668563,-0.19732919903744017,0.8350253528730397,0.8202030914648251,-3.835491229382948,4.247450191460005,
landsat_3d,3d,landsat,O1_quality_only,O1_quality_only,ridge_alpha_0.1,leave_one_year_out,sensor,Landsat,182,2.4682401412156274,1.8136367584706856,1.248120667886524,0.6721208167052047,-0.018852360677712007,-0.20205839440099105,0.8354842323935388,0.8202411415993615,-3.8205604421230803,4.234014410221057,
landsat_3d,3d,landsat,O1_quality_only,O1_quality_only,ridge_alpha_1,leave_one_year_out,sensor,Landsat,182,2.4652230516334064,1.8043508799694206,1.2149712475937466,0.6729219026652669,-0.016794921145074557,-0.21472376912511004,0.8358356086858083,0.8204243453126511,-3.6948690440278025,4.192389902596048,
landsat_3d,3d,landsat,O1_quality_only,O1_quality_only,ridge_alpha_10,leave_one_year_out,sensor,Landsat,182,2.52072268953852,1.8204448451593225,1.4030546864794995,0.658029090214417,-0.003761037842795223,-0.3406037914424578,0.8338577483664331,0.8142093302794107,-3.391489095179285,4.686575550803982,
landsat_3d,3d,landsat,O1_quality_only,O1_quality_only,ridge_alpha_100,leave_one_year_out,sensor,Landsat,182,3.096943244381495,2.3251572445133735,1.9417560773371814,0.48381483911308376,0.015753055106071452,-0.8053256473736123,0.7677442584053963,0.7428325938629109,-3.7122863815788705,6.421755108610964,
landsat_3d,3d,landsat,O2_indices,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,sensor,Landsat,95,2.357702331262671,1.6966316818265599,1.21687971330139,0.6944040071052393,0.006913874876132399,-0.24328844956512707,0.852579863629736,0.8334218119372943,-3.468534765875842,4.383249212166815,
landsat_3d,3d,landsat,O2_indices,O2_indices,linear_regression,leave_one_year_out,sensor,Landsat,95,2.450999708236742,1.7741036901736795,1.306484140715357,0.669739808369102,-0.01242822591994174,-0.12015202998270347,0.8462518572197155,0.8204127623506275,-3.4802180049580884,4.880269178254822,
landsat_3d,3d,landsat,O2_indices,O2_indices,ridge_alpha_0.1,leave_one_year_out,sensor,Landsat,95,2.4504143038037585,1.7760694758423468,1.3229142287339575,0.6698975502824184,-0.012216533313510813,-0.1264834118921021,0.8473018582833249,0.8202961739890547,-3.463375213395311,4.880387656211654,
landsat_3d,3d,landsat,O2_indices,O2_indices,ridge_alpha_1,leave_one_year_out,sensor,Landsat,95,2.4555659798594345,1.804785784053189,1.293982635467569,0.6685080966638216,-0.010042409293532135,-0.23853432573947497,0.8473718583542325,0.8182774737738701,-3.602932225940692,4.7602542503275345,
landsat_3d,3d,landsat,O2_indices,O2_indices,ridge_alpha_10,leave_one_year_out,sensor,Landsat,95,2.593470278522886,1.9558240444068942,1.64652012055757,0.6302295004237449,0.0057370193646537285,-0.5548773123590385,0.829101839847425,0.7969657308305835,-3.2631215959675584,4.583254689731121,
landsat_3d,3d,landsat,O2_indices,O2_indices,ridge_alpha_100,leave_one_year_out,sensor,Landsat,95,3.2808092314775203,2.5857906280160057,2.3335356794441573,0.4082589935678591,0.023605505240245815,-0.7883903913696328,0.7454587551202831,0.7065943889980771,-3.9004633989332747,6.44978152105086,
landsat_3d,3d,landsat,O3_bands,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,sensor,Landsat,95,2.357702331262671,1.6966316818265599,1.21687971330139,0.6944040071052393,0.006913874876132399,-0.24328844956512707,0.852579863629736,0.8334218119372943,-3.468534765875842,4.383249212166815,
landsat_3d,3d,landsat,O3_bands,O3_bands,linear_regression,leave_one_year_out,sensor,Landsat,95,2.875569755137846,1.9614783003211413,1.2599968126810532,0.5454124642909579,-0.16231395209315228,-0.13501719271848156,0.7823067924458899,0.7547462564985028,-3.7193947291108924,4.62818588772147,
landsat_3d,3d,landsat,O3_bands,O3_bands,ridge_alpha_0.1,leave_one_year_out,sensor,Landsat,95,2.7786143136705714,1.9195415380334997,1.2326923009296777,0.5755502846742322,-0.1421953807163956,-0.3038753327306569,0.7873887975937603,0.7687763949540063,-3.697366326097697,4.647441558033116,
landsat_3d,3d,landsat,O3_bands,O3_bands,ridge_alpha_1,leave_one_year_out,sensor,Landsat,95,2.6285369918304102,1.8712642210253487,1.1952947879282654,0.6201624499903609,-0.10677821558024661,-0.3278816277793304,0.7975248078611384,0.7899077263962505,-3.6594216667641857,4.518967107451096,
landsat_3d,3d,landsat,O3_bands,O3_bands,ridge_alpha_10,leave_one_year_out,sensor,Landsat,95,2.7912450009464798,1.972615521910391,1.3673591301286647,0.5716826903186008,-0.07023750379181133,-0.3370393343952287,0.7867797969768668,0.756821075304524,-3.5548981667609514,4.76081862718194,
landsat_3d,3d,landsat,O3_bands,O3_bands,ridge_alpha_100,leave_one_year_out,sensor,Landsat,95,3.4031594746000455,2.6418979550771087,2.202739232401509,0.3633007895268533,-0.029245899325964036,-1.1512164629263175,0.6772716860494746,0.6473390873748514,-3.6106304678192696,6.628604330416972,
landsat_3d,3d,landsat,O4_bands_indices,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,sensor,Landsat,95,2.357702331262671,1.6966316818265599,1.21687971330139,0.6944040071052393,0.006913874876132399,-0.24328844956512707,0.852579863629736,0.8334218119372943,-3.468534765875842,4.383249212166815,
landsat_3d,3d,landsat,O4_bands_indices,O4_bands_indices,linear_regression,leave_one_year_out,sensor,Landsat,95,3.374077599933199,2.155523000066141,1.260670468808165,0.37413618547199967,-0.22350804705056518,-0.14013305524662512,0.7611947710602457,0.6827344737520276,-4.203023607840641,4.85146919628432,
landsat_3d,3d,landsat,O4_bands_indices,O4_bands_indices,ridge_alpha_0.1,leave_one_year_out,sensor,Landsat,95,3.2371582935960888,2.0767423595603414,1.253696523143124,0.42390038847840883,-0.19933212539419384,-0.07386741138681074,0.7751807852275259,0.7015099875521895,-4.024003566947491,4.699435241702253,
landsat_3d,3d,landsat,O4_bands_indices,O4_bands_indices,ridge_alpha_1,leave_one_year_out,sensor,Landsat,95,3.0729828980186227,2.00062092027545,1.263783921488808,0.4808534215510528,-0.1829682907536645,-0.384918776161431,0.7817607918928128,0.7197512366541094,-3.8483490851649766,4.500611797393668,
landsat_3d,3d,landsat,O4_bands_indices,O4_bands_indices,ridge_alpha_10,leave_one_year_out,sensor,Landsat,95,3.069133941235724,2.083958703431663,1.4673477772384738,0.4821530847383665,-0.1419575608451872,-0.4427714428435392,0.7622867721663997,0.6993965484517582,-3.3755706210417173,4.468929397469945,
landsat_3d,3d,landsat,O4_bands_indices,O4_bands_indices,ridge_alpha_100,leave_one_year_out,sensor,Landsat,95,3.387323857943768,2.623419495765123,2.1973305504735983,0.3692123941071658,-0.04841931913818447,-1.009414193374182,0.6718116805187045,0.6422762847662588,-3.753967736006406,6.109932859952172,
sentinel2_3d,3d,sentinel2,O1_quality_only,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,sensor,Sentinel-2,46,2.080198905611186,1.5363007460598217,1.061831763990917,0.40437060467626906,-0.11839681404091579,-0.0572152409900446,0.6124953755327406,0.6414301556678603,-3.424523867233682,3.218733518883181,
sentinel2_3d,3d,sentinel2,O1_quality_only,O1_quality_only,linear_regression,leave_one_year_out,sensor,Sentinel-2,46,1.9165021965059816,1.4462423384176015,1.1724440196310582,0.49442564282588575,-0.15216963879932568,-0.0937000205232641,0.6675712360050733,0.7223627321393511,-3.4748217854728205,2.6541885285938758,
sentinel2_3d,3d,sentinel2,O1_quality_only,O1_quality_only,ridge_alpha_0.1,leave_one_year_out,sensor,Sentinel-2,46,1.920973499671913,1.4520096398830398,1.1281531350589242,0.49206382633415113,-0.15508030288650865,-0.11867483464989315,0.6537560145652049,0.7173398307092217,-3.4634299580943475,2.673750139677237,
sentinel2_3d,3d,sentinel2,O1_quality_only,O1_quality_only,ridge_alpha_1,leave_one_year_out,sensor,Sentinel-2,46,1.9933890061724502,1.5490239645319597,1.178700655001139,0.45304636477788895,-0.15918460093076361,-0.3267357176540009,0.5941161970100584,0.6786462282843096,-3.480271187052006,2.756136474873611,
sentinel2_3d,3d,sentinel2,O1_quality_only,O1_quality_only,ridge_alpha_10,leave_one_year_out,sensor,Sentinel-2,46,2.239019040174191,1.7524339134823554,1.2526021163158076,0.3099477613182694,-0.10205736371195993,-0.5393230275443344,0.44122363473579956,0.5682121791761839,-3.46431677643452,3.9197951638545137,
sentinel2_3d,3d,sentinel2,O1_quality_only,O1_quality_only,ridge_alpha_100,leave_one_year_out,sensor,Sentinel-2,46,2.5420024933292056,1.9313384834735088,1.5814925206898183,0.11055655244749674,-0.03164560849901482,-0.5487366556951225,0.26538793685604495,0.4178317884568676,-3.252320658875246,5.164767722244912,
sentinel2_3d,3d,sentinel2,O2_indices,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,sensor,Sentinel-2,35,2.291295317819455,1.8202263331882125,1.1700745617457615,0.3358447081252718,-0.009338698473123205,-0.001172462751034331,0.5229023724083125,0.5853888729635627,-3.466030006562117,3.422690624131243,
sentinel2_3d,3d,sentinel2,O2_indices,O2_indices,linear_regression,leave_one_year_out,sensor,Sentinel-2,35,3.260604166554987,2.5214674430539623,1.6018693006589215,-0.3449423234721072,-0.48663332566074025,-0.308471697235988,0.43731615501172016,0.47387380177924776,-6.858270215202538,4.054813801859844,
sentinel2_3d,3d,sentinel2,O2_indices,O2_indices,ridge_alpha_0.1,leave_one_year_out,sensor,Sentinel-2,35,3.102065022637335,2.421419567394753,1.6126079020023383,-0.21733272133146775,-0.4386254672918503,-0.3833728027024623,0.45062334102264695,0.48306928730782356,-6.120815101144867,3.978371346853323,
sentinel2_3d,3d,sentinel2,O2_indices,O2_indices,ridge_alpha_1,leave_one_year_out,sensor,Sentinel-2,35,2.5571489194481387,2.060399514020213,1.3666293650377028,0.1727828242653271,-0.17597730349615995,-0.6335500191515377,0.4782182425400425,0.5192089901816379,-3.9909377724794215,3.7439808402905945,
sentinel2_3d,3d,sentinel2,O2_indices,O2_indices,ridge_alpha_10,leave_one_year_out,sensor,Sentinel-2,35,2.533974409044486,1.9947511851631679,1.3292194921728457,0.18770842044952152,0.15908989512406538,-0.668216996570961,0.31755148091337915,0.437481884739414,-2.929568934922871,5.001006471687874,
sentinel2_3d,3d,sentinel2,O2_indices,O2_indices,ridge_alpha_100,leave_one_year_out,sensor,Sentinel-2,35,2.7060633479827434,2.0661960714931538,1.8140942732920609,0.07363226528971278,0.10518865614716566,-0.48861079161029064,0.1776159143353175,0.3198210241806253,-2.676086371882538,5.894541274047879,
sentinel2_3d,3d,sentinel2,O3_bands,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,sensor,Sentinel-2,35,2.291295317819455,1.8202263331882125,1.1700745617457615,0.3358447081252718,-0.009338698473123205,-0.001172462751034331,0.5229023724083125,0.5853888729635627,-3.466030006562117,3.422690624131243,
sentinel2_3d,3d,sentinel2,O3_bands,O3_bands,linear_regression,leave_one_year_out,sensor,Sentinel-2,35,3.8015426170988618,2.837004361028566,2.384452976236708,-0.8282148366800817,0.4706930724253416,-0.18950446038195246,0.28981650375376333,0.3045847111575882,-5.465037737092191,7.471847260200235,
sentinel2_3d,3d,sentinel2,O3_bands,O3_bands,ridge_alpha_0.1,leave_one_year_out,sensor,Sentinel-2,35,2.696874954379778,2.1450402813646674,1.840595430869505,0.079912517732594,0.10699542502057077,0.12089034885708294,0.4205070779452864,0.4775134462596619,-4.569717063964883,4.3233775458934405,
sentinel2_3d,3d,sentinel2,O3_bands,O3_bands,ridge_alpha_1,leave_one_year_out,sensor,Sentinel-2,35,2.5367394609006566,2.03610113165446,1.459914386666548,0.18593472158696478,0.05580604446621611,0.06389047026895156,0.37666340193033815,0.4812314525868322,-3.878624590038841,3.62664908195642,
sentinel2_3d,3d,sentinel2,O3_bands,O3_bands,ridge_alpha_10,leave_one_year_out,sensor,Sentinel-2,35,2.577936789973763,2.038504836401581,1.5538517782893289,0.15927873804705006,0.040743036999892596,-0.40663004060681995,0.26698417407185737,0.40071508667764333,-3.235394340432425,4.698030842328371,
sentinel2_3d,3d,sentinel2,O3_bands,O3_bands,ridge_alpha_100,leave_one_year_out,sensor,Sentinel-2,35,2.7634839604561265,2.14552444673798,1.786970402834557,0.03390152055918172,0.04923442232151256,-0.44376300177854766,0.02577391816853188,0.18565554123477945,-2.8309190755123845,5.88552272006051,
sentinel2_3d,3d,sentinel2,O4_bands_indices,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,sensor,Sentinel-2,35,2.291295317819455,1.8202263331882125,1.1700745617457615,0.3358447081252718,-0.009338698473123205,-0.001172462751034331,0.5229023724083125,0.5853888729635627,-3.466030006562117,3.422690624131243,
sentinel2_3d,3d,sentinel2,O4_bands_indices,O4_bands_indices,linear_regression,leave_one_year_out,sensor,Sentinel-2,35,4.283883538685508,3.396968364082098,2.4815173207513004,-1.321575507566164,0.220239777065318,0.5232473435869842,0.4191063215230835,0.31679686806002255,-7.073401670538471,7.03718871198649,
sentinel2_3d,3d,sentinel2,O4_bands_indices,O4_bands_indices,ridge_alpha_0.1,leave_one_year_out,sensor,Sentinel-2,35,3.284671390426481,2.595381036684111,2.390797046250368,-0.3648702188733881,-0.0262180280554897,0.19455050125247464,0.5273847929593616,0.45000574801146936,-5.3905208337336905,4.976388063565062,
sentinel2_3d,3d,sentinel2,O4_bands_indices,O4_bands_indices,ridge_alpha_1,leave_one_year_out,sensor,Sentinel-2,35,2.6625515185157007,2.108045844313192,1.5060515045822767,0.10318359962961876,-0.05840716152353217,-0.15012467749521274,0.4901246721287665,0.49187220431121853,-4.395910124130896,4.191715027412751,
sentinel2_3d,3d,sentinel2,O4_bands_indices,O4_bands_indices,ridge_alpha_10,leave_one_year_out,sensor,Sentinel-2,35,2.648680868982211,2.097641412348459,1.597046957985854,0.11250324967217917,0.1782201297806304,-0.5845192597745195,0.2255217839746539,0.360199502701549,-3.3643055164470734,5.282713320317155,
sentinel2_3d,3d,sentinel2,O4_bands_indices,O4_bands_indices,ridge_alpha_100,leave_one_year_out,sensor,Sentinel-2,35,2.777203294734469,2.163552411905549,1.7713700467687818,0.024285305284306835,0.10254896199751366,-0.48903569494994326,0.05154783633706376,0.1618966839420283,-2.7572745455583147,5.895258249282963,
any_sensor_0d,0d,any_sensor,O1_quality_only,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,days_offset_bin,0d,188,2.3634854886754675,1.7163647242293743,1.2886657642016952,0.5296926487012825,0.011128397025863074,-0.18234627488454835,0.7453099419552198,0.7283567506166181,-3.5781570503415763,3.8626462219107434,
any_sensor_0d,0d,any_sensor,O1_quality_only,O1_quality_only,linear_regression,leave_one_year_out,days_offset_bin,0d,188,2.2769562757599937,1.7094686098816487,1.4097748425548575,0.5634989740689312,0.008434950508002718,-0.15296953357987664,0.752433305845214,0.7519986606095548,-3.2378508919898326,3.8454176016788133,
any_sensor_0d,0d,any_sensor,O1_quality_only,O1_quality_only,ridge_alpha_0.1,leave_one_year_out,days_offset_bin,0d,188,2.2764543718115644,1.7085146958727024,1.411834957871446,0.5636913865846468,0.00841341713515872,-0.15123294574681445,0.7521596776430501,0.7520272195856099,-3.239769676824841,3.8388353515901117,
any_sensor_0d,0d,any_sensor,O1_quality_only,O1_quality_only,ridge_alpha_1,leave_one_year_out,days_offset_bin,0d,188,2.2735651387163807,1.7006717171221128,1.3713561433835522,0.5647981931501587,0.008264080442871241,-0.1610594405266632,0.7542674275567477,0.7520820025712407,-3.2552911203442405,3.8399702590684295,
any_sensor_0d,0d,any_sensor,O1_quality_only,O1_quality_only,ridge_alpha_10,leave_one_year_out,days_offset_bin,0d,188,2.3120863657968376,1.713794460047542,1.3818993231767067,0.5499259305076589,0.007880445386370089,-0.3195128435345671,0.7441747912947578,0.7437485034308533,-3.143778774070294,3.9776521050023925,
any_sensor_0d,0d,any_sensor,O1_quality_only,O1_quality_only,ridge_alpha_100,leave_one_year_out,days_offset_bin,0d,188,2.6833240108136556,1.9918057867178165,1.5341490465513046,0.39379136195422526,-0.0005440610038418984,-0.7203380100814556,0.6549891555934476,0.665226731443211,-3.283826552847309,4.976240298251663,
any_sensor_0d,0d,any_sensor,O2_indices,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,days_offset_bin,0d,73,2.17759778043745,1.5657523056902265,1.112943493747422,0.7183303311559159,0.05147850333818258,-0.006824391040454181,0.8325014921430175,0.847652960190783,-3.41689432120214,3.72909256327706,
any_sensor_0d,0d,any_sensor,O2_indices,O2_indices,linear_regression,leave_one_year_out,days_offset_bin,0d,73,2.2003586882025177,1.6308029199285847,1.157546789702932,0.7124113661737561,0.07064019906965413,0.04381724511907503,0.8377317226112707,0.8467300747523439,-3.2197025511420465,3.5086149273178244,
any_sensor_0d,0d,any_sensor,O2_indices,O2_indices,ridge_alpha_0.1,leave_one_year_out,days_offset_bin,0d,73,2.1956938858288035,1.6240558154455067,1.1494485187481933,0.7136294603866052,0.06961623058030787,0.043202948488431314,0.8383951441750908,0.8470459152574539,-3.2106706137956293,3.4729018690962876,
any_sensor_0d,0d,any_sensor,O2_indices,O2_indices,ridge_alpha_1,leave_one_year_out,days_offset_bin,0d,73,2.176745466464749,1.595105651097805,1.096956649637625,0.7185507795918789,0.06317044558476514,0.005080308007805456,0.8337974784537352,0.8480497324912769,-3.141628976178466,3.475514083410545,
any_sensor_0d,0d,any_sensor,O2_indices,O2_indices,ridge_alpha_10,leave_one_year_out,days_offset_bin,0d,73,2.3875756490779954,1.7313646155618987,1.3957279152512072,0.6613905810465764,0.054183017270590106,-0.4028039106137751,0.8039435080818466,0.8230668430660567,-2.789716696772059,3.7515343687838647,
any_sensor_0d,0d,any_sensor,O2_indices,O2_indices,ridge_alpha_100,leave_one_year_out,days_offset_bin,0d,73,3.2077514328129357,2.3322062056268376,1.8434766159939642,0.38879602777421673,0.05003475533708875,-0.9231813414492196,0.724919199944992,0.7052669263402136,-3.4157900127732415,6.0198372190243425,
any_sensor_0d,0d,any_sensor,O3_bands,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,days_offset_bin,0d,73,2.17759778043745,1.5657523056902265,1.112943493747422,0.7183303311559159,0.05147850333818258,-0.006824391040454181,0.8325014921430175,0.847652960190783,-3.41689432120214,3.72909256327706,
any_sensor_0d,0d,any_sensor,O3_bands,O3_bands,linear_regression,leave_one_year_out,days_offset_bin,0d,73,2.4808151237401095,1.8654170861833863,1.3229771678998823,0.6344274699384591,0.09531157350280342,-0.006890158743793506,0.7712507105531479,0.8054049816111126,-3.877897645780192,4.892085623521141,
any_sensor_0d,0d,any_sensor,O3_bands,O3_bands,ridge_alpha_0.1,leave_one_year_out,days_offset_bin,0d,73,2.393475555264557,1.8082772072395503,1.2742509005449048,0.6597150470125732,0.11700790702894708,-0.1294625731008523,0.7727935513992403,0.8175842164126211,-3.5450203874106903,4.344983146532335,
any_sensor_0d,0d,any_sensor,O3_bands,O3_bands,ridge_alpha_1,leave_one_year_out,days_offset_bin,0d,73,2.2922158607250225,1.6911009306678477,1.2090909944136485,0.6878985550784192,0.11695254469334547,-0.214746585174991,0.7902276529600849,0.8303433182568816,-3.332392574226809,4.58729060738481,
any_sensor_0d,0d,any_sensor,O3_bands,O3_bands,ridge_alpha_10,leave_one_year_out,days_offset_bin,0d,73,2.514553050076787,1.8233860483461621,1.3175880569452767,0.6244166271545696,0.10808038484071616,-0.4714027699517658,0.7695227288055243,0.8018198914191793,-3.1885378603451358,5.193874432216197,
any_sensor_0d,0d,any_sensor,O3_bands,O3_bands,ridge_alpha_100,leave_one_year_out,days_offset_bin,0d,73,3.3481417343799866,2.488438301204502,2.067823861914091,0.33412544195775085,0.08575641481441233,-0.8711851091831955,0.6697780681056483,0.6665024580699933,-3.422284954794084,6.455242400721115,
any_sensor_0d,0d,any_sensor,O4_bands_indices,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,days_offset_bin,0d,73,2.17759778043745,1.5657523056902265,1.112943493747422,0.7183303311559159,0.05147850333818258,-0.006824391040454181,0.8325014921430175,0.847652960190783,-3.41689432120214,3.72909256327706,
any_sensor_0d,0d,any_sensor,O4_bands_indices,O4_bands_indices,linear_regression,leave_one_year_out,days_offset_bin,0d,73,2.4684138318590567,1.8611025050776289,1.3419173909618731,0.638073239605182,0.06819279345324969,0.03963928107159198,0.8031103740249566,0.8079199028783517,-3.7787548878264623,4.197569028028643,
any_sensor_0d,0d,any_sensor,O4_bands_indices,O4_bands_indices,ridge_alpha_0.1,leave_one_year_out,days_offset_bin,0d,73,2.349942689872772,1.7670491657343104,1.2288657583533915,0.671980777745171,0.08387976151389255,0.08370475954818346,0.8030023751657301,0.8241509281482999,-3.5271379450638003,3.7188970670519486,
any_sensor_0d,0d,any_sensor,O4_bands_indices,O4_bands_indices,ridge_alpha_1,leave_one_year_out,days_offset_bin,0d,73,2.2554181574378984,1.6629188956787049,1.193838862484359,0.6978386600908193,0.08500953830142215,-0.1371544849021742,0.8150211053567904,0.8361153265367935,-3.3267466223212927,3.523005185710658,
any_sensor_0d,0d,any_sensor,O4_bands_indices,O4_bands_indices,ridge_alpha_10,leave_one_year_out,days_offset_bin,0d,73,2.451720614233922,1.777639263379481,1.3865767290449291,0.6429519133740265,0.0767883749601412,-0.3918741909481671,0.7803226147281713,0.8094002197838767,-2.841537796799967,3.870373136640719,
any_sensor_0d,0d,any_sensor,O4_bands_indices,O4_bands_indices,ridge_alpha_100,leave_one_year_out,days_offset_bin,0d,73,3.247750080558539,2.3882510389156826,1.8655663646582132,0.37345833447159116,0.07171868052763904,-0.9651753053446921,0.6921184035570668,0.6771026031069844,-3.48899847967659,6.034304122961438,
any_sensor_0d,0d,any_sensor,O5_sensor_aware_any_sensor,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,days_offset_bin,0d,73,2.17759778043745,1.5657523056902265,1.112943493747422,0.7183303311559159,0.05147850333818258,-0.006824391040454181,0.8325014921430175,0.847652960190783,-3.41689432120214,3.72909256327706,
any_sensor_0d,0d,any_sensor,O5_sensor_aware_any_sensor,O5_sensor_aware_any_sensor,linear_regression,leave_one_year_out,days_offset_bin,0d,73,2.536808246389622,1.8920861804538198,1.595933000386637,0.6177389623579064,0.014880173168758493,-0.039147179594303694,0.7773757887121349,0.7985876522842028,-3.8301673034882064,4.357346366262748,
any_sensor_0d,0d,any_sensor,O5_sensor_aware_any_sensor,O5_sensor_aware_any_sensor,ridge_alpha_0.1,leave_one_year_out,days_offset_bin,0d,73,2.4463824461852304,1.8796675416913518,1.434856398319781,0.6445050330194539,0.04838809335482799,-0.042225625508637954,0.7779620682336499,0.8104962664874037,-3.65808319378258,3.8631082650253044,
any_sensor_0d,0d,any_sensor,O5_sensor_aware_any_sensor,O5_sensor_aware_any_sensor,ridge_alpha_1,leave_one_year_out,days_offset_bin,0d,73,2.35480716741111,1.7679933656212328,1.4642687205046192,0.6706213457318293,0.056757049957214,0.07563297018646331,0.7845962838718474,0.820794223770615,-3.4621315653611866,3.5232653272456798,
any_sensor_0d,0d,any_sensor,O5_sensor_aware_any_sensor,O5_sensor_aware_any_sensor,ridge_alpha_10,leave_one_year_out,days_offset_bin,0d,73,2.517386649896722,1.856433404908467,1.4984989993914812,0.6235696753510357,0.06812715711613399,-0.5231583054426636,0.7538011805838424,0.7955900296539438,-3.142759617299567,3.9674176874914715,
