dataset_id,window,sensor_scope,comparison_feature_set,feature_set,model_id,validation_scheme,n_test_total,n_folds,n_train_total,rmse,mae,median_absolute_error,r2,bias_mean,bias_median,spearman_r,pearson_r
any_sensor_0d,0d,any_sensor,O2_indices,O2_indices,ridge_alpha_10,river_year_groupkfold,76,5,304,2.469539334516759,1.7851240244450732,1.3511608582220522,0.6273201349082833,0.053447953324840085,-0.2764449158762532,0.7981788778494433,0.7982244206142541
any_sensor_0d,0d,any_sensor,O2_indices,O2_indices,ridge_alpha_100,leave_one_river_out,76,6,380,3.5388759824624425,2.721341500703092,2.4774547668079063,0.23469470099623901,-0.20558577561272626,-1.1931520323283307,0.5294668589173953,0.5080976928407369
any_sensor_0d,0d,any_sensor,O2_indices,O2_indices,ridge_alpha_100,leave_one_year_out,73,14,991,3.2077514328129357,2.3322062056268376,1.8434766159939642,0.38879602777421673,0.05003475533708875,-0.9231813414492196,0.724919199944992,0.7052669263402136
any_sensor_0d,0d,any_sensor,O2_indices,O2_indices,ridge_alpha_100,river_year_groupkfold,76,5,304,3.2046879648717868,2.3350414075227555,1.7555528689390925,0.37241069717363207,0.022891780722991174,-1.0714045888911294,0.707683057491693,0.691942521603249
any_sensor_0d,0d,any_sensor,O3_bands,B0_F3_same_subset,ridge_alpha_1,leave_one_river_out,76,6,380,3.1507210935759002,2.6605875672147046,2.566995333530435,0.3933699010958308,-0.2509014075871811,-0.8014480053209898,0.6945988302545926,0.6514556678522067
any_sensor_0d,0d,any_sensor,O3_bands,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,73,14,991,2.17759778043745,1.5657523056902265,1.112943493747422,0.7183303311559159,0.05147850333818258,-0.006824391040454181,0.8325014921430175,0.847652960190783
any_sensor_0d,0d,any_sensor,O3_bands,B0_F3_same_subset,ridge_alpha_1,river_year_groupkfold,76,5,304,2.09245870543708,1.5014540104421967,0.9705238456468335,0.7324420710157993,-0.05636160561678244,-0.2577518706238373,0.8451563123182799,0.8562837927915347
any_sensor_0d,0d,any_sensor,O3_bands,O3_bands,linear_regression,leave_one_river_out,76,6,380,3.23973220839339,2.7054976976734944,2.46707979250282,0.35860988733511734,-0.32066948800647554,-0.8014917905320347,0.6753758171977868,0.6373144617223302
any_sensor_0d,0d,any_sensor,O3_bands,O3_bands,linear_regression,leave_one_year_out,73,14,991,2.4808151237401095,1.8654170861833863,1.3229771678998823,0.6344274699384591,0.09531157350280342,-0.006890158743793506,0.7712507105531479,0.8054049816111126
any_sensor_0d,0d,any_sensor,O3_bands,O3_bands,linear_regression,river_year_groupkfold,76,5,304,2.3146011041190797,1.7152884184997663,1.3336712216647482,0.6726168329830107,0.038281295616755265,-0.15128590575776624,0.8033059261398432,0.8251100608488655
any_sensor_0d,0d,any_sensor,O3_bands,O3_bands,ridge_alpha_0.1,leave_one_river_out,76,6,380,3.18560515965998,2.6962808335356434,2.6296968104380434,0.37986259738811845,-0.2983619403145223,-0.8975217099138921,0.6775496856729164,0.6492352661196065
any_sensor_0d,0d,any_sensor,O3_bands,O3_bands,ridge_alpha_0.1,leave_one_year_out,73,14,991,2.393475555264557,1.8082772072395503,1.2742509005449048,0.6597150470125732,0.11700790702894708,-0.1294625731008523,0.7727935513992403,0.8175842164126211
any_sensor_0d,0d,any_sensor,O3_bands,O3_bands,ridge_alpha_0.1,river_year_groupkfold,76,5,304,2.2030185398961475,1.664245720613443,1.2549909195096047,0.703421040072888,0.03384880610782046,-0.2547253070993758,0.801692614944464,0.8401313311347169
any_sensor_0d,0d,any_sensor,O3_bands,O3_bands,ridge_alpha_1,leave_one_river_out,76,6,380,3.186028132579975,2.681889100933262,2.626891749605908,0.3796979073348724,-0.2890227826791362,-1.116691369324104,0.663330671747541,0.6418613882279254
any_sensor_0d,0d,any_sensor,O3_bands,O3_bands,ridge_alpha_1,leave_one_year_out,73,14,991,2.2922158607250225,1.6911009306678477,1.2090909944136485,0.6878985550784192,0.11695254469334547,-0.214746585174991,0.7902276529600849,0.8303433182568816
any_sensor_0d,0d,any_sensor,O3_bands,O3_bands,ridge_alpha_1,river_year_groupkfold,76,5,304,2.1413266728958305,1.576928849506577,1.144233846684076,0.7197988669271579,0.002806371360552933,-0.4000676858013965,0.818837464427561,0.8484566980611751
any_sensor_0d,0d,any_sensor,O3_bands,O3_bands,ridge_alpha_10,leave_one_river_out,76,6,380,3.272471286865858,2.63504341202728,2.4867931366980764,0.3455812664269594,-0.27511388524312036,-0.7899959385639708,0.6030639281099879,0.5940997898823612
any_sensor_0d,0d,any_sensor,O3_bands,O3_bands,ridge_alpha_10,leave_one_year_out,73,14,991,2.514553050076787,1.8233860483461621,1.3175880569452767,0.6244166271545696,0.10808038484071616,-0.4714027699517658,0.7695227288055243,0.8018198914191793
any_sensor_0d,0d,any_sensor,O3_bands,O3_bands,ridge_alpha_10,river_year_groupkfold,76,5,304,2.449172443374357,1.8063537259914635,1.4373358424408709,0.6334419491984367,-0.00963149939692356,-0.6248528757024983,0.7769597339915753,0.811868979235132
any_sensor_0d,0d,any_sensor,O3_bands,O3_bands,ridge_alpha_100,leave_one_river_out,76,6,380,3.690264861528239,2.8808862183570203,2.5951220467647786,0.16781648291252493,-0.2004179365261426,-1.347390848463632,0.43065838426481007,0.4228440225368877
