dataset_id,window,sensor_scope,comparison_id,comparison_feature_set,feature_set,model_id,validation_scheme,fold_id,fold_group,fold_year,fold_river,n_train,n_test,rivers_in_test,sensors_in_test,fold_skipped,skip_reason,rmse,mae,bias_mean,r2
any_sensor_1d,1d,any_sensor,any_sensor_1d__O3_bands,O3_bands,O3_bands,ridge_alpha_100,leave_one_year_out,loyo_2019,2019,2019,,112,9,Lena;Mackenzie;Ob;Yukon,HLS;Sentinel-2,False,,3.3940423476225976,2.609990066027446,0.8712813989945483,0.3879105495507166
any_sensor_1d,1d,any_sensor,any_sensor_1d__O3_bands,O3_bands,O3_bands,ridge_alpha_100,leave_one_year_out,loyo_2020,2020,2020,,110,11,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,HLS;Landsat;Sentinel-2,False,,2.6008444098519563,2.1938698317738643,-0.46144986525100334,0.4780043036321059
any_sensor_1d,1d,any_sensor,any_sensor_1d__O3_bands,O3_bands,O3_bands,ridge_alpha_100,leave_one_year_out,loyo_2021,2021,2021,,107,14,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,HLS;Landsat;Sentinel-2,False,,2.1629494776549403,1.7322911427601295,-0.8513510078987553,0.11652786224817047
any_sensor_1d,1d,any_sensor,any_sensor_1d__O3_bands,O3_bands,O3_bands,ridge_alpha_100,leave_one_year_out,loyo_2022,2022,2022,,117,4,Mackenzie;Yukon,HLS;Sentinel-2,False,,3.497217044731587,3.1693708554132023,0.6172556283458984,0.3473687682456249
any_sensor_1d,1d,any_sensor,any_sensor_1d__O3_bands,O3_bands,O3_bands,ridge_alpha_100,leave_one_year_out,loyo_2023,2023,2023,,118,3,Mackenzie;Yukon,Sentinel-2,False,,1.5822420646359407,1.444573932589262,-1.053332041355311,-3.759882753218297
any_sensor_1d,1d,any_sensor,any_sensor_1d__O3_bands,O3_bands,O3_bands,ridge_alpha_100,leave_one_year_out,loyo_2024,2024,2024,,120,1,Yukon,Sentinel-2,True,n_test_lt_2,,,,
any_sensor_1d,1d,any_sensor,any_sensor_1d__O3_bands,O3_bands,O3_bands,ridge_alpha_100,river_year_groupkfold,river_year_gkf_1,Kolyma_2004;Kolyma_2016;Kolyma_2021;Lena_2016;Lena_2021;Mackenzie_2009;Mackenzie_2010;Mackenzie_2019;Ob_2004;Ob_2005;Ob_2016;Yukon_2004;Yukon_2018;Yukon_2022,,,96,25,Kolyma;Lena;Mackenzie;Ob;Yukon,HLS;Landsat;Sentinel-2,False,,2.4995560847671516,2.096822924556759,-0.7081915851828028,0.368944201286763
any_sensor_1d,1d,any_sensor,any_sensor_1d__O3_bands,O3_bands,O3_bands,ridge_alpha_100,river_year_groupkfold,river_year_gkf_2,Kolyma_2009;Kolyma_2011;Lena_2009;Lena_2018;Mackenzie_2017;Mackenzie_2018;Mackenzie_2020;Ob_2013;Ob_2018;Ob_2020;Yenisey_2016;Yukon_2019;Yukon_2021,,,97,24,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,HLS;Landsat;Sentinel-2,False,,2.9845443469175037,2.366674061674722,0.6527034077805746,0.3923101274589603
any_sensor_1d,1d,any_sensor,any_sensor_1d__O3_bands,O3_bands,O3_bands,ridge_alpha_100,river_year_groupkfold,river_year_gkf_3,Kolyma_2014;Kolyma_2020;Mackenzie_2005;Mackenzie_2011;Mackenzie_2013;Ob_2011;Yenisey_2005;Yenisey_2009;Yenisey_2017;Yenisey_2018;Yenisey_2021;Yukon_2010;Yukon_2017,,,97,24,Kolyma;Mackenzie;Ob;Yenisey;Yukon,HLS;Landsat;Sentinel-2,False,,2.1094734022231143,1.786126822368851,-1.2514777023090398,0.3863335678491667
any_sensor_1d,1d,any_sensor,any_sensor_1d__O3_bands,O3_bands,O3_bands,ridge_alpha_100,river_year_groupkfold,river_year_gkf_4,Kolyma_2015;Kolyma_2017;Lena_2011;Lena_2020;Mackenzie_2014;Mackenzie_2021;Mackenzie_2022;Ob_2009;Ob_2021;Yenisey_2014;Yenisey_2020;Yukon_2016;Yukon_2020,,,97,24,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,HLS;Landsat;Sentinel-2,False,,3.6589817098608353,2.581257845386846,0.6800756656267618,0.40508953333719244
any_sensor_1d,1d,any_sensor,any_sensor_1d__O3_bands,O3_bands,O3_bands,ridge_alpha_100,river_year_groupkfold,river_year_gkf_5,Kolyma_2005;Kolyma_2010;Kolyma_2018;Lena_2019;Mackenzie_2004;Mackenzie_2012;Mackenzie_2023;Ob_2014;Ob_2015;Ob_2019;Yukon_2009;Yukon_2014;Yukon_2023;Yukon_2024,,,97,24,Kolyma;Lena;Mackenzie;Ob;Yukon,HLS;Landsat;Sentinel-2,False,,4.092999522397944,3.3437331708416695,0.630893548557411,0.33722767163289447
any_sensor_1d,1d,any_sensor,any_sensor_1d__O3_bands,O3_bands,O3_bands,ridge_alpha_100,leave_one_river_out,loro_Kolyma,Kolyma,,Kolyma,100,21,Kolyma,HLS;Landsat;Sentinel-2,False,,3.22894664767476,2.4233787071725237,0.3885663067229251,0.3938915528336049
any_sensor_1d,1d,any_sensor,any_sensor_1d__O3_bands,O3_bands,O3_bands,ridge_alpha_100,leave_one_river_out,loro_Lena,Lena,,Lena,106,15,Lena,HLS;Landsat;Sentinel-2,False,,5.201178226348697,3.754205205179834,3.2093291823878736,0.09637833780791083
any_sensor_1d,1d,any_sensor,any_sensor_1d__O3_bands,O3_bands,O3_bands,ridge_alpha_100,leave_one_river_out,loro_Mackenzie,Mackenzie,,Mackenzie,91,30,Mackenzie,HLS;Landsat;Sentinel-2,False,,3.337119120094543,3.1092223950728295,-3.0660456598169974,-6.575940370525902
any_sensor_1d,1d,any_sensor,any_sensor_1d__O3_bands,O3_bands,O3_bands,ridge_alpha_100,leave_one_river_out,loro_Ob,Ob,,Ob,104,17,Ob,HLS;Landsat;Sentinel-2,False,,4.554522237784326,4.073708969985314,3.59366468952251,-0.9358560633769388
any_sensor_1d,1d,any_sensor,any_sensor_1d__O3_bands,O3_bands,O3_bands,ridge_alpha_100,leave_one_river_out,loro_Yenisey,Yenisey,,Yenisey,108,13,Yenisey,HLS;Landsat;Sentinel-2,False,,2.134338433866408,1.7604574099222852,-1.7418041092557746,0.2862886687474403
any_sensor_1d,1d,any_sensor,any_sensor_1d__O3_bands,O3_bands,O3_bands,ridge_alpha_100,leave_one_river_out,loro_Yukon,Yukon,,Yukon,96,25,Yukon,HLS;Landsat;Sentinel-2,False,,2.783697426246383,2.318374108121193,-1.0229256088354506,0.24393220066550436
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,loyo_2004,2004,2004,,115,6,Kolyma;Mackenzie;Ob;Yukon,Landsat,False,,1.7989792839813652,1.6546368662467899,-1.4847075466004462,0.6560352128277404
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,loyo_2005,2005,2005,,110,11,Kolyma;Mackenzie;Ob;Yenisey,Landsat,False,,1.7246973431728287,1.4503699021116672,0.619617683328756,0.48240632173597586
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,loyo_2009,2009,2009,,109,12,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,Landsat,False,,2.608560931727859,2.123366708696775,-1.048098484226293,0.46223829550723283
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,loyo_2010,2010,2010,,117,4,Kolyma;Mackenzie;Yukon,Landsat,False,,4.2735978371342975,3.519745669047853,3.519745669047853,0.23396803004969413
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,loyo_2011,2011,2011,,112,9,Kolyma;Lena;Mackenzie;Ob,Landsat,False,,3.124750685078727,2.1258163827263763,1.3393236566196078,0.6275468271802161
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,loyo_2012,2012,2012,,119,2,Mackenzie,Landsat,False,,1.089554366186484,1.0431031780945044,-1.0431031780945044,-4.862364033955704
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,loyo_2013,2013,2013,,119,2,Mackenzie;Ob,Landsat,False,,3.953266974740599,3.3775190131200272,2.0544305998469277,0.2614215607951471
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,loyo_2014,2014,2014,,114,7,Kolyma;Mackenzie;Ob;Yenisey;Yukon,Landsat,False,,2.4563870307178224,1.7935802332124442,0.5144304735017889,0.7506047870187623
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,loyo_2015,2015,2015,,119,2,Kolyma;Ob,Landsat,False,,0.17281637087553367,0.1721879433948319,-0.1721879433948319,0.9982659022765226
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,loyo_2016,2016,2016,,114,7,Kolyma;Lena;Ob;Yenisey;Yukon,HLS;Landsat,False,,2.761496565263995,1.7001087773694594,-1.1083717626304233,-0.24580683042700957
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,loyo_2017,2017,2017,,115,6,Kolyma;Mackenzie;Yenisey;Yukon,HLS;Landsat,False,,0.8794988338733613,0.7167115079043248,0.06950497330910244,0.921726289756449
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,loyo_2018,2018,2018,,110,11,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,HLS;Landsat;Sentinel-2,False,,1.450508491772776,1.2272712525612444,-0.04812115090396956,0.7321835499912717
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,loyo_2019,2019,2019,,112,9,Lena;Mackenzie;Ob;Yukon,HLS;Sentinel-2,False,,2.7326103655999057,2.104974829177362,0.6462306004174254,0.6032327624769369
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,loyo_2020,2020,2020,,110,11,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,HLS;Landsat;Sentinel-2,False,,1.3874719109432496,1.1044196554513825,-0.15062864910438598,0.8514452381637481
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,loyo_2021,2021,2021,,107,14,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,HLS;Landsat;Sentinel-2,False,,2.3583935115088632,1.9078083606671896,-1.1792534340282794,-0.050346638192694027
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,loyo_2022,2022,2022,,117,4,Mackenzie;Yukon,HLS;Sentinel-2,False,,2.584852550120424,1.7517354508071508,1.29868608739589,0.6434715188491726
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,loyo_2023,2023,2023,,118,3,Mackenzie;Yukon,Sentinel-2,False,,0.9964496956453932,0.8553632468370171,0.8553632468370171,-0.8878225106961106
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,B0_F3_same_subset,ridge_alpha_1,leave_one_year_out,loyo_2024,2024,2024,,120,1,Yukon,Sentinel-2,True,n_test_lt_2,,,,
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,B0_F3_same_subset,ridge_alpha_1,river_year_groupkfold,river_year_gkf_1,Kolyma_2004;Kolyma_2016;Kolyma_2021;Lena_2016;Lena_2021;Mackenzie_2009;Mackenzie_2010;Mackenzie_2019;Ob_2004;Ob_2005;Ob_2016;Yukon_2004;Yukon_2018;Yukon_2022,,,96,25,Kolyma;Lena;Mackenzie;Ob;Yukon,HLS;Landsat;Sentinel-2,False,,2.527398774307025,1.836524195392766,-0.7894659421290774,0.354807171916131
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,B0_F3_same_subset,ridge_alpha_1,river_year_groupkfold,river_year_gkf_2,Kolyma_2009;Kolyma_2011;Lena_2009;Lena_2018;Mackenzie_2017;Mackenzie_2018;Mackenzie_2020;Ob_2013;Ob_2018;Ob_2020;Yenisey_2016;Yukon_2019;Yukon_2021,,,97,24,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,HLS;Landsat;Sentinel-2,False,,2.058158239304925,1.607514462075331,-0.07356326685864861,0.7110095775671383
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,B0_F3_same_subset,ridge_alpha_1,river_year_groupkfold,river_year_gkf_3,Kolyma_2014;Kolyma_2020;Mackenzie_2005;Mackenzie_2011;Mackenzie_2013;Ob_2011;Yenisey_2005;Yenisey_2009;Yenisey_2017;Yenisey_2018;Yenisey_2021;Yukon_2010;Yukon_2017,,,97,24,Kolyma;Mackenzie;Ob;Yenisey;Yukon,HLS;Landsat;Sentinel-2,False,,1.8801986407286273,1.5536126819657579,-0.6988600499968053,0.5124807947788428
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,B0_F3_same_subset,ridge_alpha_1,river_year_groupkfold,river_year_gkf_4,Kolyma_2015;Kolyma_2017;Lena_2011;Lena_2020;Mackenzie_2014;Mackenzie_2021;Mackenzie_2022;Ob_2009;Ob_2021;Yenisey_2014;Yenisey_2020;Yukon_2016;Yukon_2020,,,97,24,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,HLS;Landsat;Sentinel-2,False,,2.4265122997753723,1.5309156224646472,0.1568719604202433,0.7383648277887354
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,B0_F3_same_subset,ridge_alpha_1,river_year_groupkfold,river_year_gkf_5,Kolyma_2005;Kolyma_2010;Kolyma_2018;Lena_2019;Mackenzie_2004;Mackenzie_2012;Mackenzie_2023;Ob_2014;Ob_2015;Ob_2019;Yukon_2009;Yukon_2014;Yukon_2023;Yukon_2024,,,97,24,Kolyma;Lena;Mackenzie;Ob;Yukon,HLS;Landsat;Sentinel-2,False,,2.9878399465370045,2.295480767299455,0.9642069636987256,0.6468203770924792
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,B0_F3_same_subset,ridge_alpha_1,leave_one_river_out,loro_Kolyma,Kolyma,,Kolyma,100,21,Kolyma,HLS;Landsat;Sentinel-2,False,,3.1854497652803744,2.44759517477792,2.0490270194345426,0.4101112419101597
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,B0_F3_same_subset,ridge_alpha_1,leave_one_river_out,loro_Lena,Lena,,Lena,106,15,Lena,HLS;Landsat;Sentinel-2,False,,3.611775923229069,2.963475698403999,1.2946767146617024,0.5642626788173222
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,B0_F3_same_subset,ridge_alpha_1,leave_one_river_out,loro_Mackenzie,Mackenzie,,Mackenzie,91,30,Mackenzie,HLS;Landsat;Sentinel-2,False,,3.056422977006705,2.837146368538909,-2.837146368538909,-5.355065643998142
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,B0_F3_same_subset,ridge_alpha_1,leave_one_river_out,loro_Ob,Ob,,Ob,104,17,Ob,HLS;Landsat;Sentinel-2,False,,4.274022067518059,3.770250774368144,3.1220094114153287,-0.7047509049436649
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,B0_F3_same_subset,ridge_alpha_1,leave_one_river_out,loro_Yenisey,Yenisey,,Yenisey,108,13,Yenisey,HLS;Landsat;Sentinel-2,False,,3.557586870471794,3.4463805046276716,-3.4463805046276716,-0.9829284748023355
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,B0_F3_same_subset,ridge_alpha_1,leave_one_river_out,loro_Yukon,Yukon,,Yukon,96,25,Yukon,HLS;Landsat;Sentinel-2,False,,2.0119730160660594,1.5127208770365834,-0.027602554058994356,0.6050328376367576
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,O4_bands_indices,linear_regression,leave_one_year_out,loyo_2004,2004,2004,,115,6,Kolyma;Mackenzie;Ob;Yukon,Landsat,False,,1.4762853186359775,1.4087577463197,-1.2220796207957256,0.7683660241121733
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,O4_bands_indices,linear_regression,leave_one_year_out,loyo_2005,2005,2005,,110,11,Kolyma;Mackenzie;Ob;Yenisey,Landsat,False,,1.8535070321170541,1.52125052230867,0.8226975130533006,0.4022058637133771
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,O4_bands_indices,linear_regression,leave_one_year_out,loyo_2009,2009,2009,,109,12,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,Landsat,False,,2.632078865542567,2.162941319316406,-0.9031079639221017,0.452498017002946
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,O4_bands_indices,linear_regression,leave_one_year_out,loyo_2010,2010,2010,,117,4,Kolyma;Mackenzie;Yukon,Landsat,False,,4.292067235730017,3.7141009108376375,3.7141009108376375,0.22733253336714854
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,O4_bands_indices,linear_regression,leave_one_year_out,loyo_2011,2011,2011,,112,9,Kolyma;Lena;Mackenzie;Ob,Landsat,False,,3.234721755749904,2.1035176258265778,1.5325858034531032,0.6008696128927029
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,O4_bands_indices,linear_regression,leave_one_year_out,loyo_2012,2012,2012,,119,2,Mackenzie,Landsat,False,,0.8644506274805281,0.826546455800858,-0.826546455800858,-2.690246357291251
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,O4_bands_indices,linear_regression,leave_one_year_out,loyo_2013,2013,2013,,119,2,Mackenzie;Ob,Landsat,False,,5.486621009259805,4.644855188998007,2.920330524527894,-0.4226375283199939
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,O4_bands_indices,linear_regression,leave_one_year_out,loyo_2014,2014,2014,,114,7,Kolyma;Mackenzie;Ob;Yenisey;Yukon,Landsat,False,,2.2886132634606997,1.6628514992388095,0.4004999905289834,0.7835092511052523
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,O4_bands_indices,linear_regression,leave_one_year_out,loyo_2015,2015,2015,,119,2,Kolyma;Ob,Landsat,False,,1.1097687077228222,0.8559230838745651,-0.8559230838745651,0.9284896742841757
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,O4_bands_indices,linear_regression,leave_one_year_out,loyo_2016,2016,2016,,114,7,Kolyma;Lena;Ob;Yenisey;Yukon,HLS;Landsat,False,,3.472339831036737,2.3118840339010958,-1.460021014756261,-0.9697274495165953
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,O4_bands_indices,linear_regression,leave_one_year_out,loyo_2017,2017,2017,,115,6,Kolyma;Mackenzie;Yenisey;Yukon,HLS;Landsat,False,,0.8118285582393712,0.6042329386707407,-0.19044584288900537,0.9333079551185389
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,O4_bands_indices,linear_regression,leave_one_year_out,loyo_2018,2018,2018,,110,11,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,HLS;Landsat;Sentinel-2,False,,1.5933853483972658,1.3324798011663688,-0.2987674122913068,0.676824569118921
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,O4_bands_indices,linear_regression,leave_one_year_out,loyo_2019,2019,2019,,112,9,Lena;Mackenzie;Ob;Yukon,HLS;Sentinel-2,False,,3.389218598887117,2.6791625922479447,0.8705321579169317,0.3896491651943491
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,O4_bands_indices,linear_regression,leave_one_year_out,loyo_2020,2020,2020,,110,11,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,HLS;Landsat;Sentinel-2,False,,2.9271614315873724,1.8640969842459831,0.7047837530959606,0.3388020072125596
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,O4_bands_indices,linear_regression,leave_one_year_out,loyo_2021,2021,2021,,107,14,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,HLS;Landsat;Sentinel-2,False,,2.8644980419630244,2.228318581700719,-1.3681076788992246,-0.5495199299752536
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,O4_bands_indices,linear_regression,leave_one_year_out,loyo_2022,2022,2022,,117,4,Mackenzie;Yukon,HLS;Sentinel-2,False,,2.749361376585435,1.8325354031183165,0.8234190599537136,0.596646030689321
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,O4_bands_indices,linear_regression,leave_one_year_out,loyo_2023,2023,2023,,118,3,Mackenzie;Yukon,Sentinel-2,False,,1.211398152429011,0.9595487032803792,0.9407776944514229,-1.790128572884138
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,O4_bands_indices,linear_regression,leave_one_year_out,loyo_2024,2024,2024,,120,1,Yukon,Sentinel-2,True,n_test_lt_2,,,,
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,O4_bands_indices,linear_regression,river_year_groupkfold,river_year_gkf_1,Kolyma_2004;Kolyma_2016;Kolyma_2021;Lena_2016;Lena_2021;Mackenzie_2009;Mackenzie_2010;Mackenzie_2019;Ob_2004;Ob_2005;Ob_2016;Yukon_2004;Yukon_2018;Yukon_2022,,,96,25,Kolyma;Lena;Mackenzie;Ob;Yukon,HLS;Landsat;Sentinel-2,False,,2.75949257905088,1.932093760029601,-0.878534604249181,0.23086876092590725
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,O4_bands_indices,linear_regression,river_year_groupkfold,river_year_gkf_2,Kolyma_2009;Kolyma_2011;Lena_2009;Lena_2018;Mackenzie_2017;Mackenzie_2018;Mackenzie_2020;Ob_2013;Ob_2018;Ob_2020;Yenisey_2016;Yukon_2019;Yukon_2021,,,97,24,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,HLS;Landsat;Sentinel-2,False,,2.434025004296067,1.7386538082486045,-0.004130977466743162,0.5958189046023933
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,O4_bands_indices,linear_regression,river_year_groupkfold,river_year_gkf_3,Kolyma_2014;Kolyma_2020;Mackenzie_2005;Mackenzie_2011;Mackenzie_2013;Ob_2011;Yenisey_2005;Yenisey_2009;Yenisey_2017;Yenisey_2018;Yenisey_2021;Yukon_2010;Yukon_2017,,,97,24,Kolyma;Mackenzie;Ob;Yenisey;Yukon,HLS;Landsat;Sentinel-2,False,,1.9374785142054196,1.54117076449523,-0.5665976934694587,0.4823239771768447
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,O4_bands_indices,linear_regression,river_year_groupkfold,river_year_gkf_4,Kolyma_2015;Kolyma_2017;Lena_2011;Lena_2020;Mackenzie_2014;Mackenzie_2021;Mackenzie_2022;Ob_2009;Ob_2021;Yenisey_2014;Yenisey_2020;Yukon_2016;Yukon_2020,,,97,24,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,HLS;Landsat;Sentinel-2,False,,3.3917872544594765,2.196484647686584,0.25196067694454677,0.48880294828924353
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,O4_bands_indices,linear_regression,river_year_groupkfold,river_year_gkf_5,Kolyma_2005;Kolyma_2010;Kolyma_2018;Lena_2019;Mackenzie_2004;Mackenzie_2012;Mackenzie_2023;Ob_2014;Ob_2015;Ob_2019;Yukon_2009;Yukon_2014;Yukon_2023;Yukon_2024,,,97,24,Kolyma;Lena;Mackenzie;Ob;Yukon,HLS;Landsat;Sentinel-2,False,,3.376747178584087,2.624412528094489,1.1654394226501552,0.5488945529990554
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,O4_bands_indices,linear_regression,leave_one_river_out,loro_Kolyma,Kolyma,,Kolyma,100,21,Kolyma,HLS;Landsat;Sentinel-2,False,,3.2082127530900544,2.4540968766769833,2.09665983575215,0.40165051703378196
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,O4_bands_indices,linear_regression,leave_one_river_out,loro_Lena,Lena,,Lena,106,15,Lena,HLS;Landsat;Sentinel-2,False,,4.291795214549147,3.491378255199591,1.7327746175839958,0.38473651043621615
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,O4_bands_indices,linear_regression,leave_one_river_out,loro_Mackenzie,Mackenzie,,Mackenzie,91,30,Mackenzie,HLS;Landsat;Sentinel-2,False,,3.482485034360981,3.1411302991460923,-2.629672531210887,-7.250336206205812
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,O4_bands_indices,linear_regression,leave_one_river_out,loro_Ob,Ob,,Ob,104,17,Ob,HLS;Landsat;Sentinel-2,False,,4.382494147431439,3.8275630802287823,2.9709255522199,-0.792380039766998
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,O4_bands_indices,linear_regression,leave_one_river_out,loro_Yenisey,Yenisey,,Yenisey,108,13,Yenisey,HLS;Landsat;Sentinel-2,False,,3.142845605102273,2.9370563836069357,-2.9370563836069357,-0.5475408254592737
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,O4_bands_indices,linear_regression,leave_one_river_out,loro_Yukon,Yukon,,Yukon,96,25,Yukon,HLS;Landsat;Sentinel-2,False,,2.157138880121981,1.6943223217720493,-0.28900043010151355,0.5459821796641
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,O4_bands_indices,ridge_alpha_0.1,leave_one_year_out,loyo_2004,2004,2004,,115,6,Kolyma;Mackenzie;Ob;Yukon,Landsat,False,,1.4995349300272733,1.4298870145949258,-1.2390834080807827,0.7610126941739833
any_sensor_1d,1d,any_sensor,any_sensor_1d__O4_bands_indices,O4_bands_indices,O4_bands_indices,ridge_alpha_0.1,leave_one_year_out,loyo_2005,2005,2005,,110,11,Kolyma;Mackenzie;Ob;Yenisey,Landsat,False,,1.8522101960981237,1.5187069533723323,0.8193586398979604,0.40304208364619076
