ablation_id,sample_scope,model_id,feature_set,target_scale,validation_scheme,fold_id,fold_group,fold_year,fold_river,n_train,n_test,rivers_in_test,rmse,mae,bias_mean,r2,rmse_log_space,mae_log_space
A1,same_sample_common_subset,ridge_alpha_1,F1_season_only,raw,leave_one_year_out,loyo_2013,2013,2013,,481,30,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.334548826243296,2.7645508068069673,-0.22758957684235934,-0.03147140239090751,,
A1,same_sample_common_subset,ridge_alpha_1,F1_season_only,raw,leave_one_year_out,loyo_2014,2014,2014,,480,31,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,4.302333755910059,3.0113367800672806,0.5139209949781233,0.12283866407843913,,
A1,same_sample_common_subset,ridge_alpha_1,F1_season_only,raw,leave_one_year_out,loyo_2015,2015,2015,,478,33,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.504314172382426,3.0162803868739076,-0.9602281565393023,-0.13780018280736295,,
A1,same_sample_common_subset,ridge_alpha_1,F1_season_only,raw,leave_one_year_out,loyo_2016,2016,2016,,477,34,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.2892095497509106,1.909160343831899,-1.0169529651937537,-0.052881400282495994,,
A1,same_sample_common_subset,ridge_alpha_1,F1_season_only,raw,leave_one_year_out,loyo_2017,2017,2017,,479,32,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.693787403534345,2.2752395939039474,-0.3188096882822766,-0.04683530321079621,,
A1,same_sample_common_subset,ridge_alpha_1,F1_season_only,raw,leave_one_year_out,loyo_2018,2018,2018,,479,32,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.985388892066011,2.5346656126678653,-0.6481611595063379,-0.24617133959656878,,
A1,same_sample_common_subset,ridge_alpha_1,F1_season_only,raw,leave_one_year_out,loyo_2019,2019,2019,,487,24,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.4627619864234536,2.6586747719944293,-0.27662368711281893,0.13110720473773163,,
A1,same_sample_common_subset,ridge_alpha_1,F1_season_only,raw,leave_one_year_out,loyo_2020,2020,2020,,482,29,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.736468684166588,2.203997234070593,-0.025201822645152028,0.13589628651801544,,
A1,same_sample_common_subset,ridge_alpha_1,F1_season_only,raw,leave_one_year_out,loyo_2021,2021,2021,,477,34,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.5520515653405793,2.123456546052726,-0.6807699485611927,-0.2414450438658664,,
A1,same_sample_common_subset,ridge_alpha_1,F1_season_only,raw,leave_one_year_out,loyo_2022,2022,2022,,501,10,Mackenzie;Yukon,3.035656234068584,2.3482921051776393,-0.8508012243371781,0.03875173262488718,,
A1,same_sample_common_subset,ridge_alpha_1,F1_season_only,raw,leave_one_year_out,loyo_2023,2023,2023,,499,12,Mackenzie;Yukon,2.4280791889960156,1.9994553368229313,-0.6505451075434404,0.10613374501314954,,
A1,same_sample_common_subset,ridge_alpha_1,F1_season_only,raw,leave_one_year_out,loyo_2024,2024,2024,,505,6,Mackenzie;Yukon,3.497129482515992,3.3602307969493395,-3.3602307969493395,-14.952134213551265,,
A1,same_sample_common_subset,ridge_alpha_1,F1_season_only,raw,river_year_groupkfold,river_year_gkf_1,Kolyma_2003;Kolyma_2009;Kolyma_2013;Kolyma_2014;Lena_2004;Lena_2006;Lena_2009;Lena_2018;Lena_2021;Mackenzie_2007;Mackenzie_2023;Mackenzie_2024;Ob_2004;Ob_2009;Ob_2016;Ob_2019;Yenisey_2021;Yukon_2006;Yukon_2014;Yukon_2016;Yukon_2017;Yukon_2021,,,408,103,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.0158073552987172,2.446140579804363,-0.3051701280082378,0.06867942134189842,,
A1,same_sample_common_subset,ridge_alpha_1,F1_season_only,raw,river_year_groupkfold,river_year_gkf_2,Kolyma_2004;Kolyma_2010;Kolyma_2011;Kolyma_2018;Lena_2011;Lena_2017;Mackenzie_2009;Mackenzie_2015;Mackenzie_2016;Mackenzie_2018;Ob_2003;Ob_2005;Ob_2011;Ob_2015;Yenisey_2014;Yenisey_2017;Yenisey_2020;Yukon_2004;Yukon_2011;Yukon_2022;Yukon_2024,,,409,102,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.9742455482540735,3.1330516681109595,0.49212400907931086,0.08751266156684934,,
A1,same_sample_common_subset,ridge_alpha_1,F1_season_only,raw,river_year_groupkfold,river_year_gkf_3,Kolyma_2012;Kolyma_2020;Kolyma_2021;Lena_2010;Lena_2012;Lena_2020;Mackenzie_2003;Mackenzie_2005;Mackenzie_2011;Mackenzie_2017;Ob_2006;Ob_2012;Ob_2017;Ob_2021;Yenisey_2005;Yenisey_2013;Yenisey_2016;Yukon_2005;Yukon_2009;Yukon_2018;Yukon_2023,,,409,102,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.4121860756522824,2.7635930497986725,0.12433213205238364,0.09864674142149421,,
A1,same_sample_common_subset,ridge_alpha_1,F1_season_only,raw,river_year_groupkfold,river_year_gkf_4,Kolyma_2005;Kolyma_2016;Kolyma_2017;Lena_2016;Lena_2019;Mackenzie_2004;Mackenzie_2006;Mackenzie_2010;Mackenzie_2012;Mackenzie_2014;Mackenzie_2019;Mackenzie_2020;Mackenzie_2022;Ob_2014;Ob_2020;Yenisey_2006;Yenisey_2012;Yenisey_2015;Yenisey_2018;Yukon_2010;Yukon_2015;Yukon_2020,,,409,102,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.1475759420220837,2.528844485388184,-0.9715517744373575,-0.04026027741696847,,
A1,same_sample_common_subset,ridge_alpha_1,F1_season_only,raw,river_year_groupkfold,river_year_gkf_5,Kolyma_2006;Kolyma_2015;Kolyma_2019;Lena_2003;Lena_2005;Lena_2013;Lena_2014;Lena_2015;Mackenzie_2013;Mackenzie_2021;Ob_2010;Ob_2013;Ob_2018;Yenisey_2004;Yenisey_2009;Yenisey_2010;Yenisey_2011;Yenisey_2019;Yukon_2003;Yukon_2012;Yukon_2013;Yukon_2019,,,409,102,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.2875266182140317,2.493650244365368,0.6661567431607404,0.11436806073286954,,
A1,same_sample_common_subset,ridge_alpha_1,F1_season_only,raw,leave_one_river_out,loro_Kolyma,Kolyma,,Kolyma,426,85,Kolyma,3.214786031516225,2.7661281104738333,-1.7773447591301683,-0.12546593877854484,,
A1,same_sample_common_subset,ridge_alpha_1,F1_season_only,raw,leave_one_river_out,loro_Lena,Lena,,Lena,424,87,Lena,5.014638923316378,3.439504730594437,3.096094667645222,-0.335267295799228,,
A1,same_sample_common_subset,ridge_alpha_1,F1_season_only,raw,leave_one_river_out,loro_Mackenzie,Mackenzie,,Mackenzie,408,103,Mackenzie,2.9407378479265605,2.569455271151407,-2.5401777069325115,-6.135131502790973,,
A1,same_sample_common_subset,ridge_alpha_1,F1_season_only,raw,leave_one_river_out,loro_Ob,Ob,,Ob,424,87,Ob,4.113816732197979,3.5762045857976146,3.2090309237256194,-1.364654360064344,,
A1,same_sample_common_subset,ridge_alpha_1,F1_season_only,raw,leave_one_river_out,loro_Yenisey,Yenisey,,Yenisey,458,53,Yenisey,2.512364333501666,2.1044972214619877,-0.16577467155303177,0.186785849262596,,
A1,same_sample_common_subset,ridge_alpha_1,F1_season_only,raw,leave_one_river_out,loro_Yukon,Yukon,,Yukon,415,96,Yukon,3.312849848192309,2.8310374842673944,-1.447012942084055,-0.007568054296414717,,
A1,same_sample_common_subset,ridge_alpha_10,F1_season_only,raw,leave_one_year_out,loyo_2003,2003,2003,,506,5,Kolyma;Lena;Mackenzie;Ob;Yukon,2.923851822219063,2.7461541456253062,-1.0426123404392835,0.025432116017585993,,
A1,same_sample_common_subset,ridge_alpha_10,F1_season_only,raw,leave_one_year_out,loyo_2004,2004,2004,,470,41,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.243469236216347,2.7854187175467757,-0.3824082357587972,0.07525075114364055,,
A1,same_sample_common_subset,ridge_alpha_10,F1_season_only,raw,leave_one_year_out,loyo_2005,2005,2005,,470,41,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.89191248137598,2.398442198625824,0.13653950582198499,0.07584374524585646,,
A1,same_sample_common_subset,ridge_alpha_10,F1_season_only,raw,leave_one_year_out,loyo_2006,2006,2006,,501,10,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.669684311527327,3.1956778891240814,1.811283798864015,-0.1950219583339805,,
A1,same_sample_common_subset,ridge_alpha_10,F1_season_only,raw,leave_one_year_out,loyo_2007,2007,2007,,510,1,Mackenzie,0.7982055601443419,0.7982055601443419,-0.7982055601443419,,,
A1,same_sample_common_subset,ridge_alpha_10,F1_season_only,raw,leave_one_year_out,loyo_2009,2009,2009,,484,27,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.852626451202748,3.0329331983831547,0.9721554441140834,-0.039890381360007554,,
A1,same_sample_common_subset,ridge_alpha_10,F1_season_only,raw,leave_one_year_out,loyo_2010,2010,2010,,482,29,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,4.410460905913288,3.530678123151888,2.0820325887005824,-0.23624809971871397,,
A1,same_sample_common_subset,ridge_alpha_10,F1_season_only,raw,leave_one_year_out,loyo_2011,2011,2011,,482,29,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,5.065953205187227,3.592811116047534,2.57956939737933,-0.18588914021887804,,
A1,same_sample_common_subset,ridge_alpha_10,F1_season_only,raw,leave_one_year_out,loyo_2012,2012,2012,,490,21,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.277644359270743,2.495979518874379,-0.19630004218229571,0.16063843200020567,,
A1,same_sample_common_subset,ridge_alpha_10,F1_season_only,raw,leave_one_year_out,loyo_2013,2013,2013,,481,30,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.330370379163818,2.7572944988424584,-0.2329403381844989,-0.028887995432941294,,
A1,same_sample_common_subset,ridge_alpha_10,F1_season_only,raw,leave_one_year_out,loyo_2014,2014,2014,,480,31,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,4.304699827098757,3.014983047043938,0.5071509980196135,0.12187360791426671,,
A1,same_sample_common_subset,ridge_alpha_10,F1_season_only,raw,leave_one_year_out,loyo_2015,2015,2015,,478,33,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.5013339497753466,3.0189239734086053,-0.9673808939915343,-0.13586573527998658,,
A1,same_sample_common_subset,ridge_alpha_10,F1_season_only,raw,leave_one_year_out,loyo_2016,2016,2016,,477,34,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.2905275272207213,1.9112598784726165,-1.0252982493633196,-0.05409411008458642,,
A1,same_sample_common_subset,ridge_alpha_10,F1_season_only,raw,leave_one_year_out,loyo_2017,2017,2017,,479,32,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.688946557024663,2.270708952958328,-0.32608737016016676,-0.04307627181702722,,
A1,same_sample_common_subset,ridge_alpha_10,F1_season_only,raw,leave_one_year_out,loyo_2018,2018,2018,,479,32,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.9785643025425546,2.5307523899366875,-0.6555847069904628,-0.2404803643685618,,
A1,same_sample_common_subset,ridge_alpha_10,F1_season_only,raw,leave_one_year_out,loyo_2019,2019,2019,,487,24,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.4647977618454244,2.660446782517246,-0.27597036398853847,0.13008525141383598,,
A1,same_sample_common_subset,ridge_alpha_10,F1_season_only,raw,leave_one_year_out,loyo_2020,2020,2020,,482,29,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.7349780263523304,2.2052658214636307,-0.03160236236257849,0.13683744994266722,,
A1,same_sample_common_subset,ridge_alpha_10,F1_season_only,raw,leave_one_year_out,loyo_2021,2021,2021,,477,34,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.545804614718106,2.1155670274785225,-0.6886663122330583,-0.23537482624931005,,
A1,same_sample_common_subset,ridge_alpha_10,F1_season_only,raw,leave_one_year_out,loyo_2022,2022,2022,,501,10,Mackenzie;Yukon,3.036321819756267,2.339573889469751,-0.8547920694502157,0.038330167612937394,,
A1,same_sample_common_subset,ridge_alpha_10,F1_season_only,raw,leave_one_year_out,loyo_2023,2023,2023,,499,12,Mackenzie;Yukon,2.427379986808189,1.9974418700774283,-0.6535643683241779,0.10664847555061074,,
A1,same_sample_common_subset,ridge_alpha_10,F1_season_only,raw,leave_one_year_out,loyo_2024,2024,2024,,505,6,Mackenzie;Yukon,3.4875454116512916,3.352222043549863,-3.352222043549863,-14.864818665847595,,
A1,same_sample_common_subset,ridge_alpha_10,F1_season_only,raw,river_year_groupkfold,river_year_gkf_1,Kolyma_2003;Kolyma_2009;Kolyma_2013;Kolyma_2014;Lena_2004;Lena_2006;Lena_2009;Lena_2018;Lena_2021;Mackenzie_2007;Mackenzie_2023;Mackenzie_2024;Ob_2004;Ob_2009;Ob_2016;Ob_2019;Yenisey_2021;Yukon_2006;Yukon_2014;Yukon_2016;Yukon_2017;Yukon_2021,,,408,103,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.0141849345912233,2.442804398522927,-0.30794249624923614,0.06968120108296905,,
A1,same_sample_common_subset,ridge_alpha_10,F1_season_only,raw,river_year_groupkfold,river_year_gkf_2,Kolyma_2004;Kolyma_2010;Kolyma_2011;Kolyma_2018;Lena_2011;Lena_2017;Mackenzie_2009;Mackenzie_2015;Mackenzie_2016;Mackenzie_2018;Ob_2003;Ob_2005;Ob_2011;Ob_2015;Yenisey_2014;Yenisey_2017;Yenisey_2020;Yukon_2004;Yukon_2011;Yukon_2022;Yukon_2024,,,409,102,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.976752599141822,3.135553699389752,0.4973513411966319,0.08636105997733823,,
A1,same_sample_common_subset,ridge_alpha_10,F1_season_only,raw,river_year_groupkfold,river_year_gkf_3,Kolyma_2012;Kolyma_2020;Kolyma_2021;Lena_2010;Lena_2012;Lena_2020;Mackenzie_2003;Mackenzie_2005;Mackenzie_2011;Mackenzie_2017;Ob_2006;Ob_2012;Ob_2017;Ob_2021;Yenisey_2005;Yenisey_2013;Yenisey_2016;Yukon_2005;Yukon_2009;Yukon_2018;Yukon_2023,,,409,102,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.4117177794237534,2.7631951281160894,0.12489748570237527,0.09889413201344821,,
A1,same_sample_common_subset,ridge_alpha_10,F1_season_only,raw,river_year_groupkfold,river_year_gkf_4,Kolyma_2005;Kolyma_2016;Kolyma_2017;Lena_2016;Lena_2019;Mackenzie_2004;Mackenzie_2006;Mackenzie_2010;Mackenzie_2012;Mackenzie_2014;Mackenzie_2019;Mackenzie_2020;Mackenzie_2022;Ob_2014;Ob_2020;Yenisey_2006;Yenisey_2012;Yenisey_2015;Yenisey_2018;Yukon_2010;Yukon_2015;Yukon_2020,,,409,102,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.144720394122712,2.5267909369240247,-0.9732029383896329,-0.03837364106675345,,
A1,same_sample_common_subset,ridge_alpha_10,F1_season_only,raw,river_year_groupkfold,river_year_gkf_5,Kolyma_2006;Kolyma_2015;Kolyma_2019;Lena_2003;Lena_2005;Lena_2013;Lena_2014;Lena_2015;Mackenzie_2013;Mackenzie_2021;Ob_2010;Ob_2013;Ob_2018;Yenisey_2004;Yenisey_2009;Yenisey_2010;Yenisey_2011;Yenisey_2019;Yukon_2003;Yukon_2012;Yukon_2013;Yukon_2019,,,409,102,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.2886058541952927,2.494375120333348,0.6647093346871161,0.11378649115002981,,
A1,same_sample_common_subset,ridge_alpha_10,F1_season_only,raw,leave_one_river_out,loro_Kolyma,Kolyma,,Kolyma,426,85,Kolyma,3.21757768542792,2.7724369711551016,-1.7778205795930389,-0.12742145030882623,,
A1,same_sample_common_subset,ridge_alpha_10,F1_season_only,raw,leave_one_river_out,loro_Lena,Lena,,Lena,424,87,Lena,5.015651022874801,3.4335972575478144,3.090854021342043,-0.33580634151691324,,
A1,same_sample_common_subset,ridge_alpha_10,F1_season_only,raw,leave_one_river_out,loro_Mackenzie,Mackenzie,,Mackenzie,408,103,Mackenzie,2.9319674159288085,2.565832587085249,-2.5424672035752978,-6.092635454151214,,
A1,same_sample_common_subset,ridge_alpha_10,F1_season_only,raw,leave_one_river_out,loro_Ob,Ob,,Ob,424,87,Ob,4.107649589794096,3.5706770469362645,3.2056296972979808,-1.3575698300022823,,
A1,same_sample_common_subset,ridge_alpha_10,F1_season_only,raw,leave_one_river_out,loro_Yenisey,Yenisey,,Yenisey,458,53,Yenisey,2.515529619192206,2.1100245736446026,-0.15105703019522965,0.18473544870184677,,
A1,same_sample_common_subset,ridge_alpha_10,F1_season_only,raw,leave_one_river_out,loro_Yukon,Yukon,,Yukon,415,96,Yukon,3.3153430930267977,2.834484940519624,-1.4460589980327454,-0.00908521279626151,,
A2,same_sample_common_subset,linear_regression,F2_q_season,raw,leave_one_year_out,loyo_2003,2003,2003,,506,5,Kolyma;Lena;Mackenzie;Ob;Yukon,2.0638580284172634,1.8256861816562449,-0.30847672086561834,0.5144197490352949,,
A2,same_sample_common_subset,linear_regression,F2_q_season,raw,leave_one_year_out,loyo_2004,2004,2004,,470,41,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.3149574129875328,1.9919800397794478,-0.6464628865021982,0.5289245919613795,,
A2,same_sample_common_subset,linear_regression,F2_q_season,raw,leave_one_year_out,loyo_2005,2005,2005,,470,41,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.147495621374671,1.7661514308608723,0.034602794732807876,0.49038794843440936,,
A2,same_sample_common_subset,linear_regression,F2_q_season,raw,leave_one_year_out,loyo_2006,2006,2006,,501,10,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.806056111383447,2.3341229598142363,1.5381512624170768,0.3012671245434433,,
A2,same_sample_common_subset,linear_regression,F2_q_season,raw,leave_one_year_out,loyo_2007,2007,2007,,510,1,Mackenzie,0.5150563282720055,0.5150563282720055,-0.5150563282720055,,,
A2,same_sample_common_subset,linear_regression,F2_q_season,raw,leave_one_year_out,loyo_2009,2009,2009,,484,27,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.846489378969216,2.465475270117927,-0.0006718934523615984,0.43233398803663736,,
A2,same_sample_common_subset,linear_regression,F2_q_season,raw,leave_one_year_out,loyo_2010,2010,2010,,482,29,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.394005212896916,2.5374982935741777,1.4048071127762878,0.2679130027258233,,
A2,same_sample_common_subset,linear_regression,F2_q_season,raw,leave_one_year_out,loyo_2011,2011,2011,,482,29,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.9645490789314475,2.8841928323688633,1.9957564039043079,0.2737112093340893,,
A2,same_sample_common_subset,linear_regression,F2_q_season,raw,leave_one_year_out,loyo_2012,2012,2012,,490,21,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.495417108837421,2.007232347034922,-0.10722317702419834,0.5134676530362055,,
A2,same_sample_common_subset,linear_regression,F2_q_season,raw,leave_one_year_out,loyo_2013,2013,2013,,481,30,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.9169864413018516,2.2168323534792806,0.04009678889844109,0.21068228390294774,,
A2,same_sample_common_subset,linear_regression,F2_q_season,raw,leave_one_year_out,loyo_2014,2014,2014,,480,31,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.425961686732283,2.410680529236164,0.6936548413212675,0.44379320777591647,,
A2,same_sample_common_subset,linear_regression,F2_q_season,raw,leave_one_year_out,loyo_2015,2015,2015,,478,33,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.686427317147061,2.213493751722346,-0.3558674627019001,0.3313326480652691,,
A2,same_sample_common_subset,linear_regression,F2_q_season,raw,leave_one_year_out,loyo_2016,2016,2016,,477,34,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.2001998693094933,1.8345002294696995,-0.6009129494426743,0.027403673541268936,,
A2,same_sample_common_subset,linear_regression,F2_q_season,raw,leave_one_year_out,loyo_2017,2017,2017,,479,32,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.3484212304202328,1.9583284122321816,-0.15264342541003284,0.20438361132396898,,
A2,same_sample_common_subset,linear_regression,F2_q_season,raw,leave_one_year_out,loyo_2018,2018,2018,,479,32,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.5747586503662863,2.227893232383009,-0.30545878151937356,0.07306563062387617,,
A2,same_sample_common_subset,linear_regression,F2_q_season,raw,leave_one_year_out,loyo_2019,2019,2019,,487,24,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.7698086097051604,2.2111478831079183,-0.019349165728953437,0.44406958446399747,,
A2,same_sample_common_subset,linear_regression,F2_q_season,raw,leave_one_year_out,loyo_2020,2020,2020,,482,29,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.168324705776707,1.7945589420476928,-0.030521470860485435,0.45745777657296693,,
A2,same_sample_common_subset,linear_regression,F2_q_season,raw,leave_one_year_out,loyo_2021,2021,2021,,477,34,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.3567657806222875,1.9928629244815923,-0.7878973638467203,-0.058720825714828395,,
A2,same_sample_common_subset,linear_regression,F2_q_season,raw,leave_one_year_out,loyo_2022,2022,2022,,501,10,Mackenzie;Yukon,2.3657115757238825,1.9205703639365932,-0.7822838885033941,0.41621358942102693,,
A2,same_sample_common_subset,linear_regression,F2_q_season,raw,leave_one_year_out,loyo_2023,2023,2023,,499,12,Mackenzie;Yukon,1.6871304865575885,1.458816888901475,-0.5827982021708565,0.5684370080076182,,
A2,same_sample_common_subset,linear_regression,F2_q_season,raw,leave_one_year_out,loyo_2024,2024,2024,,505,6,Mackenzie;Yukon,2.4205460020575527,2.352005831271201,-2.352005831271201,-6.642264267084561,,
A2,same_sample_common_subset,linear_regression,F2_q_season,raw,river_year_groupkfold,river_year_gkf_1,Kolyma_2003;Kolyma_2009;Kolyma_2013;Kolyma_2014;Lena_2004;Lena_2006;Lena_2009;Lena_2018;Lena_2021;Mackenzie_2007;Mackenzie_2023;Mackenzie_2024;Ob_2004;Ob_2009;Ob_2016;Ob_2019;Yenisey_2021;Yukon_2006;Yukon_2014;Yukon_2016;Yukon_2017;Yukon_2021,,,408,103,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.2513025191720777,1.897070754212817,-0.15956564610129106,0.4810091253188823,,
A2,same_sample_common_subset,linear_regression,F2_q_season,raw,river_year_groupkfold,river_year_gkf_2,Kolyma_2004;Kolyma_2010;Kolyma_2011;Kolyma_2018;Lena_2011;Lena_2017;Mackenzie_2009;Mackenzie_2015;Mackenzie_2016;Mackenzie_2018;Ob_2003;Ob_2005;Ob_2011;Ob_2015;Yenisey_2014;Yenisey_2017;Yenisey_2020;Yukon_2004;Yukon_2011;Yukon_2022;Yukon_2024,,,409,102,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.245326605355333,2.4962405899213786,0.5101648522193223,0.3915368598640985,,
A2,same_sample_common_subset,linear_regression,F2_q_season,raw,river_year_groupkfold,river_year_gkf_3,Kolyma_2012;Kolyma_2020;Kolyma_2021;Lena_2010;Lena_2012;Lena_2020;Mackenzie_2003;Mackenzie_2005;Mackenzie_2011;Mackenzie_2017;Ob_2006;Ob_2012;Ob_2017;Ob_2021;Yenisey_2005;Yenisey_2013;Yenisey_2016;Yukon_2005;Yukon_2009;Yukon_2018;Yukon_2023,,,409,102,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.6002228629197397,2.0834718632261455,0.06989897625824859,0.47657945473607877,,
A2,same_sample_common_subset,linear_regression,F2_q_season,raw,river_year_groupkfold,river_year_gkf_4,Kolyma_2005;Kolyma_2016;Kolyma_2017;Lena_2016;Lena_2019;Mackenzie_2004;Mackenzie_2006;Mackenzie_2010;Mackenzie_2012;Mackenzie_2014;Mackenzie_2019;Mackenzie_2020;Mackenzie_2022;Ob_2014;Ob_2020;Yenisey_2006;Yenisey_2012;Yenisey_2015;Yenisey_2018;Yukon_2010;Yukon_2015;Yukon_2020,,,409,102,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.7749182640009495,2.3402152761256696,-0.5672608574502851,0.19148148149202038,,
A2,same_sample_common_subset,linear_regression,F2_q_season,raw,river_year_groupkfold,river_year_gkf_5,Kolyma_2006;Kolyma_2015;Kolyma_2019;Lena_2003;Lena_2005;Lena_2013;Lena_2014;Lena_2015;Mackenzie_2013;Mackenzie_2021;Ob_2010;Ob_2013;Ob_2018;Yenisey_2004;Yenisey_2009;Yenisey_2010;Yenisey_2011;Yenisey_2019;Yukon_2003;Yukon_2012;Yukon_2013;Yukon_2019,,,409,102,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.472141367308955,1.8168612525853527,0.19095557970615448,0.49920346136328564,,
A2,same_sample_common_subset,linear_regression,F2_q_season,raw,leave_one_river_out,loro_Kolyma,Kolyma,,Kolyma,426,85,Kolyma,4.371612870668244,3.5547249114935364,3.4513037445817853,-1.081189387240161,,
A2,same_sample_common_subset,linear_regression,F2_q_season,raw,leave_one_river_out,loro_Lena,Lena,,Lena,424,87,Lena,3.6542218850411716,2.632694840727548,1.7723410660132837,0.29094698832712707,,
A2,same_sample_common_subset,linear_regression,F2_q_season,raw,leave_one_river_out,loro_Mackenzie,Mackenzie,,Mackenzie,408,103,Mackenzie,2.8897797903719975,2.709116774173244,-2.709116774173244,-5.889994236810724,,
A2,same_sample_common_subset,linear_regression,F2_q_season,raw,leave_one_river_out,loro_Ob,Ob,,Ob,424,87,Ob,3.349345574903544,2.714733217816935,1.9560704642090843,-0.5674644745134438,,
A2,same_sample_common_subset,linear_regression,F2_q_season,raw,leave_one_river_out,loro_Yenisey,Yenisey,,Yenisey,458,53,Yenisey,2.465349198463713,1.8842011344649356,-1.6504498573173791,0.21693723491482297,,
A2,same_sample_common_subset,linear_regression,F2_q_season,raw,leave_one_river_out,loro_Yukon,Yukon,,Yukon,415,96,Yukon,2.499419354215004,2.1217875410643425,-0.9023273324018928,0.4264792416434737,,
A2,same_sample_common_subset,ridge_alpha_0.1,F2_q_season,raw,leave_one_year_out,loyo_2003,2003,2003,,506,5,Kolyma;Lena;Mackenzie;Ob;Yukon,2.0639332097715655,1.8261571621191173,-0.30896569455541184,0.514384371363662,,
A2,same_sample_common_subset,ridge_alpha_0.1,F2_q_season,raw,leave_one_year_out,loyo_2004,2004,2004,,470,41,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.3151880858645244,1.992246973973119,-0.6464434190968339,0.5288307070951217,,
A2,same_sample_common_subset,ridge_alpha_0.1,F2_q_season,raw,leave_one_year_out,loyo_2005,2005,2005,,470,41,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.147482973279082,1.7661203293041685,0.0345548686762219,0.4903939513364838,,
A2,same_sample_common_subset,ridge_alpha_0.1,F2_q_season,raw,leave_one_year_out,loyo_2006,2006,2006,,501,10,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.806050239312425,2.334501873045909,1.538251041757551,0.3012700489359814,,
A2,same_sample_common_subset,ridge_alpha_0.1,F2_q_season,raw,leave_one_year_out,loyo_2007,2007,2007,,510,1,Mackenzie,0.5148683103822043,0.5148683103822043,-0.5148683103822043,,,
