candidate_key,model_id,feature_set,target_scale,validation_scheme,n_test_total,n_train_total,n_folds,stress_test,rmse,mae,median_absolute_error,r2,bias_mean,bias_median,spearman_r,pearson_r
R1_nonlinear_Q:ridge_alpha_100:raw:leave_one_year_out,ridge_alpha_100,R1_nonlinear_Q,raw,leave_one_year_out,545,10900,21,False,2.4083472666185695,1.8173927844391329,1.4482480085161527,0.5362919682157931,0.004724774869820821,-0.3590320148824957,0.7611451256148545,0.7446903650520454
R1_nonlinear_Q:ridge_alpha_100:raw:leave_recent_years_out,ridge_alpha_100,R1_nonlinear_Q,raw,leave_recent_years_out,65,480,1,False,1.9848024130348525,1.5751390319662304,1.2384451476518197,0.34249621580767664,-0.4949811611266306,-0.7963003946729241,0.5942744755244755,0.6217109669261953
R1_nonlinear_Q:ridge_alpha_100:raw:river_year_groupkfold,ridge_alpha_100,R1_nonlinear_Q,raw,river_year_groupkfold,545,2180,5,False,2.4450501587400963,1.8581221223778919,1.510043607680899,0.5220505728839956,0.020966519310023832,-0.46091446868895325,0.7486210852621409,0.7357752532584484
R1_nonlinear_Q:ridge_alpha_10:raw:leave_one_river_out,ridge_alpha_10,R1_nonlinear_Q,raw,leave_one_river_out,545,2725,6,True,3.071113903813563,2.4830784360307128,2.087257567007237,0.2459532923143093,-0.020004545036288884,-0.715185672837757,0.5078394613183832,0.5453167588360968
R1_nonlinear_Q:ridge_alpha_10:raw:leave_one_year_out,ridge_alpha_10,R1_nonlinear_Q,raw,leave_one_year_out,545,10900,21,False,2.1898031414021237,1.6379036211692617,1.260268392044769,0.6166313914195203,0.0015543856818492456,-0.24766149095971457,0.7998080470787617,0.7859336090105162
R1_nonlinear_Q:ridge_alpha_10:raw:leave_recent_years_out,ridge_alpha_10,R1_nonlinear_Q,raw,leave_recent_years_out,65,480,1,False,1.851711926360893,1.4423016623763585,1.1527124690995576,0.42771739459388347,-0.20515105777937823,-0.350065768379066,0.6768793706293706,0.6752820748335443
R1_nonlinear_Q:ridge_alpha_10:raw:river_year_groupkfold,ridge_alpha_10,R1_nonlinear_Q,raw,river_year_groupkfold,545,2180,5,False,2.1850928927666096,1.6467187190874633,1.3020273510387828,0.6182788631417897,0.017064507625320014,-0.24961776359154353,0.8014036966596864,0.7873232990624941
R1_nonlinear_Q:ridge_alpha_1:raw:leave_one_river_out,ridge_alpha_1,R1_nonlinear_Q,raw,leave_one_river_out,545,2725,6,True,2.9414329889005053,2.3769320571037946,1.9702952102926963,0.3082895809910996,-0.1157623592040752,-0.7241845681873742,0.520075789534711,0.5912579212482166
R1_nonlinear_Q:ridge_alpha_1:raw:leave_one_year_out,ridge_alpha_1,R1_nonlinear_Q,raw,leave_one_year_out,545,10900,21,False,2.140521325093195,1.5808048169825133,1.1959573756297495,0.6336927473843864,-0.0008645605591905244,-0.18630112795452636,0.8044327917106329,0.7960484657083688
R1_nonlinear_Q:ridge_alpha_1:raw:leave_recent_years_out,ridge_alpha_1,R1_nonlinear_Q,raw,leave_recent_years_out,65,480,1,False,1.8371802505549364,1.4584704539428708,1.1597988040390277,0.436664351797459,-0.12314109854115599,-0.24542674295820133,0.6854895104895105,0.6825529028491435
R1_nonlinear_Q:ridge_alpha_1:raw:river_year_groupkfold,ridge_alpha_1,R1_nonlinear_Q,raw,river_year_groupkfold,545,2180,5,False,2.124530210486125,1.5800808232914416,1.1962074451206486,0.6391454199472688,0.009734846656573095,-0.17491988677976877,0.8055917578750719,0.7994897522807421
R2_river_specific_Q_slope:linear_regression:raw:leave_one_river_out,linear_regression,R2_river_specific_Q_slope,raw,leave_one_river_out,545,2725,6,True,3.2938774206870933,2.5871578053821342,1.975091635844488,0.13259630858322902,0.3164946131273181,-0.4115391736856804,0.5111764328193197,0.5303048055041345
R2_river_specific_Q_slope:linear_regression:raw:leave_one_year_out,linear_regression,R2_river_specific_Q_slope,raw,leave_one_year_out,545,10900,21,False,2.1408617894987434,1.5624942399862043,1.1631091836042495,0.63357621082117,-0.0006869802689753261,-0.08790261336153993,0.818159314595747,0.796144199385679
R2_river_specific_Q_slope:linear_regression:raw:leave_recent_years_out,linear_regression,R2_river_specific_Q_slope,raw,leave_recent_years_out,65,480,1,False,1.7805975664253717,1.3777080419292893,1.1034152281780498,0.47082995832970087,-0.26949779644888167,-0.08067762825226188,0.7095716783216783,0.7161031599022534
R2_river_specific_Q_slope:linear_regression:raw:river_year_groupkfold,linear_regression,R2_river_specific_Q_slope,raw,river_year_groupkfold,545,2180,5,False,2.1207412030413684,1.5544976948300517,1.1417742669506499,0.640431409142113,0.01604919145025573,-0.0804573134457911,0.8209895465171252,0.8003815936654316
R2_river_specific_Q_slope:ridge_alpha_0.1:raw:leave_one_river_out,ridge_alpha_0.1,R2_river_specific_Q_slope,raw,leave_one_river_out,545,2725,6,True,3.283888912167696,2.580675657597812,1.962727571252115,0.13784904351629845,0.3279025054899737,-0.439723559387994,0.5090407577146893,0.5279135815744856
R2_river_specific_Q_slope:ridge_alpha_0.1:raw:leave_one_year_out,ridge_alpha_0.1,R2_river_specific_Q_slope,raw,leave_one_year_out,545,10900,21,False,2.1407601832589878,1.5660743915299344,1.1541993548229068,0.6336109912633823,3.5750112227928924e-05,-0.13389510473173605,0.8153213357230024,0.7960380630998634
R2_river_specific_Q_slope:ridge_alpha_0.1:raw:leave_recent_years_out,ridge_alpha_0.1,R2_river_specific_Q_slope,raw,leave_recent_years_out,65,480,1,False,1.790397027187759,1.3765864960209053,1.0916667233177133,0.464989390537929,-0.2548528359197313,-0.03927702969988989,0.7045891608391609,0.7115806801438377
R2_river_specific_Q_slope:ridge_alpha_0.1:raw:river_year_groupkfold,ridge_alpha_0.1,R2_river_specific_Q_slope,raw,river_year_groupkfold,545,2180,5,False,2.121526062116836,1.5595713732877523,1.148132992158435,0.6401652164613132,0.017205554883408476,-0.09620519682548778,0.8182049067018735,0.800126693662755
R2_river_specific_Q_slope:ridge_alpha_100:raw:leave_one_river_out,ridge_alpha_100,R2_river_specific_Q_slope,raw,leave_one_river_out,545,2725,6,True,3.1331420154360115,2.4504688610951213,2.0733941920296957,0.2151863269117099,0.30296970216291036,-0.27692713238766054,0.47456434066254366,0.4766281264990349
R2_river_specific_Q_slope:ridge_alpha_100:raw:leave_one_year_out,ridge_alpha_100,R2_river_specific_Q_slope,raw,leave_one_year_out,545,10900,21,False,2.3553515769590008,1.7582484178973201,1.3649900001913178,0.5564752250144578,0.004956555208301453,-0.29102185663010793,0.7856592968108121,0.7515406402113574
R2_river_specific_Q_slope:ridge_alpha_100:raw:leave_recent_years_out,ridge_alpha_100,R2_river_specific_Q_slope,raw,leave_recent_years_out,65,480,1,False,2.0018174146169687,1.5748550109543888,1.2945522275746142,0.3311748059134426,-0.24985747498767136,-0.40495612646805323,0.6044143356643357,0.6054674501936177
R2_river_specific_Q_slope:ridge_alpha_100:raw:river_year_groupkfold,ridge_alpha_100,R2_river_specific_Q_slope,raw,river_year_groupkfold,545,2180,5,False,2.3596363481702096,1.770231331448872,1.4366196406911378,0.5548600684682221,0.017054149917760216,-0.29937616929457445,0.7880753077679917,0.7526250034727505
R2_river_specific_Q_slope:ridge_alpha_10:raw:leave_one_river_out,ridge_alpha_10,R2_river_specific_Q_slope,raw,leave_one_river_out,545,2725,6,True,3.206235305772507,2.5129741639898144,1.9464091543492348,0.17814124888227345,0.4600392965239914,-0.18517334520326134,0.491458143453596,0.4982983395215387
R2_river_specific_Q_slope:ridge_alpha_10:raw:leave_one_year_out,ridge_alpha_10,R2_river_specific_Q_slope,raw,leave_one_year_out,545,10900,21,False,2.268041476738859,1.7175775379551603,1.350015667602742,0.5887476576247899,0.00412092470230488,-0.2198225318924809,0.7875346521094857,0.767373442856771
R2_river_specific_Q_slope:ridge_alpha_10:raw:leave_recent_years_out,ridge_alpha_10,R2_river_specific_Q_slope,raw,leave_recent_years_out,65,480,1,False,1.9204226662218886,1.4969235542019965,1.1771028742751612,0.3844584914515514,-0.19010053872268018,-0.22305818588766435,0.6496503496503496,0.652785332533346
R2_river_specific_Q_slope:ridge_alpha_10:raw:river_year_groupkfold,ridge_alpha_10,R2_river_specific_Q_slope,raw,river_year_groupkfold,545,2180,5,False,2.2625352107684975,1.7247373657996197,1.3641313194312765,0.5907420796933018,0.022131847632935922,-0.22132589223134502,0.7909613251525573,0.7687336744370881
R2_river_specific_Q_slope:ridge_alpha_1:raw:leave_one_river_out,ridge_alpha_1,R2_river_specific_Q_slope,raw,leave_one_river_out,545,2725,6,True,3.250142274844208,2.5561088008114976,1.919689822426843,0.1554776550164938,0.391803953852382,-0.468398982148198,0.4992897182168017,0.5156538935478677
R2_river_specific_Q_slope:ridge_alpha_1:raw:leave_one_year_out,ridge_alpha_1,R2_river_specific_Q_slope,raw,leave_one_year_out,545,10900,21,False,2.1807570077854375,1.614579990074908,1.2491401697017075,0.6197922604361596,0.002173185349941736,-0.12814349460444152,0.8024188808894382,0.7872949630504715
R2_river_specific_Q_slope:ridge_alpha_1:raw:leave_recent_years_out,ridge_alpha_1,R2_river_specific_Q_slope,raw,leave_recent_years_out,65,480,1,False,1.8388323261647692,1.3983518842052924,1.1711515212743269,0.43565074245135615,-0.2120129931662697,-0.146218701501045,0.6860576923076923,0.6888930790312857
R2_river_specific_Q_slope:ridge_alpha_1:raw:river_year_groupkfold,ridge_alpha_1,R2_river_specific_Q_slope,raw,river_year_groupkfold,545,2180,5,False,2.1715005491990516,1.623883121822564,1.284723150898805,0.6230130759554524,0.02075836760421925,-0.1535818594798144,0.8042652870540589,0.7893754433115281
R3_river_specific_seasonality:linear_regression:raw:leave_one_river_out,linear_regression,R3_river_specific_seasonality,raw,leave_one_river_out,545,2725,6,True,3.5098430434105556,2.8070468180797232,2.398572745624758,0.015123463356986333,-0.20123516522006363,-0.8078398515804324,0.552865298660173,0.5402634445827029
