candidate_key,model_id,feature_set,target_scale,validation_scheme,river,n,rmse,mae,median_absolute_error,r2,bias_mean,bias_median,spearman_r,pearson_r
B0_F3_finalized:linear_regression:raw:leave_one_year_out,linear_regression,B0_F3_finalized,raw,leave_one_year_out,Yukon,96,2.2008358835891038,1.6237677223077824,1.1282810015707923,0.5553214288115196,0.002107252777259131,-0.7685502200290784,0.84812738426813,0.8138576549008631
B0_F3_finalized:linear_regression:raw:leave_recent_years_out,linear_regression,B0_F3_finalized,raw,leave_recent_years_out,Kolyma,6,1.9079031157675075,1.5347402043978196,1.2233905976718031,0.6884906585047667,-0.39271595463793757,-0.07408497731076147,0.5428571428571429,0.837903098093806
B0_F3_finalized:linear_regression:raw:leave_recent_years_out,linear_regression,B0_F3_finalized,raw,leave_recent_years_out,Lena,6,1.6260952452709996,1.2664615822044585,1.1025919198348006,-9.532346804469462,-0.45165952309356755,0.1143432344373374,0.7714285714285715,0.43212037566920564
B0_F3_finalized:linear_regression:raw:leave_recent_years_out,linear_regression,B0_F3_finalized,raw,leave_recent_years_out,Mackenzie,22,1.2165433558653693,0.941413908015306,0.641636103613832,-0.48933023515927254,0.75129164210819,0.5896412429335327,0.611518915866742,0.6436058690251457
B0_F3_finalized:linear_regression:raw:leave_recent_years_out,linear_regression,B0_F3_finalized,raw,leave_recent_years_out,Ob,6,2.7378099349147145,2.4390284454205577,1.841450640757348,-1.2974045575114737,-1.2323631477633763,-1.3582873073779993,-0.2,-0.0482268474337369
B0_F3_finalized:linear_regression:raw:leave_recent_years_out,linear_regression,B0_F3_finalized,raw,leave_recent_years_out,Yenisey,6,2.367280974740919,2.043894176951446,2.1014078500145974,-2.476974595776745,-2.043894176951446,-2.1014078500145974,-0.08571428571428573,0.38193947251240973
B0_F3_finalized:linear_regression:raw:leave_recent_years_out,linear_regression,B0_F3_finalized,raw,leave_recent_years_out,Yukon,19,2.10296860379857,1.598545980285672,1.0198378431754156,0.5684598299846775,-0.16536273152048167,-0.8411698210236516,0.7684210526315789,0.840841967546044
B0_F3_finalized:linear_regression:raw:river_year_groupkfold,linear_regression,B0_F3_finalized,raw,river_year_groupkfold,Kolyma,85,2.3229210290805216,1.957223509887342,1.7666429230532312,0.41237927864019497,0.08990622741760296,0.24333092955457758,0.7823596994996834,0.7243985091946256
B0_F3_finalized:linear_regression:raw:river_year_groupkfold,linear_regression,B0_F3_finalized,raw,river_year_groupkfold,Lena,87,3.1038548185918136,2.365989627508821,1.9815669825908877,0.48844577519013077,0.08506009322608103,-0.08656611285278792,0.6040979394833834,0.7032227828118743
B0_F3_finalized:linear_regression:raw:river_year_groupkfold,linear_regression,B0_F3_finalized,raw,river_year_groupkfold,Mackenzie,103,1.089408405481205,0.8427645675786505,0.5925962537152367,0.02080135636042546,-0.027054073196543533,-0.12725599646686891,0.5457302415893274,0.562476320790379
B0_F3_finalized:linear_regression:raw:river_year_groupkfold,linear_regression,B0_F3_finalized,raw,river_year_groupkfold,Ob,87,2.4708139061993877,2.0366309297586493,1.7708348693622664,0.14698265398626364,-0.0017994817242962984,-0.14730885064503063,0.3918401702710149,0.41230323800838986
B0_F3_finalized:linear_regression:raw:river_year_groupkfold,linear_regression,B0_F3_finalized,raw,river_year_groupkfold,Yenisey,87,2.0098374627688442,1.6839247079152528,1.5384328264989042,0.5236330912410591,-0.001712039088483997,0.24798836255178092,0.4790320463267181,0.7572203595920047
B0_F3_finalized:linear_regression:raw:river_year_groupkfold,linear_regression,B0_F3_finalized,raw,river_year_groupkfold,Yukon,96,2.177651302389524,1.6133679271018677,1.1164771231573947,0.5646409633696432,-0.008653790261528016,-0.7116621936882173,0.8496876266067156,0.8196401101685925
B0_F3_finalized:ridge_alpha_0.1:raw:leave_one_river_out,ridge_alpha_0.1,B0_F3_finalized,raw,leave_one_river_out,Kolyma,85,3.7948019659406715,2.9884169768053823,2.401546194581501,-0.5682180367780345,2.761042743900719,2.401546194581501,0.7953397314937816,0.721254627952906
B0_F3_finalized:ridge_alpha_0.1:raw:leave_one_river_out,ridge_alpha_0.1,B0_F3_finalized,raw,leave_one_river_out,Lena,87,3.645033503808169,2.755200339064173,2.072447029421056,0.2945082709677984,1.8241516044291237,1.510210314341622,0.645368881122853,0.691623440869373
B0_F3_finalized:ridge_alpha_0.1:raw:leave_one_river_out,ridge_alpha_0.1,B0_F3_finalized,raw,leave_one_river_out,Mackenzie,103,2.5794316251439198,2.3588155005458638,2.3344357912866283,-4.489558278506804,-2.3300527215248112,-2.3344357912866283,0.56647837307539,0.5766281997652185
B0_F3_finalized:ridge_alpha_0.1:raw:leave_one_river_out,ridge_alpha_0.1,B0_F3_finalized,raw,leave_one_river_out,Ob,87,3.330345318600268,2.6847149783326407,2.2856008381623036,-0.549731009037622,2.0213872317051305,1.6412933702302999,0.3042622332661784,0.3221463087430795
B0_F3_finalized:ridge_alpha_0.1:raw:leave_one_river_out,ridge_alpha_0.1,B0_F3_finalized,raw,leave_one_river_out,Yenisey,87,3.717459892548399,3.0872016524050214,2.618953322359717,-0.6297173697118179,-2.9984046537652755,-2.618953322359717,0.3496331468138004,0.6697633391111217
B0_F3_finalized:ridge_alpha_0.1:raw:leave_one_river_out,ridge_alpha_0.1,B0_F3_finalized,raw,leave_one_river_out,Yukon,96,2.3392854824115332,1.9095739243997372,1.6055947448361296,0.49761422264496247,-0.6567576352582566,-1.4387758375214301,0.8489821257231813,0.81485075865894
