candidate_key,model_id,feature_set,target_scale,validation_scheme,doc_behavior_group,n,rmse,mae,median_absolute_error,r2,bias_mean,bias_median,spearman_r,pearson_r
R4_river_specific_Q_and_season:ridge_alpha_100:raw:leave_one_year_out,ridge_alpha_100,R4_river_specific_Q_and_season,raw,leave_one_year_out,extreme_high,56,4.626489240142861,3.8551418204361867,3.2402327875010695,-1.929474495041156,3.7998186028940757,3.2402327875010695,0.4088150816198924,0.41362489760477894
R4_river_specific_Q_and_season:ridge_alpha_100:raw:leave_one_year_out,ridge_alpha_100,R4_river_specific_Q_and_season,raw,leave_one_year_out,high,81,1.7755490626161838,1.4206816816192593,1.2107201335555082,-4.285221399252729,1.0244278866966614,1.0267785490346313,0.1981834593695866,0.2082898226758654
R4_river_specific_Q_and_season:ridge_alpha_100:raw:leave_one_year_out,ridge_alpha_100,R4_river_specific_Q_and_season,raw,leave_one_year_out,low,138,1.6588552807994474,1.345465970146659,1.1099157721461161,-9.484153585754473,-1.2642404470410953,-1.100618525198197,0.19951168837279704,0.2053425424212635
R4_river_specific_Q_and_season:ridge_alpha_100:raw:leave_one_year_out,ridge_alpha_100,R4_river_specific_Q_and_season,raw,leave_one_year_out,mid,270,1.5467655308884656,1.198660092618211,1.009468387326971,-0.5003550933837335,-0.4430031918123518,-0.36516689396760027,0.5554296102419563,0.5527113921173109
R4_river_specific_Q_and_season:ridge_alpha_10:raw:leave_one_year_out,ridge_alpha_10,R4_river_specific_Q_and_season,raw,leave_one_year_out,extreme_high,56,3.913044255945182,3.1373254577242013,2.4477835740391054,-1.0956373385651204,2.8610099109431033,2.35424293475596,0.43439166919530886,0.45075217009300633
R4_river_specific_Q_and_season:ridge_alpha_10:raw:leave_one_year_out,ridge_alpha_10,R4_river_specific_Q_and_season,raw,leave_one_year_out,high,81,1.6507828179547472,1.2624450024919482,0.9017569364696492,-3.568542924724448,0.5643225827700536,0.4061039686576997,0.16685801496178757,0.20735705373740435
R4_river_specific_Q_and_season:ridge_alpha_10:raw:leave_one_year_out,ridge_alpha_10,R4_river_specific_Q_and_season,raw,leave_one_year_out,low,138,1.4382905907937247,1.1336147462582384,0.8804181580174251,-6.881514044903613,-0.7712353648874811,-0.7440685782131071,0.2707131321068621,0.28266155251369507
R4_river_specific_Q_and_season:ridge_alpha_10:raw:leave_one_year_out,ridge_alpha_10,R4_river_specific_Q_and_season,raw,leave_one_year_out,mid,270,1.5955707718332781,1.232300336425169,0.9682910796106441,-0.5965305396239642,-0.3680285158254887,-0.2827989498694041,0.5926872758734251,0.5961064606712203
R4_river_specific_Q_and_season:ridge_alpha_1:raw:leave_one_year_out,ridge_alpha_1,R4_river_specific_Q_and_season,raw,leave_one_year_out,extreme_high,56,3.7520201059142444,2.9851064580896085,2.3961373693340526,-0.926712532264941,2.6028664211998307,2.0605543562205977,0.45873729801041113,0.4579042889928679
R4_river_specific_Q_and_season:ridge_alpha_1:raw:leave_one_year_out,ridge_alpha_1,R4_river_specific_Q_and_season,raw,leave_one_year_out,high,81,1.6588557651457485,1.2616365784585795,0.9626684808277073,-3.6133359620789482,0.46451850887210533,0.22265046863197924,0.1492000055193545,0.1978276812370176
R4_river_specific_Q_and_season:ridge_alpha_1:raw:leave_one_year_out,ridge_alpha_1,R4_river_specific_Q_and_season,raw,leave_one_year_out,low,138,1.377035337958114,1.0756222082073104,0.8728478531986004,-6.224479215581662,-0.6755363253258434,-0.634220778857824,0.31845350243129805,0.3235412340964503
R4_river_specific_Q_and_season:ridge_alpha_1:raw:leave_one_year_out,ridge_alpha_1,R4_river_specific_Q_and_season,raw,leave_one_year_out,mid,270,1.6007535926776348,1.2315261735698222,0.9809655551935701,-0.6069192617045895,-0.3353791621095417,-0.25087888037094475,0.5940017249997099,0.5999935561114821
R5_season_window:linear_regression:raw:leave_one_year_out,linear_regression,R5_season_window,raw,leave_one_year_out,extreme_high,56,4.395029350261307,3.686463987730703,3.441104105284051,-1.64368780474613,3.538869781999909,3.441104105284051,0.42806590889924995,0.4425609123679679
R5_season_window:linear_regression:raw:leave_one_year_out,linear_regression,R5_season_window,raw,leave_one_year_out,high,81,1.8062648988232417,1.548987490796728,1.5353878551547275,-4.469664832636325,0.6548488513933615,0.9385083297203813,0.24529032578867663,0.23596098437215685
