candidate_key,model_id,feature_set,target_scale,validation_scheme,doc_behavior_group,n,rmse,mae,median_absolute_error,r2,bias_mean,bias_median,spearman_r,pearson_r
R5_season_window:linear_regression:raw:leave_one_year_out,linear_regression,R5_season_window,raw,leave_one_year_out,low,138,1.6956765743720263,1.3533324983512127,1.176182390511662,-9.954748616773207,-0.8373631836626891,-0.9372130732533632,0.2206803646436188,0.20411538896981768
R5_season_window:linear_regression:raw:leave_one_year_out,linear_regression,R5_season_window,raw,leave_one_year_out,mid,270,1.7905903953828566,1.3790847481577115,1.0865987769171417,-1.010655135212514,-0.5015365502323599,-0.26061497646313914,0.5299696667267815,0.5445788685652676
R5_season_window:ridge_alpha_0.1:raw:leave_one_year_out,ridge_alpha_0.1,R5_season_window,raw,leave_one_year_out,extreme_high,56,4.396608129695937,3.6879556553439516,3.4412071978378576,-1.6455874733307074,3.5413167110827373,3.4412071978378576,0.42806590889924995,0.44259419044051285
R5_season_window:ridge_alpha_0.1:raw:leave_one_year_out,ridge_alpha_0.1,R5_season_window,raw,leave_one_year_out,high,81,1.8058976682130172,1.5487318044898901,1.5360823689978371,-4.467440990309521,0.656526086273157,0.9402209581883536,0.24440855579091103,0.2359953097821006
R5_season_window:ridge_alpha_0.1:raw:leave_one_year_out,ridge_alpha_0.1,R5_season_window,raw,leave_one_year_out,low,138,1.6963390567766905,1.3541092121994065,1.176124489149963,-9.963310091284864,-0.8389326875405485,-0.9400239027522241,0.2204952358617211,0.20395612655392828
R5_season_window:ridge_alpha_0.1:raw:leave_one_year_out,ridge_alpha_0.1,R5_season_window,raw,leave_one_year_out,mid,270,1.7893739352375255,1.3779281698930155,1.0867165590188705,-1.0079241353992963,-0.5016826457709114,-0.26280949994160485,0.5297638552769457,0.5446336933875081
R5_season_window:ridge_alpha_100:raw:leave_one_year_out,ridge_alpha_100,R5_season_window,raw,leave_one_year_out,extreme_high,56,5.36461508964597,4.768315500945475,4.181028688132782,-2.9387983020665365,4.768315500945475,4.181028688132782,0.4074473496639877,0.4322477788235174
R5_season_window:ridge_alpha_100:raw:leave_one_year_out,ridge_alpha_100,R5_season_window,raw,leave_one_year_out,high,81,1.9976946785215735,1.6164895830250465,1.53881558241447,-5.6904611844364945,1.4471928555264082,1.4849725365529505,0.24449899373939982,0.2409944451459308
R5_season_window:ridge_alpha_100:raw:leave_one_year_out,ridge_alpha_100,R5_season_window,raw,leave_one_year_out,low,138,2.135372166381571,1.8561062145874831,1.774240043000754,-16.372548400758017,-1.5934569082807868,-1.7582149695294829,0.22544800216261407,0.17810067206725963
R5_season_window:ridge_alpha_100:raw:leave_one_year_out,ridge_alpha_100,R5_season_window,raw,leave_one_year_out,mid,270,1.4929452923701956,1.1985619021767138,1.0363266332584784,-0.397760854459289,-0.5984120220528949,-0.6756681687173929,0.48951994173482166,0.48565600527283415
R5_season_window:ridge_alpha_10:raw:leave_one_year_out,ridge_alpha_10,R5_season_window,raw,leave_one_year_out,extreme_high,56,4.547383813699723,3.83348134475901,3.4551803609733733,-1.8301524597267917,3.7600699863580584,3.4551803609733733,0.4143543960413061,0.4437547897335289
R5_season_window:ridge_alpha_10:raw:leave_one_year_out,ridge_alpha_10,R5_season_window,raw,leave_one_year_out,high,81,1.7883718661399624,1.533058172846656,1.4681637985868337,-4.3618355298753215,0.8009675001265881,1.1054391975655342,0.24472508861062178,0.23971995453853406
R5_season_window:ridge_alpha_10:raw:leave_one_year_out,ridge_alpha_10,R5_season_window,raw,leave_one_year_out,low,138,1.7599801741853707,1.4323911192318395,1.226471139423338,-10.80135640339655,-0.9755248974531412,-1.0911598498223536,0.2132386447194344,0.19383192153488563
R5_season_window:ridge_alpha_10:raw:leave_one_year_out,ridge_alpha_10,R5_season_window,raw,leave_one_year_out,mid,270,1.695018452077022,1.2932340946657053,0.9593601980389694,-0.8017475773333147,-0.5169408274752012,-0.3305827194443176,0.5350030525251372,0.545857592902096
R5_season_window:ridge_alpha_1:raw:leave_one_year_out,ridge_alpha_1,R5_season_window,raw,leave_one_year_out,extreme_high,56,4.410815693874791,3.7012880260810843,3.442161504200188,-1.6627134414196996,3.56312085222419,3.442161504200188,0.4251594784929526,0.4428600533325757
R5_season_window:ridge_alpha_1:raw:leave_one_year_out,ridge_alpha_1,R5_season_window,raw,leave_one_year_out,high,81,1.802802859325614,1.5464416749389969,1.5424084450649005,-4.448717685462505,0.6713598246171446,0.955712884647042,0.24516597360950457,0.23631679615300213
R5_season_window:ridge_alpha_1:raw:leave_one_year_out,ridge_alpha_1,R5_season_window,raw,leave_one_year_out,low,138,1.7022679831653356,1.3612981026409534,1.1758808225625321,-10.040080417522741,-0.8528434563824326,-0.9597006077036057,0.218929640607401,0.2026051361925282
R5_season_window:ridge_alpha_1:raw:leave_one_year_out,ridge_alpha_1,R5_season_window,raw,leave_one_year_out,mid,270,1.7787416785166452,1.3678471270679713,1.0790978581938306,-0.9841333128147358,-0.5030220835271274,-0.26244298230700425,0.5306428988471333,0.5450710594687362
R6_high_flow_indicator:linear_regression:raw:leave_one_year_out,linear_regression,R6_high_flow_indicator,raw,leave_one_year_out,extreme_high,56,4.334526378205036,3.568198702309914,3.280933125855153,-1.5714015941051866,3.084942429897288,3.144457081035841,0.3690140817030678,0.39864855466543814
R6_high_flow_indicator:linear_regression:raw:leave_one_year_out,linear_regression,R6_high_flow_indicator,raw,leave_one_year_out,high,81,2.0839052162101286,1.7228876097354802,1.5000888025708008,-6.280375063135735,0.7854414515201263,1.0724444115257317,0.23131766274716103,0.21834194199362245
R6_high_flow_indicator:linear_regression:raw:leave_one_year_out,linear_regression,R6_high_flow_indicator,raw,leave_one_year_out,low,138,1.5316794369874331,1.2457087689359567,1.1523910940977367,-7.938242620216368,-0.9896931756447742,-1.0311671487732943,0.21255298256425773,0.20901098677870766
R6_high_flow_indicator:linear_regression:raw:leave_one_year_out,linear_regression,R6_high_flow_indicator,raw,leave_one_year_out,mid,270,1.6522973347382977,1.2677794700675689,1.042340250903616,-0.7120698951937741,-0.37420852314573905,-0.22228136631910012,0.5665556247671563,0.5769802602846428
R6_high_flow_indicator:ridge_alpha_0.1:raw:leave_one_year_out,ridge_alpha_0.1,R6_high_flow_indicator,raw,leave_one_year_out,extreme_high,56,4.330545072766267,3.565108099006764,3.2107710202892914,-1.566680047795272,3.1153497590047587,3.178730981348065,0.37434823633109576,0.40068903509187975
R6_high_flow_indicator:ridge_alpha_0.1:raw:leave_one_year_out,ridge_alpha_0.1,R6_high_flow_indicator,raw,leave_one_year_out,high,81,2.065548202397973,1.7056729907816435,1.508635967743567,-6.152675104012854,0.7836715366965126,1.068182229361657,0.22759840211556026,0.2171505714858167
R6_high_flow_indicator:ridge_alpha_0.1:raw:leave_one_year_out,ridge_alpha_0.1,R6_high_flow_indicator,raw,leave_one_year_out,low,138,1.5380972748842892,1.2512137158275167,1.1265595797008394,-8.01330319843689,-0.9835342572460837,-1.028906078603578,0.20920923678751274,0.20877836373688538
R6_high_flow_indicator:ridge_alpha_0.1:raw:leave_one_year_out,ridge_alpha_0.1,R6_high_flow_indicator,raw,leave_one_year_out,mid,270,1.658565793873902,1.275865686552886,1.035711941539816,-0.725084983301985,-0.3831640452703071,-0.22836164170000783,0.5675319333040072,0.5774736221803765
R6_high_flow_indicator:ridge_alpha_100:raw:leave_one_year_out,ridge_alpha_100,R6_high_flow_indicator,raw,leave_one_year_out,extreme_high,56,5.141456821976591,4.439756076291727,4.2409370323566735,-2.617920289658987,4.439756076291727,4.2409370323566735,0.40648993729485444,0.38967583994942057
R6_high_flow_indicator:ridge_alpha_100:raw:leave_one_year_out,ridge_alpha_100,R6_high_flow_indicator,raw,leave_one_year_out,high,81,2.1309411287856808,1.7661097735690405,1.5890983810344181,-6.6127353699406095,1.31382998085772,1.1020967339918588,0.16387356266165803,0.17206927870401992
R6_high_flow_indicator:ridge_alpha_100:raw:leave_one_year_out,ridge_alpha_100,R6_high_flow_indicator,raw,leave_one_year_out,low,138,1.9287991036523575,1.6420395459222439,1.602877013439459,-13.173932696525616,-1.485139886970487,-1.5711394265131342,0.239993182014429,0.20497253568749196
R6_high_flow_indicator:ridge_alpha_100:raw:leave_one_year_out,ridge_alpha_100,R6_high_flow_indicator,raw,leave_one_year_out,mid,270,1.573789180065159,1.2224574661293737,0.9400967421481408,-0.5532386775427092,-0.556018559917846,-0.4996702798070429,0.5205291717492742,0.4936195890085551
R6_high_flow_indicator:ridge_alpha_10:raw:leave_one_year_out,ridge_alpha_10,R6_high_flow_indicator,raw,leave_one_year_out,extreme_high,56,4.480620465839726,3.7170490609569313,3.441102261611917,-1.7476595787915379,3.5903260980249447,3.441102261611917,0.4064557439959569,0.41349938246315027
R6_high_flow_indicator:ridge_alpha_10:raw:leave_one_year_out,ridge_alpha_10,R6_high_flow_indicator,raw,leave_one_year_out,high,81,1.9235726509860018,1.586917139912696,1.4667586304864741,-5.203189055240621,0.84290505397576,1.094860668909897,0.2169606384245682,0.19676824516873345
R6_high_flow_indicator:ridge_alpha_10:raw:leave_one_year_out,ridge_alpha_10,R6_high_flow_indicator,raw,leave_one_year_out,low,138,1.6610897338089552,1.3510299062119415,1.1408571804519105,-9.512416600945727,-1.0063649102883574,-1.0466778804704029,0.18362489623735304,0.20030456132564795
R6_high_flow_indicator:ridge_alpha_10:raw:leave_one_year_out,ridge_alpha_10,R6_high_flow_indicator,raw,leave_one_year_out,mid,270,1.6921530944171534,1.3115067351029874,1.0186298084516179,-0.7956611685478867,-0.4869250658368838,-0.2645069165629086,0.5641913847937827,0.5723312304225926
R6_high_flow_indicator:ridge_alpha_1:raw:leave_one_year_out,ridge_alpha_1,R6_high_flow_indicator,raw,leave_one_year_out,extreme_high,56,4.334790304016655,3.571930932019224,3.3734995263894394,-1.5717147447726467,3.270132185708742,3.3734995263894394,0.3830333342510902,0.40969765109658174
R6_high_flow_indicator:ridge_alpha_1:raw:leave_one_year_out,ridge_alpha_1,R6_high_flow_indicator,raw,leave_one_year_out,high,81,1.9877738132072273,1.6393904227939244,1.4792985279896698,-5.6241744287358095,0.7784443329448433,1.1092405136950276,0.23483343799466216,0.2098157173175648
R6_high_flow_indicator:ridge_alpha_1:raw:leave_one_year_out,ridge_alpha_1,R6_high_flow_indicator,raw,leave_one_year_out,low,138,1.5777078997770404,1.2805718713833292,1.1525833159016239,-8.48352023836233,-0.957773576954619,-0.9685610434189118,0.19587539340984328,0.2062991974136167
R6_high_flow_indicator:ridge_alpha_1:raw:leave_one_year_out,ridge_alpha_1,R6_high_flow_indicator,raw,leave_one_year_out,mid,270,1.6931305328202848,1.3157045800487375,1.095342613161735,-0.797736223227125,-0.4269199916840682,-0.2723517808542204,0.5689963961092837,0.57811224217541
R7_robust_huber_F3:huber_F3:raw:leave_one_year_out,huber_F3,R7_robust_huber_F3,raw,leave_one_year_out,extreme_high,56,4.957630490712484,4.246645985787754,3.6562060905473492,-2.363836794406551,4.22979797543784,3.6562060905473492,0.3933255172192725,0.41094243010185943
R7_robust_huber_F3:huber_F3:raw:leave_one_year_out,huber_F3,R7_robust_huber_F3,raw,leave_one_year_out,high,81,2.0291717309659214,1.765650398055642,1.7572004799141716,-5.902961270271464,1.2596913641968663,1.54901231325909,0.23810050888381912,0.23706761081313035
R7_robust_huber_F3:huber_F3:raw:leave_one_year_out,huber_F3,R7_robust_huber_F3,raw,leave_one_year_out,low,138,1.759752289352183,1.4461316742986172,1.2218123267284584,-10.79830048712624,-0.9783329738259178,-0.9522814562524651,0.2341810524790479,0.24168227283189306
R7_robust_huber_F3:huber_F3:raw:leave_one_year_out,huber_F3,R7_robust_huber_F3,raw,leave_one_year_out,mid,270,1.6547371409702847,1.2744452382728468,0.9571899690359338,-0.7171297626996238,-0.37892022492179195,-0.24394394183230617,0.5330693396142351,0.5413843192583238
R8_log_target_F3:ridge_alpha_0.1:log:leave_one_year_out,ridge_alpha_0.1,R8_log_target_F3,log,leave_one_year_out,extreme_high,56,4.759979553410367,4.0367800875058055,3.951128470625676,-2.100964416399653,3.5850712685283503,3.802306847214032,0.3954796950498223,0.4230321083040667
R8_log_target_F3:ridge_alpha_0.1:log:leave_one_year_out,ridge_alpha_0.1,R8_log_target_F3,log,leave_one_year_out,high,81,2.530341423065932,2.2519792760093567,2.455556871372563,-9.733863800687667,1.5252472674264406,2.1733894883352214,0.22511135853211894,0.20969623307423585
R8_log_target_F3:ridge_alpha_0.1:log:leave_one_year_out,ridge_alpha_0.1,R8_log_target_F3,log,leave_one_year_out,low,138,1.38231185854712,1.126021515862175,0.9957182560360089,-6.279950773283722,-0.963127485004703,-0.9305169372195814,0.2811054848388235,0.2890715194953263
R8_log_target_F3:ridge_alpha_0.1:log:leave_one_year_out,ridge_alpha_0.1,R8_log_target_F3,log,leave_one_year_out,mid,270,1.6383674066914444,1.2086968824211937,0.9093549418522093,-0.6833238835504536,-0.10935389208383554,0.11923850257009816,0.5323296380182325,0.5232319444009282
R8_log_target_F3:ridge_alpha_100:log:leave_one_year_out,ridge_alpha_100,R8_log_target_F3,log,leave_one_year_out,extreme_high,56,6.116158530389479,5.553504711417746,5.127716080565129,-4.119694843369717,5.553504711417746,5.127716080565129,0.3912055326876203,0.3943082860713923
R8_log_target_F3:ridge_alpha_100:log:leave_one_year_out,ridge_alpha_100,R8_log_target_F3,log,leave_one_year_out,high,81,2.707408853267138,2.4199903029867063,2.5770828934997185,-11.288688040769017,2.365481428768685,2.5770828934997185,0.20490978178843913,0.245873410847715
R8_log_target_F3:ridge_alpha_100:log:leave_one_year_out,ridge_alpha_100,R8_log_target_F3,log,leave_one_year_out,low,138,1.7139498262521538,1.45669312128782,1.3998835050405862,-10.192125821190187,-1.3854248628912915,-1.3998835050405862,0.2812746148371005,0.2535323883143628
R8_log_target_F3:ridge_alpha_100:log:leave_one_year_out,ridge_alpha_100,R8_log_target_F3,log,leave_one_year_out,mid,270,1.2874930639688338,1.0375814022255203,0.8725725029840143,-0.03952486580628323,-0.049472659648971136,-0.1545839391424857,0.45922175216632055,0.46733918579080236
R8_log_target_F3:ridge_alpha_10:log:leave_one_year_out,ridge_alpha_10,R8_log_target_F3,log,leave_one_year_out,extreme_high,56,4.9847273773237815,4.244309868741921,4.052231181696543,-2.4007086839008682,4.009526994236701,4.052231181696543,0.3811527028117213,0.4162976611475894
R8_log_target_F3:ridge_alpha_10:log:leave_one_year_out,ridge_alpha_10,R8_log_target_F3,log,leave_one_year_out,high,81,2.504355000342001,2.224007178359571,2.414054564538672,-9.51452391241616,1.6864144321358818,2.1841032663506184,0.22994978877626837,0.21878924401009164
R8_log_target_F3:ridge_alpha_10:log:leave_one_year_out,ridge_alpha_10,R8_log_target_F3,log,leave_one_year_out,low,138,1.430563505056106,1.1792337569769613,1.074558754302243,-6.797056088709274,-1.03305763843791,-1.0444165493174373,0.2804358214672676,0.28050225243490057
R8_log_target_F3:ridge_alpha_10:log:leave_one_year_out,ridge_alpha_10,R8_log_target_F3,log,leave_one_year_out,mid,270,1.5361501206161774,1.1424272516215788,0.8324296675789595,-0.47983196733522715,-0.09274689302166048,0.10248784670802724,0.535761353378088,0.5213680598329951
R8_log_target_F3:ridge_alpha_1:log:leave_one_year_out,ridge_alpha_1,R8_log_target_F3,log,leave_one_year_out,extreme_high,56,4.781579609153574,4.051226378267659,3.9118027225762315,-2.129171671599297,3.6301796704147655,3.8340522850206753,0.39407776979502,0.422275466870402
R8_log_target_F3:ridge_alpha_1:log:leave_one_year_out,ridge_alpha_1,R8_log_target_F3,log,leave_one_year_out,high,81,2.5262369277642787,2.2484409130547167,2.4564359244200986,-9.699069001548251,1.541666373846903,2.194868170686206,0.2229182382812662,0.21062085873296246
R8_log_target_F3:ridge_alpha_1:log:leave_one_year_out,ridge_alpha_1,R8_log_target_F3,log,leave_one_year_out,low,138,1.3865669492868928,1.131215111755895,1.0110826742958492,-6.324838658828837,-0.9699616107649114,-0.9345526827228525,0.281779719291414,0.2881971756569596
R8_log_target_F3:ridge_alpha_1:log:leave_one_year_out,ridge_alpha_1,R8_log_target_F3,log,leave_one_year_out,mid,270,1.6272762149888733,1.201033765323237,0.904853912197932,-0.6606099638275842,-0.10754864106393199,0.1255385490589913,0.5329513410496626,0.5231898956574581
R9_log_target_R2:ridge_alpha_0.1:log:leave_one_year_out,ridge_alpha_0.1,R9_log_target_R2,log,leave_one_year_out,extreme_high,56,4.7651306476968065,3.9055150463383197,3.7337894764231265,-2.1076795725605253,3.7383304254715752,3.7337894764231265,0.29501978288862757,0.28732286396575296
R9_log_target_R2:ridge_alpha_0.1:log:leave_one_year_out,ridge_alpha_0.1,R9_log_target_R2,log,leave_one_year_out,high,81,2.2095685513496273,1.9294302682327105,1.8936029325197694,-7.18488892220326,0.9900269733433125,1.3436425082321009,0.2519036007719182,0.2717056028724043
R9_log_target_R2:ridge_alpha_0.1:log:leave_one_year_out,ridge_alpha_0.1,R9_log_target_R2,log,leave_one_year_out,low,138,1.230576402226604,0.9100801175297356,0.7340104694246332,-4.769438397303156,-0.7391661532494119,-0.5820310393752306,0.4021065709033719,0.3843328399235208
R9_log_target_R2:ridge_alpha_0.1:log:leave_one_year_out,ridge_alpha_0.1,R9_log_target_R2,log,leave_one_year_out,mid,270,1.4898761604585358,1.1191320624152472,0.867753202119836,-0.3920198498054581,-0.15604027285416391,-0.052881009158819214,0.5722966970470958,0.5734028385535858
R9_log_target_R2:ridge_alpha_100:log:leave_one_year_out,ridge_alpha_100,R9_log_target_R2,log,leave_one_year_out,extreme_high,56,5.517691155054077,4.733603875820681,4.940404337474374,-3.166787800199703,4.700584677185726,4.940404337474374,0.34401878020891075,0.3596329042556845
R9_log_target_R2:ridge_alpha_100:log:leave_one_year_out,ridge_alpha_100,R9_log_target_R2,log,leave_one_year_out,high,81,2.6653913570059724,2.3445861781984823,2.460244162860195,-10.910220453551318,1.9186312456576942,2.460244162860195,0.21156827574592507,0.19500429013678292
R9_log_target_R2:ridge_alpha_100:log:leave_one_year_out,ridge_alpha_100,R9_log_target_R2,log,leave_one_year_out,low,138,1.5121835649619186,1.2631322152989815,1.2618111558859644,-7.712151168533792,-1.2001162045151508,-1.2618111558859644,0.2605790454533506,0.2470050776840781
R9_log_target_R2:ridge_alpha_100:log:leave_one_year_out,ridge_alpha_100,R9_log_target_R2,log,leave_one_year_out,mid,270,1.4674391214809952,1.1076975452026558,0.8733487593522247,-0.35040883992710614,-0.0492839006168631,0.11794896342419259,0.5258159343103167,0.5049723256402234
R9_log_target_R2:ridge_alpha_10:log:leave_one_year_out,ridge_alpha_10,R9_log_target_R2,log,leave_one_year_out,extreme_high,56,4.90105256559912,4.110005914582589,4.056410380397681,-2.2874967286559658,3.826460210700592,4.056410380397681,0.37380114354873395,0.39717011946618147
R9_log_target_R2:ridge_alpha_10:log:leave_one_year_out,ridge_alpha_10,R9_log_target_R2,log,leave_one_year_out,high,81,2.588708243000885,2.334680414978636,2.383509975400802,-10.23476630724709,1.5761316710247724,2.3194500272675835,0.2149936130449374,0.2044759323019617
R9_log_target_R2:ridge_alpha_10:log:leave_one_year_out,ridge_alpha_10,R9_log_target_R2,log,leave_one_year_out,low,138,1.4147049153108622,1.16338723453787,1.056540471321832,-6.6251448842795835,-1.0183212170601086,-0.9898963618552208,0.27648183637241536,0.2782293025067732
R9_log_target_R2:ridge_alpha_10:log:leave_one_year_out,ridge_alpha_10,R9_log_target_R2,log,leave_one_year_out,mid,270,1.5869771846385485,1.1715603253515139,0.882531577836511,-0.5793793388607418,-0.07869306207885218,0.15175424791127057,0.5380612582167722,0.5204032633816654
R9_log_target_R2:ridge_alpha_1:log:leave_one_year_out,ridge_alpha_1,R9_log_target_R2,log,leave_one_year_out,extreme_high,56,4.742938093082159,3.9655118179018607,3.723065016490101,-2.078800302064516,3.734182286459979,3.723065016490101,0.37441662292889105,0.37571066988192686
R9_log_target_R2:ridge_alpha_1:log:leave_one_year_out,ridge_alpha_1,R9_log_target_R2,log,leave_one_year_out,high,81,2.3828187925235844,2.128196354741231,2.06431507315863,-8.518748738387483,1.3297688489571455,1.842390294789241,0.23785180452547494,0.2323305491805018
R9_log_target_R2:ridge_alpha_1:log:leave_one_year_out,ridge_alpha_1,R9_log_target_R2,log,leave_one_year_out,low,138,1.3026959762546675,1.015140356183916,0.8141765400022598,-5.465505992226311,-0.8720669953569103,-0.7345179911010213,0.3286081589494648,0.3407570605731988
R9_log_target_R2:ridge_alpha_1:log:leave_one_year_out,ridge_alpha_1,R9_log_target_R2,log,leave_one_year_out,mid,270,1.5317085339990604,1.135303373433729,0.8983469696846247,-0.4712868394145633,-0.11301594797661015,0.047879140922455043,0.5600449701177566,0.5492184017908848
