window_id,metric,river,analysis_cohort,n_years,year_min,year_max,value_mean,value_median,slope_ols_per_year,slope_ols_p_value,slope_ols_r2,slope_theilsen_per_year,kendall_tau,kendall_p_value,trend_direction,trend_strength,detectable_trend,confidence_caveat
discharge_centered_freshet,window_fraction_of_annual,Kolyma,core_2003_2024,3,2005,2016,0.5342945444573527,0.5171389557803007,0.0008015154335375132,0.9271534978978404,0.01303649515359603,-0.001028685212621258,-0.33333333333333337,1.0,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
discharge_centered_freshet,window_start_doy,Kolyma,core_2003_2024,3,2005,2016,93.66666666666667,90.0,0.9020618556701032,0.6902421466016202,0.21864380158208874,0.45454545454545453,0.33333333333333337,1.0,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
discharge_centered_freshet,window_end_doy,Kolyma,core_2003_2024,3,2005,2016,193.0,199.0,-1.2989690721649487,0.49671839665105816,0.5051546391752578,-1.6363636363636365,-0.816496580927726,0.22067136191984693,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
discharge_centered_freshet,window_peak_q_doy,Kolyma,core_2003_2024,3,2005,2016,152.0,151.0,-0.5412371134020619,0.3488606450376746,0.7285884218873913,-0.45454545454545453,-0.33333333333333337,1.0,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
discharge_centered_freshet,window_length_days,Kolyma,core_2003_2024,3,2005,2016,100.33333333333333,94.0,-2.201030927835052,0.11993063330428577,0.9649283431063317,-2.090909090909091,-1.0,0.3333333333333333,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
discharge_centered_freshet,window_flux_TgC,Mackenzie,core_2003_2024,10,2005,2024,0.6846381666660684,0.5897965244691139,-0.001989744376225343,0.8869420116831483,0.0026855820298697687,-0.0067546214572099285,-0.1111111111111111,0.7274895282186948,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
discharge_centered_freshet,window_fraction_of_annual,Mackenzie,core_2003_2024,10,2005,2024,0.4547739508809941,0.45925963160292194,0.004301810057818553,0.4355095422631833,0.07768095344080249,0.0059790799013075885,0.19999999999999998,0.4843127204585538,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
discharge_centered_freshet,window_start_doy,Mackenzie,core_2003_2024,10,2005,2024,105.9,106.5,0.08885819521178635,0.32964923570963367,0.11868257215138248,0.08333333333333333,0.3892494720807615,0.14828710464180647,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
discharge_centered_freshet,window_end_doy,Mackenzie,core_2003_2024,10,2005,2024,200.7,204.0,0.8627992633517493,0.27293983549417455,0.14765406324105548,1.6666666666666667,0.31462660248284624,0.2086677876982641,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
discharge_centered_freshet,window_peak_q_doy,Mackenzie,core_2003_2024,10,2005,2024,143.9,139.0,0.5193370165745858,0.30189895061398553,0.1321033159761265,0.21428571428571427,0.15913201254311046,0.5279301962697656,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
discharge_centered_freshet,window_length_days,Mackenzie,core_2003_2024,10,2005,2024,95.8,98.5,0.7739410681399629,0.3408143149720907,0.1136438622941368,1.3333333333333333,0.24444444444444444,0.38071979717813054,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
