river,year,window_id,start_date,end_date,window_start_doy,window_end_doy,window_peak_q_doy,peak_q_date,peak_Q_m3s,window_length_days,window_flux_TgC,window_flux_80_lower_TgC,window_flux_80_upper_TgC,window_flux_90_lower_TgC,window_flux_90_upper_TgC,window_flux_95_lower_TgC,window_flux_95_upper_TgC,annual_flux_TgC,window_fraction_of_annual,n_days_with_flux,coverage_rate,n_low_confidence_days,fraction_flux_from_low_confidence_days,window_confidence_tier,annual_confidence_tier,core_2003_2024,sensitivity_only,exclude_from_trend,caveat_reason
Kolyma,2000,fixed_may_july_reference,2000-05-01,2000-07-31,122.0,213.0,156.0,2000-06-04,20100.0,92,0.4170989718043102,0.3098805625775063,0.5264428523232273,0.30043468235592985,0.582312867331807,0.29642781168973553,0.6073565404409397,0.5948597624241829,0.7011719369024746,92,1.0,16,7.499379018909077e-06,high,high,False,True,False,reference_only
Kolyma,2000,discharge_centered_freshet,2000-03-01,2000-07-31,61.0,213.0,156.0,2000-06-04,20100.0,153,0.41853885453961304,0.3101919857170143,0.5292668348119339,0.30067377151557007,0.5858440652003692,0.2966400570564567,0.6112047468298707,0.5948597624241829,0.7035924783918417,153,1.0,66,0.0022841959139675476,low,high,False,True,True,implausible_window_length
Kolyma,2000,q75_peak_contiguous,2000-05-27,2000-06-26,148.0,178.0,156.0,2000-06-04,20100.0,31,0.2947780570267024,0.2290653062856468,0.36158149413139423,0.2232695815516103,0.3957151741869334,0.22081098132065113,0.4110155589316196,0.5948597624241829,0.4955421019324247,31,1.0,0,0.0,high,high,False,True,False,ok
Kolyma,2000,snow_depletion_assisted,2000-05-09,2000-07-31,130.0,213.0,156.0,2000-06-04,20100.0,84,0.4170989718043102,0.3098805625775063,0.5263156251405964,0.30043468235592985,0.5821206325367763,0.29642781168973553,0.6071351660547651,0.5948597624241829,0.7011719369024746,84,1.0,8,7.499379018909077e-06,medium,high,False,True,False,fallback_used;partial_snow_rule_fallback
Kolyma,2000,common_overlap_w1_w2,2000-05-27,2000-06-26,148.0,178.0,156.0,2000-06-04,20100.0,31,0.2947780570267024,0.2290653062856468,0.36158149413139423,0.2232695815516103,0.3957151741869334,0.22081098132065113,0.4110155589316196,0.5948597624241829,0.4955421019324247,31,1.0,0,0.0,high,high,False,True,False,ok
Kolyma,2001,fixed_may_july_reference,2001-05-01,2001-07-31,121.0,212.0,147.0,2001-05-27,27120.0,92,0.5846269553563391,0.44810506477340317,0.7234279617926358,0.4360867568744502,0.7943492998318531,0.43099213930037683,0.8261397120242191,0.6966990235713663,0.839138473826859,92,1.0,2,0.09067642304992839,high,high,False,True,False,reference_only
Kolyma,2001,discharge_centered_freshet,2001-04-02,2001-08-06,92.0,218.0,147.0,2001-05-27,27120.0,127,0.5927743585674672,0.45156926234033445,0.7363363015065311,0.439137905672603,0.8096902731106286,0.4338680689766909,0.8425711106372957,0.6966990235713663,0.8508327678268182,127,1.0,2,0.08943011849971814,low,high,False,True,True,implausible_window_length
Kolyma,2001,q75_peak_contiguous,2001-05-22,2001-07-06,142.0,187.0,147.0,2001-05-27,27120.0,46,0.5175869941974364,0.4063019819559002,0.6307190915778553,0.3964868807662176,0.6885247222962809,0.39232322373293516,0.7144360330299038,0.6966990235713663,0.7429133337150678,46,1.0,2,0.10242120015492764,high,high,False,True,False,ok
Kolyma,2001,snow_depletion_assisted,2001-04-27,2001-08-06,117.0,218.0,147.0,2001-05-27,27120.0,102,0.5911143934933515,0.4509865968626158,0.7335811560447563,0.43865025572606203,0.806375537625111,0.4334207255004565,0.8390055395357939,0.6966990235713663,0.8484501535013287,102,1.0,2,0.08968125580058177,medium,high,False,True,False,fallback_used;partial_snow_rule_fallback
Kolyma,2001,common_overlap_w1_w2,2001-05-22,2001-07-06,142.0,187.0,147.0,2001-05-27,27120.0,46,0.5175869941974364,0.4063019819559002,0.6307190915778553,0.3964868807662176,0.6885247222962809,0.39232322373293516,0.7144360330299038,0.6966990235713663,0.7429133337150678,46,1.0,2,0.10242120015492764,high,high,False,True,False,ok
Kolyma,2002,fixed_may_july_reference,2002-05-01,2002-07-31,121.0,212.0,155.0,2002-06-04,26900.0,92,0.7222209424749909,0.5614205688219304,0.885826483088053,0.5473012936318798,0.9694218701015688,0.5413133296176039,1.0068934108820116,0.895630328772087,0.8063828560441436,92,1.0,10,0.3540432392847754,high,low,False,True,False,reference_only
Kolyma,2002,discharge_centered_freshet,2002-03-01,2002-08-21,60.0,233.0,155.0,2002-06-04,26900.0,174,0.787104628507843,0.5999854325924207,0.97746582563879,0.5835448933031426,1.074732201134924,0.5765722275108538,1.1183317475474535,0.895630328772087,0.8788275734107472,174,1.0,10,0.32485826241155347,low,low,False,True,True,implausible_window_length
Kolyma,2002,q75_peak_contiguous,2002-05-27,2002-07-03,147.0,184.0,155.0,2002-06-04,26900.0,38,0.6250672612831232,0.4985125100686192,0.7537225415402626,0.48735065040588676,0.8194598503387727,0.4826156859270587,0.8489265270950108,0.895630328772087,0.6979076536410876,38,1.0,10,0.40907188360538926,high,low,False,True,False,ok
Kolyma,2002,snow_depletion_assisted,2002-05-17,2002-08-21,137.0,233.0,155.0,2002-06-04,26900.0,97,0.7814453552335286,0.597727693440647,0.968292405586598,0.5815473150945183,1.0637632033851894,0.5746834484058234,1.1065578840590502,0.895630328772087,0.8725088132119124,97,1.0,10,0.32721090507568,medium,low,False,True,False,fallback_used;partial_snow_rule_fallback
Kolyma,2002,common_overlap_w1_w2,2002-05-27,2002-07-03,147.0,184.0,155.0,2002-06-04,26900.0,38,0.6250672612831232,0.4985125100686192,0.7537225415402626,0.48735065040588676,0.8194598503387727,0.4826156859270587,0.8489265270950108,0.895630328772087,0.6979076536410876,38,1.0,10,0.40907188360538926,high,low,False,True,False,ok
Kolyma,2003,fixed_may_july_reference,2003-05-01,2003-07-31,121.0,212.0,154.0,2003-06-03,16800.0,92,0.5112050751067689,0.38400703977883077,0.6405931032730939,0.37285423706330817,0.7067048147038268,0.36812729265876015,0.7363393170303841,0.5977217300829397,0.8552559650722992,92,1.0,0,0.0,high,high,True,False,False,reference_only
Kolyma,2003,discharge_centered_freshet,2003-03-04,2003-08-19,63.0,231.0,154.0,2003-06-03,16800.0,169,0.529599666162475,0.390939408379534,0.6706401643322231,0.3787756620428674,0.7427057862231375,0.37362023153241647,0.775009122400248,0.5977217300829397,0.8860304712177486,169,1.0,0,0.0,low,high,True,False,True,implausible_window_length
Kolyma,2003,q75_peak_contiguous,2003-05-30,2003-07-14,150.0,195.0,154.0,2003-06-03,16800.0,46,0.466243906215521,0.3570189995295992,0.5772817048432393,0.347385595264619,0.6340172390716693,0.343299015753396,0.6594488802242733,0.5977217300829397,0.780035061048935,46,1.0,0,0.0,high,high,True,False,False,ok
Kolyma,2003,snow_depletion_assisted,2003-05-02,2003-08-19,122.0,231.0,154.0,2003-06-03,16800.0,110,0.5255166559797978,0.38929303565024065,0.664080073902132,0.37734419555014465,0.7348800144403834,0.37227874365333347,0.7666160103357428,0.5977217300829397,0.8791995163148532,110,1.0,0,0.0,medium,high,True,False,False,fallback_used;partial_snow_rule_fallback
Kolyma,2003,common_overlap_w1_w2,2003-05-30,2003-07-14,150.0,195.0,154.0,2003-06-03,16800.0,46,0.466243906215521,0.3570189995295992,0.5772817048432393,0.347385595264619,0.6340172390716693,0.343299015753396,0.6594488802242733,0.5977217300829397,0.780035061048935,46,1.0,0,0.0,high,high,True,False,False,ok
Kolyma,2004,fixed_may_july_reference,2004-05-01,2004-07-31,122.0,213.0,156.0,2004-06-04,28700.0,92,0.6023580521660715,0.458350762696391,0.7487965393740984,0.44572566531801183,0.8236203012464485,0.4403803874743887,0.8571599706529978,0.8704116860165823,0.6920381031678795,92,1.0,1,0.04764756471870305,high,high,True,False,False,reference_only
Kolyma,2004,discharge_centered_freshet,2004-03-20,2004-08-31,80.0,244.0,156.0,2004-06-04,28700.0,165,0.7131207602628779,0.5270488347445946,0.902322063468027,0.510713726008818,0.9989957831087498,0.503796404927039,1.042329672182422,0.8704116860165823,0.8192913442217872,165,1.0,1,0.040246892074541185,low,high,True,False,True,implausible_window_length
Kolyma,2004,q75_peak_contiguous,2004-06-01,2004-07-13,153.0,195.0,156.0,2004-06-04,28700.0,43,0.5351631175795869,0.41569358583988014,0.6566155793849059,0.40515662745266967,0.7186725580808304,0.40068675189556124,0.7464895308946462,0.8704116860165823,0.6148390769300763,43,1.0,1,0.053630179905188514,high,high,True,False,False,ok
Kolyma,2004,snow_depletion_assisted,2004-05-22,2004-08-31,143.0,244.0,156.0,2004-06-04,28700.0,102,0.7096904653235271,0.5262353966918264,0.8961904824536563,0.5100606166578373,0.9914839612172723,0.5032046102031414,1.0341991588276822,0.8704116860165823,0.8153503413670927,102,1.0,1,0.040441425771911566,medium,high,True,False,False,fallback_used;partial_snow_rule_fallback
Kolyma,2004,common_overlap_w1_w2,2004-06-01,2004-07-13,153.0,195.0,156.0,2004-06-04,28700.0,43,0.5351631175795869,0.41569358583988014,0.6566155793849059,0.40515662745266967,0.7186725580808304,0.40068675189556124,0.7464895308946462,0.8704116860165823,0.6148390769300763,43,1.0,1,0.053630179905188514,high,high,True,False,False,ok
Kolyma,2005,fixed_may_july_reference,2005-05-01,2005-07-31,121.0,212.0,156.0,2005-06-05,12300.0,92,0.292668728502002,0.2078817879032808,0.3788629448407066,0.2004037602266172,0.4229044781907434,0.19723151147142884,0.4426460473360865,0.519839588533181,0.5629981535800657,92,1.0,0,0.0,high,high,True,False,False,reference_only
Kolyma,2005,discharge_centered_freshet,2005-03-26,2005-07-18,85.0,199.0,156.0,2005-06-05,12300.0,115,0.26882930198731037,0.19336657513671673,0.3455445432466102,0.18671092326438388,0.3847427284601164,0.18388753395909108,0.40231327210159384,0.519839588533181,0.5171389557803007,115,1.0,0,0.0,high,high,True,False,False,ok
Kolyma,2005,q75_peak_contiguous,2005-05-31,2005-06-14,151.0,165.0,156.0,2005-06-05,12300.0,15,0.1182965897436539,0.0910593398206872,0.14598591779055992,0.08865707235683201,0.16013397222411863,0.08763800819963079,0.1664758221468337,0.519839588533181,0.22756364146379957,15,1.0,0,0.0,high,high,True,False,False,ok
Kolyma,2005,snow_depletion_assisted,2005-05-02,2005-07-18,122.0,199.0,156.0,2005-06-05,12300.0,78,0.26390654861952145,0.1908768525949368,0.3381483761208177,0.1844357888623175,0.3760827533998856,0.18170342983780438,0.39308679651728134,0.519839588533181,0.5076692011167911,78,1.0,0,0.0,medium,high,True,False,False,fallback_used;partial_snow_rule_fallback
Kolyma,2005,common_overlap_w1_w2,2005-05-31,2005-06-14,151.0,165.0,156.0,2005-06-05,12300.0,15,0.1182965897436539,0.0910593398206872,0.14598591779055992,0.08865707235683201,0.16013397222411863,0.08763800819963079,0.1664758221468337,0.519839588533181,0.22756364146379957,15,1.0,0,0.0,high,high,True,False,False,ok
Kolyma,2006,fixed_may_july_reference,2006-05-01,2006-07-31,121.0,212.0,155.0,2006-06-04,21000.0,92,0.5113029891600233,0.38519816471033635,0.6395008748628924,0.3740759876305115,0.7050044747378609,0.36935785687170625,0.7343663917247847,0.8625503022947358,0.592780488047768,92,1.0,0,0.0,high,high,True,False,False,reference_only
Kolyma,2006,discharge_centered_freshet,2006-03-01,2006-07-24,60.0,205.0,155.0,2006-06-04,21000.0,146,0.5019812517433045,0.37897524153273693,0.6270288897425328,0.3681263732724224,0.6909228486787676,0.36352418265184155,0.7195632458757554,0.8625503022947358,0.5819733068411541,146,1.0,0,0.0,low,high,True,False,True,implausible_window_length
Kolyma,2006,q75_peak_contiguous,2006-05-31,2006-07-07,151.0,188.0,155.0,2006-06-04,21000.0,38,0.4187398411843227,0.32519474700371054,0.5138375770890644,0.31694426882441784,0.5624284255852513,0.3134443393957468,0.5842092202681775,0.8625503022947358,0.48546715486656705,38,1.0,0,0.0,high,high,True,False,False,ok
Kolyma,2006,snow_depletion_assisted,2006-05-11,2006-07-24,131.0,205.0,155.0,2006-06-04,21000.0,75,0.4899831205645514,0.3722660490655192,0.6096540351640986,0.361883653941112,0.6708007199446016,0.35747934555481675,0.698209654506636,0.8625503022947358,0.5680632413680644,75,1.0,0,0.0,medium,high,True,False,False,fallback_used;partial_snow_rule_fallback
Kolyma,2006,common_overlap_w1_w2,2006-05-31,2006-07-07,151.0,188.0,155.0,2006-06-04,21000.0,38,0.4187398411843227,0.32519474700371054,0.5138375770890644,0.31694426882441784,0.5624284255852513,0.3134443393957468,0.5842092202681775,0.8625503022947358,0.48546715486656705,38,1.0,0,0.0,high,high,True,False,False,ok
Kolyma,2007,fixed_may_july_reference,2007-05-01,2007-07-31,121.0,212.0,146.0,2007-05-26,34600.0,92,0.849148137335917,0.6628295869012056,1.0385591637354903,0.646396687365169,1.1353400428986724,0.6394256988436893,1.1787219661110604,1.1481997525946228,0.7395473961887472,92,1.0,8,0.2724512193281179,high,medium,True,False,False,reference_only
Kolyma,2007,discharge_centered_freshet,2007-03-01,2007-08-01,60.0,213.0,146.0,2007-05-26,34600.0,154,0.8662134355668413,0.6733131508386417,1.0623154384961813,0.6562997563483164,1.1625151185777685,0.6490825164787865,1.207429515561868,1.1481997525946228,0.7544100524402934,154,1.0,8,0.26708364925784905,low,medium,True,False,True,implausible_window_length
Kolyma,2007,q75_peak_contiguous,2007-05-23,2007-07-03,143.0,184.0,146.0,2007-05-26,34600.0,42,0.7001605243266549,0.5604668295913132,0.8421728255153199,0.5481461430786301,0.914734996906713,0.54291959349325,0.9472609108542179,1.1481997525946228,0.6097898233686955,42,1.0,8,0.3304262913563452,high,medium,True,False,False,ok
Kolyma,2007,snow_depletion_assisted,2007-05-15,2007-08-01,135.0,213.0,146.0,2007-05-26,34600.0,79,0.8487658465702853,0.6628768454557302,1.0377401940807716,0.6464818312553591,1.1342979491333818,0.6395269140449391,1.1775798572072906,1.1481997525946228,0.7392144482284573,79,1.0,8,0.2725739334849788,medium,medium,True,False,False,fallback_used;partial_snow_rule_fallback
Kolyma,2007,common_overlap_w1_w2,2007-05-23,2007-07-03,143.0,184.0,146.0,2007-05-26,34600.0,42,0.7001605243266549,0.5604668295913132,0.8421728255153199,0.5481461430786301,0.914734996906713,0.54291959349325,0.9472609108542179,1.1481997525946228,0.6097898233686955,42,1.0,8,0.3304262913563452,high,medium,True,False,False,ok
Kolyma,2008,fixed_may_july_reference,2008-05-01,2008-07-31,122.0,213.0,151.0,2008-05-30,30900.0,92,0.6369159579987809,0.4900155004461644,0.7862546383324839,0.47705919279387893,0.8625602740206374,0.4715630068209296,0.896764191744039,0.8468597193710968,0.7520914543813391,92,1.0,4,0.1897830992094396,high,medium,True,False,False,reference_only
Kolyma,2008,discharge_centered_freshet,2008-03-01,2008-08-17,61.0,230.0,151.0,2008-05-30,30900.0,170,0.6783074279383612,0.512855200503098,0.8465057965146068,0.49826266623791843,0.9324479208673973,0.49207237774751506,0.9709713840929789,0.8468597193710968,0.8009678727453142,170,1.0,4,0.17820221254593435,low,medium,True,False,True,implausible_window_length
Kolyma,2008,q75_peak_contiguous,2008-05-26,2008-07-05,147.0,187.0,151.0,2008-05-30,30900.0,41,0.5461931399150167,0.43195141455287095,0.6623310253162057,0.42187553755984203,0.7216724842953077,0.41760125701013007,0.7482722283666745,0.8468597193710968,0.6449629465440108,41,1.0,4,0.22130611977983689,high,medium,True,False,False,ok
Kolyma,2008,snow_depletion_assisted,2008-05-03,2008-08-17,124.0,230.0,151.0,2008-05-30,30900.0,107,0.665230793320358,0.5050658816143139,0.8280540884171588,0.4909396773414555,0.9112497816524177,0.4849472103625006,0.9485421601339975,0.8468597193710968,0.785526549561689,107,1.0,4,0.18170518511572747,medium,medium,True,False,False,fallback_used;partial_snow_rule_fallback
Kolyma,2008,common_overlap_w1_w2,2008-05-26,2008-07-05,147.0,187.0,151.0,2008-05-30,30900.0,41,0.5461931399150167,0.43195141455287095,0.6623310253162057,0.42187553755984203,0.7216724842953077,0.41760125701013007,0.7482722283666745,0.8468597193710968,0.6449629465440108,41,1.0,4,0.22130611977983689,high,medium,True,False,False,ok
Kolyma,2009,fixed_may_july_reference,2009-05-01,2009-07-31,121.0,212.0,152.0,2009-06-01,13900.0,92,0.3334833377316434,0.24231147922124485,0.42634579836575515,0.2343188026396864,0.4737945174412029,0.23092823504181498,0.49506335386070494,0.532606961111959,0.6261340201701607,89,0.967391304347826,0,0.0,high,low,False,False,True,reference_only
Kolyma,2009,discharge_centered_freshet,2009-05-02,2009-07-27,122.0,208.0,152.0,2009-06-01,13900.0,87,0.3284560979295967,0.23981068189417676,0.4187501827299085,0.2320408321609274,0.46488657233889613,0.2287447897804978,0.4855671585106674,0.532606961111959,0.6166950902103439,85,0.9770114942528736,0,0.0,high,low,False,False,True,ok
Kolyma,2009,q75_peak_contiguous,2009-05-28,2009-06-29,148.0,180.0,152.0,2009-06-01,13900.0,33,0.245509882287104,0.1870103862925964,0.3049803405658142,0.1818508552725049,0.33536718417178857,0.17966213432046563,0.34898805357677215,0.532606961111959,0.46095883120741915,33,1.0,0,0.0,high,low,False,False,True,ok
Kolyma,2009,snow_depletion_assisted,2009-05-06,2009-07-27,126.0,208.0,152.0,2009-06-01,13900.0,83,0.32839348914841554,0.23981068189417673,0.4186138775115263,0.2320408321609274,0.46471261141419573,0.2287447897804978,0.485376318456803,0.532606961111959,0.616577538646522,83,1.0,0,0.0,medium,low,False,False,True,fallback_used;partial_snow_rule_fallback
Kolyma,2009,common_overlap_w1_w2,2009-05-28,2009-06-29,148.0,180.0,152.0,2009-06-01,13900.0,33,0.245509882287104,0.1870103862925964,0.3049803405658142,0.1818508552725049,0.33536718417178857,0.17966213432046563,0.34898805357677215,0.532606961111959,0.46095883120741915,33,1.0,0,0.0,high,low,False,False,True,ok
Kolyma,2010,fixed_may_july_reference,2010-05-01,2010-07-31,121.0,212.0,150.0,2010-05-30,17700.0,92,0.3270420566488074,0.24138339421396665,0.41412246347863313,0.2338284825269731,0.4586168020135994,0.23062361886092636,0.4785613405877459,0.5640957068062238,0.5797634208216936,92,1.0,0,0.0,high,low,False,False,True,reference_only
Kolyma,2010,discharge_centered_freshet,2010-04-27,2010-07-25,117.0,206.0,150.0,2010-05-30,17700.0,90,0.3241564383833614,0.24058853783680775,0.4091113813004764,0.23321802689780102,0.4525196992905361,0.2300913877407491,0.47197743034346995,0.5640957068062238,0.5746479444395319,88,0.9777777777777776,0,0.0,high,low,False,False,True,ok
Kolyma,2010,q75_peak_contiguous,2010-05-25,2010-06-26,145.0,177.0,150.0,2010-05-30,17700.0,33,0.2675790333311522,0.2072491739447085,0.3289102349869553,0.2019282087697032,0.36024783834200647,0.19967100595063766,0.37429488476443995,0.5640957068062238,0.47435041625493174,33,1.0,0,0.0,high,low,False,False,True,ok
Kolyma,2010,snow_depletion_assisted,2010-05-06,2010-07-25,126.0,206.0,150.0,2010-05-30,17700.0,81,0.3229763121167569,0.24002280054324016,0.4073066685623688,0.23270647740381864,0.4503958497578368,0.22960282521434874,0.4697105280917115,0.5640957068062238,0.5725558769900453,81,1.0,0,0.0,medium,low,False,False,True,fallback_used;partial_snow_rule_fallback
Kolyma,2010,common_overlap_w1_w2,2010-05-25,2010-06-26,145.0,177.0,150.0,2010-05-30,17700.0,33,0.2675790333311522,0.2072491739447085,0.3289102349869553,0.2019282087697032,0.36024783834200647,0.19967100595063766,0.37429488476443995,0.5640957068062238,0.47435041625493174,33,1.0,0,0.0,high,low,False,False,True,ok
Kolyma,2011,fixed_may_july_reference,2011-05-01,2011-07-31,121.0,212.0,159.0,2011-06-08,25500.0,92,0.6812197113045686,0.5234649923070431,0.8418346798279241,0.5095919634063057,0.9239020132663974,0.5037069218743253,0.9606886057034257,0.9254373397715197,0.7361057113523799,92,1.0,1,0.035976817355987505,high,high,True,False,False,reference_only
Kolyma,2011,discharge_centered_freshet,2011-03-07,2011-08-18,66.0,230.0,159.0,2011-06-08,25500.0,165,0.7101297128547203,0.5378387267801957,0.8855624316917365,0.5227134404290856,0.9752009975438461,0.5163002503713484,1.0153813866278099,0.9254373397715197,0.7673449971556621,165,1.0,1,0.0345121696631738,low,high,True,False,True,implausible_window_length
Kolyma,2011,q75_peak_contiguous,2011-06-02,2011-07-17,153.0,198.0,159.0,2011-06-08,25500.0,46,0.6282332027707719,0.4901002760312143,0.7686588306659649,0.4779172459333864,0.8404102803205837,0.47274909147698285,0.8725727891364609,0.9254373397715197,0.6788500698770981,46,1.0,1,0.03901117773592979,high,high,True,False,False,ok
Kolyma,2011,snow_depletion_assisted,2011-04-16,2011-08-18,106.0,230.0,159.0,2011-06-08,25500.0,125,0.7083288625173099,0.5372610641164313,0.8825180914699107,0.5222436603143634,0.9715212875310855,0.515875669812756,1.0114168728013198,0.9254373397715197,0.7653990519684332,125,1.0,1,0.034599913161528245,low,high,True,False,True,fallback_used;implausible_window_length;partial_snow_rule_fallback
Kolyma,2011,common_overlap_w1_w2,2011-06-02,2011-07-17,153.0,198.0,159.0,2011-06-08,25500.0,46,0.6282332027707719,0.4901002760312143,0.7686588306659649,0.4779172459333864,0.8404102803205837,0.47274909147698285,0.8725727891364609,0.9254373397715197,0.6788500698770981,46,1.0,1,0.03901117773592979,high,high,True,False,False,ok
Kolyma,2012,fixed_may_july_reference,2012-05-01,2012-07-31,122.0,213.0,150.0,2012-05-29,24000.0,92,0.4091359168091984,0.30879530267070726,0.5113547084518505,0.29998879118542676,0.56358410982421,0.2962529872669797,0.5869958818535213,0.5898186899476296,0.6936638729531034,92,1.0,0,0.0,high,high,True,False,False,reference_only
Kolyma,2012,discharge_centered_freshet,2012-03-05,2012-07-26,65.0,208.0,150.0,2012-05-29,24000.0,144,0.40867259484420415,0.3085318013927655,0.5107031122554986,0.2997643389528488,0.562836313602014,0.296047326991893,0.5862049640749784,0.5898186899476296,0.6928783400886982,144,1.0,0,0.0,low,high,True,False,True,implausible_window_length
Kolyma,2012,q75_peak_contiguous,2012-05-23,2012-06-20,144.0,172.0,150.0,2012-05-29,24000.0,29,0.3209073752211345,0.25387550051830376,0.3890518308286271,0.24796343185882921,0.4238707135998811,0.2454554774547376,0.4394782397123152,0.5898186899476296,0.5440780034448011,29,1.0,0,0.0,high,high,True,False,False,ok
Kolyma,2012,snow_depletion_assisted,2012-05-08,2012-07-26,129.0,208.0,150.0,2012-05-29,24000.0,80,0.4055041954502546,0.3075423051478007,0.505255806366905,0.29892840130941706,0.5562245846158085,0.295274303342663,0.579071283709077,0.5898186899476296,0.6875065208365296,80,1.0,0,0.0,medium,high,True,False,False,fallback_used;partial_snow_rule_fallback
Kolyma,2012,common_overlap_w1_w2,2012-05-23,2012-06-20,144.0,172.0,150.0,2012-05-29,24000.0,29,0.3209073752211345,0.25387550051830376,0.3890518308286271,0.24796343185882921,0.4238707135998811,0.2454554774547376,0.4394782397123152,0.5898186899476296,0.5440780034448011,29,1.0,0,0.0,high,high,True,False,False,ok
Kolyma,2013,fixed_may_july_reference,2013-05-01,2013-07-31,121.0,212.0,149.0,2013-05-29,24000.0,92,0.5216686019631913,0.39353617216073383,0.6520179836536028,0.3822560469962399,0.7186209053428743,0.37747100641720865,0.7484755921304664,0.8485616192498134,0.6147680853446825,92,1.0,0,0.0,high,high,True,False,False,reference_only
Kolyma,2013,discharge_centered_freshet,2013-04-16,2013-07-18,106.0,199.0,149.0,2013-05-29,24000.0,94,0.49209892270196154,0.3755711311721624,0.6106623741743142,0.3653451433213948,0.6712431929800221,0.36101167824581615,0.698398478737878,0.8485616192498134,0.5799212591502909,94,1.0,0,0.0,high,high,True,False,False,ok
Kolyma,2013,q75_peak_contiguous,2013-05-25,2013-07-04,145.0,185.0,149.0,2013-05-29,24000.0,41,0.42042304964079386,0.3270126629925735,0.51538384216596,0.31877406573088873,0.5639047184914517,0.3152791762977516,0.5856541482254091,0.8485616192498134,0.49545376564695043,41,1.0,0,0.0,high,high,True,False,False,ok
Kolyma,2013,snow_depletion_assisted,2013-05-05,2013-07-18,125.0,199.0,149.0,2013-05-29,24000.0,75,0.4915277030241687,0.37556075735403077,0.6094790340890226,0.3653451433213948,0.669747085722103,0.36101167824581615,0.6967621739369773,0.8485616192498134,0.5792480968662156,75,1.0,0,0.0,medium,high,True,False,False,fallback_used;partial_snow_rule_fallback
Kolyma,2013,common_overlap_w1_w2,2013-05-25,2013-07-04,145.0,185.0,149.0,2013-05-29,24000.0,41,0.42042304964079386,0.3270126629925735,0.51538384216596,0.31877406573088873,0.5639047184914517,0.3152791762977516,0.5856541482254091,0.8485616192498134,0.49545376564695043,41,1.0,0,0.0,high,high,True,False,False,ok
Kolyma,2014,fixed_may_july_reference,2014-05-01,2014-07-31,121.0,212.0,163.0,2014-06-12,25500.0,92,0.7954780812232963,0.6167000870189746,0.9776879390912859,0.6009635174076937,1.0707893311900831,0.5942879185039736,1.112521928351001,1.0074572710430716,0.7895898953607209,92,1.0,9,0.26489301648458613,high,medium,True,False,False,reference_only
Kolyma,2014,discharge_centered_freshet,2014-03-01,2014-08-31,60.0,243.0,163.0,2014-06-12,25500.0,184,0.9534993339930783,0.7208227702586304,1.1905316415109295,0.7003477780795815,1.3116449449321435,0.6916664367583432,1.3659338506999745,1.0074572710430716,0.9464414634735546,184,1.0,21,0.22138334436374082,low,medium,True,False,True,implausible_window_length
Kolyma,2014,q75_peak_contiguous,2014-06-02,2014-07-13,153.0,194.0,163.0,2014-06-12,25500.0,42,0.6834679152163902,0.538986422643027,0.8303474811008003,0.5262434625527135,0.9053966151855922,0.52083778059595,0.9390373074398253,1.0074572710430716,0.6784088366435245,42,1.0,9,0.3083050188477324,high,medium,True,False,False,ok
Kolyma,2014,snow_depletion_assisted,2014-05-23,2014-08-31,143.0,243.0,163.0,2014-06-12,25500.0,101,0.9508683685835394,0.7202353253525653,1.1854210293113847,0.6999005066253201,1.3052673399871788,0.6912742877633876,1.35898831764289,1.0074572710430716,0.9438299726588475,101,1.0,9,0.22160437284973886,medium,medium,True,False,False,fallback_used;partial_snow_rule_fallback
Kolyma,2014,common_overlap_w1_w2,2014-06-02,2014-07-13,153.0,194.0,163.0,2014-06-12,25500.0,42,0.6834679152163902,0.538986422643027,0.8303474811008003,0.5262434625527135,0.9053966151855922,0.52083778059595,0.9390373074398253,1.0074572710430716,0.6784088366435245,42,1.0,9,0.3083050188477324,high,medium,True,False,False,ok
Kolyma,2015,fixed_may_july_reference,2015-05-01,2015-07-31,121.0,212.0,161.0,2015-06-10,19500.0,92,0.40450684452131713,0.3024271436265045,0.5085308322264546,0.2935249647546371,0.561682611061786,0.2897554793477357,0.5855078377798484,0.5157002814028073,0.7843836024695935,92,1.0,0,0.0,high,high,True,False,False,reference_only
Kolyma,2015,discharge_centered_freshet,2015-03-01,2015-07-10,60.0,191.0,161.0,2015-06-10,19500.0,132,0.3746455054125145,0.28522099765634895,0.46584191325736163,0.2774602354350006,0.5124393510914683,0.2741774570666853,0.5333266016257897,0.5157002814028073,0.7264791564460741,132,1.0,0,0.0,low,high,True,False,True,implausible_window_length
Kolyma,2015,q75_peak_contiguous,2015-06-04,2015-07-10,155.0,191.0,161.0,2015-06-10,19500.0,37,0.3689835421093351,0.2833982745415392,0.45598933587960605,0.2758498361255848,0.5004455503536979,0.27264771848120156,0.5203729998592634,0.5157002814028073,0.7154999820935263,37,1.0,0,0.0,high,high,True,False,False,ok
Kolyma,2015,snow_depletion_assisted,2015-05-28,2015-07-10,148.0,191.0,161.0,2015-06-10,19500.0,44,0.37055768838807185,0.2841985448895238,0.45842492384592465,0.27660290089999473,0.5033212979319294,0.27338075821311564,0.5234460485020263,0.5157002814028073,0.7185524261884854,44,1.0,0,0.0,medium,high,True,False,False,fallback_used;partial_snow_rule_fallback
