river,year,window_id,start_date,end_date,window_start_doy,window_end_doy,window_peak_q_doy,peak_q_date,peak_Q_m3s,window_length_days,window_flux_TgC,window_flux_80_lower_TgC,window_flux_80_upper_TgC,window_flux_90_lower_TgC,window_flux_90_upper_TgC,window_flux_95_lower_TgC,window_flux_95_upper_TgC,annual_flux_TgC,window_fraction_of_annual,n_days_with_flux,coverage_rate,n_low_confidence_days,fraction_flux_from_low_confidence_days,window_confidence_tier,annual_confidence_tier,core_2003_2024,sensitivity_only,exclude_from_trend,caveat_reason
Lena,2002,common_overlap_w1_w2,2002-05-29,2002-07-10,149.0,191.0,151.0,2002-05-31,122000.0,43,3.774239958592085,2.986938539497469,4.778214773253005,2.734156704055343,5.207346595940472,2.545583964453999,5.578240279033957,5.7790380728334805,0.653091381476496,43,1.0,0,0.0,high,high,False,True,False,ok
Lena,2003,fixed_may_july_reference,2003-05-01,2003-07-31,121.0,212.0,161.0,2003-06-10,95700.0,92,3.1826901464363027,2.3940429560299177,4.188381102425741,2.1408290287179907,4.618246460303077,1.953169410453371,4.9897741293977536,4.734650096995691,0.6722123242973829,92,1.0,0,0.0,high,high,True,False,False,reference_only
Lena,2003,discharge_centered_freshet,2003-03-01,2003-07-10,60.0,191.0,161.0,2003-06-10,95700.0,132,2.658965240891856,2.0263267158108014,3.4657123526854887,1.823203078963693,3.8105425749941784,1.6729103200853772,4.108575357538858,4.734650096995691,0.5615969895175711,132,1.0,0,0.0,low,high,True,False,True,implausible_window_length
Lena,2003,q75_peak_contiguous,2003-06-07,2003-07-13,158.0,194.0,161.0,2003-06-10,95700.0,37,2.540016874783692,1.9644602227579926,3.273972598766602,1.7796640781412425,3.5876893902690457,1.6418079889281991,3.858831193549745,4.734650096995691,0.5364740419562211,37,1.0,0,0.0,high,high,True,False,False,ok
Lena,2003,snow_depletion_assisted,2003-05-10,2003-07-10,130.0,191.0,161.0,2003-06-10,95700.0,62,2.556646655315447,1.9670904534079592,3.3084547483618696,1.7777994205201437,3.629802228964918,1.637825646864251,3.907539148793582,4.734650096995691,0.539986398770573,62,1.0,0,0.0,medium,high,True,False,False,fallback_used;partial_snow_rule_fallback
Lena,2003,common_overlap_w1_w2,2003-06-07,2003-07-10,158.0,191.0,161.0,2003-06-10,95700.0,34,2.447449169035317,1.8997908099333607,3.1458287048034497,1.7239520754265476,3.444339064560854,1.5927781252256261,3.702338124333727,4.734650096995691,0.5169229233197852,34,1.0,0,0.0,high,high,True,False,False,ok
Lena,2004,fixed_may_july_reference,2004-05-01,2004-07-31,122.0,213.0,158.0,2004-06-06,117000.0,92,4.003624412872896,3.0669270012641072,5.2025737718141665,2.7672209772891456,5.715044120869892,2.543820786529472,6.157966330756688,5.880009442538224,0.6808874121713402,92,1.0,15,0.00039414333153498974,high,high,True,False,False,reference_only
Lena,2004,discharge_centered_freshet,2004-03-01,2004-07-06,61.0,188.0,158.0,2004-06-06,117000.0,128,3.1204975801409836,2.429959779597156,4.005997260551082,2.210140089809439,4.384488918204761,2.0471958211236867,4.7116148909377795,5.880009442538224,0.5306960151400638,128,1.0,21,0.0008388674507084456,low,high,True,False,True,implausible_window_length
Lena,2004,q75_peak_contiguous,2004-06-04,2004-07-19,156.0,201.0,158.0,2004-06-06,117000.0,46,3.650852711089752,2.8342417033137317,4.692203412736928,2.5720493277109404,5.137310917555813,2.3764564185783437,5.522012198390584,5.880009442538224,0.6208923211378021,46,1.0,0,0.0,high,high,True,False,False,ok
Lena,2004,snow_depletion_assisted,2004-05-10,2004-07-06,131.0,188.0,158.0,2004-06-06,117000.0,58,3.086489154663414,2.415826394431535,3.9449242579234913,2.2012198123049997,4.311847626061284,2.0413029602901194,4.628975259638824,5.880009442538224,0.5249122785984964,58,1.0,6,0.00019106955779969105,medium,high,True,False,False,fallback_used;partial_snow_rule_fallback
Lena,2004,common_overlap_w1_w2,2004-06-04,2004-07-06,156.0,188.0,158.0,2004-06-06,117000.0,33,2.9962868053138383,2.3542480424183694,3.815021196424645,2.1481062357690863,4.164975175771185,1.9943264946012302,4.467436362406576,5.880009442538224,0.5095717676297524,33,1.0,0,0.0,high,high,True,False,False,ok
Lena,2005,fixed_may_july_reference,2005-05-01,2005-07-31,121.0,212.0,153.0,2005-06-02,108000.0,92,4.028988291770751,3.0747809879648718,5.24580319614154,2.7684100507376583,5.765909866309626,2.539860373241572,6.215432060427168,6.652625550753337,0.6056237888384552,92,1.0,0,0.0,high,high,True,False,False,reference_only
Lena,2005,discharge_centered_freshet,2005-03-01,2005-08-21,60.0,233.0,153.0,2005-06-02,108000.0,174,4.801001461247043,3.5922568868632,6.342404894045339,3.2041607083438777,7.001251366042599,2.9146448122186754,7.570684770123144,6.652625550753337,0.7216701773788218,174,1.0,0,0.0,low,high,True,False,True,implausible_window_length
Lena,2005,q75_peak_contiguous,2005-05-27,2005-07-02,147.0,183.0,153.0,2005-06-02,108000.0,37,2.928068632302713,2.308560198109887,3.718072118025976,2.1096522890561635,4.055745564418527,1.9612689636758747,4.3475928281126395,6.652625550753337,0.44013729766755644,37,1.0,0,0.0,high,high,True,False,False,ok
Lena,2005,snow_depletion_assisted,2005-04-22,2005-08-21,112.0,233.0,153.0,2005-06-02,108000.0,122,4.679284648281367,3.5126042479887802,6.167047416446164,3.1380137724635833,6.8029661059451,2.8585729966862874,7.3525832921494825,6.652625550753337,0.7033741208764546,122,1.0,0,0.0,low,high,True,False,True,fallback_used;implausible_window_length;partial_snow_rule_fallback
Lena,2005,common_overlap_w1_w2,2005-05-27,2005-07-02,147.0,183.0,153.0,2005-06-02,108000.0,37,2.928068632302713,2.308560198109887,3.718072118025976,2.1096522890561635,4.055745564418527,1.9612689636758747,4.3475928281126395,6.652625550753337,0.44013729766755644,37,1.0,0,0.0,high,high,True,False,False,ok
Lena,2006,fixed_may_july_reference,2006-05-01,2006-07-31,121.0,212.0,156.0,2006-06-05,127000.0,92,4.4101852614594925,3.3971571666111426,5.702009039627292,3.071900416198209,6.254176966970556,2.8298676914681176,6.731409335746877,7.004697718086287,0.6296039370938585,92,1.0,0,0.0,high,high,True,False,False,reference_only
Lena,2006,discharge_centered_freshet,2006-03-01,2006-08-22,60.0,234.0,156.0,2006-06-05,127000.0,175,4.794473839131506,3.6227530968472728,6.288664102908728,3.246544299712332,6.92733011521616,2.966501853983659,7.479321780825753,7.004697718086287,0.684465487604421,175,1.0,0,0.0,low,high,True,False,True,implausible_window_length
Lena,2006,q75_peak_contiguous,2006-05-31,2006-07-15,151.0,196.0,156.0,2006-06-05,127000.0,46,3.9177440434428434,3.072604699994124,4.99547437025635,2.8012526240801776,5.456131722171336,2.598826669453703,5.854272556439583,7.004697718086287,0.5593023712254049,46,1.0,0,0.0,high,high,True,False,False,ok
Lena,2006,snow_depletion_assisted,2006-05-10,2006-08-22,130.0,234.0,156.0,2006-06-05,127000.0,105,4.693747640286843,3.5645522633861026,6.13370912358203,3.2019972456725783,6.749195973354161,2.9321403838364564,7.281154156222012,7.004697718086287,0.6700856809520105,105,1.0,0,0.0,medium,high,True,False,False,fallback_used;partial_snow_rule_fallback
Lena,2006,common_overlap_w1_w2,2006-05-31,2006-07-15,151.0,196.0,156.0,2006-06-05,127000.0,46,3.9177440434428434,3.072604699994124,4.99547437025635,2.8012526240801776,5.456131722171336,2.598826669453703,5.854272556439583,7.004697718086287,0.5593023712254049,46,1.0,0,0.0,high,high,True,False,False,ok
Lena,2007,fixed_may_july_reference,2007-05-01,2007-07-31,121.0,212.0,153.0,2007-06-02,106000.0,92,4.981992561655317,3.8527064585987283,6.422069739871527,3.4901223110962274,7.037606041454213,3.2196381368240687,7.569606964951356,7.486992388815694,0.6654197443953028,92,1.0,0,0.0,high,high,True,False,False,reference_only
Lena,2007,discharge_centered_freshet,2007-03-01,2007-08-25,60.0,237.0,153.0,2007-06-02,106000.0,178,5.829732912822704,4.41683180623836,7.631478841654503,3.9631863200771336,8.401604250348592,3.6247712912298926,9.067214755497384,7.486992388815694,0.7786481687267831,178,1.0,0,0.0,low,high,True,False,True,implausible_window_length
Lena,2007,q75_peak_contiguous,2007-05-27,2007-07-08,147.0,189.0,153.0,2007-06-02,106000.0,43,3.982561657615176,3.151006035833935,5.042969883753195,2.8840153366582513,5.49622320069928,2.6848429257784194,5.88796481297049,7.486992388815694,0.5319307741736792,43,1.0,0,0.0,high,high,True,False,False,ok
Lena,2007,snow_depletion_assisted,2007-05-11,2007-08-25,131.0,237.0,153.0,2007-06-02,106000.0,107,5.642282941431459,4.2944702911561965,7.361027405672197,3.861723001102408,8.095675261278739,3.538897819072336,8.73062292662838,7.486992388815694,0.7536114167633027,107,1.0,0,0.0,medium,high,True,False,False,fallback_used;partial_snow_rule_fallback
Lena,2007,common_overlap_w1_w2,2007-05-27,2007-07-08,147.0,189.0,153.0,2007-06-02,106000.0,43,3.982561657615176,3.151006035833935,5.042969883753195,2.8840153366582513,5.49622320069928,2.6848429257784194,5.88796481297049,7.486992388815694,0.5319307741736792,43,1.0,0,0.0,high,high,True,False,False,ok
Lena,2008,fixed_may_july_reference,2008-05-01,2008-07-31,122.0,213.0,152.0,2008-05-31,121000.0,92,4.382385806603092,3.3804741860173086,5.660033743197687,3.0587866439146674,6.206142450086806,2.8188109312460012,6.678137904534939,7.476925346513558,0.5861213805814672,92,1.0,0,0.0,high,high,True,False,False,reference_only
Lena,2008,discharge_centered_freshet,2008-03-01,2008-07-31,61.0,213.0,152.0,2008-05-31,121000.0,153,4.509451837776721,3.460843968809364,5.846647307472637,3.124163486153242,6.41820858652109,2.873003188682805,6.912202405418773,7.476925346513558,0.6031158034605026,153,1.0,0,0.0,low,high,True,False,True,implausible_window_length
Lena,2008,q75_peak_contiguous,2008-05-28,2008-07-06,149.0,188.0,152.0,2008-05-31,121000.0,40,3.6722266287623504,2.9065986802317987,4.648563212289838,2.6607756277115744,5.065881546900762,2.4773940710826112,5.426564968551853,7.476925346513558,0.4911412724582954,40,1.0,0,0.0,high,high,True,False,False,ok
Lena,2008,snow_depletion_assisted,2008-05-10,2008-07-31,131.0,213.0,152.0,2008-05-31,121000.0,83,4.369558743351093,3.3743003741942785,5.638722385737285,3.0547490166165003,6.181204626519187,2.816366876395169,6.650065768152445,7.476925346513558,0.5844058273750975,83,1.0,0,0.0,medium,high,True,False,False,fallback_used;partial_snow_rule_fallback
Lena,2008,common_overlap_w1_w2,2008-05-28,2008-07-06,149.0,188.0,152.0,2008-05-31,121000.0,40,3.6722266287623504,2.9065986802317987,4.648563212289838,2.6607756277115744,5.065881546900762,2.4773940710826112,5.426564968551853,7.476925346513558,0.4911412724582954,40,1.0,0,0.0,high,high,True,False,False,ok
Lena,2009,fixed_may_july_reference,2009-05-01,2009-07-31,121.0,212.0,156.0,2009-06-05,163000.0,92,4.8819604979559195,3.7881205999555587,6.276836313277744,3.4369172991735875,6.873052067209663,3.175060707243175,7.388354464289683,7.193357622149724,0.6786761835562616,92,1.0,0,0.0,high,high,True,False,False,reference_only
Lena,2009,discharge_centered_freshet,2009-03-01,2009-08-09,60.0,221.0,156.0,2009-06-05,163000.0,162,5.135708996886688,3.9439654960406547,6.655432486984271,3.561327916311002,7.305012239148465,3.2760216643676796,7.866436524195244,7.193357622149724,0.7139515740289148,162,1.0,0,0.0,low,high,True,False,True,implausible_window_length
Lena,2009,q75_peak_contiguous,2009-05-28,2009-07-12,148.0,193.0,156.0,2009-06-05,163000.0,46,4.161114945972453,3.292412003712803,5.26889381477405,3.0134942742733006,5.742394900818767,2.80542441722918,6.151636426306363,7.193357622149724,0.5784662969014058,46,1.0,0,0.0,high,high,True,False,False,ok
Lena,2009,snow_depletion_assisted,2009-04-21,2009-08-09,111.0,221.0,156.0,2009-06-05,163000.0,111,5.057885923435956,3.896770060702141,6.538552736444633,3.5239662122341024,7.171438381562987,3.245995826181866,7.718434142504019,7.193357622149724,0.7031328329710395,111,1.0,0,0.0,medium,high,True,False,False,fallback_used;partial_snow_rule_fallback
Lena,2009,common_overlap_w1_w2,2009-05-28,2009-07-12,148.0,193.0,156.0,2009-06-05,163000.0,46,4.161114945972453,3.292412003712803,5.26889381477405,3.0134942742733006,5.742394900818767,2.80542441722918,6.151636426306363,7.193357622149724,0.5784662969014058,46,1.0,0,0.0,high,high,True,False,False,ok
Lena,2010,fixed_may_july_reference,2010-05-01,2010-07-31,121.0,212.0,153.0,2010-06-02,137000.0,92,3.9739485712279645,3.0409530587147313,5.163893330191008,2.7426997157563275,5.672514817358167,2.520681346188884,6.1121105003222365,5.670996581843936,0.7007495973372333,92,1.0,0,0.0,high,high,True,False,False,reference_only
Lena,2010,discharge_centered_freshet,2010-03-01,2010-08-09,60.0,221.0,153.0,2010-06-02,137000.0,162,4.205014863375319,3.1809202097051323,5.511130178037347,2.8534260187123075,6.069406777645309,2.6100933583876356,6.551918801379107,5.670996581843936,0.741494868263181,162,1.0,0,0.0,low,high,True,False,True,implausible_window_length
Lena,2010,q75_peak_contiguous,2010-05-29,2010-06-29,149.0,180.0,153.0,2010-06-02,137000.0,32,2.731712911458327,2.16853029902211,3.449889133712731,1.9877071339572834,3.756861247720311,1.852814848045913,4.022173704061224,5.670996581843936,0.4816989169424089,32,1.0,0,0.0,high,high,True,False,False,ok
Lena,2010,snow_depletion_assisted,2010-04-23,2010-08-09,113.0,221.0,153.0,2010-06-02,137000.0,109,4.138371999075416,3.1420093070432493,5.409123232877879,2.82341912154724,5.952284062393481,2.586710784427944,6.421731700439824,5.670996581843936,0.7297433421710539,109,1.0,0,0.0,medium,high,True,False,False,fallback_used;partial_snow_rule_fallback
Lena,2010,common_overlap_w1_w2,2010-05-29,2010-06-29,149.0,180.0,153.0,2010-06-02,137000.0,32,2.731712911458327,2.16853029902211,3.449889133712731,1.9877071339572834,3.756861247720311,1.852814848045913,4.022173704061224,5.670996581843936,0.4816989169424089,32,1.0,0,0.0,high,high,True,False,False,ok
Lena,2011,fixed_may_july_reference,2011-05-01,2011-07-31,121.0,212.0,147.0,2011-05-27,108000.0,92,3.1531039697060668,2.3735394755686214,4.147212578601913,2.123521199784448,4.572127260778333,1.93840815645715,4.939376117984827,4.906607670787668,0.6426240248387115,92,1.0,0,0.0,high,high,True,False,False,reference_only
Lena,2011,discharge_centered_freshet,2011-03-01,2011-08-04,60.0,216.0,147.0,2011-05-27,108000.0,157,3.2678799500681177,2.4380960084969407,4.326028911498371,2.1719982334951395,4.778316544477266,1.9754149793033462,5.169223527237548,4.906607670787668,0.6660161499204434,157,1.0,0,0.0,low,high,True,False,True,implausible_window_length
Lena,2011,q75_peak_contiguous,2011-05-25,2011-07-06,145.0,187.0,147.0,2011-05-27,108000.0,43,2.549782646320015,1.9777794353984242,3.279206985896165,1.794124207516544,3.5909869148186173,1.6571192308606,3.860454710118644,4.906607670787668,0.5196630375606723,43,1.0,0,0.0,high,high,True,False,False,ok
Lena,2011,snow_depletion_assisted,2011-04-20,2011-08-04,110.0,216.0,147.0,2011-05-27,108000.0,107,3.2116275017918143,2.4061380086203545,4.238795934370174,2.1478405437775243,4.6778414714121075,1.9570762435222124,5.057303463439286,4.906607670787668,0.6545515185395381,107,1.0,0,0.0,medium,high,True,False,False,fallback_used;partial_snow_rule_fallback
Lena,2011,common_overlap_w1_w2,2011-05-25,2011-07-06,145.0,187.0,147.0,2011-05-27,108000.0,43,2.549782646320015,1.9777794353984242,3.279206985896165,1.794124207516544,3.5909869148186173,1.6571192308606,3.860454710118644,4.906607670787668,0.5196630375606723,43,1.0,0,0.0,high,high,True,False,False,ok
Lena,2012,fixed_may_july_reference,2012-05-01,2012-07-31,122.0,213.0,147.0,2012-05-26,104500.0,92,4.381777396411673,3.3602575853929006,5.684429897812507,3.0322743676479504,6.241226377257387,2.7876021434540976,6.722459150211633,6.850384360073212,0.639639641528792,92,1.0,0,0.0,high,high,True,False,False,reference_only
Lena,2012,discharge_centered_freshet,2012-03-13,2012-08-22,73.0,235.0,147.0,2012-05-26,104500.0,163,5.144817367260703,3.869150912168321,6.771560266179083,3.459567873056017,7.46688362993548,3.154022992251736,8.067843590698823,6.850384360073212,0.7510260880027058,163,1.0,0,0.0,low,high,True,False,True,implausible_window_length
Lena,2012,q75_peak_contiguous,2012-05-24,2012-07-02,145.0,184.0,147.0,2012-05-26,104500.0,40,3.2995666955186684,2.605636855767937,4.184473118083742,2.3828341853980914,4.562711197842194,2.2166256053050954,4.889618006126113,6.850384360073212,0.48166154219752494,40,1.0,0,0.0,high,high,True,False,False,ok
Lena,2012,snow_depletion_assisted,2012-05-06,2012-08-22,127.0,235.0,147.0,2012-05-26,104500.0,109,5.01661669947346,3.788142966448828,6.583178956972695,3.393712272568565,7.25277913727312,3.099470890873678,7.831506847365501,6.850384360073212,0.7323117121299519,109,1.0,0,0.0,medium,high,True,False,False,fallback_used;partial_snow_rule_fallback
Lena,2012,common_overlap_w1_w2,2012-05-24,2012-07-02,145.0,184.0,147.0,2012-05-26,104500.0,40,3.2995666955186684,2.605636855767937,4.184473118083742,2.3828341853980914,4.562711197842194,2.2166256053050954,4.889618006126113,6.850384360073212,0.48166154219752494,40,1.0,0,0.0,high,high,True,False,False,ok
Lena,2013,fixed_may_july_reference,2013-05-01,2013-07-31,121.0,212.0,151.0,2013-05-31,155000.0,92,4.466697827984468,3.457979225538971,5.753026097403643,3.1341061401023684,6.302845063745641,2.892524632684543,6.778047252630506,7.236421063511426,0.6172523390750608,92,1.0,0,0.0,high,high,True,False,False,reference_only
Lena,2013,discharge_centered_freshet,2013-03-01,2013-07-11,60.0,192.0,151.0,2013-05-31,155000.0,133,4.0285044097488285,3.1541033608676283,5.143549562340274,2.8733561188483088,5.620156496820001,2.663946062462918,6.03208237127518,7.236421063511426,0.5566984527837885,133,1.0,0,0.0,low,high,True,False,True,implausible_window_length
Lena,2013,q75_peak_contiguous,2013-05-25,2013-06-12,145.0,163.0,151.0,2013-05-31,155000.0,19,2.4775779974821845,2.02177987117792,3.0588164257138564,1.8754350480087048,3.3072568272863756,1.7662632628476964,3.521980999899333,7.236421063511426,0.34237615193165055,19,1.0,0,0.0,high,high,True,False,False,ok
Lena,2013,snow_depletion_assisted,2013-04-29,2013-07-11,119.0,192.0,151.0,2013-05-31,155000.0,74,3.932926986026225,3.096016000878864,5.0001644262524465,2.827305834992825,5.45633677368256,2.6268753178977984,5.850601270321804,7.236421063511426,0.5434906221609218,74,1.0,0,0.0,medium,high,True,False,False,fallback_used;partial_snow_rule_fallback
Lena,2013,common_overlap_w1_w2,2013-05-25,2013-06-12,145.0,163.0,151.0,2013-05-31,155000.0,19,2.4775779974821845,2.02177987117792,3.0588164257138564,1.8754350480087048,3.3072568272863756,1.7662632628476964,3.521980999899333,7.236421063511426,0.34237615193165055,19,1.0,0,0.0,high,high,True,False,False,ok
Lena,2014,fixed_may_july_reference,2014-05-01,2014-07-31,121.0,212.0,149.0,2014-05-29,173000.0,92,4.827657386717699,3.764694623758144,6.183158363917804,3.4234051611574685,6.762544018324862,3.1688141365709215,7.2633003545685755,6.78379058734266,0.7116459926881064,92,1.0,2,0.10868344448677851,high,high,True,False,False,reference_only
Lena,2014,discharge_centered_freshet,2014-03-01,2014-08-03,60.0,215.0,149.0,2014-05-29,173000.0,156,4.979185609783605,3.85736425321664,6.409743666997813,3.497176840018171,7.021211183501112,3.22848813190605,7.549695502999143,6.78379058734266,0.7339827999811602,156,1.0,2,0.10537595396314661,low,high,True,False,True,implausible_window_length
Lena,2014,q75_peak_contiguous,2014-05-22,2014-07-06,142.0,187.0,149.0,2014-05-29,173000.0,46,4.096684841528078,3.270976016457143,5.149637172755684,3.005862570348762,5.599703595243907,2.808090571619619,5.988690811405081,6.78379058734266,0.603893175766917,46,1.0,2,0.12807585984447106,high,high,True,False,False,ok
Lena,2014,snow_depletion_assisted,2014-04-30,2014-08-03,120.0,215.0,149.0,2014-05-29,173000.0,96,4.878271867907345,3.7957021746002977,6.258775803039786,3.448117440937716,6.848848543171902,3.1888302066389453,7.358841604301875,6.78379058734266,0.71910708402605,96,1.0,2,0.10755580004514928,medium,high,True,False,False,fallback_used;partial_snow_rule_fallback
Lena,2014,common_overlap_w1_w2,2014-05-22,2014-07-06,142.0,187.0,149.0,2014-05-29,173000.0,46,4.096684841528078,3.270976016457143,5.149637172755684,3.005862570348762,5.599703595243907,2.808090571619619,5.988690811405081,6.78379058734266,0.603893175766917,46,1.0,2,0.12807585984447106,high,high,True,False,False,ok
Lena,2015,fixed_may_july_reference,2015-05-01,2015-07-31,121.0,212.0,155.0,2015-06-04,152343.0,92,5.0636320744783525,3.9428548247549555,6.4928586759764455,3.5830026468779455,7.103757084559964,3.3145564948231883,7.6317495306492065,6.517510777279808,0.7769273036157132,92,1.0,0,0.0,high,high,True,False,False,reference_only
Lena,2015,discharge_centered_freshet,2015-03-01,2015-08-07,60.0,219.0,155.0,2015-06-04,152343.0,160,5.259831509453347,4.060086213678483,6.789758970210438,3.6748794674772807,7.443700234699265,3.3875190591748767,8.008894124525781,6.517510777279808,0.8070307344621876,160,1.0,0,0.0,low,high,True,False,True,implausible_window_length
Lena,2015,q75_peak_contiguous,2015-05-27,2015-07-11,147.0,192.0,155.0,2015-06-04,152343.0,46,4.3430087597375495,3.45032664246976,5.481366117540483,3.163709828887976,5.9679374544804915,2.949896531510845,6.388475447014392,6.517510777279808,0.666360042683378,46,1.0,0,0.0,high,high,True,False,False,ok
Lena,2015,snow_depletion_assisted,2015-04-29,2015-08-07,119.0,219.0,155.0,2015-06-04,152343.0,101,5.174492360493843,4.009791302501373,6.65973105113164,3.6358363418723236,7.29457086696368,3.35686965389811,7.843255595105636,6.517510777279808,0.7939369089395666,101,1.0,0,0.0,medium,high,True,False,False,fallback_used;partial_snow_rule_fallback
Lena,2015,common_overlap_w1_w2,2015-05-27,2015-07-11,147.0,192.0,155.0,2015-06-04,152343.0,46,4.3430087597375495,3.45032664246976,5.481366117540483,3.163709828887976,5.9679374544804915,2.949896531510845,6.388475447014392,6.517510777279808,0.666360042683378,46,1.0,0,0.0,high,high,True,False,False,ok
Lena,2016,fixed_may_july_reference,2016-05-01,2016-07-31,122.0,213.0,154.0,2016-06-02,139000.0,92,4.494119652166617,3.4572658607237705,5.816326202094353,3.124359304061574,6.381480724353391,2.8763527813793743,6.869937257278127,6.834065842591718,0.6576055536600287,92,1.0,0,0.0,high,high,True,False,False,reference_only
Lena,2016,discharge_centered_freshet,2016-03-01,2016-08-27,61.0,240.0,154.0,2016-06-02,139000.0,180,5.536725005211715,4.167856326266367,7.282320332373364,3.728348497687871,8.028445129012411,3.40084287567284,8.673312182077305,6.834065842591718,0.8101655928898681,180,1.0,0,0.0,low,high,True,False,True,implausible_window_length
Lena,2016,q75_peak_contiguous,2016-05-28,2016-07-03,149.0,185.0,154.0,2016-06-02,139000.0,37,3.4384713755294443,2.7233854563200914,4.350356246803333,2.4937901237415816,4.740125801952038,2.3225142850790244,5.076999131367405,6.834065842591718,0.5031369984907045,37,1.0,0,0.0,high,high,True,False,False,ok
Lena,2016,snow_depletion_assisted,2016-04-27,2016-08-27,118.0,240.0,154.0,2016-06-02,139000.0,123,5.467687319691252,4.128596981232528,7.1753090027746875,3.6986501967244045,7.905202616261124,3.378277018663053,8.536041245000051,6.834065842591718,0.8000635998581063,123,1.0,0,0.0,low,high,True,False,True,fallback_used;implausible_window_length;partial_snow_rule_fallback
Lena,2016,common_overlap_w1_w2,2016-05-28,2016-07-03,149.0,185.0,154.0,2016-06-02,139000.0,37,3.4384713755294443,2.7233854563200914,4.350356246803333,2.4937901237415816,4.740125801952038,2.3225142850790244,5.076999131367405,6.834065842591718,0.5031369984907045,37,1.0,0,0.0,high,high,True,False,False,ok
Lena,2017,fixed_may_july_reference,2017-05-01,2017-07-31,121.0,212.0,153.0,2017-06-02,127000.0,92,4.345007757799751,3.362798834059299,5.597530614045373,3.0474373111291504,6.132900036076072,2.8122034268315264,6.595613650529246,6.445062408865316,0.6741606957634891,92,1.0,0,0.0,high,high,True,False,False,reference_only
Lena,2017,discharge_centered_freshet,2017-03-01,2017-08-28,60.0,240.0,153.0,2017-06-02,127000.0,181,5.011955937479123,3.7878332796787775,6.572969659390932,3.394799601928125,7.240198213276922,3.1016230612698346,7.816876154022754,6.445062408865316,0.777642731680158,181,1.0,0,0.0,low,high,True,False,True,implausible_window_length
Lena,2017,q75_peak_contiguous,2017-05-30,2017-07-08,150.0,189.0,153.0,2017-06-02,127000.0,40,3.8060852471509907,3.01384681307556,4.8163557937642825,2.759479831616689,5.2481786191426725,2.5697245888243114,5.621398104813559,6.445062408865316,0.5905428071442167,40,1.0,0,0.0,high,high,True,False,False,ok
Lena,2017,snow_depletion_assisted,2017-04-22,2017-08-28,112.0,240.0,153.0,2017-06-02,127000.0,129,4.935236234299041,3.7417034120459745,6.457241485339035,3.358491328144863,7.107796537100249,3.072641598988753,7.670063762335875,6.445062408865316,0.7657390916045316,129,1.0,0,0.0,low,high,True,False,True,fallback_used;implausible_window_length;partial_snow_rule_fallback
Lena,2017,common_overlap_w1_w2,2017-05-30,2017-07-08,150.0,189.0,153.0,2017-06-02,127000.0,40,3.8060852471509907,3.01384681307556,4.8163557937642825,2.759479831616689,5.2481786191426725,2.5697245888243114,5.621398104813559,6.445062408865316,0.5905428071442167,40,1.0,0,0.0,high,high,True,False,False,ok
Lena,2018,fixed_may_july_reference,2018-05-01,2018-07-31,121.0,212.0,154.0,2018-06-03,153000.0,92,3.9917348745570225,3.0557660482479028,5.185291886054249,2.7555789998104627,5.695457368639784,2.533632258284488,6.136387509029579,7.131941414940964,0.5596982143171552,92,1.0,0,0.0,high,high,True,False,False,reference_only
Lena,2018,discharge_centered_freshet,2018-03-01,2018-07-03,60.0,184.0,154.0,2018-06-03,153000.0,125,3.005544555097609,2.34526731470538,3.847536839081979,2.133597603356147,4.207432006011071,1.9776857979300044,4.5184852463742065,7.131941414940964,0.4214202529484026,125,1.0,0,0.0,low,high,True,False,True,implausible_window_length
Lena,2018,q75_peak_contiguous,2018-05-30,2018-06-21,150.0,172.0,154.0,2018-06-03,153000.0,23,2.3791976384968896,1.9091303040142842,2.9786323068073393,1.758204012367882,3.234850379250718,1.6456144972080808,3.4562967030598184,7.131941414940964,0.33359747368544307,23,1.0,0,0.0,high,high,True,False,False,ok
Lena,2018,snow_depletion_assisted,2018-05-20,2018-07-03,140.0,184.0,154.0,2018-06-03,153000.0,45,2.9135788473006654,2.29629572409715,3.700744593711043,2.0981098895708095,4.037205097083642,1.9506257727756773,4.328004028120354,7.131941414940964,0.4085253478382342,45,1.0,0,0.0,medium,high,True,False,False,fallback_used;partial_snow_rule_fallback
Lena,2018,common_overlap_w1_w2,2018-05-30,2018-06-21,150.0,172.0,154.0,2018-06-03,153000.0,23,2.3791976384968896,1.9091303040142842,2.9786323068073393,1.758204012367882,3.234850379250718,1.6456144972080808,3.4562967030598184,7.131941414940964,0.33359747368544307,23,1.0,0,0.0,high,high,True,False,False,ok
Lena,2019,fixed_may_july_reference,2019-05-01,2019-07-31,121.0,212.0,153.0,2019-06-02,107000.0,92,3.1135504842091204,2.343905383111229,4.095009781739713,2.09679252826804,4.51451773262901,1.9135637727736514,4.87709361436605,4.423662754833697,0.703839930113789,92,1.0,0,0.0,high,high,True,False,False,reference_only
Lena,2019,discharge_centered_freshet,2019-03-01,2019-08-28,60.0,240.0,153.0,2019-06-02,107000.0,181,3.4771946060175174,2.545530231769261,4.665262536261731,2.2463972379416326,5.173081805168809,2.0243619752249957,5.611984140146559,4.423662754833697,0.7860442349991571,181,1.0,0,0.0,low,high,True,False,True,implausible_window_length
