river,year,window_id,start_date,end_date,peak_q_date,peak_Q_m3s,window_length_days,definition_status,fallback_used,snow_data_used,q_data_used,n_days_with_flux,n_days_expected,coverage_rate,window_confidence_tier,caveat_reason
Lena,2009,q75_peak_contiguous,2009-05-28,2009-07-12,2009-06-05,163000.0,46,ok,False,False,True,46,46,1.0,high,ok
Lena,2009,snow_depletion_assisted,2009-04-21,2009-08-09,2009-06-05,163000.0,111,partial_snow_rule_fallback,True,True,True,111,111,1.0,medium,fallback_used;partial_snow_rule_fallback
Lena,2009,common_overlap_w1_w2,2009-05-28,2009-07-12,2009-06-05,163000.0,46,ok,False,False,True,46,46,1.0,high,ok
Lena,2010,fixed_may_july_reference,2010-05-01,2010-07-31,2010-06-02,137000.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Lena,2010,discharge_centered_freshet,2010-03-01,2010-08-09,2010-06-02,137000.0,162,ok,False,False,True,162,162,1.0,low,implausible_window_length
Lena,2010,q75_peak_contiguous,2010-05-29,2010-06-29,2010-06-02,137000.0,32,ok,False,False,True,32,32,1.0,high,ok
Lena,2010,snow_depletion_assisted,2010-04-23,2010-08-09,2010-06-02,137000.0,109,partial_snow_rule_fallback,True,True,True,109,109,1.0,medium,fallback_used;partial_snow_rule_fallback
Lena,2010,common_overlap_w1_w2,2010-05-29,2010-06-29,2010-06-02,137000.0,32,ok,False,False,True,32,32,1.0,high,ok
Lena,2011,fixed_may_july_reference,2011-05-01,2011-07-31,2011-05-27,108000.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Lena,2011,discharge_centered_freshet,2011-03-01,2011-08-04,2011-05-27,108000.0,157,ok,False,False,True,157,157,1.0,low,implausible_window_length
Lena,2011,q75_peak_contiguous,2011-05-25,2011-07-06,2011-05-27,108000.0,43,ok,False,False,True,43,43,1.0,high,ok
Lena,2011,snow_depletion_assisted,2011-04-20,2011-08-04,2011-05-27,108000.0,107,partial_snow_rule_fallback,True,True,True,107,107,1.0,medium,fallback_used;partial_snow_rule_fallback
Lena,2011,common_overlap_w1_w2,2011-05-25,2011-07-06,2011-05-27,108000.0,43,ok,False,False,True,43,43,1.0,high,ok
Lena,2012,fixed_may_july_reference,2012-05-01,2012-07-31,2012-05-26,104500.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Lena,2012,discharge_centered_freshet,2012-03-13,2012-08-22,2012-05-26,104500.0,163,ok,False,False,True,163,163,1.0,low,implausible_window_length
Lena,2012,q75_peak_contiguous,2012-05-24,2012-07-02,2012-05-26,104500.0,40,ok,False,False,True,40,40,1.0,high,ok
Lena,2012,snow_depletion_assisted,2012-05-06,2012-08-22,2012-05-26,104500.0,109,partial_snow_rule_fallback,True,True,True,109,109,1.0,medium,fallback_used;partial_snow_rule_fallback
Lena,2012,common_overlap_w1_w2,2012-05-24,2012-07-02,2012-05-26,104500.0,40,ok,False,False,True,40,40,1.0,high,ok
Lena,2013,fixed_may_july_reference,2013-05-01,2013-07-31,2013-05-31,155000.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Lena,2013,discharge_centered_freshet,2013-03-01,2013-07-11,2013-05-31,155000.0,133,ok,False,False,True,133,133,1.0,low,implausible_window_length
Lena,2013,q75_peak_contiguous,2013-05-25,2013-06-12,2013-05-31,155000.0,19,ok,False,False,True,19,19,1.0,high,ok
Lena,2013,snow_depletion_assisted,2013-04-29,2013-07-11,2013-05-31,155000.0,74,partial_snow_rule_fallback,True,True,True,74,74,1.0,medium,fallback_used;partial_snow_rule_fallback
Lena,2013,common_overlap_w1_w2,2013-05-25,2013-06-12,2013-05-31,155000.0,19,ok,False,False,True,19,19,1.0,high,ok
Lena,2014,fixed_may_july_reference,2014-05-01,2014-07-31,2014-05-29,173000.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Lena,2014,discharge_centered_freshet,2014-03-01,2014-08-03,2014-05-29,173000.0,156,ok,False,False,True,156,156,1.0,low,implausible_window_length
Lena,2014,q75_peak_contiguous,2014-05-22,2014-07-06,2014-05-29,173000.0,46,ok,False,False,True,46,46,1.0,high,ok
Lena,2014,snow_depletion_assisted,2014-04-30,2014-08-03,2014-05-29,173000.0,96,partial_snow_rule_fallback,True,True,True,96,96,1.0,medium,fallback_used;partial_snow_rule_fallback
Lena,2014,common_overlap_w1_w2,2014-05-22,2014-07-06,2014-05-29,173000.0,46,ok,False,False,True,46,46,1.0,high,ok
Lena,2015,fixed_may_july_reference,2015-05-01,2015-07-31,2015-06-04,152343.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Lena,2015,discharge_centered_freshet,2015-03-01,2015-08-07,2015-06-04,152343.0,160,ok,False,False,True,160,160,1.0,low,implausible_window_length
Lena,2015,q75_peak_contiguous,2015-05-27,2015-07-11,2015-06-04,152343.0,46,ok,False,False,True,46,46,1.0,high,ok
Lena,2015,snow_depletion_assisted,2015-04-29,2015-08-07,2015-06-04,152343.0,101,partial_snow_rule_fallback,True,True,True,101,101,1.0,medium,fallback_used;partial_snow_rule_fallback
Lena,2015,common_overlap_w1_w2,2015-05-27,2015-07-11,2015-06-04,152343.0,46,ok,False,False,True,46,46,1.0,high,ok
Lena,2016,fixed_may_july_reference,2016-05-01,2016-07-31,2016-06-02,139000.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Lena,2016,discharge_centered_freshet,2016-03-01,2016-08-27,2016-06-02,139000.0,180,ok,False,False,True,180,180,1.0,low,implausible_window_length
Lena,2016,q75_peak_contiguous,2016-05-28,2016-07-03,2016-06-02,139000.0,37,ok,False,False,True,37,37,1.0,high,ok
Lena,2016,snow_depletion_assisted,2016-04-27,2016-08-27,2016-06-02,139000.0,123,partial_snow_rule_fallback,True,True,True,123,123,1.0,low,fallback_used;implausible_window_length;partial_snow_rule_fallback
Lena,2016,common_overlap_w1_w2,2016-05-28,2016-07-03,2016-06-02,139000.0,37,ok,False,False,True,37,37,1.0,high,ok
Lena,2017,fixed_may_july_reference,2017-05-01,2017-07-31,2017-06-02,127000.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Lena,2017,discharge_centered_freshet,2017-03-01,2017-08-28,2017-06-02,127000.0,181,ok,False,False,True,181,181,1.0,low,implausible_window_length
Lena,2017,q75_peak_contiguous,2017-05-30,2017-07-08,2017-06-02,127000.0,40,ok,False,False,True,40,40,1.0,high,ok
Lena,2017,snow_depletion_assisted,2017-04-22,2017-08-28,2017-06-02,127000.0,129,partial_snow_rule_fallback,True,True,True,129,129,1.0,low,fallback_used;implausible_window_length;partial_snow_rule_fallback
Lena,2017,common_overlap_w1_w2,2017-05-30,2017-07-08,2017-06-02,127000.0,40,ok,False,False,True,40,40,1.0,high,ok
Lena,2018,fixed_may_july_reference,2018-05-01,2018-07-31,2018-06-03,153000.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Lena,2018,discharge_centered_freshet,2018-03-01,2018-07-03,2018-06-03,153000.0,125,ok,False,False,True,125,125,1.0,low,implausible_window_length
Lena,2018,q75_peak_contiguous,2018-05-30,2018-06-21,2018-06-03,153000.0,23,ok,False,False,True,23,23,1.0,high,ok
Lena,2018,snow_depletion_assisted,2018-05-20,2018-07-03,2018-06-03,153000.0,45,partial_snow_rule_fallback,True,True,True,45,45,1.0,medium,fallback_used;partial_snow_rule_fallback
Lena,2018,common_overlap_w1_w2,2018-05-30,2018-06-21,2018-06-03,153000.0,23,ok,False,False,True,23,23,1.0,high,ok
Lena,2019,fixed_may_july_reference,2019-05-01,2019-07-31,2019-06-02,107000.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Lena,2019,discharge_centered_freshet,2019-03-01,2019-08-28,2019-06-02,107000.0,181,ok,False,False,True,181,181,1.0,low,implausible_window_length
Lena,2019,q75_peak_contiguous,2019-05-30,2019-07-14,2019-06-02,107000.0,46,ok,False,False,True,46,46,1.0,high,ok
Lena,2019,snow_depletion_assisted,2019-05-09,2019-08-28,2019-06-02,107000.0,112,partial_snow_rule_fallback,True,True,True,112,112,1.0,medium,fallback_used;partial_snow_rule_fallback
Lena,2019,common_overlap_w1_w2,2019-05-30,2019-07-14,2019-06-02,107000.0,46,ok,False,False,True,46,46,1.0,high,ok
Lena,2020,fixed_may_july_reference,2020-05-01,2020-07-31,2020-05-31,159000.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Lena,2020,discharge_centered_freshet,2020-03-01,2020-07-29,2020-05-31,159000.0,151,ok,False,False,True,151,151,1.0,low,implausible_window_length
Lena,2020,q75_peak_contiguous,2020-05-24,2020-07-08,2020-05-31,159000.0,46,ok,False,False,True,46,46,1.0,high,ok
Lena,2020,snow_depletion_assisted,2020-04-09,2020-07-29,2020-05-31,159000.0,112,partial_snow_rule_fallback,True,True,True,112,112,1.0,medium,fallback_used;partial_snow_rule_fallback
Lena,2020,common_overlap_w1_w2,2020-05-24,2020-07-08,2020-05-31,159000.0,46,ok,False,False,True,46,46,1.0,high,ok
Lena,2021,fixed_may_july_reference,2021-05-01,2021-07-31,2021-05-30,107000.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Lena,2021,discharge_centered_freshet,2021-03-01,2021-07-28,2021-05-30,107000.0,150,ok,False,False,True,150,150,1.0,low,implausible_window_length
Lena,2021,q75_peak_contiguous,2021-05-27,2021-07-11,2021-05-30,107000.0,46,ok,False,False,True,46,46,1.0,high,ok
Lena,2021,snow_depletion_assisted,2021-05-01,2021-07-28,2021-05-30,107000.0,89,partial_snow_rule_fallback,True,True,True,89,89,1.0,medium,fallback_used;partial_snow_rule_fallback
Lena,2021,common_overlap_w1_w2,2021-05-27,2021-07-11,2021-05-30,107000.0,46,ok,False,False,True,46,46,1.0,high,ok
Lena,2022,fixed_may_july_reference,2022-05-01,2022-07-31,2022-06-06,119000.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Lena,2022,discharge_centered_freshet,2022-03-01,2022-08-18,2022-06-06,119000.0,171,ok,False,False,True,171,171,1.0,low,implausible_window_length
Lena,2022,q75_peak_contiguous,2022-05-31,2022-07-02,2022-06-06,119000.0,33,ok,False,False,True,33,33,1.0,high,ok
Lena,2022,snow_depletion_assisted,2022-05-18,2022-08-18,2022-06-06,119000.0,93,partial_snow_rule_fallback,True,True,True,93,93,1.0,medium,fallback_used;partial_snow_rule_fallback
Lena,2022,common_overlap_w1_w2,2022-05-31,2022-07-02,2022-06-06,119000.0,33,ok,False,False,True,33,33,1.0,high,ok
Lena,2023,fixed_may_july_reference,2023-05-01,2023-07-31,2023-06-01,104100.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Lena,2023,discharge_centered_freshet,2023-03-01,2023-08-29,2023-06-01,104100.0,182,ok,False,False,True,182,182,1.0,low,implausible_window_length
Lena,2023,q75_peak_contiguous,2023-05-31,2023-07-15,2023-06-01,104100.0,46,ok,False,False,True,46,46,1.0,high,ok
Lena,2023,snow_depletion_assisted,2023-04-28,2023-08-29,2023-06-01,104100.0,124,partial_snow_rule_fallback,True,True,True,124,124,1.0,low,fallback_used;implausible_window_length;partial_snow_rule_fallback
Lena,2023,common_overlap_w1_w2,2023-05-31,2023-07-15,2023-06-01,104100.0,46,ok,False,False,True,46,46,1.0,high,ok
Lena,2024,fixed_may_july_reference,2024-05-01,2024-07-31,2024-06-03,94700.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Lena,2024,discharge_centered_freshet,2024-03-01,2024-07-29,2024-06-03,94700.0,151,ok,False,False,True,151,151,1.0,low,implausible_window_length
Lena,2024,q75_peak_contiguous,2024-05-26,2024-07-10,2024-06-03,94700.0,46,ok,False,False,True,46,46,1.0,high,ok
Lena,2024,snow_depletion_assisted,2024-04-22,2024-07-29,2024-06-03,94700.0,99,partial_snow_rule_fallback,True,True,True,99,99,1.0,medium,fallback_used;partial_snow_rule_fallback
Lena,2024,common_overlap_w1_w2,2024-05-26,2024-07-10,2024-06-03,94700.0,46,ok,False,False,True,46,46,1.0,high,ok
Lena,2025,fixed_may_july_reference,2025-05-01,2025-07-31,2025-05-29,141000.0,92,reference_only,False,False,False,78,92,0.8478260869565217,low,coverage_lt_0_95;reference_only
Lena,2025,discharge_centered_freshet,2025-05-20,2025-07-13,2025-05-29,141000.0,55,ok,False,False,True,55,55,1.0,high,ok
Lena,2025,q75_peak_contiguous,2025-05-25,2025-06-21,2025-05-29,141000.0,28,ok,False,False,True,28,28,1.0,high,ok
Lena,2025,snow_depletion_assisted,2025-04-20,2025-07-13,2025-05-29,141000.0,85,partial_snow_rule_fallback,True,True,True,60,85,0.7058823529411765,low,fallback_used;coverage_lt_0_95;partial_snow_rule_fallback
Lena,2025,common_overlap_w1_w2,2025-05-25,2025-06-21,2025-05-29,141000.0,28,ok,False,False,True,28,28,1.0,high,ok
Mackenzie,2000,fixed_may_july_reference,2000-05-01,2000-07-31,2000-06-22,19700.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Mackenzie,2000,discharge_centered_freshet,2000-04-14,2000-08-24,2000-06-22,19700.0,133,ok,False,False,True,133,133,1.0,low,implausible_window_length
Mackenzie,2000,q75_peak_contiguous,2000-06-17,2000-07-14,2000-06-22,19700.0,28,ok,False,False,True,28,28,1.0,high,ok
Mackenzie,2000,snow_depletion_assisted,2000-05-25,2000-08-24,2000-06-22,19700.0,92,partial_snow_rule_fallback,True,True,True,92,92,1.0,medium,fallback_used;partial_snow_rule_fallback
Mackenzie,2000,common_overlap_w1_w2,2000-06-17,2000-07-14,2000-06-22,19700.0,28,ok,False,False,True,28,28,1.0,high,ok
Mackenzie,2001,fixed_may_july_reference,2001-05-01,2001-07-31,2001-06-13,25700.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Mackenzie,2001,discharge_centered_freshet,2001-03-05,2001-08-21,2001-06-13,25700.0,170,ok,False,False,True,170,170,1.0,low,implausible_window_length
Mackenzie,2001,q75_peak_contiguous,2001-06-03,2001-07-05,2001-06-13,25700.0,33,ok,False,False,True,33,33,1.0,high,ok
Mackenzie,2001,snow_depletion_assisted,2001-05-09,2001-08-21,2001-06-13,25700.0,105,partial_snow_rule_fallback,True,True,True,105,105,1.0,medium,fallback_used;partial_snow_rule_fallback
Mackenzie,2001,common_overlap_w1_w2,2001-06-03,2001-07-05,2001-06-13,25700.0,33,ok,False,False,True,33,33,1.0,high,ok
Mackenzie,2002,fixed_may_july_reference,2002-05-01,2002-07-31,2002-05-28,29500.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Mackenzie,2002,discharge_centered_freshet,2002-03-01,2002-07-05,2002-05-28,29500.0,127,ok,False,False,True,127,127,1.0,low,implausible_window_length
Mackenzie,2002,q75_peak_contiguous,2002-05-24,2002-06-27,2002-05-28,29500.0,35,ok,False,False,True,35,35,1.0,high,ok
Mackenzie,2002,snow_depletion_assisted,2002-04-28,2002-07-05,2002-05-28,29500.0,69,partial_snow_rule_fallback,True,True,True,69,69,1.0,medium,fallback_used;partial_snow_rule_fallback
Mackenzie,2002,common_overlap_w1_w2,2002-05-24,2002-06-27,2002-05-28,29500.0,35,ok,False,False,True,35,35,1.0,high,ok
Mackenzie,2003,fixed_may_july_reference,2003-05-01,2003-07-31,2003-06-01,26800.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Mackenzie,2003,discharge_centered_freshet,2003-04-14,2003-08-17,2003-06-01,26800.0,126,ok,False,False,True,126,126,1.0,low,implausible_window_length
Mackenzie,2003,q75_peak_contiguous,2003-05-24,2003-06-30,2003-06-01,26800.0,38,ok,False,False,True,38,38,1.0,high,ok
Mackenzie,2003,snow_depletion_assisted,2003-04-27,2003-08-17,2003-06-01,26800.0,113,partial_snow_rule_fallback,True,True,True,113,113,1.0,medium,fallback_used;partial_snow_rule_fallback
Mackenzie,2003,common_overlap_w1_w2,2003-05-24,2003-06-30,2003-06-01,26800.0,38,ok,False,False,True,38,38,1.0,high,ok
Mackenzie,2004,fixed_may_july_reference,2004-05-01,2004-07-31,2004-05-30,30000.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Mackenzie,2004,discharge_centered_freshet,2004-03-01,2004-08-20,2004-05-30,30000.0,173,ok,False,False,True,173,173,1.0,low,implausible_window_length
Mackenzie,2004,q75_peak_contiguous,2004-05-23,2004-07-07,2004-05-30,30000.0,46,ok,False,False,True,46,46,1.0,high,ok
Mackenzie,2004,snow_depletion_assisted,2004-05-17,2004-08-20,2004-05-30,30000.0,96,partial_snow_rule_fallback,True,True,True,96,96,1.0,medium,fallback_used;partial_snow_rule_fallback
Mackenzie,2004,common_overlap_w1_w2,2004-05-23,2004-07-07,2004-05-30,30000.0,46,ok,False,False,True,46,46,1.0,high,ok
Mackenzie,2005,fixed_may_july_reference,2005-05-01,2005-07-31,2005-05-15,29500.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Mackenzie,2005,discharge_centered_freshet,2005-04-14,2005-08-05,2005-05-15,29500.0,114,ok,False,False,True,114,114,1.0,high,ok
Mackenzie,2005,q75_peak_contiguous,2005-05-11,2005-06-25,2005-05-15,29500.0,46,ok,False,False,True,46,46,1.0,high,ok
Mackenzie,2005,snow_depletion_assisted,2005-05-01,2005-05-22,2005-05-15,29500.0,22,ok,False,True,True,22,22,1.0,high,ok
Mackenzie,2005,common_overlap_w1_w2,2005-05-11,2005-06-25,2005-05-15,29500.0,46,ok,False,False,True,46,46,1.0,high,ok
Mackenzie,2006,fixed_may_july_reference,2006-05-01,2006-07-31,2006-05-22,30000.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Mackenzie,2006,discharge_centered_freshet,2006-03-02,2006-08-08,2006-05-22,30000.0,160,ok,False,False,True,160,160,1.0,low,implausible_window_length
Mackenzie,2006,q75_peak_contiguous,2006-05-19,2006-07-04,2006-05-22,30000.0,47,ok,False,False,True,47,47,1.0,high,ok
Mackenzie,2006,snow_depletion_assisted,2006-05-05,2006-05-31,2006-05-22,30000.0,27,ok,False,True,True,27,27,1.0,high,ok
Mackenzie,2006,common_overlap_w1_w2,2006-05-19,2006-07-04,2006-05-22,30000.0,47,ok,False,False,True,47,47,1.0,high,ok
Mackenzie,2007,fixed_may_july_reference,2007-05-01,2007-07-31,2007-05-24,24600.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Mackenzie,2007,discharge_centered_freshet,2007-04-17,2007-07-01,2007-05-24,24600.0,76,ok,False,False,True,76,76,1.0,high,ok
Mackenzie,2007,q75_peak_contiguous,2007-05-14,2007-05-29,2007-05-24,24600.0,16,ok,False,False,True,16,16,1.0,high,ok
Mackenzie,2007,snow_depletion_assisted,2007-05-24,2007-05-28,2007-05-24,24600.0,5,ok,False,True,True,5,5,1.0,low,implausible_window_length
Mackenzie,2007,common_overlap_w1_w2,2007-05-14,2007-05-29,2007-05-24,24600.0,16,ok,False,False,True,16,16,1.0,high,ok
Mackenzie,2008,fixed_may_july_reference,2008-05-01,2008-07-31,2008-07-03,25800.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Mackenzie,2008,discharge_centered_freshet,2008-03-01,2008-08-05,2008-07-03,25800.0,158,ok,False,False,True,158,158,1.0,low,implausible_window_length
Mackenzie,2008,q75_peak_contiguous,2008-06-26,2008-07-08,2008-07-03,25800.0,13,ok,False,False,True,13,13,1.0,low,implausible_window_length
Mackenzie,2008,snow_depletion_assisted,2008-05-14,2008-08-05,2008-07-03,25800.0,84,partial_snow_rule_fallback,True,True,True,84,84,1.0,medium,fallback_used;partial_snow_rule_fallback
Mackenzie,2008,common_overlap_w1_w2,2008-06-26,2008-07-08,2008-07-03,25800.0,13,insufficient_overlap,False,False,True,13,13,1.0,low,implausible_window_length;insufficient_overlap
Mackenzie,2009,fixed_may_july_reference,2009-05-01,2009-07-31,2009-05-27,30000.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Mackenzie,2009,discharge_centered_freshet,2009-03-01,2009-08-11,2009-05-27,30000.0,164,ok,False,False,True,164,164,1.0,low,implausible_window_length
Mackenzie,2009,q75_peak_contiguous,2009-05-19,2009-06-27,2009-05-27,30000.0,40,ok,False,False,True,40,40,1.0,high,ok
Mackenzie,2009,snow_depletion_assisted,2009-04-26,2009-08-11,2009-05-27,30000.0,108,partial_snow_rule_fallback,True,True,True,108,108,1.0,medium,fallback_used;partial_snow_rule_fallback
Mackenzie,2009,common_overlap_w1_w2,2009-05-19,2009-06-27,2009-05-27,30000.0,40,ok,False,False,True,40,40,1.0,high,ok
Mackenzie,2010,fixed_may_july_reference,2010-05-01,2010-07-31,2010-05-19,24200.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Mackenzie,2010,discharge_centered_freshet,2010-04-16,2010-06-26,2010-05-19,24200.0,72,ok,False,False,True,72,72,1.0,high,ok
Mackenzie,2010,q75_peak_contiguous,2010-05-06,2010-05-31,2010-05-19,24200.0,26,ok,False,False,True,26,26,1.0,high,ok
Mackenzie,2010,snow_depletion_assisted,2010-04-14,2010-06-26,2010-05-19,24200.0,74,partial_snow_rule_fallback,True,True,True,74,74,1.0,medium,fallback_used;partial_snow_rule_fallback
Mackenzie,2010,common_overlap_w1_w2,2010-05-06,2010-05-31,2010-05-19,24200.0,26,ok,False,False,True,26,26,1.0,high,ok
Mackenzie,2011,fixed_may_july_reference,2011-05-01,2011-07-31,2011-05-25,28500.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Mackenzie,2011,discharge_centered_freshet,2011-03-01,2011-08-10,2011-05-25,28500.0,163,ok,False,False,True,163,163,1.0,low,implausible_window_length
Mackenzie,2011,q75_peak_contiguous,2011-05-21,2011-06-15,2011-05-25,28500.0,26,ok,False,False,True,26,26,1.0,high,ok
Mackenzie,2011,snow_depletion_assisted,2011-05-17,2011-05-25,2011-05-25,28500.0,9,ok,False,True,True,9,9,1.0,low,implausible_window_length
Mackenzie,2011,common_overlap_w1_w2,2011-05-21,2011-06-15,2011-05-25,28500.0,26,ok,False,False,True,26,26,1.0,high,ok
Mackenzie,2012,fixed_may_july_reference,2012-05-01,2012-07-31,2012-06-18,31900.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Mackenzie,2012,discharge_centered_freshet,2012-03-01,2012-08-11,2012-06-18,31900.0,164,ok,False,False,True,164,164,1.0,low,implausible_window_length
Mackenzie,2012,q75_peak_contiguous,2012-05-21,2012-07-07,2012-06-18,31900.0,48,ok,False,False,True,48,48,1.0,high,ok
Mackenzie,2012,snow_depletion_assisted,2012-05-13,2012-08-11,2012-06-18,31900.0,91,partial_snow_rule_fallback,True,True,True,91,91,1.0,medium,fallback_used;partial_snow_rule_fallback
Mackenzie,2012,common_overlap_w1_w2,2012-05-21,2012-07-07,2012-06-18,31900.0,48,ok,False,False,True,48,48,1.0,high,ok
Mackenzie,2013,fixed_may_july_reference,2013-05-01,2013-07-31,2013-05-29,35000.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Mackenzie,2013,discharge_centered_freshet,2013-03-01,2013-08-16,2013-05-29,35000.0,169,ok,False,False,True,169,169,1.0,low,implausible_window_length
Mackenzie,2013,q75_peak_contiguous,2013-05-23,2013-06-29,2013-05-29,35000.0,38,ok,False,False,True,38,38,1.0,high,ok
Mackenzie,2013,snow_depletion_assisted,2013-05-10,2013-05-29,2013-05-29,35000.0,20,ok,False,True,True,20,20,1.0,high,ok
Mackenzie,2013,common_overlap_w1_w2,2013-05-23,2013-06-29,2013-05-29,35000.0,38,ok,False,False,True,38,38,1.0,high,ok
Mackenzie,2014,fixed_may_july_reference,2014-05-01,2014-07-31,2014-05-28,25400.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Mackenzie,2014,discharge_centered_freshet,2014-03-01,2014-08-12,2014-05-28,25400.0,165,ok,False,False,True,165,165,1.0,low,implausible_window_length
Mackenzie,2014,q75_peak_contiguous,2014-05-24,2014-06-09,2014-05-28,25400.0,17,ok,False,False,True,17,17,1.0,high,ok
Mackenzie,2014,snow_depletion_assisted,2014-04-27,2014-08-12,2014-05-28,25400.0,108,partial_snow_rule_fallback,True,True,True,108,108,1.0,medium,fallback_used;partial_snow_rule_fallback
Mackenzie,2014,common_overlap_w1_w2,2014-05-24,2014-06-09,2014-05-28,25400.0,17,ok,False,False,True,17,17,1.0,high,ok
Mackenzie,2015,fixed_may_july_reference,2015-05-01,2015-07-31,2015-05-18,27700.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Mackenzie,2015,discharge_centered_freshet,2015-04-14,2015-07-15,2015-05-18,27700.0,93,ok,False,False,True,93,93,1.0,high,ok
Mackenzie,2015,q75_peak_contiguous,2015-05-13,2015-06-21,2015-05-18,27700.0,40,ok,False,False,True,40,40,1.0,high,ok
Mackenzie,2015,snow_depletion_assisted,2015-04-22,2015-05-23,2015-05-18,27700.0,32,ok,False,True,True,32,32,1.0,high,ok
Mackenzie,2015,common_overlap_w1_w2,2015-05-13,2015-06-21,2015-05-18,27700.0,40,ok,False,False,True,40,40,1.0,high,ok
Mackenzie,2016,fixed_may_july_reference,2016-05-01,2016-07-31,2016-05-18,24600.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Mackenzie,2016,discharge_centered_freshet,2016-03-01,2016-08-07,2016-05-18,24600.0,160,ok,False,False,True,160,160,1.0,low,implausible_window_length
Mackenzie,2016,q75_peak_contiguous,2016-05-10,2016-06-02,2016-05-18,24600.0,24,ok,False,False,True,24,24,1.0,high,ok
Mackenzie,2016,snow_depletion_assisted,2016-04-27,2016-08-07,2016-05-18,24600.0,103,partial_snow_rule_fallback,True,True,True,103,103,1.0,medium,fallback_used;partial_snow_rule_fallback
Mackenzie,2016,common_overlap_w1_w2,2016-05-10,2016-06-02,2016-05-18,24600.0,24,ok,False,False,True,24,24,1.0,high,ok
Mackenzie,2017,fixed_may_july_reference,2017-05-01,2017-07-31,2017-05-20,29600.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Mackenzie,2017,discharge_centered_freshet,2017-04-14,2017-08-15,2017-05-20,29600.0,124,ok,False,False,True,124,124,1.0,low,implausible_window_length
Mackenzie,2017,q75_peak_contiguous,2017-05-17,2017-06-17,2017-05-20,29600.0,32,ok,False,False,True,32,32,1.0,high,ok
Mackenzie,2017,snow_depletion_assisted,2017-05-04,2017-08-15,2017-05-20,29600.0,104,partial_snow_rule_fallback,True,True,True,104,104,1.0,medium,fallback_used;partial_snow_rule_fallback
Mackenzie,2017,common_overlap_w1_w2,2017-05-17,2017-06-17,2017-05-20,29600.0,32,ok,False,False,True,32,32,1.0,high,ok
Mackenzie,2018,fixed_may_july_reference,2018-05-01,2018-07-31,2018-05-20,27400.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Mackenzie,2018,discharge_centered_freshet,2018-03-01,2018-07-27,2018-05-20,27400.0,149,ok,False,False,True,149,149,1.0,low,implausible_window_length
Mackenzie,2018,q75_peak_contiguous,2018-05-16,2018-06-07,2018-05-20,27400.0,23,ok,False,False,True,23,23,1.0,high,ok
Mackenzie,2018,snow_depletion_assisted,2018-04-27,2018-07-27,2018-05-20,27400.0,92,partial_snow_rule_fallback,True,True,True,92,92,1.0,medium,fallback_used;partial_snow_rule_fallback
Mackenzie,2018,common_overlap_w1_w2,2018-05-16,2018-06-07,2018-05-20,27400.0,23,ok,False,False,True,23,23,1.0,high,ok
Mackenzie,2019,fixed_may_july_reference,2019-05-01,2019-07-31,2019-05-18,18500.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Mackenzie,2019,discharge_centered_freshet,2019-04-14,2019-07-18,2019-05-18,18500.0,96,ok,False,False,True,96,96,1.0,high,ok
Mackenzie,2019,q75_peak_contiguous,2019-05-17,2019-05-27,2019-05-18,18500.0,11,ok,False,False,True,11,11,1.0,low,implausible_window_length
