river,year,window_id,start_date,end_date,peak_q_date,peak_Q_m3s,window_length_days,definition_status,fallback_used,snow_data_used,q_data_used,n_days_with_flux,n_days_expected,coverage_rate,window_confidence_tier,caveat_reason
Mackenzie,2019,snow_depletion_assisted,2019-05-11,2019-05-19,2019-05-18,18500.0,9,ok,False,True,True,9,9,1.0,low,implausible_window_length
Mackenzie,2019,common_overlap_w1_w2,2019-05-17,2019-05-27,2019-05-18,18500.0,11,insufficient_overlap,False,False,True,11,11,1.0,low,implausible_window_length;insufficient_overlap
Mackenzie,2020,fixed_may_july_reference,2020-05-01,2020-07-31,2020-06-01,31577.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Mackenzie,2020,discharge_centered_freshet,2020-04-16,2020-07-01,2020-06-01,31577.0,77,ok,False,False,True,77,77,1.0,high,ok
Mackenzie,2020,q75_peak_contiguous,2020-05-21,2020-06-04,2020-06-01,31577.0,15,ok,False,False,True,15,15,1.0,high,ok
Mackenzie,2020,snow_depletion_assisted,2020-05-10,2020-07-01,2020-06-01,31577.0,53,partial_snow_rule_fallback,True,True,True,53,53,1.0,medium,fallback_used;partial_snow_rule_fallback
Mackenzie,2020,common_overlap_w1_w2,2020-05-21,2020-06-04,2020-06-01,31577.0,15,ok,False,False,True,15,15,1.0,high,ok
Mackenzie,2021,fixed_may_july_reference,2021-05-01,2021-07-31,2021-05-29,35198.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Mackenzie,2021,discharge_centered_freshet,2021-04-14,2021-08-04,2021-05-29,35198.0,113,ok,False,False,True,113,113,1.0,high,ok
Mackenzie,2021,q75_peak_contiguous,2021-05-22,2021-06-03,2021-05-29,35198.0,13,ok,False,False,True,13,13,1.0,low,implausible_window_length
Mackenzie,2021,snow_depletion_assisted,2021-04-19,2021-08-04,2021-05-29,35198.0,108,partial_snow_rule_fallback,True,True,True,108,108,1.0,medium,fallback_used;partial_snow_rule_fallback
Mackenzie,2021,common_overlap_w1_w2,2021-05-22,2021-06-03,2021-05-29,35198.0,13,insufficient_overlap,False,False,True,13,13,1.0,low,implausible_window_length;insufficient_overlap
Mackenzie,2022,fixed_may_july_reference,2022-05-01,2022-07-31,2022-06-16,33544.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Mackenzie,2022,discharge_centered_freshet,2022-04-17,2022-08-05,2022-06-16,33544.0,111,ok,False,False,True,111,111,1.0,high,ok
Mackenzie,2022,q75_peak_contiguous,2022-06-08,2022-07-08,2022-06-16,33544.0,31,ok,False,False,True,31,31,1.0,high,ok
Mackenzie,2022,snow_depletion_assisted,2022-05-02,2022-08-05,2022-06-16,33544.0,96,partial_snow_rule_fallback,True,True,True,96,96,1.0,medium,fallback_used;partial_snow_rule_fallback
Mackenzie,2022,common_overlap_w1_w2,2022-06-08,2022-07-08,2022-06-16,33544.0,31,ok,False,False,True,31,31,1.0,high,ok
Mackenzie,2023,fixed_may_july_reference,2023-05-01,2023-07-31,2023-05-19,21200.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Mackenzie,2023,discharge_centered_freshet,2023-04-19,2023-07-28,2023-05-19,21200.0,101,ok,False,False,True,99,101,0.9801980198019802,high,ok
Mackenzie,2023,q75_peak_contiguous,2023-05-14,2023-06-23,2023-05-19,21200.0,41,ok,False,False,True,41,41,1.0,high,ok
Mackenzie,2023,snow_depletion_assisted,2023-05-04,2023-05-22,2023-05-19,21200.0,19,ok,False,True,True,19,19,1.0,high,ok
Mackenzie,2023,common_overlap_w1_w2,2023-05-14,2023-06-23,2023-05-19,21200.0,41,ok,False,False,True,41,41,1.0,high,ok
Mackenzie,2024,fixed_may_july_reference,2024-05-01,2024-07-31,2024-05-16,14600.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Mackenzie,2024,discharge_centered_freshet,2024-04-16,2024-07-29,2024-05-16,14600.0,105,ok,False,False,True,105,105,1.0,high,ok
Mackenzie,2024,q75_peak_contiguous,2024-05-12,2024-05-21,2024-05-16,14600.0,10,ok,False,False,True,10,10,1.0,low,implausible_window_length
Mackenzie,2024,snow_depletion_assisted,2024-04-19,2024-05-28,2024-05-16,14600.0,40,ok,False,True,True,40,40,1.0,high,ok
Mackenzie,2024,common_overlap_w1_w2,2024-05-12,2024-05-21,2024-05-16,14600.0,10,insufficient_overlap,False,False,True,10,10,1.0,low,implausible_window_length;insufficient_overlap
Mackenzie,2025,fixed_may_july_reference,2025-05-01,2025-07-31,2025-05-23,18900.0,92,reference_only,False,False,False,66,92,0.717391304347826,low,coverage_lt_0_95;reference_only
Mackenzie,2025,discharge_centered_freshet,2025-04-08,2025-08-29,2025-05-23,18900.0,144,ok,False,False,True,118,144,0.8194444444444444,low,implausible_window_length;coverage_lt_0_95
Mackenzie,2025,q75_peak_contiguous,2025-05-19,2025-05-23,2025-05-23,18900.0,5,ok,False,False,True,5,5,1.0,low,implausible_window_length
Mackenzie,2025,snow_depletion_assisted,2025-05-18,2025-08-05,2025-05-23,18900.0,80,ok,False,True,True,54,80,0.675,low,coverage_lt_0_95
Mackenzie,2025,common_overlap_w1_w2,2025-05-19,2025-05-23,2025-05-23,18900.0,5,insufficient_overlap,False,False,True,5,5,1.0,low,implausible_window_length;insufficient_overlap
Ob,2000,fixed_may_july_reference,2000-05-01,2000-07-31,2000-05-30,33800.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Ob,2000,discharge_centered_freshet,2000-04-19,2000-08-14,2000-05-30,33800.0,118,ok,False,False,True,118,118,1.0,high,ok
Ob,2000,q75_peak_contiguous,2000-05-20,2000-07-03,2000-05-30,33800.0,45,ok,False,False,True,45,45,1.0,high,ok
Ob,2000,snow_depletion_assisted,2000-04-21,2000-08-14,2000-05-30,33800.0,116,partial_snow_rule_fallback,True,True,True,116,116,1.0,medium,fallback_used;partial_snow_rule_fallback
Ob,2000,common_overlap_w1_w2,2000-05-20,2000-07-03,2000-05-30,33800.0,45,ok,False,False,True,45,45,1.0,high,ok
Ob,2001,fixed_may_july_reference,2001-05-01,2001-07-31,2001-06-04,36200.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Ob,2001,discharge_centered_freshet,2001-03-01,2001-08-25,2001-06-04,36200.0,178,ok,False,False,True,178,178,1.0,low,implausible_window_length
Ob,2001,q75_peak_contiguous,2001-05-26,2001-07-12,2001-06-04,36200.0,48,ok,False,False,True,48,48,1.0,high,ok
Ob,2001,snow_depletion_assisted,2001-05-02,2001-08-25,2001-06-04,36200.0,116,partial_snow_rule_fallback,True,True,True,116,116,1.0,medium,fallback_used;partial_snow_rule_fallback
Ob,2001,common_overlap_w1_w2,2001-05-26,2001-07-12,2001-06-04,36200.0,48,ok,False,False,True,48,48,1.0,high,ok
Ob,2002,fixed_may_july_reference,2002-05-01,2002-07-31,2002-05-26,37800.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Ob,2002,discharge_centered_freshet,2002-04-16,2002-06-25,2002-05-26,37800.0,71,ok,False,False,True,71,71,1.0,high,ok
Ob,2002,q75_peak_contiguous,2002-05-25,2002-06-03,2002-05-26,37800.0,10,ok,False,False,True,10,10,1.0,low,implausible_window_length
Ob,2002,snow_depletion_assisted,2002-04-23,2002-05-27,2002-05-26,37800.0,35,ok,False,True,True,35,35,1.0,high,ok
Ob,2002,common_overlap_w1_w2,2002-05-25,2002-06-03,2002-05-26,37800.0,10,insufficient_overlap,False,False,True,10,10,1.0,low,implausible_window_length;insufficient_overlap
Ob,2003,fixed_may_july_reference,2003-05-01,2003-07-31,2003-05-26,38500.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Ob,2003,discharge_centered_freshet,2003-03-01,2003-08-17,2003-05-26,38500.0,170,ok,False,False,True,170,170,1.0,low,implausible_window_length
Ob,2003,q75_peak_contiguous,2003-05-24,2003-07-08,2003-05-26,38500.0,46,ok,False,False,True,46,46,1.0,high,ok
Ob,2003,snow_depletion_assisted,2003-05-10,2003-05-27,2003-05-26,38500.0,18,ok,False,True,True,18,18,1.0,high,ok
Ob,2003,common_overlap_w1_w2,2003-05-24,2003-07-08,2003-05-26,38500.0,46,ok,False,False,True,46,46,1.0,high,ok
Ob,2004,fixed_may_july_reference,2004-05-01,2004-07-31,2004-06-02,36628.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Ob,2004,discharge_centered_freshet,2004-03-01,2004-08-21,2004-06-02,36628.0,174,ok,False,False,True,174,174,1.0,low,implausible_window_length
Ob,2004,q75_peak_contiguous,2004-05-30,2004-07-14,2004-06-02,36628.0,46,ok,False,False,True,46,46,1.0,high,ok
Ob,2004,snow_depletion_assisted,2004-05-25,2004-06-05,2004-06-02,36628.0,12,ok,False,True,True,12,12,1.0,low,implausible_window_length
Ob,2004,common_overlap_w1_w2,2004-05-30,2004-07-14,2004-06-02,36628.0,46,ok,False,False,True,46,46,1.0,high,ok
Ob,2005,fixed_may_july_reference,2005-05-01,2005-07-31,2005-06-04,34800.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Ob,2005,discharge_centered_freshet,2005-03-01,2005-08-15,2005-06-04,34800.0,168,ok,False,False,True,168,168,1.0,low,implausible_window_length
Ob,2005,q75_peak_contiguous,2005-05-21,2005-07-05,2005-06-04,34800.0,46,ok,False,False,True,46,46,1.0,high,ok
Ob,2005,snow_depletion_assisted,2005-05-13,2005-08-15,2005-06-04,34800.0,95,partial_snow_rule_fallback,True,True,True,95,95,1.0,medium,fallback_used;partial_snow_rule_fallback
Ob,2005,common_overlap_w1_w2,2005-05-21,2005-07-05,2005-06-04,34800.0,46,ok,False,False,True,46,46,1.0,high,ok
Ob,2006,fixed_may_july_reference,2006-05-01,2006-07-31,2006-06-14,34166.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Ob,2006,discharge_centered_freshet,2006-03-01,2006-08-25,2006-06-14,34166.0,178,ok,False,False,True,178,178,1.0,low,implausible_window_length
Ob,2006,q75_peak_contiguous,2006-05-31,2006-07-15,2006-06-14,34166.0,46,ok,False,False,True,46,46,1.0,high,ok
Ob,2006,snow_depletion_assisted,2006-05-16,2006-08-25,2006-06-14,34166.0,102,partial_snow_rule_fallback,True,True,True,102,102,1.0,medium,fallback_used;partial_snow_rule_fallback
Ob,2006,common_overlap_w1_w2,2006-05-31,2006-07-15,2006-06-14,34166.0,46,ok,False,False,True,46,46,1.0,high,ok
Ob,2007,fixed_may_july_reference,2007-05-01,2007-07-31,2007-05-24,33500.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Ob,2007,discharge_centered_freshet,2007-03-01,2007-08-22,2007-05-24,33500.0,175,ok,False,False,True,175,175,1.0,low,implausible_window_length
Ob,2007,q75_peak_contiguous,2007-05-21,2007-06-04,2007-05-24,33500.0,15,ok,False,False,True,15,15,1.0,high,ok
Ob,2007,snow_depletion_assisted,2007-04-19,2007-05-30,2007-05-24,33500.0,42,ok,False,True,True,42,42,1.0,high,ok
Ob,2007,common_overlap_w1_w2,2007-05-21,2007-06-04,2007-05-24,33500.0,15,ok,False,False,True,15,15,1.0,high,ok
Ob,2008,fixed_may_july_reference,2008-05-01,2008-07-31,2008-06-02,36000.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Ob,2008,discharge_centered_freshet,2008-04-14,2008-08-19,2008-06-02,36000.0,128,ok,False,False,True,128,128,1.0,low,implausible_window_length
Ob,2008,q75_peak_contiguous,2008-05-28,2008-07-12,2008-06-02,36000.0,46,ok,False,False,True,46,46,1.0,high,ok
Ob,2008,snow_depletion_assisted,2008-05-29,2008-08-19,2008-06-02,36000.0,83,partial_snow_rule_fallback,True,True,True,83,83,1.0,medium,fallback_used;partial_snow_rule_fallback
Ob,2008,common_overlap_w1_w2,2008-05-28,2008-07-12,2008-06-02,36000.0,46,ok,False,False,True,46,46,1.0,high,ok
Ob,2009,fixed_may_july_reference,2009-05-01,2009-07-31,2009-06-04,35800.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Ob,2009,discharge_centered_freshet,2009-03-01,2009-08-19,2009-06-04,35800.0,172,ok,False,False,True,172,172,1.0,low,implausible_window_length
Ob,2009,q75_peak_contiguous,2009-05-29,2009-07-12,2009-06-04,35800.0,45,ok,False,False,True,45,45,1.0,high,ok
Ob,2009,snow_depletion_assisted,2009-05-27,2009-06-13,2009-06-04,35800.0,18,ok,False,True,True,18,18,1.0,high,ok
Ob,2009,common_overlap_w1_w2,2009-05-29,2009-07-12,2009-06-04,35800.0,45,ok,False,False,True,45,45,1.0,high,ok
Ob,2010,fixed_may_july_reference,2010-05-01,2010-07-31,2010-05-23,36200.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Ob,2010,discharge_centered_freshet,2010-04-14,2010-08-17,2010-05-23,36200.0,126,ok,False,False,True,126,126,1.0,low,implausible_window_length
Ob,2010,q75_peak_contiguous,2010-05-19,2010-07-01,2010-05-23,36200.0,44,ok,False,False,True,44,44,1.0,high,ok
Ob,2010,snow_depletion_assisted,2010-05-13,2010-05-28,2010-05-23,36200.0,16,ok,False,True,True,16,16,1.0,high,ok
Ob,2010,common_overlap_w1_w2,2010-05-19,2010-07-01,2010-05-23,36200.0,44,ok,False,False,True,44,44,1.0,high,ok
Ob,2011,fixed_may_july_reference,2011-05-01,2011-07-31,2011-05-19,38400.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Ob,2011,discharge_centered_freshet,2011-04-14,2011-08-01,2011-05-19,38400.0,110,ok,False,False,True,110,110,1.0,high,ok
Ob,2011,q75_peak_contiguous,2011-05-12,2011-06-26,2011-05-19,38400.0,46,ok,False,False,True,46,46,1.0,high,ok
Ob,2011,snow_depletion_assisted,2011-04-17,2011-05-26,2011-05-19,38400.0,40,ok,False,True,True,40,40,1.0,high,ok
Ob,2011,common_overlap_w1_w2,2011-05-12,2011-06-26,2011-05-19,38400.0,46,ok,False,False,True,46,46,1.0,high,ok
Ob,2012,fixed_may_july_reference,2012-05-01,2012-07-31,2012-05-19,27500.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Ob,2012,discharge_centered_freshet,2012-04-14,2012-07-30,2012-05-19,27500.0,108,ok,False,False,True,108,108,1.0,high,ok
Ob,2012,q75_peak_contiguous,2012-05-13,2012-06-28,2012-05-19,27500.0,47,ok,False,False,True,47,47,1.0,high,ok
Ob,2012,snow_depletion_assisted,2012-05-11,2012-05-23,2012-05-19,27500.0,13,ok,False,True,True,13,13,1.0,low,implausible_window_length
Ob,2012,common_overlap_w1_w2,2012-05-13,2012-06-28,2012-05-19,27500.0,47,ok,False,False,True,47,47,1.0,high,ok
Ob,2013,fixed_may_july_reference,2013-05-01,2013-07-31,2013-05-26,28300.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Ob,2013,discharge_centered_freshet,2013-03-01,2013-08-20,2013-05-26,28300.0,173,ok,False,False,True,173,173,1.0,low,implausible_window_length
Ob,2013,q75_peak_contiguous,2013-05-22,2013-06-27,2013-05-26,28300.0,37,ok,False,False,True,37,37,1.0,high,ok
Ob,2013,snow_depletion_assisted,2013-04-22,2013-05-27,2013-05-26,28300.0,36,ok,False,True,True,36,36,1.0,high,ok
Ob,2013,common_overlap_w1_w2,2013-05-22,2013-06-27,2013-05-26,28300.0,37,ok,False,False,True,37,37,1.0,high,ok
Ob,2014,fixed_may_july_reference,2014-05-01,2014-07-31,2014-05-26,35400.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Ob,2014,discharge_centered_freshet,2014-04-17,2014-08-19,2014-05-26,35400.0,125,ok,False,False,True,125,125,1.0,low,implausible_window_length
Ob,2014,q75_peak_contiguous,2014-05-24,2014-07-06,2014-05-26,35400.0,44,ok,False,False,True,44,44,1.0,high,ok
Ob,2014,snow_depletion_assisted,2014-05-13,2014-05-29,2014-05-26,35400.0,17,ok,False,True,True,17,17,1.0,high,ok
Ob,2014,common_overlap_w1_w2,2014-05-24,2014-07-06,2014-05-26,35400.0,44,ok,False,False,True,44,44,1.0,high,ok
Ob,2015,fixed_may_july_reference,2015-05-01,2015-07-31,2015-05-24,35800.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Ob,2015,discharge_centered_freshet,2015-03-08,2015-06-29,2015-05-24,35800.0,114,ok,False,False,True,114,114,1.0,high,ok
Ob,2015,q75_peak_contiguous,2015-05-21,2015-06-08,2015-05-24,35800.0,19,ok,False,False,True,19,19,1.0,high,ok
Ob,2015,snow_depletion_assisted,2015-05-05,2015-05-24,2015-05-24,35800.0,20,ok,False,True,True,20,20,1.0,high,ok
Ob,2015,common_overlap_w1_w2,2015-05-21,2015-06-08,2015-05-24,35800.0,19,ok,False,False,True,19,19,1.0,high,ok
Ob,2016,fixed_may_july_reference,2016-05-01,2016-07-31,2016-05-17,37800.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Ob,2016,discharge_centered_freshet,2016-03-01,2016-08-12,2016-05-17,37800.0,165,ok,False,False,True,165,165,1.0,low,implausible_window_length
Ob,2016,q75_peak_contiguous,2016-05-15,2016-06-27,2016-05-17,37800.0,44,ok,False,False,True,44,44,1.0,high,ok
Ob,2016,snow_depletion_assisted,2016-04-24,2016-05-25,2016-05-17,37800.0,32,ok,False,True,True,32,32,1.0,high,ok
Ob,2016,common_overlap_w1_w2,2016-05-15,2016-06-27,2016-05-17,37800.0,44,ok,False,False,True,44,44,1.0,high,ok
Ob,2017,fixed_may_july_reference,2017-05-01,2017-07-31,2017-06-09,36600.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Ob,2017,discharge_centered_freshet,2017-03-01,2017-08-20,2017-06-09,36600.0,173,ok,False,False,True,173,173,1.0,low,implausible_window_length
Ob,2017,q75_peak_contiguous,2017-05-28,2017-07-13,2017-06-09,36600.0,47,ok,False,False,True,47,47,1.0,high,ok
Ob,2017,snow_depletion_assisted,2017-06-03,2017-08-20,2017-06-09,36600.0,79,partial_snow_rule_fallback,True,True,True,79,79,1.0,medium,fallback_used;partial_snow_rule_fallback
Ob,2017,common_overlap_w1_w2,2017-05-28,2017-07-13,2017-06-09,36600.0,47,ok,False,False,True,47,47,1.0,high,ok
Ob,2018,fixed_may_july_reference,2018-05-01,2018-07-31,2018-06-11,37700.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Ob,2018,discharge_centered_freshet,2018-03-01,2018-07-11,2018-06-11,37700.0,133,ok,False,False,True,133,133,1.0,low,implausible_window_length
Ob,2018,q75_peak_contiguous,2018-06-07,2018-07-22,2018-06-11,37700.0,46,ok,False,False,True,46,46,1.0,high,ok
Ob,2018,snow_depletion_assisted,2018-05-22,2018-06-13,2018-06-11,37700.0,23,ok,False,True,True,23,23,1.0,high,ok
Ob,2018,common_overlap_w1_w2,2018-06-07,2018-07-11,2018-06-11,37700.0,35,ok,False,False,True,35,35,1.0,high,ok
Ob,2019,fixed_may_july_reference,2019-05-01,2019-07-31,2019-06-03,35600.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Ob,2019,discharge_centered_freshet,2019-04-18,2019-08-20,2019-06-03,35600.0,125,ok,False,False,True,125,125,1.0,low,implausible_window_length
Ob,2019,q75_peak_contiguous,2019-05-30,2019-07-05,2019-06-03,35600.0,37,ok,False,False,True,37,37,1.0,high,ok
Ob,2019,snow_depletion_assisted,2019-05-06,2019-06-03,2019-06-03,35600.0,29,ok,False,True,True,29,29,1.0,high,ok
Ob,2019,common_overlap_w1_w2,2019-05-30,2019-07-05,2019-06-03,35600.0,37,ok,False,False,True,37,37,1.0,high,ok
Ob,2020,fixed_may_july_reference,2020-05-01,2020-07-31,2020-05-23,38500.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Ob,2020,discharge_centered_freshet,2020-04-14,2020-08-10,2020-05-23,38500.0,119,ok,False,False,True,119,119,1.0,high,ok
Ob,2020,q75_peak_contiguous,2020-05-16,2020-07-03,2020-05-23,38500.0,49,ok,False,False,True,49,49,1.0,high,ok
Ob,2020,snow_depletion_assisted,2020-05-07,2020-08-10,2020-05-23,38500.0,96,partial_snow_rule_fallback,True,True,True,96,96,1.0,medium,fallback_used;partial_snow_rule_fallback
Ob,2020,common_overlap_w1_w2,2020-05-16,2020-07-03,2020-05-23,38500.0,49,ok,False,False,True,49,49,1.0,high,ok
Ob,2021,fixed_may_july_reference,2021-05-01,2021-07-31,2021-05-23,33500.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Ob,2021,discharge_centered_freshet,2021-04-15,2021-08-12,2021-05-23,33500.0,120,ok,False,False,True,120,120,1.0,high,ok
Ob,2021,q75_peak_contiguous,2021-05-15,2021-06-29,2021-05-23,33500.0,46,ok,False,False,True,46,46,1.0,high,ok
Ob,2021,snow_depletion_assisted,2021-04-12,2021-08-12,2021-05-23,33500.0,123,partial_snow_rule_fallback,True,True,True,123,123,1.0,low,fallback_used;implausible_window_length;partial_snow_rule_fallback
Ob,2021,common_overlap_w1_w2,2021-05-15,2021-06-29,2021-05-23,33500.0,46,ok,False,False,True,46,46,1.0,high,ok
Ob,2022,fixed_may_july_reference,2022-05-01,2022-07-31,2022-05-29,36700.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Ob,2022,discharge_centered_freshet,2022-03-01,2022-08-14,2022-05-29,36700.0,167,ok,False,False,True,167,167,1.0,low,implausible_window_length
Ob,2022,q75_peak_contiguous,2022-05-23,2022-07-07,2022-05-29,36700.0,46,ok,False,False,True,46,46,1.0,high,ok
Ob,2022,snow_depletion_assisted,2022-05-13,2022-08-14,2022-05-29,36700.0,94,partial_snow_rule_fallback,True,True,True,94,94,1.0,medium,fallback_used;partial_snow_rule_fallback
Ob,2022,common_overlap_w1_w2,2022-05-23,2022-07-07,2022-05-29,36700.0,46,ok,False,False,True,46,46,1.0,high,ok
Ob,2023,fixed_may_july_reference,2023-05-01,2023-07-31,2023-05-27,33500.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Ob,2023,discharge_centered_freshet,2023-03-24,2023-08-16,2023-05-27,33500.0,146,ok,False,False,True,146,146,1.0,low,implausible_window_length
Ob,2023,q75_peak_contiguous,2023-05-22,2023-07-06,2023-05-27,33500.0,46,ok,False,False,True,46,46,1.0,high,ok
Ob,2023,snow_depletion_assisted,2023-05-04,2023-08-16,2023-05-27,33500.0,105,partial_snow_rule_fallback,True,True,True,105,105,1.0,medium,fallback_used;partial_snow_rule_fallback
Ob,2023,common_overlap_w1_w2,2023-05-22,2023-07-06,2023-05-27,33500.0,46,ok,False,False,True,46,46,1.0,high,ok
Ob,2024,fixed_may_july_reference,2024-05-01,2024-07-31,2024-06-01,37200.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Ob,2024,discharge_centered_freshet,2024-03-01,2024-08-29,2024-06-01,37200.0,182,ok,False,False,True,182,182,1.0,low,implausible_window_length
Ob,2024,q75_peak_contiguous,2024-05-30,2024-07-16,2024-06-01,37200.0,48,ok,False,False,True,48,48,1.0,high,ok
Ob,2024,snow_depletion_assisted,2024-03-01,2024-06-11,2024-06-01,37200.0,103,partial_snow_rule_fallback,True,True,True,103,103,1.0,medium,fallback_used;partial_snow_rule_fallback
Ob,2024,common_overlap_w1_w2,2024-05-30,2024-07-16,2024-06-01,37200.0,48,ok,False,False,True,48,48,1.0,high,ok
Ob,2025,fixed_may_july_reference,2025-05-01,2025-07-31,2025-06-17,38600.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Ob,2025,discharge_centered_freshet,2025-04-18,2025-08-20,2025-06-17,38600.0,125,ok,False,False,True,125,125,1.0,low,implausible_window_length
Ob,2025,q75_peak_contiguous,2025-06-01,2025-06-18,2025-06-17,38600.0,18,ok,False,False,True,18,18,1.0,high,ok
Ob,2025,snow_depletion_assisted,2025-05-08,2025-08-20,2025-06-17,38600.0,105,partial_snow_rule_fallback,True,True,True,105,105,1.0,medium,fallback_used;partial_snow_rule_fallback
Ob,2025,common_overlap_w1_w2,2025-06-01,2025-06-18,2025-06-17,38600.0,18,ok,False,False,True,18,18,1.0,high,ok
Yenisey,2000,fixed_may_july_reference,2000-05-01,2000-07-31,2000-05-30,132000.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yenisey,2000,discharge_centered_freshet,2000-05-09,2000-07-09,2000-05-30,132000.0,62,ok,False,False,True,62,62,1.0,high,ok
Yenisey,2000,q75_peak_contiguous,2000-05-20,2000-06-26,2000-05-30,132000.0,38,ok,False,False,True,38,38,1.0,high,ok
Yenisey,2000,snow_depletion_assisted,2000-05-17,2000-07-09,2000-05-30,132000.0,54,partial_snow_rule_fallback,True,True,True,54,54,1.0,medium,fallback_used;partial_snow_rule_fallback
Yenisey,2000,common_overlap_w1_w2,2000-05-20,2000-06-26,2000-05-30,132000.0,38,ok,False,False,True,38,38,1.0,high,ok
Yenisey,2001,fixed_may_july_reference,2001-05-01,2001-07-31,2001-06-02,166000.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yenisey,2001,discharge_centered_freshet,2001-05-08,2001-07-29,2001-06-02,166000.0,83,ok,False,False,True,83,83,1.0,high,ok
Yenisey,2001,q75_peak_contiguous,2001-05-27,2001-07-03,2001-06-02,166000.0,38,ok,False,False,True,38,38,1.0,high,ok
Yenisey,2001,snow_depletion_assisted,2001-05-26,2001-06-11,2001-06-02,166000.0,17,ok,False,True,True,17,17,1.0,high,ok
Yenisey,2001,common_overlap_w1_w2,2001-05-27,2001-07-03,2001-06-02,166000.0,38,ok,False,False,True,38,38,1.0,high,ok
Yenisey,2002,fixed_may_july_reference,2002-05-01,2002-07-31,2002-05-30,149000.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yenisey,2002,discharge_centered_freshet,2002-05-16,2002-07-16,2002-05-30,149000.0,62,ok,False,False,True,62,62,1.0,high,ok
Yenisey,2002,q75_peak_contiguous,2002-05-23,2002-06-26,2002-05-30,149000.0,35,ok,False,False,True,35,35,1.0,high,ok
Yenisey,2002,snow_depletion_assisted,2002-05-24,2002-06-10,2002-05-30,149000.0,18,ok,False,True,True,18,18,1.0,high,ok
Yenisey,2002,common_overlap_w1_w2,2002-05-23,2002-06-26,2002-05-30,149000.0,35,ok,False,False,True,35,35,1.0,high,ok
Yenisey,2003,fixed_may_july_reference,2003-05-01,2003-07-31,2003-05-31,137000.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yenisey,2003,discharge_centered_freshet,2003-05-16,2003-07-13,2003-05-31,137000.0,59,ok,False,False,True,59,59,1.0,high,ok
Yenisey,2003,q75_peak_contiguous,2003-05-22,2003-06-26,2003-05-31,137000.0,36,ok,False,False,True,36,36,1.0,high,ok
Yenisey,2003,snow_depletion_assisted,2003-05-09,2003-06-12,2003-05-31,137000.0,35,ok,False,True,True,35,35,1.0,high,ok
Yenisey,2003,common_overlap_w1_w2,2003-05-22,2003-06-26,2003-05-31,137000.0,36,ok,False,False,True,36,36,1.0,high,ok
Yenisey,2004,fixed_may_july_reference,2004-05-01,2004-07-31,2004-06-04,127000.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yenisey,2004,discharge_centered_freshet,2004-05-03,2004-08-03,2004-06-04,127000.0,93,ok,False,False,True,93,93,1.0,high,ok
Yenisey,2004,q75_peak_contiguous,2004-05-26,2004-07-04,2004-06-04,127000.0,40,ok,False,False,True,40,40,1.0,high,ok
Yenisey,2004,snow_depletion_assisted,2004-05-29,2004-06-23,2004-06-04,127000.0,26,ok,False,True,True,26,26,1.0,high,ok
Yenisey,2004,common_overlap_w1_w2,2004-05-26,2004-07-04,2004-06-04,127000.0,40,ok,False,False,True,40,40,1.0,high,ok
Yenisey,2005,fixed_may_july_reference,2005-05-01,2005-07-31,2005-05-31,127000.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
