model_role,feature_set,model_id,target_scale,validation_scheme,group_type,group_value,n,rmse,mae,bias_mean,bias_median,residual_std,p05_residual,p25_residual,p50_residual,p75_residual,p95_residual,river,year,month,doc_quantile,q_quantile,season_window
hydroclimate_extension,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,raw,leave_one_year_out,month,3,33,1.759589641640246,1.29779226911658,-0.5346942605881997,-0.6216955860401598,1.7023743153298763,-3.744363812356999,-1.212452405339738,-0.6216955860401598,0.1905352195882415,1.7050532144746189,,,3.0,,,
hydroclimate_extension,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,raw,leave_one_year_out,month,4,29,1.8373004510355837,1.4131848153142001,0.0037503538178197365,0.14739217140193084,1.8698176723989524,-3.5547518117725043,-0.9911668607631983,0.14739217140193084,0.9773731600966284,3.0274621972895046,,,4.0,,,
hydroclimate_extension,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,raw,leave_one_year_out,month,5,33,4.226506018860363,3.387809003402378,1.1075059249733208,0.7397616713525661,4.14206268010423,-4.7643933054707786,-1.4682679691477332,0.7397616713525661,4.064306539824374,8.32579233692235,,,5.0,,,
hydroclimate_extension,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,raw,leave_one_year_out,month,6,113,2.4760927940240998,1.8173293527878533,0.29249899881035535,0.06362981396557466,2.4697079501564163,-2.9011216360096714,-1.086666419983402,0.06362981396557466,1.4287966941658485,4.899834478016149,,,6.0,,,
hydroclimate_extension,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,raw,leave_one_year_out,month,7,47,2.1458513052997086,1.6998436530526866,-0.5289026581664699,-0.8587788971663262,2.1021323062864283,-3.3625063637140555,-1.7992292445536575,-0.8587788971663262,0.43240707536880274,2.6282424029646902,,,7.0,,,
hydroclimate_extension,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,raw,leave_one_year_out,month,8,67,2.157401626361138,1.6671504105812363,-0.5502106065894538,-0.6310429549502681,2.1018049761403996,-3.532792269173308,-1.7784589181676052,-0.6310429549502681,0.4582582483411919,2.832326469047178,,,8.0,,,
hydroclimate_extension,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,raw,leave_one_year_out,month,9,50,1.7182865770699105,1.354163988661706,0.060386545384295325,0.016705866533814007,1.734659357865923,-2.7588915113073122,-0.9374606885919721,0.016705866533814007,0.8777664896578983,3.02538553137437,,,9.0,,,
hydroclimate_extension,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,raw,leave_one_year_out,month,10,35,1.3750543773111417,1.0442730301277228,-0.04982650519813798,0.12620856120048352,1.3942129879695306,-2.41691256635563,-0.5740179277970117,0.12620856120048352,0.7891114106589274,1.607176472649403,,,10.0,,,
hydroclimate_extension,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,raw,leave_one_year_out,month,11,28,2.0467193431484914,1.6553094458767639,1.3154983682296617,1.0249403584783927,1.5967406055542126,-0.5219343765570866,0.7564701081197034,1.0249403584783927,2.1482053734420616,3.4916890868849046,,,11.0,,,
hydroclimate_extension,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,raw,leave_one_year_out,month,12,26,1.9423072847940785,1.5528580047456637,0.5014047233473229,0.49147250733390235,1.913634481202695,-2.7097303658155623,-0.5727545493983972,0.49147250733390235,1.7221244452349438,3.4460571594373963,,,12.0,,,
log_target_sensitivity,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,log,leave_one_year_out,month,1,25,1.27186595911251,1.0524098722775004,-0.42061252778679786,-0.7719203578792451,1.2250544713305886,-1.7886081312700552,-1.2375062553396958,-0.7719203578792451,0.37230451692511046,1.2213891737077622,,,1.0,,,
log_target_sensitivity,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,log,leave_one_year_out,month,2,25,1.2342281042870054,1.0208801982909865,-0.2751670752662328,-0.3881941101195183,1.227973472035211,-1.7599607086497844,-1.0860399373647684,-0.3881941101195183,0.7477754537395458,1.8191192984611433,,,2.0,,,
log_target_sensitivity,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,log,leave_one_year_out,month,3,33,1.580760535621249,1.0877757570696822,-0.16653334981542475,-0.255196114722787,1.596336890493704,-2.7336249142838263,-0.892400947516276,-0.255196114722787,0.25446383665140004,1.8993577871973315,,,3.0,,,
log_target_sensitivity,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,log,leave_one_year_out,month,4,29,1.331961386443264,1.0362176914341754,0.09764399722709734,0.3466630602849232,1.351890432461415,-2.4078859758967868,-0.7737536900583337,0.3466630602849232,0.8988025168756528,1.935356220510988,,,4.0,,,
log_target_sensitivity,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,log,leave_one_year_out,month,5,33,4.454092056336423,3.404176489150715,1.365794044599242,-0.029415249028986512,4.305254450392071,-4.24323951561508,-1.5048572032866705,-0.029415249028986512,3.7546594604861347,8.869646888308905,,,5.0,,,
log_target_sensitivity,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,log,leave_one_year_out,month,6,113,2.6341760739757865,1.945677794390561,0.7276778081785722,0.46683862526218434,2.5429500784549526,-3.149795255093207,-0.9170143155905084,0.46683862526218434,2.322455082178701,5.269287574206505,,,6.0,,,
log_target_sensitivity,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,log,leave_one_year_out,month,7,47,1.9453875487295378,1.4226889338481097,-0.0916074035199183,-0.24285682157590394,1.9642379732935054,-3.1254679221521107,-1.1092968970720702,-0.24285682157590394,0.837263349787865,3.125749163422845,,,7.0,,,
log_target_sensitivity,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,log,leave_one_year_out,month,8,67,2.0430193255070614,1.5453758063818686,-0.3244859326652358,-0.6452513987814594,2.0323097344361734,-3.2745554128537724,-1.3650750152931908,-0.6452513987814594,0.38460223810711724,3.0191685872202303,,,8.0,,,
log_target_sensitivity,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,log,leave_one_year_out,month,9,50,1.6208324734964112,1.2284485243594245,0.2275564183283178,0.08090611862684183,1.6210716988065372,-2.269107044281526,-0.7373498228256743,0.08090611862684183,0.9345014223462469,3.076486924582271,,,9.0,,,
log_target_sensitivity,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,log,leave_one_year_out,month,10,35,1.3775099063841445,1.0716185863891483,0.1548652322322238,0.2350303779713272,1.3887601386417014,-2.1818700105929763,-0.8250887771015898,0.2350303779713272,0.9581109459515065,2.084735778305643,,,10.0,,,
log_target_sensitivity,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,log,leave_one_year_out,month,11,28,2.0027901406202195,1.571836135876097,1.282132087303989,1.2562515350568655,1.5668387426302173,-0.5927465937684887,0.25763701211239853,1.2562515350568655,2.4092183857534044,3.1635690247123227,,,11.0,,,
log_target_sensitivity,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,log,leave_one_year_out,month,12,26,1.8641939849391693,1.3570496782727421,0.4771382205424849,0.14843873179539946,1.8377868933203783,-2.4157423217893768,-0.3029131490069771,0.14843873179539946,1.378075772257948,3.6443458555613524,,,12.0,,,
primary_baseline,F3_q_season_river_fixed,ridge_alpha_1,raw,leave_one_year_out,month,1,29,1.4267719290971121,1.2511813461263128,-0.4721269768714623,-0.7628350431700328,1.3702248695237886,-2.178996764119097,-1.6580411659247485,-0.7628350431700328,0.3885186771293836,1.5659991277952232,,,1.0,,,
primary_baseline,F3_q_season_river_fixed,ridge_alpha_1,raw,leave_one_year_out,month,2,30,1.8782636307836467,1.6215593705454456,-0.5477233590489263,-0.8529724774914111,1.8273421594207842,-2.988250420716597,-1.7932481758418901,-0.8529724774914111,0.8836286681684723,2.32297590794955,,,2.0,,,
primary_baseline,F3_q_season_river_fixed,ridge_alpha_1,raw,leave_one_year_out,month,3,39,1.8819427112075133,1.469126143846116,-0.6707124397132497,-0.5931242983985432,1.7813527862699006,-3.4540641758500388,-1.9102478812424195,-0.5931242983985432,0.3893158937751191,1.9938024924325786,,,3.0,,,
primary_baseline,F3_q_season_river_fixed,ridge_alpha_1,raw,leave_one_year_out,month,4,33,1.8622840397770783,1.445570179818686,-0.43133746900222397,-0.4214286447380129,1.8397320157874324,-3.60130146935185,-1.303788724454182,-0.4214286447380129,0.6309321206809404,2.6294601015121253,,,4.0,,,
primary_baseline,F3_q_season_river_fixed,ridge_alpha_1,raw,leave_one_year_out,month,5,33,4.0942950769285575,3.2333963925553673,1.1214179897044132,0.3003570861628795,3.9987780855838024,-4.227537514100664,-1.6087006783620668,0.3003570861628795,4.050935190935533,8.404106799137868,,,5.0,,,
primary_baseline,F3_q_season_river_fixed,ridge_alpha_1,raw,leave_one_year_out,month,6,113,2.569632960586844,1.9491949878525994,0.482615428573189,0.2318872677928283,2.5351472849697596,-2.8869350290236286,-1.178587042325482,0.2318872677928283,1.8683032992271684,4.791601976980209,,,6.0,,,
primary_baseline,F3_q_season_river_fixed,ridge_alpha_1,raw,leave_one_year_out,month,7,47,2.2448752498181284,1.7747340898403081,-0.5216414049047966,-0.7500523594557604,2.2070326882438827,-3.5833479318222197,-1.9951441752259416,-0.7500523594557604,0.5706558720077406,2.6937410263048567,,,7.0,,,
primary_baseline,F3_q_season_river_fixed,ridge_alpha_1,raw,leave_one_year_out,month,8,67,2.205876782216249,1.7314864094365552,-0.6365503127205087,-0.7096003543869003,2.1279761234336374,-3.798085213389271,-1.9214021177730736,-0.7096003543869003,0.7127040570911998,2.601370144517986,,,8.0,,,
primary_baseline,F3_q_season_river_fixed,ridge_alpha_1,raw,leave_one_year_out,month,9,50,1.7618876987450622,1.4043674084689377,-0.13008150742992197,-0.14826465434432823,1.7749179528073653,-3.06730236034369,-1.2529475462815618,-0.14826465434432823,0.8803109035514087,2.779365368141502,,,9.0,,,
primary_baseline,F3_q_season_river_fixed,ridge_alpha_1,raw,leave_one_year_out,month,10,37,1.5264192273297261,1.1748632651873911,-0.24171549778681184,-0.09316090240925767,1.5279487266029017,-2.7827298105858658,-0.9372221561629575,-0.09316090240925767,0.6015090234252964,1.8196321478698372,,,10.0,,,
primary_baseline,F3_q_season_river_fixed,ridge_alpha_1,raw,leave_one_year_out,month,11,34,2.082644813439147,1.685360491750697,1.2462126471746156,1.3065664696780885,1.6937349577717693,-1.0812862822825988,-0.06303601488844723,1.3065664696780885,2.256204600271362,3.605578990636603,,,11.0,,,
primary_baseline,F3_q_season_river_fixed,ridge_alpha_1,raw,leave_one_year_out,month,12,33,1.8241035936118726,1.4537950806668885,0.6281366172277671,0.5728364177238894,1.7390940910494388,-1.9796024303060318,-0.6145242053031899,0.5728364177238894,1.7613418164296664,3.495610187346792,,,12.0,,,
hydroclimate_extension,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,raw,leave_one_year_out,DOC quantile,Q1,122,1.8905107329966784,1.4976930433351754,-0.890917349377879,-0.9407418813631494,1.6742982918834937,-3.54016794389998,-1.6374833466538545,-0.9407418813631494,0.13689496190202843,1.984574776373223,,,,Q1,,
hydroclimate_extension,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,raw,leave_one_year_out,DOC quantile,Q2,129,1.6872705712992149,1.287968596329606,-0.6844587619215193,-0.6516416156736575,1.548218143484228,-3.5015265579793575,-1.6549683874222838,-0.6516416156736575,0.3527399856406763,1.6516977609043035,,,,Q2,,
hydroclimate_extension,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,raw,leave_one_year_out,DOC quantile,Q3,133,1.8662046793787166,1.4417860075569733,-0.43735085331702583,-0.18984249624210126,1.8210928914499913,-3.547930650156362,-1.7733739572594587,-0.18984249624210126,0.8237592279327677,2.2814893856309086,,,,Q3,,
hydroclimate_extension,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,raw,leave_one_year_out,DOC quantile,Q4,127,3.1985373159226302,2.4421282272230065,2.0492866002964156,1.8267270738468966,2.4655488211629315,-1.405018971609813,0.39455774899018525,1.8267270738468966,3.0687193548071736,6.322947350650391,,,,Q4,,
log_target_sensitivity,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,log,leave_one_year_out,DOC quantile,Q1,122,1.4292529895250516,1.106078710538917,-0.9323703287144498,-0.8523889079178089,1.0877258889187078,-2.7577428654157954,-1.4468599509108535,-0.8523889079178089,-0.2085973723894169,0.6115364003604359,,,,Q1,,
log_target_sensitivity,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,log,leave_one_year_out,DOC quantile,Q2,129,1.215151139561888,0.8394341068607617,-0.3271036580525942,-0.08983642111538703,1.1748597591303998,-2.5872984475989194,-0.8776094446448885,-0.08983642111538703,0.29763382635186986,1.1789751602766132,,,,Q2,,
log_target_sensitivity,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,log,leave_one_year_out,DOC quantile,Q3,133,1.910181734231559,1.5091702431090501,0.07184290316200885,0.47357321860827994,1.9160470073205715,-3.525407902135226,-0.9776528411169485,0.47357321860827994,1.2952943529329648,2.654417734363859,,,,Q3,,
log_target_sensitivity,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,log,leave_one_year_out,DOC quantile,Q4,127,3.531844733542837,2.7926037323037787,2.304630848313843,2.3174460150656726,2.6869034104994056,-1.6597283226497443,0.46757192692400285,2.3174460150656726,3.592785489728414,7.344162007499572,,,,Q4,,
primary_baseline,F3_q_season_river_fixed,ridge_alpha_1,raw,leave_one_year_out,DOC quantile,Q1,148,1.8955881237751684,1.5731445975757137,-1.01761337730278,-1.0098130633411797,1.6047170426846131,-3.506898038618584,-1.9712965894684904,-1.0098130633411797,-0.25445286679854706,2.0301345002079096,,,,Q1,,
primary_baseline,F3_q_season_river_fixed,ridge_alpha_1,raw,leave_one_year_out,DOC quantile,Q2,137,1.6883002056544856,1.2992402964609922,-0.5596283208255741,-0.5213823715320149,1.598696161286323,-3.1420270263396857,-1.5795901803275019,-0.5213823715320149,0.5090579814435676,1.9852367664153072,,,,Q2,,
primary_baseline,F3_q_season_river_fixed,ridge_alpha_1,raw,leave_one_year_out,DOC quantile,Q3,133,1.9226264588477033,1.4831086241735674,-0.3914170040454368,-0.08543835240254438,1.889478314012515,-3.764527643308544,-1.6580411659247485,-0.08543835240254438,0.9831140156507727,2.240357872894817,,,,Q3,,
primary_baseline,F3_q_season_river_fixed,ridge_alpha_1,raw,leave_one_year_out,DOC quantile,Q4,127,3.277702782576881,2.5764174762198544,2.211397844837712,2.021102607268139,2.428890265334196,-1.4499019965837194,0.7349732735388255,2.021102607268139,3.308763846550852,6.210316119337854,,,,Q4,,
hydroclimate_extension,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,raw,leave_one_year_out,Q quantile,Q1,131,1.6038005502361736,1.2948030518555937,0.11553479171270374,-0.2124528003390953,1.6057743329963177,-2.11436029870156,-1.1487533331988404,-0.2124528003390953,1.0163481046371614,3.0014514482389005,,,,,Q1,
hydroclimate_extension,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,raw,leave_one_year_out,Q quantile,Q2,122,2.0432666684981937,1.6700683447982865,-0.5707987972115321,-0.5122612790984824,1.9700097416109856,-3.742081948888918,-2.065449659033007,-0.5122612790984824,0.7864653614361223,2.5709901546584657,,,,,Q2,
hydroclimate_extension,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,raw,leave_one_year_out,Q quantile,Q3,128,2.021339785276074,1.3692686574265298,0.286380340712711,0.01145604105738407,2.0088122905749053,-2.1152496399158305,-0.9315034021247908,0.01145604105738407,1.0593526554193227,4.0484526780219205,,,,,Q3,
hydroclimate_extension,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,raw,leave_one_year_out,Q quantile,Q4,130,3.0337724995991997,2.324156908205694,0.17654115206706786,-0.08481286060334314,3.0403477260886174,-4.072406587126559,-1.7987746906466173,-0.08481286060334314,1.8385970530112354,5.706984995064329,,,,,Q4,
log_target_sensitivity,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,log,leave_one_year_out,Q quantile,Q1,131,1.3108139092873174,0.989372333924777,0.12163419526403835,-0.044539216677693005,1.3101685381289623,-1.5263097113572786,-0.8251347634953934,-0.044539216677693005,0.8842528758502008,2.2516380889415175,,,,,Q1,
log_target_sensitivity,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,log,leave_one_year_out,Q quantile,Q2,122,1.8465672464652292,1.471413901007029,-0.05348289894811506,-0.05831258145456486,1.8534041081903274,-2.977029797458254,-1.2774079161284873,-0.05831258145456486,0.9965765870921419,3.266898449530441,,,,,Q2,
log_target_sensitivity,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,log,leave_one_year_out,Q quantile,Q3,128,2.2914468044210965,1.4284659764458334,0.7960174550892547,0.22630108417617922,2.157183271323069,-1.3804887546499076,-0.525781659879778,0.22630108417617922,1.3262594628257427,5.010168390963576,,,,,Q3,
log_target_sensitivity,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,log,leave_one_year_out,Q quantile,Q4,130,3.0331468152199523,2.3588077088830732,0.26921747465472406,0.00038658751945153114,3.032862901619462,-4.200936509642459,-1.6906718731996349,0.00038658751945153114,2.1285748278504464,5.937075023573473,,,,,Q4,
primary_baseline,F3_q_season_river_fixed,ridge_alpha_1,raw,leave_one_year_out,Q quantile,Q1,131,1.6418668106815504,1.3271941563994611,0.29735282360597615,0.08037090399099167,1.6209145989527542,-1.8494176177664985,-0.9120436059008385,0.08037090399099167,1.4664241710100119,2.9898748549520695,,,,,Q1,
primary_baseline,F3_q_season_river_fixed,ridge_alpha_1,raw,leave_one_year_out,Q quantile,Q2,147,2.0270110632050193,1.6796421594196604,-0.7131165932988414,-0.7500523594557604,1.9039164222826008,-3.5088896058812784,-2.210912597217975,-0.7500523594557604,0.6505807005363247,2.53920051254053,,,,,Q2,
primary_baseline,F3_q_season_river_fixed,ridge_alpha_1,raw,leave_one_year_out,Q quantile,Q3,137,2.0290167036389812,1.4015648167574792,0.19029036767153198,-0.14756860245192716,2.027486989998855,-2.576128845999949,-1.010514437910766,-0.14756860245192716,0.9890900765141266,4.147314106259814,,,,,Q3,
primary_baseline,F3_q_season_river_fixed,ridge_alpha_1,raw,leave_one_year_out,Q quantile,Q4,130,3.1097752806478964,2.480735197942872,0.3178334147229093,0.2613646966107259,3.1054577464832267,-4.0851623752228825,-2.094101213852877,0.2613646966107259,2.161298313219002,5.591010305345542,,,,,Q4,
hydroclimate_extension,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,raw,leave_one_year_out,season_window,early_season,146,2.963589164546932,2.1723007806664785,0.47671289308006665,0.20188229779976252,2.9350655410099886,-3.8307962955507806,-1.337859622846326,0.20188229779976252,1.8234478928769393,5.970786524990066,,,,,,early_season
hydroclimate_extension,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,raw,leave_one_year_out,season_window,late_season,85,1.5859773270637372,1.2265618292653597,0.015004701026822834,0.017534833121961135,1.5953183365603723,-2.7851269360768813,-0.9285237483552748,0.017534833121961135,0.8427689589571958,2.8982848001327977,,,,,,late_season
hydroclimate_extension,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,raw,leave_one_year_out,season_window,spring_freshet_provisional,193,2.786642384381787,2.0572464542527573,0.23182205935681682,-0.1258362615719566,2.784205285762209,-3.699909450562913,-1.463142021234253,-0.1258362615719566,1.5743613782675308,5.951006418230751,,,,,,spring_freshet_provisional
hydroclimate_extension,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,raw,leave_one_year_out,season_window,summer,114,2.1526471603157744,1.6806292035299926,-0.5414257506606799,-0.730963048077029,2.0926446549854525,-3.516992696131181,-1.7835396686437675,-0.730963048077029,0.45864554337320174,2.7965851893586744,,,,,,summer
log_target_sensitivity,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,log,leave_one_year_out,season_window,early_season,146,3.139211504537675,2.2753384582747054,0.8719095602462577,0.45134160113817234,3.0260771214162556,-3.7598864734561936,-0.9435096349529732,0.45134160113817234,2.51080142469966,7.1768675235351465,,,,,,early_season
log_target_sensitivity,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,log,leave_one_year_out,season_window,late_season,85,1.5253488292790436,1.163871491077546,0.19762475346522024,0.16236744742484444,1.521468777213809,-2.3069482239696093,-0.7999605993559484,0.16236744742484444,0.98397059413624,3.0001611171770484,,,,,,late_season
log_target_sensitivity,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,log,leave_one_year_out,season_window,spring_freshet_provisional,193,2.894206982086649,2.0676984186475034,0.6372707141477588,0.18722701066667113,2.8305180048643863,-3.5872100867443923,-0.9858679672795159,0.18722701066667113,2.116426161025519,6.659116925883657,,,,,,spring_freshet_provisional
log_target_sensitivity,F6_reduced_hydroclimate_river_fixed,ridge_alpha_1,log,leave_one_year_out,season_window,summer,114,2.0033441585540213,1.4947943764775995,-0.22847460924567506,-0.43418126868723395,1.9990602602883614,-3.3003451259975565,-1.2840671122050038,-0.43418126868723395,0.49339181713986147,3.2214704957057925,,,,,,summer
primary_baseline,F3_q_season_river_fixed,ridge_alpha_1,raw,leave_one_year_out,season_window,early_season,146,2.9832039561597674,2.239459688915554,0.6270023088288768,0.27416064722426814,2.9266087194384394,-3.6823135183413687,-1.3336733995522434,0.27416064722426814,2.0772166544222457,6.12128770713528,,,,,,early_season
primary_baseline,F3_q_season_river_fixed,ridge_alpha_1,raw,leave_one_year_out,season_window,late_season,87,1.6658185398798544,1.3067621981078206,-0.1775580320644613,-0.14335075948808118,1.6659306223722241,-3.131531397994198,-1.187668984299265,-0.14335075948808118,0.7846888574350057,2.6163192816736887,,,,,,late_season
primary_baseline,F3_q_season_river_fixed,ridge_alpha_1,raw,leave_one_year_out,season_window,spring_freshet_provisional,193,2.8212578524678,2.1262881699697687,0.34728078268647955,0.10486196826582717,2.807083805342004,-3.6792883921681865,-1.4770486780232783,0.10486196826582717,1.757220260157128,5.943593765477335,,,,,,spring_freshet_provisional
primary_baseline,F3_q_season_river_fixed,ridge_alpha_1,raw,leave_one_year_out,season_window,summer,114,2.22203802265076,1.749316593462664,-0.5891755875684169,-0.7196640737548479,2.1519636258883916,-3.7589347149617565,-1.956058174854456,-0.7196640737548479,0.623069687840806,2.7797575458872745,,,,,,summer
