scope,group_value,n,empirical_80pct_interval_coverage,empirical_90pct_interval_coverage,empirical_95pct_interval_coverage
overall,overall,545,0.7981651376146789,0.8972477064220183,0.9486238532110092
river,Kolyma,85,0.788235294117647,0.8823529411764706,0.9294117647058824
river,Lena,87,0.7931034482758621,0.8850574712643678,0.9310344827586207
river,Mackenzie,103,0.7864077669902912,0.883495145631068,0.941747572815534
river,Ob,87,0.7931034482758621,0.8850574712643678,0.9310344827586207
river,Yenisey,87,0.7931034482758621,0.8850574712643678,0.9310344827586207
river,Yukon,96,0.7916666666666666,0.8958333333333334,0.9375
