river,year,annual_flux_TgC,annual_flux_90_lower_TgC,annual_flux_90_upper_TgC,may_july_flux_TgC,may_july_flux_90_lower_TgC,may_july_flux_90_upper_TgC,may_july_flux_fraction_of_annual,annual_confidence_tier,may_july_confidence_tier,cohort_core_2003_2024,cohort_high_confidence_only,cohort_sensitivity_only,cohort_exclude_from_trend,caveat_reason
Yenisey,2001,4.66742299701097,3.726912620868604,5.9137186307011405,3.756236145581596,3.0998249792797576,4.626064263611438,0.8047773145881784,low,low,False,False,True,False,annual:outside_core_2003_2024_period;low_confidence_flux_fraction_ge_0_25;annual_confidence_tier_low;outside_training_year_range;may_july:annual_year_not_in_core_cohort;may_july_low_confidence_flux_fraction_ge_0_25;may_july_confidence_tier_low
Yenisey,2002,4.785513950728447,3.838624400172556,6.040262800268008,3.811264689981152,3.144948934585051,4.694217645816938,0.796417005408793,low,low,False,False,True,False,annual:outside_core_2003_2024_period;low_confidence_flux_fraction_ge_0_25;annual_confidence_tier_low;outside_training_year_range;may_july:annual_year_not_in_core_cohort;may_july_low_confidence_flux_fraction_ge_0_25;may_july_confidence_tier_low
Yenisey,2003,4.1574746357351975,3.313866735551783,5.275362188297374,3.547706606208342,2.920028033832143,4.379460390065504,0.8533321107275919,low,low,False,False,True,False,annual:low_confidence_flux_fraction_ge_0_25;annual_confidence_tier_low;outside_training_year_range;may_july:annual_year_not_in_core_cohort;may_july_low_confidence_flux_fraction_ge_0_25;may_july_confidence_tier_low
Yenisey,2004,4.296356514834206,3.4093200866565394,5.471792379663631,3.462189793396646,2.8429177410142032,4.282803871166014,0.80584322586885,low,low,False,False,True,False,annual:low_confidence_flux_fraction_ge_0_25;annual_confidence_tier_low;may_july:annual_year_not_in_core_cohort;may_july_low_confidence_flux_fraction_ge_0_25;may_july_confidence_tier_low
Yenisey,2005,3.9894128837586975,3.128889802512738,5.129715198386338,3.184673598195324,2.5940196179271173,3.967365097729143,0.798281273708332,low,low,False,False,True,False,annual:low_confidence_flux_fraction_ge_0_25;annual_confidence_tier_low;may_july:annual_year_not_in_core_cohort;may_july_low_confidence_flux_fraction_ge_0_25;may_july_confidence_tier_low
Yenisey,2006,3.7860978760569424,2.956727822696532,4.885118474273075,2.9286317543823004,2.382371999545037,3.652495269962792,0.7735224630358326,low,low,False,False,True,False,annual:low_confidence_flux_fraction_ge_0_25;annual_confidence_tier_low;may_july:annual_year_not_in_core_cohort;may_july_low_confidence_flux_fraction_ge_0_25;may_july_confidence_tier_low
Yenisey,2007,4.755622259608573,3.770781109309149,6.060661796259876,3.6212913873917913,2.9524375810402845,4.50760758291535,0.7614758258133508,medium,medium,True,False,False,False,provisional_may_july_core_interpretation_allowed
Yenisey,2008,4.468990523099104,3.5305632058506253,5.712525839338212,3.425500013526348,2.79337985197819,4.263139466837113,0.766504201747752,medium,medium,True,False,False,False,provisional_may_july_core_interpretation_allowed
Yenisey,2009,3.900111368309247,3.0529130545791627,5.022756674576078,3.171745965169392,2.572796891534741,3.965429516365689,0.8132449731927497,high,high,True,True,False,False,provisional_may_july_core_interpretation_allowed
Yenisey,2010,3.900471358715519,3.028336694348581,5.05616049491472,2.815087144013408,2.2666932597447405,3.541778651989899,0.7217299872547857,medium,medium,True,False,False,False,provisional_may_july_core_interpretation_allowed
Yenisey,2011,4.63316525491252,3.687826391586701,5.885859247033088,3.632828296803489,2.9738945554667056,4.505999146962033,0.7840921048416352,low,low,False,False,True,False,annual:low_confidence_flux_fraction_ge_0_25;annual_confidence_tier_low;may_july:annual_year_not_in_core_cohort;may_july_low_confidence_flux_fraction_ge_0_25;may_july_confidence_tier_low
Yenisey,2012,2.542233450173625,1.9087916450182023,3.3816242490291213,2.086325535398903,1.6460804784873146,2.6697061190699327,0.8206663850074093,high,high,True,True,False,False,provisional_may_july_core_interpretation_allowed
Yenisey,2013,3.43476790779262,2.6721160951263943,4.445378368094372,2.866298714705449,2.3177949514015173,3.5931358263513498,0.8344956025129215,low,low,False,False,True,False,annual:low_confidence_flux_fraction_ge_0_25;annual_confidence_tier_low;may_july:annual_year_not_in_core_cohort;may_july_low_confidence_flux_fraction_ge_0_25;may_july_confidence_tier_low
Yenisey,2014,4.578624857278527,3.627383477889345,5.839140432429074,3.698203454855435,3.0209694375749545,4.595624493616366,0.8077105179247197,medium,medium,True,False,False,False,provisional_may_july_core_interpretation_allowed
Yenisey,2015,4.262612703028921,3.3649149132465084,5.4521762253029005,3.373705786703126,2.75004012050215,4.2001419604929735,0.7914643017663423,high,medium,True,True,False,False,provisional_may_july_core_interpretation_allowed
Yenisey,2016,2.6779187914314035,2.019333258304965,3.550628221510832,2.1121122652076454,1.6676206157218916,2.701120123087973,0.7887140834762496,high,high,True,True,False,False,provisional_may_july_core_interpretation_allowed
Yenisey,2017,3.4410339536244337,2.665137848228723,4.46919478297982,2.673164922853816,2.1451342547261354,3.3728725846036496,0.7768493304281922,high,high,True,True,False,False,provisional_may_july_core_interpretation_allowed
Yenisey,2018,3.967195393078756,3.115598822754,5.095668947633788,3.1531830436777666,2.565628890277656,3.931766879129507,0.7948141523805129,low,low,False,False,True,False,annual:low_confidence_flux_fraction_ge_0_25;annual_confidence_tier_low;may_july:annual_year_not_in_core_cohort;may_july_low_confidence_flux_fraction_ge_0_25;may_july_confidence_tier_low
Yenisey,2019,3.396876226517367,2.640516923110091,4.399148313300531,2.7697376733576573,2.232099553808541,3.482176427779256,0.8153778614999226,medium,medium,True,False,False,False,provisional_may_july_core_interpretation_allowed
Yenisey,2020,3.5358441560238427,2.734815155801439,4.597309261311811,2.732084726571066,2.18346334627164,3.459077695665912,0.7726824503609834,high,high,True,True,False,False,provisional_may_july_core_interpretation_allowed
Yenisey,2021,4.925728616807294,3.9060975973142695,6.276869146251974,3.633727263363947,2.9599521143062284,4.526564862672334,0.7377035046074499,medium,medium,True,False,False,False,provisional_may_july_core_interpretation_allowed
Yenisey,2022,3.991113124260477,3.112452264235647,5.15545029812025,2.688262379796134,2.150799138148214,3.400469398800221,0.6735620605327365,high,high,True,True,False,False,annual:outside_training_year_range
Yenisey,2023,4.553421604243365,3.6016524959665044,5.81463648715826,3.235336014110283,2.6277204250181514,4.040503798386781,0.7105285421177013,low,low,False,False,True,False,annual:low_confidence_flux_fraction_ge_0_25;annual_confidence_tier_low;outside_training_year_range;may_july:annual_year_not_in_core_cohort;may_july_low_confidence_flux_fraction_ge_0_25;may_july_confidence_tier_low
Yenisey,2024,4.787767362427103,3.792418062135484,6.10673153168815,3.335100624929469,2.712674579957321,4.159894143237668,0.6965878607850275,medium,low,True,False,False,False,annual:outside_training_year_range;may_july:may_july_low_confidence_flux_fraction_ge_0_25;may_july_confidence_tier_low
Yenisey,2025,0.8118524062248996,0.6136058651350365,1.07455423793449,0.4724224177138795,0.3858501186618346,0.5871417031614554,0.581906777748724,medium,medium,False,False,True,False,annual:outside_core_2003_2024_period;outside_training_year_range;may_july:annual_year_not_in_core_cohort
Yukon,2000,0.0,0.0,0.0,0.0,0.0,0.0,,low,low,False,False,False,True,annual:missing_critical_metrics;coverage_lt_0_90;annual_flux_nonpositive;may_july:annual_year_not_in_core_cohort;may_july_coverage_lt_0_95;may_july_confidence_tier_low;annual_fraction_not_available
Yukon,2001,1.4146624639735046,0.9018494468340283,2.05020937401013,1.0203381238331923,0.7251566112171857,1.374286057984742,,low,high,False,False,False,True,annual:coverage_lt_0_90;may_july:annual_year_not_in_core_cohort;annual_fraction_not_available
Yukon,2002,1.2715325070985593,0.754160473721826,1.90470727206328,0.801812111676155,0.554012620335019,1.0989546767937763,0.6305871908110051,high,high,False,True,True,False,annual:outside_core_2003_2024_period;large_logQ_or_doy_extrapolation_day_count;outside_training_year_range;point_prediction_clipped_days_present;may_july:annual_year_not_in_core_cohort
Yukon,2003,1.1421434482009216,0.6421221019649858,1.7529109473470488,0.6819505409147403,0.4489758956660271,0.9607614398056704,0.5970795892485601,high,high,True,True,False,False,provisional_may_july_core_interpretation_allowed
Yukon,2004,1.0684790024962143,0.619384476467505,1.6323544433781696,0.8467806518783599,0.580476205084844,1.1647755373206603,0.7925103346907935,high,high,True,True,False,False,provisional_may_july_core_interpretation_allowed
Yukon,2005,1.8696873336400528,1.2415372310580812,2.633284485021954,1.41073893801208,1.0492024441303285,1.8424506774870135,0.7545320079082652,high,high,True,True,False,False,annual:large_logQ_or_doy_extrapolation_day_count
Yukon,2006,1.4158400144892749,0.8617113702060957,2.0939860854311028,0.9033849846969269,0.6293965619440633,1.2314811501430731,0.6380558364306421,high,high,True,True,False,False,provisional_may_july_core_interpretation_allowed
Yukon,2007,1.048010330324265,0.5698470024183481,1.6352824750782968,0.5909484444216024,0.3764782863245369,0.8470478606200444,0.5638765452233253,high,high,True,True,False,False,annual:large_logQ_or_doy_extrapolation_day_count
Yukon,2008,1.2230967772447396,0.7099151549191719,1.8492492249223007,0.7710606137083317,0.5242239602078954,1.0678978954599498,0.63041668333498,high,high,True,True,False,False,annual:large_logQ_or_doy_extrapolation_day_count;point_prediction_clipped_days_present
Yukon,2009,1.3235065861619275,0.8039886895802638,1.9549933607422223,1.029173328091072,0.7322049452640319,1.3842992027762486,0.7776110363572873,high,high,True,True,False,False,provisional_may_july_core_interpretation_allowed
Yukon,2010,0.9354817786977866,0.5016107671423506,1.4836547230230588,0.5085800176140263,0.3149973243057253,0.7407326866355314,0.5436557175084501,high,high,True,True,False,False,provisional_may_july_core_interpretation_allowed
Yukon,2011,1.2846765385673722,0.7516181605020417,1.9332213211740104,0.8006683976624852,0.5421743335253878,1.1093999992750434,0.6232451310703966,high,high,True,True,False,False,provisional_may_july_core_interpretation_allowed
Yukon,2012,1.5280901963114486,0.9328440422634656,2.246094543440125,0.9406156209307082,0.6524285329139667,1.2847406295186805,0.6155498040633958,high,high,True,True,False,False,provisional_may_july_core_interpretation_allowed
Yukon,2013,1.3326437301309204,0.7952063386073015,1.990357678638743,0.7727698114912702,0.5385558451821606,1.062203238403982,0.5798772725365634,high,high,True,True,False,False,annual:point_prediction_clipped_days_present
Yukon,2014,1.4341983650643937,0.8541621254507048,2.133617487467628,0.8613371248540136,0.5872747180410881,1.1886331545959017,0.6005704272402659,high,high,True,True,False,False,provisional_may_july_core_interpretation_allowed
Yukon,2015,1.3016945446048895,0.7543979141353493,1.9596484538370813,0.6797152659697374,0.4533353094852983,0.9510388570142864,0.5221772410331912,high,high,True,True,False,False,provisional_may_july_core_interpretation_allowed
Yukon,2016,1.595349758786363,0.9698134251349184,2.343961629554418,0.7900011284603541,0.5332940610360263,1.0965357563297962,0.495189925663282,high,high,True,True,False,False,provisional_may_july_core_interpretation_allowed
Yukon,2017,1.0604354562671892,0.5718635110568068,1.652861957380677,0.5428911470829119,0.3458308244703961,0.7804445321408923,0.5119511459885816,high,high,True,True,False,False,provisional_may_july_core_interpretation_allowed
Yukon,2018,1.4808705197028114,0.8946993238691309,2.185999907476958,0.8898088360422007,0.6162611060726836,1.216518828370573,0.600868762125653,high,high,True,True,False,False,provisional_may_july_core_interpretation_allowed
Yukon,2019,1.2641426432273928,0.7202409813604351,1.9136171403294493,0.7279386826208197,0.4892014426080791,1.0130154892710903,0.5758358730486073,high,high,True,True,False,False,provisional_may_july_core_interpretation_allowed
Yukon,2020,1.8664323129515787,1.1890487847496285,2.67605686412084,1.1765938655895207,0.843034749623672,1.574897739771684,0.6303972865369296,high,high,True,True,False,False,provisional_may_july_core_interpretation_allowed
Yukon,2021,1.4745661130220755,0.8832478417551576,2.1849133134361227,0.8595582305894819,0.5897473453060111,1.1817401640490024,0.5829228157344841,high,high,True,True,False,False,provisional_may_july_core_interpretation_allowed
Yukon,2022,1.7598379120113845,1.1060797372818243,2.547888127698642,0.9758940554411856,0.6851411708732548,1.324725760326151,0.5545363290450992,high,high,True,True,False,False,provisional_may_july_core_interpretation_allowed
Yukon,2023,1.8549181354595887,1.1890268883621726,2.652443333660088,1.1380611794452005,0.8234438662164394,1.5150938685271462,0.6135371462974162,high,high,True,True,False,False,provisional_may_july_core_interpretation_allowed
Yukon,2024,1.631706288700212,0.99550291132276,2.39422548318364,0.7839480343122943,0.5325418819577371,1.0859090107752545,0.4804467812260338,high,high,True,True,False,False,provisional_may_july_core_interpretation_allowed
Yukon,2025,1.5078134000430934,0.9661751448757984,2.156853834857068,0.9447140289905908,0.6589874425494717,1.286932149688907,0.6265457177682535,high,high,False,True,True,False,annual:outside_core_2003_2024_period;outside_training_year_range;may_july:annual_year_not_in_core_cohort
