model_id,feature_set,validation_scheme,year,n_test_total,n_folds,n_train_total,rmse,mae,median_absolute_error,r2,bias_mean,bias_median,spearman_r,pearson_r
linear_regression,F1_season_only,leave_one_river_out,2020,31,6,,3.00662699853813,2.4476669556589585,2.1380311166320456,-0.040681380323580596,0.012950648004807106,-0.6995537228025448,0.1629032258064516,0.21879513218997443
linear_regression,F1_season_only,leave_one_river_out,2021,37,6,,2.696536963464036,2.272266113086107,2.1626371404767,-0.40593276232532816,-0.5504942147154958,-0.788334323479928,-0.015173067804646752,0.034950997578917356
linear_regression,F1_season_only,leave_one_river_out,2022,10,2,,3.116483859442257,2.5061460415831327,2.300919441219204,-0.01311828883794397,-0.9610174298738935,-1.7234916733592458,0.23636363636363633,0.31331250448809755
linear_regression,F1_season_only,leave_one_river_out,2023,12,2,,2.6278499902095223,2.1410516891314306,1.993885083227586,-0.04700315181643222,-0.8163636968357636,-0.710147184724204,0.2937062937062937,0.33624644416458305
linear_regression,F1_season_only,leave_one_river_out,2024,6,2,,3.8003216960184854,3.617827670222739,3.907283828151773,-17.838056365044434,-3.617827670222739,-3.907283828151773,0.3142857142857143,0.23341330991465353
linear_regression,F1_season_only,leave_one_year_out,2003,5,1,,2.949271547004665,2.7706480480149573,2.6006116012472944,0.008412829688635437,-1.066960230214017,-2.5077126535315992,0.7,0.7759250594168875
linear_regression,F1_season_only,leave_one_year_out,2004,42,1,,3.24983661152091,2.8013781327288534,2.6393282057559206,0.08204170714174175,-0.4130933835103906,-0.8538866348630885,0.22845212107855534,0.32319657410506336
linear_regression,F1_season_only,leave_one_year_out,2005,42,1,,2.9055153864618886,2.41770896910828,2.1669406546969068,0.08293447453756975,0.11357057101960902,0.31554399715467074,0.19575175466002237,0.2918709555022302
linear_regression,F1_season_only,leave_one_year_out,2006,11,1,,3.5536242399896794,3.003160190546859,2.9817085024037295,-0.06551864909704563,1.670714914515304,1.9944100394136894,0.36363636363636365,0.41241933728184793
linear_regression,F1_season_only,leave_one_year_out,2007,1,1,,0.447912636175416,0.447912636175416,0.447912636175416,,-0.447912636175416,-0.447912636175416,,
linear_regression,F1_season_only,leave_one_year_out,2009,29,1,,3.8023948559767438,2.9844135752462986,2.46508985990868,0.040685332363620375,0.834239692076383,0.37786630129804344,0.2151836332265221,0.29726802097751426
linear_regression,F1_season_only,leave_one_year_out,2010,31,1,,4.323846016378209,3.378218017980862,2.6033117234084315,-0.20199704311497801,2.0716331558243555,1.9693711302818073,0.02138821673886409,0.2730830011478464
linear_regression,F1_season_only,leave_one_year_out,2011,30,1,,5.031830662229286,3.508833581869686,2.076661973750779,-0.1730469839875779,2.57896670393061,1.3536923756914243,0.28351895908442654,0.40224287314919027
linear_regression,F1_season_only,leave_one_year_out,2012,23,1,,3.218125280144424,2.432707946977439,1.918646410130151,0.17357572624665152,-0.2677488515602943,-1.0165879529385853,0.4638971882850975,0.4244075485771343
linear_regression,F1_season_only,leave_one_year_out,2013,33,1,,3.2250375002181624,2.6407892490986167,2.556962209058401,0.026045619570778333,-0.2586911278369601,-0.6348092537447325,0.1739275865266183,0.2411445626805296
linear_regression,F1_season_only,leave_one_year_out,2014,35,1,,4.123798157523761,2.832348714513232,1.85450006487065,0.1379504522576438,0.3901797324144831,-0.860183505749152,0.3860387827875942,0.3990233719622637
linear_regression,F1_season_only,leave_one_year_out,2015,36,1,,3.3734778553483444,2.836364077058226,2.8109507992785545,-0.09981665528153316,-0.8849902040119192,-1.5700880002063136,0.20437863727523864,0.17210268516647428
linear_regression,F1_season_only,leave_one_year_out,2016,37,1,,2.2744606268490397,1.903362110918561,1.4934743164463669,-0.01681143303863819,-1.0225583688240383,-0.985664821926826,0.4297236661561685,0.45128581846755206
linear_regression,F1_season_only,leave_one_year_out,2017,35,1,,2.6178697116040786,2.1885582212317516,2.3182087629477532,-0.005398860138174255,-0.2880875750896083,-0.766159866282651,0.24949181271198367,0.2603353571248952
linear_regression,F1_season_only,leave_one_year_out,2018,35,1,,2.8743620583896017,2.4113738870315036,2.208850606273896,-0.18773707128130357,-0.5382360956600672,-1.3605586977732367,0.07707940104600085,0.10875352671052699
linear_regression,F1_season_only,leave_one_year_out,2019,26,1,,3.4431916185428113,2.6807447994891302,2.2945894346597213,0.14562385909358178,-0.384276255659381,-1.2991233185118873,0.4720181378054215,0.40491646552289395
linear_regression,F1_season_only,leave_one_year_out,2020,31,1,,2.6811128831475037,2.123617962468595,1.933797760140862,0.17246022413860462,-0.006044396014481153,-0.3750156959280675,0.4128264785042586,0.4201922906419711
linear_regression,F1_season_only,leave_one_year_out,2021,37,1,,2.461928085986894,2.030627420543727,1.6941365811048312,-0.17193229239240848,-0.5748637513839289,-0.5775721411235057,0.17036158981606325,0.21173833228227348
linear_regression,F1_season_only,leave_one_year_out,2022,10,1,,2.9942319485195505,2.339223371403628,1.707537186711856,0.06480694856671032,-0.6877606319260943,-1.1909478293337776,0.23636363636363633,0.34248496023256825
linear_regression,F1_season_only,leave_one_year_out,2023,12,1,,2.4201895480776,1.9936535844843117,1.7636616068734423,0.11193324792817783,-0.5266738510726653,-0.5271594462638087,0.2937062937062937,0.40934249659390953
linear_regression,F1_season_only,leave_one_year_out,2024,6,1,,3.4189151802399746,3.2670832091250297,3.6251825960346515,-14.24656546820399,-3.2670832091250297,-3.6251825960346515,0.3142857142857143,0.36318829322403856
linear_regression,F1_season_only,river_year_groupkfold,2003,5,5,,2.967909706626927,2.7868965305232902,2.8053518939687763,-0.004159601765883814,-1.065508980397939,-2.15193254305761,0.6,0.5185037169239173
linear_regression,F1_season_only,river_year_groupkfold,2004,42,3,,3.345217056661178,2.8904881809311838,2.7680922719652132,0.027368119283090353,-0.3868930689467612,-0.542469909740801,0.138445331158209,0.2062881415948977
linear_regression,F1_season_only,river_year_groupkfold,2005,42,4,,2.914660610260455,2.435651000568455,2.0379535107558033,0.07715238964440652,0.025708783297060295,0.3244640035836972,0.17026710043664087,0.27797697137409283
linear_regression,F1_season_only,river_year_groupkfold,2006,11,5,,3.5688272585765906,2.9901114376897726,2.980370337704721,-0.07465509684997529,1.5994447767071656,1.6075535159468881,0.33636363636363636,0.3765582513305706
linear_regression,F1_season_only,river_year_groupkfold,2007,1,1,,0.3152855660381304,0.3152855660381304,0.3152855660381304,,-0.3152855660381304,-0.3152855660381304,,
linear_regression,F1_season_only,river_year_groupkfold,2009,29,3,,3.770235399547621,2.999311600410856,2.6173860970029414,0.05684387204382069,0.8453837011887634,0.5916680366182678,0.35510104577457124,0.33083232986588845
linear_regression,F1_season_only,river_year_groupkfold,2010,31,4,,4.281788163404028,3.297434793436463,2.4025718434071273,-0.1787272276110492,1.8698637557356603,1.4103541937550599,0.1018761430510294,0.23387239697064022
linear_regression,F1_season_only,river_year_groupkfold,2011,30,4,,5.002830076942174,3.513991090241061,2.357304193227621,-0.1595644094573927,2.430980414129813,1.2776762452273709,0.24802412072299046,0.34747573906011064
linear_regression,F1_season_only,river_year_groupkfold,2012,23,5,,3.2554157795034975,2.462927938999093,2.0075535159468885,0.15431213400401378,-0.23159702096119864,-0.9282534604709252,0.4250061903901152,0.39827818315830593
linear_regression,F1_season_only,river_year_groupkfold,2013,33,5,,3.2849270772325974,2.6698222137430374,2.7123979465864254,-0.010463297293711982,-0.2700521585557919,-0.5889674922927579,0.12439391579988134,0.19403521606461774
linear_regression,F1_season_only,river_year_groupkfold,2014,35,3,,4.160440977726269,2.8173302390924504,1.7333940496769604,0.1225625667496234,0.48652751195001664,-0.7079577971106321,0.3638658310166846,0.3844074735275495
linear_regression,F1_season_only,river_year_groupkfold,2015,36,4,,3.3956295994790695,2.8189605765905834,2.792045642805005,-0.11430784023758256,-0.7999180448516051,-1.4600318750607735,0.19495238228516254,0.1390417856569646
linear_regression,F1_season_only,river_year_groupkfold,2016,37,4,,2.25121956092782,1.8678446889054994,1.4710799003143702,0.0038625177317032078,-0.883144504161314,-1.1157853098208133,0.38768979694344796,0.41999534391740095
linear_regression,F1_season_only,river_year_groupkfold,2017,35,3,,2.6278765208524284,2.184801911451902,2.109169556721314,-0.013099826570349915,-0.3070361402498571,-0.6757748509531565,0.25352218932326204,0.26300126883175207
linear_regression,F1_season_only,river_year_groupkfold,2018,35,4,,2.884505602424555,2.4308840135105863,2.2671941437331307,-0.19613484534533354,-0.5663219124763041,-1.3287208452891983,0.06600337359792872,0.10142384881151262
linear_regression,F1_season_only,river_year_groupkfold,2019,26,4,,3.377858403008078,2.625957319793021,2.259793608241885,0.17773915995189293,-0.44963824405840747,-1.3086829827355775,0.521992501924052,0.45735068814973895
linear_regression,F1_season_only,river_year_groupkfold,2020,31,3,,2.6884579061405787,2.144501434156575,1.7210772191364545,0.16791985241552676,-0.031621004463649204,-0.467785193555982,0.42443794953071873,0.4162045408274114
linear_regression,F1_season_only,river_year_groupkfold,2021,37,4,,2.483145165804006,2.056177384459772,1.6983311038568982,-0.19221893298128512,-0.5661615420996623,-0.7987737695634118,0.17828354670459934,0.19581648042236388
linear_regression,F1_season_only,river_year_groupkfold,2022,10,2,,2.9984989494828023,2.333704810296598,1.6306702357306304,0.06213961144890068,-0.633032271993353,-0.9885666596898526,0.23636363636363633,0.33246890837237164
linear_regression,F1_season_only,river_year_groupkfold,2023,12,2,,2.5137281962810647,2.0641006443311967,1.906294039258442,0.04196035281673072,-0.45327026649590835,-0.6105488576756413,0.25874125874125875,0.32339214611128875
linear_regression,F1_season_only,river_year_groupkfold,2024,6,2,,3.3971545860858776,3.2417233220243653,3.5493999768258435,-14.053101475655724,-3.2417233220243653,-3.5493999768258435,0.3142857142857143,0.3273060236531551
linear_regression,F2_q_season,leave_one_river_out,2003,5,5,,2.3756897430060016,2.2567087144459115,2.45833719328568,0.35660034712449584,-0.0332000480776042,1.2983769012772677,0.7,0.6460292930407918
linear_regression,F2_q_season,leave_one_river_out,2004,42,6,,2.7183250281140663,2.21075040854297,2.0843560476291527,0.35775214391681676,-0.4987784197181599,-0.45511859885744865,0.5632421705875403,0.616496892664787
