model_id,feature_set,validation_scheme,month,n_test_total,n_folds,n_train_total,rmse,mae,median_absolute_error,r2,bias_mean,bias_median,spearman_r,pearson_r
mean_baseline,F0_intercept_only,leave_one_year_out,1,29,10,,2.9785544661550087,2.739325584710354,3.199025490196079,-0.7519170597004337,-1.960668437088563,-3.199025490196079,-0.02790584253544747,0.14568017822786739
mean_baseline,F0_intercept_only,leave_one_year_out,2,30,9,,2.8846406004136718,2.6103167830202465,2.859111886696258,-0.9579714283419312,-2.011692381393473,-2.7013984375000013,-0.2049362500069414,-0.17407527556767718
mean_baseline,F0_intercept_only,leave_one_year_out,3,39,14,,3.2118828416118705,2.957111979182746,3.2383874755381603,-1.416771692246602,-2.4552747029903914,-3.214875000000001,-0.16493611957536236,-0.05596633967494018
mean_baseline,F0_intercept_only,leave_one_year_out,4,33,11,,2.9287046574857873,2.6097616661326772,2.9967109374999996,-3.2634948872656313,-2.557930763710022,-2.9967109374999996,-0.09123063835774617,-0.17115069910898792
mean_baseline,F0_intercept_only,leave_one_year_out,5,33,10,,6.37355531338168,5.243797990914344,4.014875000000001,-0.18561692803897123,2.348784964434521,0.6509745098039206,-0.6397952676795895,-0.7638694064998524
mean_baseline,F0_intercept_only,leave_one_year_out,6,113,19,,4.716074012422986,3.5823563315595086,2.7968682170542642,-0.7021197032223627,3.018457664970105,2.7968682170542642,-0.10971274433168945,-0.09975550834853814
mean_baseline,F0_intercept_only,leave_one_year_out,7,47,17,,3.149031871603727,2.4856405188571067,2.078514925373134,-0.0001402505511702845,0.0977567514463954,-0.8873852140077823,-0.00043578524989460534,0.030893705009203843
mean_baseline,F0_intercept_only,leave_one_year_out,8,67,17,,2.9062696713067346,2.3972378336620914,2.211057425742575,-0.05063188841177757,-0.5628167568554366,-1.2808820116054154,-0.26031498974439193,-0.23109171758103111
mean_baseline,F0_intercept_only,leave_one_year_out,9,50,15,,2.42254743341444,1.9530221221897304,1.6873884593801494,-0.0376248318824437,-0.47174414784874436,-0.9894840322267524,0.053910578734494945,0.042209596035241055
mean_baseline,F0_intercept_only,leave_one_year_out,10,37,10,,1.8627047482119803,1.3828209842172672,0.9331746641074847,-0.05931727017438582,-0.41126402820439,-0.15101176470588218,-0.2248178199045657,-0.14365091264352695
mean_baseline,F0_intercept_only,leave_one_year_out,11,36,12,,2.399865498741361,2.11277501097112,2.145180992671041,-0.04455843703424445,-0.4293909163807707,-0.9122599299065426,-0.17455321430027354,-0.153239083522811
mean_baseline,F0_intercept_only,leave_one_year_out,12,33,11,,2.632886521359165,2.4080530112907965,2.351398437500001,-0.21415047762209705,-1.0367693251862882,-2.0967109375,-0.19654867690568265,-0.39844633185708833
mean_baseline,F0_intercept_only,river_year_groupkfold,1,29,5,,2.9630992354647967,2.734003577879409,3.2536735159817356,-0.733783407675437,-1.9041050494939986,-3.198219178082191,-0.03496652055377259,-0.14441596610702884
mean_baseline,F0_intercept_only,river_year_groupkfold,2,30,5,,2.863314284329685,2.5879255472660203,2.706407246899261,-0.9291276520229308,-1.9655322060611127,-2.556710899867298,-0.04652447566185254,-0.11902461233889232
mean_baseline,F0_intercept_only,river_year_groupkfold,3,39,5,,3.224284270111353,2.9598199034298682,3.198219178082191,-1.4354705578518137,-2.450697399968974,-3.1919496567505723,-0.1158233788600389,-0.21973886646333227
mean_baseline,F0_intercept_only,river_year_groupkfold,4,33,5,,2.905821202507145,2.5839125044052,3.098219178082191,-3.197129481299223,-2.5154750471708716,-3.098219178082191,-0.11057421074716411,-0.20717727889106494
mean_baseline,F0_intercept_only,river_year_groupkfold,5,33,5,,6.323880205902237,5.20900993873407,3.9982191780821914,-0.16720769461380458,2.3002425805023683,0.5757808219178084,-0.2858394351598331,-0.34563370775695573
mean_baseline,F0_intercept_only,river_year_groupkfold,6,113,5,,4.710594172279232,3.579469811425262,2.8469337899543383,-0.6981664468048179,2.985609489128377,2.8469337899543383,-0.18347447041535977,-0.20695965194373356
mean_baseline,F0_intercept_only,river_year_groupkfold,7,47,5,,3.194339324884218,2.5186361825070067,2.1919496567505723,-0.029126803364097453,0.0855239269717639,-0.9536735159817358,-0.3560277442257242,-0.3915376006247052
mean_baseline,F0_intercept_only,river_year_groupkfold,8,67,5,,2.9059093329590926,2.3960112125495217,2.153673515981736,-0.05037137611810394,-0.5754254692806615,-1.3246735159817353,-0.10137785751245766,-0.07908110345459465
mean_baseline,F0_intercept_only,river_year_groupkfold,9,50,5,,2.466803295190126,1.9863524887412098,1.6174463470319633,-0.0758824362458006,-0.49037143757248985,-1.0868698630136988,-0.33229667624498976,-0.2991066462084522
mean_baseline,F0_intercept_only,river_year_groupkfold,10,37,5,,1.848094091594955,1.3702577595777024,0.9402517162471407,-0.04276432961337373,-0.36078044730728015,-0.09821917808219105,0.04912491455597085,0.01578967745307771
mean_baseline,F0_intercept_only,river_year_groupkfold,11,36,5,,2.4043116935600213,2.120772107892821,2.127492066601883,-0.048432497922238804,-0.4206662027023417,-0.9259463470319633,-0.010763226544929299,-0.13116108704242788
mean_baseline,F0_intercept_only,river_year_groupkfold,12,33,5,,2.5636798721600424,2.3455061500241117,2.214673515981736,-0.15116034316768934,-0.9931809108609052,-1.85974828375286,0.21345080419993817,0.22499931522345354
ridge_alpha_0.1,F1_season_only,leave_one_river_out,1,29,6,,2.573727011543554,2.186201511198416,1.8475848587215693,-0.3080592330053411,0.2075970627547113,-1.20182209522098,-0.7683965467641034,-0.9128195604354418
ridge_alpha_0.1,F1_season_only,leave_one_river_out,2,30,6,,2.3362099271403673,1.9768644273470364,1.6292830210443774,-0.2842413717446495,-0.26091115212680743,-1.026738923006071,-0.7426792145657849,-0.684647924749802
ridge_alpha_0.1,F1_season_only,leave_one_river_out,3,39,6,,2.7875287617100506,2.501063994263138,2.546132553811148,-0.8203502131320868,-1.6396633139797119,-2.4496459069173784,-0.2890419653547684,-0.40008077586518825
ridge_alpha_0.1,F1_season_only,leave_one_river_out,4,33,6,,3.147816860878951,2.8015411597916895,3.3819677254750644,-3.925309263872413,-2.5101158233093193,-3.3819677254750644,-0.4796319548356243,-0.7088796409967002
ridge_alpha_0.1,F1_season_only,leave_one_river_out,5,33,6,,6.035445562601278,5.069347189098151,4.646268666035427,-0.06316224913506296,1.5673473436192638,0.515325463265051,0.1504180686132187,0.09423027867972071
ridge_alpha_0.1,F1_season_only,leave_one_river_out,6,113,6,,4.289994186355381,3.2556074954909304,2.533321638167905,-0.40845274972470014,1.5842356828815847,1.1888228086638364,-0.776283307901689,-0.7702069459300281
ridge_alpha_0.1,F1_season_only,leave_one_river_out,7,47,6,,3.766310798928482,3.312984852502867,3.4479217607220294,-0.43066879402495206,-1.3954940914248006,-2.4945816857705454,-0.5487406381519948,-0.6809741196192581
ridge_alpha_0.1,F1_season_only,leave_one_river_out,8,67,6,,3.515833068032851,3.117055344280483,3.0561327738066355,-0.5375712568189353,-1.502206919292567,-2.4576833065832524,-0.6403633280841301,-0.6575513237649595
ridge_alpha_0.1,F1_season_only,leave_one_river_out,9,50,6,,2.7825997388432966,2.305165604800522,2.3293482305436615,-0.36898048739009326,-0.6543725683533863,-1.0899501271610594,-0.6750211120184306,-0.62553268053145
ridge_alpha_0.1,F1_season_only,leave_one_river_out,10,37,6,,2.3090715497154926,1.8158559022605278,1.4641883901810253,-0.6278440261857152,0.4231424455643954,0.5556377422446142,-0.6436406770875863,-0.6662030594074685
ridge_alpha_0.1,F1_season_only,leave_one_river_out,11,36,6,,3.0081139436664746,2.2354622597618685,1.6186100384430677,-0.641147072500899,1.3604854645628879,0.3852950057933038,-0.5242387186554431,-0.6293826481887344
ridge_alpha_0.1,F1_season_only,leave_one_river_out,12,33,6,,2.9444705108955076,2.066913756167562,1.0667496370408278,-0.5185274640856747,1.1713671849606426,0.27254640644864647,-0.6922304950193746,-0.7493819862828779
ridge_alpha_0.1,F1_season_only,leave_one_year_out,1,29,10,,2.2963435171736943,1.9247148321011442,1.528158092651139,-0.04130070318121715,0.2284996889117527,-0.943918164172096,-0.3221990011615923,-0.3053301395227522
ridge_alpha_0.1,F1_season_only,leave_one_year_out,2,30,9,,2.0693584975234667,1.6916999269646524,1.3953422350290356,-0.007614470922570726,-0.3169587385949177,-0.9629125103132465,0.055227719703842465,0.13177665822470855
ridge_alpha_0.1,F1_season_only,leave_one_year_out,3,39,14,,2.599790848467472,2.3368816775510672,2.272465364785526,-0.5834088064816456,-1.6168439472047662,-2.225477434959609,0.09789325223559145,0.1752792516038327
ridge_alpha_0.1,F1_season_only,leave_one_year_out,4,33,11,,3.0007033467027675,2.664999264218141,3.0644981618158083,-3.4756973969742955,-2.5455025696281157,-3.0644981618158083,-0.44092319264734936,-0.5403197851857651
ridge_alpha_0.1,F1_season_only,leave_one_year_out,5,33,10,,5.970106334131715,5.061637852766373,4.618219073292391,-0.040267441207265886,1.461581888843817,-0.36718433773424586,0.37350606064423547,0.3293958464951218
ridge_alpha_0.1,F1_season_only,leave_one_year_out,6,113,19,,4.040396804139747,3.0492993881286177,2.38339510373154,-0.2493292629879278,1.6840785337726267,1.4615502475751354,-0.3657822941411639,-0.38221377822302044
ridge_alpha_0.1,F1_season_only,leave_one_year_out,7,47,17,,3.4128675733489677,2.967694695603317,2.9342319459818604,-0.17475057825949447,-1.2933318381951646,-2.33400316871571,-0.10276725563096914,-0.10171973614558426
ridge_alpha_0.1,F1_season_only,leave_one_year_out,8,67,17,,3.196596380878383,2.8438476352033892,2.8889412362106803,-0.27102579785493885,-1.4668257701134142,-2.145849250214467,-0.07097444103135322,0.007158788812615148
ridge_alpha_0.1,F1_season_only,leave_one_year_out,9,50,15,,2.439659194407767,1.9940696742452124,1.8846730023244795,-0.05233521198290747,-0.5375742422396,-1.0009736011713142,-0.17590836081758449,0.051555289537846306
ridge_alpha_0.1,F1_season_only,leave_one_year_out,10,37,10,,1.9626122739278202,1.5416301160659012,1.2145089790848118,-0.17599921143280528,0.3664775844310484,0.49564684972760986,-0.28762006605635565,-0.31453434120217605
ridge_alpha_0.1,F1_season_only,leave_one_year_out,11,36,12,,2.7476069084104338,2.0401932836427226,1.5887771278349714,-0.36920392736808383,1.3806734774428686,0.7296522962477887,-0.01525587411774355,-0.0951165076422826
ridge_alpha_0.1,F1_season_only,leave_one_year_out,12,33,11,,2.6075489528831866,1.7865438055390255,1.0587631269842772,-0.1908941816494223,1.0903216167593717,0.17481858747045287,0.31688964982996043,0.23837726187138097
ridge_alpha_0.1,F1_season_only,river_year_groupkfold,1,29,5,,2.306482698058592,1.9278055359252972,1.540696973937537,-0.050516436493736716,0.24585074546198737,-0.884130262500054,-0.2649162057764548,-0.2576179624608309
ridge_alpha_0.1,F1_season_only,river_year_groupkfold,2,30,5,,2.0930516926362626,1.6980098350336226,1.4683065763662926,-0.03081999780136524,-0.2598971227803158,-0.6944537649077862,-0.02962468440156239,-0.016529278116381406
ridge_alpha_0.1,F1_season_only,river_year_groupkfold,3,39,5,,2.6051347392784434,2.340156903879315,2.26745905841319,-0.5899249154077539,-1.594015824629309,-2.1958764647912328,0.17167316950170905,0.08744859030128167
ridge_alpha_0.1,F1_season_only,river_year_groupkfold,4,33,5,,2.9908759204044313,2.6440629838024288,3.003722317944229,-3.446429218438542,-2.5066047545481407,-3.003722317944229,-0.5007526622351266,-0.5470597616248365
ridge_alpha_0.1,F1_season_only,river_year_groupkfold,5,33,5,,5.91188530353325,5.017349493960665,4.612767778931684,-0.020076804978703677,1.4043138948253713,-0.29118084659566623,0.4309480080298308,0.3935900140036795
ridge_alpha_0.1,F1_season_only,river_year_groupkfold,6,113,5,,4.05724311675365,3.0522391097465924,2.239531143359107,-0.2597690632888545,1.6400735992311295,1.4984224571505766,-0.2989260416422791,-0.32320027700541754
ridge_alpha_0.1,F1_season_only,river_year_groupkfold,7,47,5,,3.5003276940465042,3.0339128477227897,3.086343088983652,-0.2357317394297871,-1.3286282421290776,-2.434738732008028,-0.35954081500153917,-0.4098808278365785
ridge_alpha_0.1,F1_season_only,river_year_groupkfold,8,67,5,,3.2014410186892244,2.8226264949218045,2.8815740450921687,-0.27488135236352274,-1.4588613490322868,-2.205603428133889,-0.16153923096450395,-0.015261606991316594
ridge_alpha_0.1,F1_season_only,river_year_groupkfold,9,50,5,,2.4680342436580167,2.0226237822550353,1.7829193930688323,-0.07695644670261204,-0.5596154601099839,-0.9904461805733349,-0.24845078570243057,-0.036731018577742726
ridge_alpha_0.1,F1_season_only,river_year_groupkfold,10,37,5,,1.9823457145879406,1.5605960647453618,1.1661376702257495,-0.19976669520711954,0.3974359895819676,0.5296698084668723,-0.2888743941562899,-0.3365074495507599
ridge_alpha_0.1,F1_season_only,river_year_groupkfold,11,36,5,,2.7218319763428895,2.0222366020438485,1.6092918518378752,-0.34363578121970106,1.3361921201956894,0.6662863572475488,0.05994462699953885,-0.06245592906711588
ridge_alpha_0.1,F1_season_only,river_year_groupkfold,12,33,5,,2.6354033481626913,1.8219021753050202,0.9716396422389728,-0.21647284662117317,1.131713845564098,0.23419579654885858,-0.019243642309288628,0.09916154666345808
ridge_alpha_0.1,F2_q_season,leave_one_river_out,1,29,6,,3.1879935373736368,2.7543310704532344,2.0653637589239238,-1.006953518454174,-0.3739688357955714,-1.338304138604296,0.16268182904750575,0.10851319030845147
ridge_alpha_0.1,F2_q_season,leave_one_river_out,2,30,6,,3.777041582125763,3.1294176725218543,2.3309930959106984,-2.356807668779185,-0.1147351417340543,-0.7302822451334872,0.12892456683558062,0.16853133290856928
ridge_alpha_0.1,F2_q_season,leave_one_river_out,3,39,6,,3.459802425978711,2.9347248647972637,2.3193790742984954,-1.8042635849512312,-0.9891770484901071,-1.69113111939879,0.19433898401676433,0.15022363836619324
ridge_alpha_0.1,F2_q_season,leave_one_river_out,4,33,6,,3.498477370916522,2.912990959589257,2.193051113785744,-5.083769188510657,-0.299735464625971,-1.6799947318127657,0.13477136326857317,0.20149190506387005
ridge_alpha_0.1,F2_q_season,leave_one_river_out,5,33,6,,5.351578968251158,4.487318375236633,4.798460489375509,0.16411843030850504,1.9941751039401978,2.1968759619382894,0.5627611644710039,0.5380306992506023
ridge_alpha_0.1,F2_q_season,leave_one_river_out,6,113,6,,3.3844490771564684,2.5023676239018595,1.8628154374483596,0.12339318475639582,0.7263475934244318,0.277760674626375,0.4585743832032497,0.40484510839875354
ridge_alpha_0.1,F2_q_season,leave_one_river_out,7,47,6,,2.9897011643528475,2.554963088006108,2.495402086520901,0.09850700885946984,-0.552889742248853,-1.7120116547754174,0.5621187209978866,0.38878990466225716
ridge_alpha_0.1,F2_q_season,leave_one_river_out,8,67,6,,2.922229448509588,2.4764118059816282,2.4366278870990525,-0.062202659937894866,-0.5668959587922098,-1.5443603148434182,0.27391492418591684,0.23220833988988768
ridge_alpha_0.1,F2_q_season,leave_one_river_out,9,50,6,,2.4319580987101888,1.9289968953772252,1.555712672692842,-0.045702036886232866,-0.153494610170198,-0.7865017543033552,0.34651682645024834,0.28819575186357593
ridge_alpha_0.1,F2_q_season,leave_one_river_out,10,37,6,,2.0586432548360993,1.654676898715765,1.450801938956202,-0.29389846226018435,0.16919479214148453,-0.08634928520932306,0.13753853837031743,0.27650971456734214
ridge_alpha_0.1,F2_q_season,leave_one_river_out,11,34,6,,3.6106869345599075,3.084945798820172,3.204696491209209,-1.3995465778832266,1.680147164665661,2.1806819595525386,-0.04798655280051233,0.0736729845892428
ridge_alpha_0.1,F2_q_season,leave_one_river_out,12,33,6,,3.4710517292058816,2.8473854408305854,2.5677567806541326,-1.1102329726479607,1.009538041444831,0.4069116563970647,0.05902023815512452,0.2186354668522261
ridge_alpha_0.1,F2_q_season,leave_one_year_out,1,29,10,,2.4061976219519257,2.085402493226879,1.869273298846979,-0.1433127220190158,-0.5283566702399438,-1.2532256533106905,0.3100814256693368,0.3136202923752583
ridge_alpha_0.1,F2_q_season,leave_one_year_out,2,30,9,,2.6331305479626748,2.2327067936171763,2.0111719081784436,-0.6314272403950183,-0.4891374324203205,-0.8462680924546424,0.23892238379029018,0.29800184110673344
ridge_alpha_0.1,F2_q_season,leave_one_year_out,3,39,14,,2.6391015205381594,2.2439588150097083,2.019448230356677,-0.6316553471733328,-1.0814165042623767,-1.4839189776202937,0.28487522774317775,0.2532100495589192
ridge_alpha_0.1,F2_q_season,leave_one_year_out,4,33,11,,2.361124269481415,2.0440865368035563,1.7116195422898484,-1.7711005291969628,-0.6748311629730341,-1.4448890715195444,0.22974671604344857,0.2324540319274636
ridge_alpha_0.1,F2_q_season,leave_one_year_out,5,33,10,,4.769242032812896,3.8509801649370288,2.6279192122363444,0.33613526566944774,1.5413257211210294,1.3330542840030626,0.6613739019339953,0.6528525718476095
ridge_alpha_0.1,F2_q_season,leave_one_year_out,6,113,19,,3.019741099595618,2.2306400919095157,1.562134766449418,0.30214001863181006,0.707581239029493,0.5596031665128365,0.6547497768720365,0.6386136629404853
ridge_alpha_0.1,F2_q_season,leave_one_year_out,7,47,17,,2.702380906303677,2.3365849950959827,2.2269974959942083,0.2634539227718108,-0.7463910685405596,-1.5938532118012256,0.747217170325552,0.6010177154179099
ridge_alpha_0.1,F2_q_season,leave_one_year_out,8,67,17,,2.6685756260606732,2.2743724841812045,2.096228380060742,0.11419569093093829,-0.7909519529930226,-1.5958067018156088,0.5477300469711975,0.44104471111637783
ridge_alpha_0.1,F2_q_season,leave_one_year_out,9,50,15,,2.0956983580044315,1.6504012575045999,1.478094308386099,0.22347878717295677,-0.3041748872881458,-0.6862463214172316,0.5124510794489466,0.4901972097253152
ridge_alpha_0.1,F2_q_season,leave_one_year_out,10,37,10,,1.6886589238980234,1.3241030539123033,1.1551362066313402,0.12939353407222143,-0.05291063011426722,-0.4833020044768208,0.3438463459257936,0.4229353587493359
ridge_alpha_0.1,F2_q_season,leave_one_year_out,11,34,12,,2.905490299769397,2.4294652921053688,2.4375548356350354,-0.5537758795315617,1.4296836132529267,1.6466655119181715,0.10560098084443956,0.20470991015527426
ridge_alpha_0.1,F2_q_season,leave_one_year_out,12,33,11,,2.576731843281446,2.0814343683243535,1.766719203418937,-0.16291154380896966,0.7203985307506734,0.11191482749391746,0.2895837180868999,0.3489209209505947
ridge_alpha_0.1,F2_q_season,river_year_groupkfold,1,29,5,,2.419996113284769,2.05950770267784,1.8719347245721218,-0.1564631172697637,-0.4686448386515687,-1.0698718988634823,0.313778739965871,0.301042021562621
ridge_alpha_0.1,F2_q_season,river_year_groupkfold,2,30,5,,2.6451162860209867,2.2487722593288892,2.020635962677904,-0.6463132194843777,-0.3933051719539226,-0.6649319096496793,0.22467165446822257,0.29440016336246316
ridge_alpha_0.1,F2_q_season,river_year_groupkfold,3,39,5,,2.695630075183801,2.2823768496222043,1.9565046877870058,-0.702302829564835,-1.0498490493135937,-1.5371121326489,0.28406506001408227,0.2389903652038557
ridge_alpha_0.1,F2_q_season,river_year_groupkfold,4,33,5,,2.389615765171977,2.0714342940568797,1.8867100717076006,-1.8383813227855548,-0.5738594594152193,-1.4972779668255556,0.2170387463059652,0.24194068646290412
ridge_alpha_0.1,F2_q_season,river_year_groupkfold,5,33,5,,4.780111681016352,3.9173202466830297,3.4130707592734435,0.3331057699614519,1.5514043561648854,1.4860207055937193,0.6660538284576627,0.646005488655254
ridge_alpha_0.1,F2_q_season,river_year_groupkfold,6,113,5,,3.0475927974743384,2.203188865468134,1.544394573549181,0.28920763897022417,0.6844800302645851,0.2209769922125897,0.6493347720477503,0.6205241461822115
ridge_alpha_0.1,F2_q_season,river_year_groupkfold,7,47,5,,2.7449787489140283,2.347588960873222,2.303596363218677,0.24005044234222384,-0.7196079137381479,-1.6665658828477596,0.7493567025420855,0.5647790644581171
ridge_alpha_0.1,F2_q_season,river_year_groupkfold,8,67,5,,2.6567631549438597,2.2559242809977764,1.9906720672160043,0.12202037406722632,-0.7601618681742482,-1.477776739828454,0.534236897605193,0.44287264017929157
ridge_alpha_0.1,F2_q_season,river_year_groupkfold,9,50,5,,2.103498860736561,1.6446097257194754,1.4321309059059133,0.2176873727500409,-0.28020569155838393,-0.7477206225188722,0.5082727060738709,0.4812219499285323
ridge_alpha_0.1,F2_q_season,river_year_groupkfold,10,37,5,,1.6941806887230115,1.3294028890167844,1.1857654985791575,0.12369061350239052,-0.023060154646959704,-0.45699352555100514,0.35238322072119266,0.415177922571033
ridge_alpha_0.1,F2_q_season,river_year_groupkfold,11,34,5,,2.950035409490665,2.4654940819640774,2.489293478854885,-0.6017840814882185,1.4460910345090139,1.7929763140833748,0.13203943190969,0.20391338270716175
ridge_alpha_0.1,F2_q_season,river_year_groupkfold,12,33,5,,2.6035203125838793,2.1038121717524696,1.7343795888765965,-0.18721718214612038,0.7583143375208289,0.24698089240523746,0.2984451136172727,0.349648500290055
ridge_alpha_0.1,F3_q_season_river_fixed,leave_one_river_out,1,29,6,,3.198828244560503,2.704895113083665,2.33174911604906,-1.0206183545265457,-0.7070468291278135,-1.4627688226461757,0.24032542927472444,0.1778344618877116
ridge_alpha_0.1,F3_q_season_river_fixed,leave_one_river_out,2,30,6,,3.8152594553659855,3.1891761843677693,2.501899343367592,-2.4250828500484007,-0.4655602820077701,-1.3860392161559996,0.18147413121070502,0.2095255537040351
ridge_alpha_0.1,F3_q_season_river_fixed,leave_one_river_out,3,39,6,,3.5143152382990985,2.9702724666387015,2.280022085351556,-1.8933279739592836,-1.1178705216291922,-1.7161335149564039,0.22998636409696285,0.1656716503694242
ridge_alpha_0.1,F3_q_season_river_fixed,leave_one_river_out,4,33,6,,3.484076439692582,2.8957129582922922,2.0913485330875874,-5.033786517756977,-0.2681942314688951,-1.5413525923585145,0.16169219389666287,0.18805729648440356
ridge_alpha_0.1,F3_q_season_river_fixed,leave_one_river_out,5,33,6,,5.075401928480528,4.209274768491376,4.517574249925476,0.24816636019605476,1.6573157509941994,1.637042151219271,0.5794751877698159,0.5814197641942203
ridge_alpha_0.1,F3_q_season_river_fixed,leave_one_river_out,6,113,6,,3.1287643947518697,2.3469406824901338,1.9023915802517148,0.2508399738375616,0.35298717006167823,0.022994944063118083,0.5364514687138188,0.5115714891979445
ridge_alpha_0.1,F3_q_season_river_fixed,leave_one_river_out,7,47,6,,2.8947433779168126,2.4878973381132785,2.394421886996538,0.1548633578441766,-0.6473795030691255,-1.622601168730025,0.6449822254922772,0.45356027129140114
ridge_alpha_0.1,F3_q_season_river_fixed,leave_one_river_out,8,67,6,,2.8959044225161867,2.4605825055640476,2.305322400349545,-0.04315106772561261,-0.575911679770337,-1.6216564588693556,0.3354325075380261,0.2607786964831197
ridge_alpha_0.1,F3_q_season_river_fixed,leave_one_river_out,9,50,6,,2.389806004999878,1.9002245774597808,1.5533962730330857,-0.009766768855612007,-0.20322849821586977,-0.8655696958945978,0.3815287136965728,0.32865130526661035
ridge_alpha_0.1,F3_q_season_river_fixed,leave_one_river_out,10,37,6,,2.028657177736517,1.6988546389264862,1.443451358043352,-0.2564792858965368,-0.007073413665238555,-0.4647084665463641,0.18970832878664476,0.3163261579264605
ridge_alpha_0.1,F3_q_season_river_fixed,leave_one_river_out,11,34,6,,3.5177392414302395,2.9976160375611456,3.141296775054171,-1.2775965827426248,1.5344949211695593,1.9005046329583617,0.0337739750602332,0.10875921756216722
ridge_alpha_0.1,F3_q_season_river_fixed,leave_one_river_out,12,33,6,,3.3557885483080097,2.755968243355684,2.618953322359717,-0.9724109639536429,0.7559979808633761,-0.07495158650908351,0.17187763406081588,0.2606418173902913
ridge_alpha_0.1,F3_q_season_river_fixed,leave_one_year_out,1,29,10,,1.4280549202853976,1.2522459618947208,1.1462168527708627,0.5972901341426504,-0.48307272281955227,-0.7777854591976072,0.6231207027759009,0.8044983381900699
ridge_alpha_0.1,F3_q_season_river_fixed,leave_one_year_out,2,30,9,,1.8817289986268013,1.6234606371761833,1.5785745234880788,0.1668233658869117,-0.5538633346114966,-0.8529586929555752,0.6869296868527915,0.6942109696812143
ridge_alpha_0.1,F3_q_season_river_fixed,leave_one_year_out,3,39,14,,1.8792742245817289,1.4647489279396035,1.1040412793860828,0.17263613527630672,-0.6633307091870669,-0.5790803522678893,0.5518254944801192,0.6182141995668348
ridge_alpha_0.1,F3_q_season_river_fixed,leave_one_year_out,4,33,11,,1.8655527091491166,1.4473445804286234,1.0059636591483532,-0.7299344165285753,-0.4106377682112342,-0.39851601685239135,0.6313854437991716,0.5774126062781393
ridge_alpha_0.1,F3_q_season_river_fixed,leave_one_year_out,5,33,10,,4.080100439428444,3.2266904258461095,2.598452496498645,0.5141272064335665,1.1175143504847136,0.3207284353811053,0.8041116609058507,0.7505331138139777
ridge_alpha_0.1,F3_q_season_river_fixed,leave_one_year_out,6,113,19,,2.567972292287423,1.9509552332490592,1.4943652108228918,0.49532761458352403,0.4698172147162016,0.23599281847173703,0.7258560268573073,0.7179320734177186
ridge_alpha_0.1,F3_q_season_river_fixed,leave_one_year_out,7,47,17,,2.2481088922701025,1.77505082065992,1.4542482484636743,0.4902684909964319,-0.5132221088899414,-0.7294073746893055,0.5892965626673657,0.7217277729888679
ridge_alpha_0.1,F3_q_season_river_fixed,leave_one_year_out,8,67,17,,2.209493057561355,1.730994044371472,1.5594900325934669,0.3927548690082663,-0.6251547296032944,-0.6892690583249594,0.66138388201562,0.6717689130597544
ridge_alpha_0.1,F3_q_season_river_fixed,leave_one_year_out,9,50,15,,1.771077670931856,1.4140375692977536,1.1309292179408619,0.445411329495485,-0.12646381846355154,-0.13624854369343486,0.6114353038860861,0.6761519855988319
ridge_alpha_0.1,F3_q_season_river_fixed,leave_one_year_out,10,37,10,,1.53705872773061,1.1844731084306805,0.8752768631309298,0.27869501772323824,-0.24423599021157674,-0.10705416849479299,0.7415224301447977,0.6431990711926898
ridge_alpha_0.1,F3_q_season_river_fixed,leave_one_year_out,11,34,12,,2.0806656194088617,1.6827751836948832,1.4105534770758048,0.2031912444019185,1.244349896659956,1.2927045399028732,0.6524031653037807,0.7072164976828383
ridge_alpha_0.1,F3_q_season_river_fixed,leave_one_year_out,12,33,11,,1.824278439878739,1.4557730588692919,1.0477985326343102,0.41710479390307575,0.6239981438966166,0.5766850041416758,0.6950343626369764,0.7292839085482312
ridge_alpha_0.1,F3_q_season_river_fixed,river_year_groupkfold,1,29,5,,1.4449575938293975,1.2620512583062036,1.1881030684491183,0.5877006472277733,-0.43508069591293286,-0.844537104532816,0.6322407447073519,0.7943500155774814
ridge_alpha_0.1,F3_q_season_river_fixed,river_year_groupkfold,2,30,5,,1.8714633453485787,1.6153049988803387,1.5446608809958482,0.17588925369267017,-0.4905205717706254,-0.7847736311871882,0.6998444103009153,0.696511760986095
ridge_alpha_0.1,F3_q_season_river_fixed,river_year_groupkfold,3,39,5,,1.8961021945287484,1.5052986837144111,1.2160097783316468,0.15775252733866585,-0.6370258955557079,-0.5939075464798802,0.5493949912928329,0.6095601822444637
ridge_alpha_0.1,F3_q_season_river_fixed,river_year_groupkfold,4,33,5,,1.8764273275230614,1.4666790696924334,1.1462380076340475,-0.7501613516797614,-0.36225773106795667,-0.3367651773239677,0.6233593576491822,0.5862167246217036
ridge_alpha_0.1,F3_q_season_river_fixed,river_year_groupkfold,5,33,5,,4.067293150388147,3.231234652383375,2.7571902519179323,0.5171726936509737,1.1490242087608746,0.32701093962583894,0.8041116609058507,0.7529580309416236
ridge_alpha_0.1,F3_q_season_river_fixed,river_year_groupkfold,6,113,5,,2.5531312678517186,1.947478399611124,1.4772479060972667,0.5011440420042326,0.45524409909648916,0.3718799449822381,0.7325062516760737,0.7229498178010176
ridge_alpha_0.1,F3_q_season_river_fixed,river_year_groupkfold,7,47,5,,2.219106270378968,1.7630706893941208,1.420009702726409,0.503335642450454,-0.4924533621892165,-0.7175358983660018,0.6051406661087217,0.7311292631148766
