model_id,feature_set,validation_scheme,month,n_test_total,n_folds,n_train_total,rmse,mae,median_absolute_error,r2,bias_mean,bias_median,spearman_r,pearson_r
linear_regression,F1_season_only,river_year_groupkfold,10,37,5,,1.9824125471330258,1.56066928181609,1.1662635040569382,-0.19984759412682518,0.3975999506150708,0.5297393366202066,-0.2888743941562899,-0.33651654159419325
linear_regression,F1_season_only,river_year_groupkfold,11,36,5,,2.7220293991476607,2.022302643307626,1.6088322095754002,-0.34383070432079066,1.3365877910187391,0.6666211841623588,0.05994462699953885,-0.06243826257722333
linear_regression,F1_season_only,river_year_groupkfold,12,33,5,,2.6356143110761336,1.8219574044012203,0.9721741046896453,-0.21666761068080986,1.1321963676281033,0.23474621343341084,-0.019243642309288628,0.09912003441744004
linear_regression,F2_q_season,leave_one_river_out,1,29,6,,3.1888973221292947,2.7549176277200895,2.065863806004256,-1.0080916080296913,-0.37422821215913,-1.3391643883208877,0.16268182904750575,0.10853423500801929
linear_regression,F2_q_season,leave_one_river_out,2,30,6,,3.7785821865661187,3.130463658964805,2.331226296772469,-2.359546620618986,-0.11467749491955456,-0.7310434574552676,0.12892456683558062,0.16854634574721764
linear_regression,F2_q_season,leave_one_river_out,3,39,6,,3.460883097228968,2.9354114197956798,2.3197481210888644,-1.8060156851860967,-0.9890082708013375,-1.6918479144460896,0.19433898401676433,0.15024037014244931
linear_regression,F2_q_season,leave_one_river_out,4,33,6,,3.5001427698594103,2.9138586634429875,2.193294704074593,-5.089562745691604,-0.29878917413155326,-1.6798774627848223,0.13477136326857317,0.2015540639938386
linear_regression,F2_q_season,leave_one_river_out,5,33,6,,5.352023341454896,4.487630428424626,4.803732923786859,0.16397960817961887,1.9944098018699272,2.1974641364622176,0.5627611644710039,0.5379922224147431
linear_regression,F2_q_season,leave_one_river_out,6,113,6,,3.384304758531495,2.5023839115561306,1.8624042462520745,0.12346794315282572,0.7260154142194246,0.2772889697358991,0.4585743832032497,0.40489662373274904
linear_regression,F2_q_season,leave_one_river_out,7,47,6,,2.9896632122950217,2.5550626126072205,2.495035258405526,0.0985298962954313,-0.552351432826803,-1.7094289615475615,0.5621187209978866,0.38884360123453954
linear_regression,F2_q_season,leave_one_river_out,8,67,6,,2.9222166619153707,2.4765194511565185,2.4360797543030044,-0.06219336434703604,-0.5662621733187178,-1.544795717306588,0.27391492418591684,0.23229649548570103
linear_regression,F2_q_season,leave_one_river_out,9,50,6,,2.432110980068439,1.9290927369848234,1.5553990000384785,-0.045833513964517625,-0.15302430319314847,-0.7866393239348808,0.34651682645024834,0.2882728370461562
linear_regression,F2_q_season,leave_one_river_out,10,37,6,,2.058906622079536,1.6551369365221782,1.4509595671902602,-0.2942295465976865,0.16931878495902897,-0.08680030084465784,0.13753853837031743,0.2766364207529358
linear_regression,F2_q_season,leave_one_river_out,11,34,6,,3.611534631784533,3.0856420717756228,3.2054110383451766,-1.4006734148466151,1.6803966097748801,2.181650255836649,-0.04798655280051233,0.07372033003120042
linear_regression,F2_q_season,leave_one_river_out,12,33,6,,3.4720770367797535,2.8481441719273537,2.5675466118470203,-1.1114798324327237,1.0095908952938675,0.40644835979130267,0.05902023815512452,0.2186625030975105
linear_regression,F2_q_season,leave_one_year_out,1,29,10,,2.40652373127022,2.085635776646776,1.869415789402117,-0.1436226468519599,-0.5287332373035463,-1.2540797786984204,0.3100814256693368,0.31362241820652964
linear_regression,F2_q_season,leave_one_year_out,2,30,9,,2.6336904399484578,2.2332035394677825,2.0114156648593635,-0.6321211065994106,-0.4893477144936721,-0.846982787535282,0.23892238379029018,0.2980002086069993
linear_regression,F2_q_season,leave_one_year_out,3,39,14,,2.6394388516244294,2.2442298381148618,2.0197535215175573,-0.6320724916015361,-1.081396425744356,-1.4834792656939597,0.28487522774317775,0.25320268949889324
linear_regression,F2_q_season,leave_one_year_out,4,33,11,,2.3615376870719818,2.0443733112723734,1.7112759862765916,-1.7720710177174377,-0.6743120367251674,-1.44401572721832,0.22974671604344857,0.2324796474582302
linear_regression,F2_q_season,leave_one_year_out,5,33,10,,4.769062257298265,3.85087306741065,2.6305242384168768,0.33618531319233114,1.5412603992430847,1.3350773399371718,0.6613739019339953,0.6528467790714361
linear_regression,F2_q_season,leave_one_year_out,6,113,19,,3.019475973519489,2.2304539607673273,1.5627082949315039,0.3022625541408154,0.7072103272151847,0.5587484961576052,0.6547497768720365,0.6386280355625197
linear_regression,F2_q_season,leave_one_year_out,7,47,17,,2.7022021492592168,2.3363351184558496,2.2268129666130942,0.26355136162282755,-0.7461378431742777,-1.5934116872234743,0.747217170325552,0.6010196095025628
linear_regression,F2_q_season,leave_one_year_out,8,67,17,,2.6684417743100117,2.2741777505529845,2.096599544470285,0.11428454993331882,-0.7905979587957266,-1.5956430475153347,0.5477300469711975,0.4410521844741579
linear_regression,F2_q_season,leave_one_year_out,9,50,15,,2.0956601078029142,1.6503601308089022,1.4778503697234338,0.223507132685279,-0.30394809930832856,-0.6864448677566779,0.5124510794489466,0.49019393137597056
linear_regression,F2_q_season,leave_one_year_out,10,37,10,,1.6886990313300774,1.3241727438447493,1.15532718987087,0.12935217793588027,-0.05293583539964189,-0.48360734730563504,0.3438463459257936,0.4229776636759492
linear_regression,F2_q_season,leave_one_year_out,11,34,12,,2.905726986811464,2.4297319863517437,2.43744375569327,-0.5540290372145629,1.429719690412346,1.6472494506545812,0.10560098084443956,0.20470886683127854
linear_regression,F2_q_season,leave_one_year_out,12,33,11,,2.5769890575160757,2.081730114609506,1.7674498074156109,-0.16314372344589567,0.7202744142632803,0.11191375599553499,0.2895837180868999,0.3489106591998957
linear_regression,F2_q_season,river_year_groupkfold,1,29,5,,2.4203889856408174,2.0597844958008276,1.8720643103361114,-0.15683863793031239,-0.4690502614764373,-1.0699951146050726,0.313778739965871,0.30104172720474454
linear_regression,F2_q_season,river_year_groupkfold,2,30,5,,2.6457807041544523,2.249370047550411,2.0203948883436453,-0.647140387455228,-0.39351657110312466,-0.6657163222163844,0.22467165446822257,0.29440489505539724
linear_regression,F2_q_season,river_year_groupkfold,3,39,5,,2.696088872160482,2.2827317599940016,1.9569299650764371,-0.7028823436925091,-1.0498017402915913,-1.536633277525144,0.28406506001408227,0.23898220325013608
linear_regression,F2_q_season,river_year_groupkfold,4,33,5,,2.3902204568791503,2.071898189422382,1.8863808559532425,-1.8398180079908788,-0.5731895055680036,-1.4960496155563034,0.2170387463059652,0.24198082634701407
linear_regression,F2_q_season,river_year_groupkfold,5,33,5,,4.779967647866975,3.917300767058087,3.4169252672757633,0.3331459587417619,1.5513796840483134,1.4865534142644679,0.6660538284576627,0.6459916839148725
linear_regression,F2_q_season,river_year_groupkfold,6,113,5,,3.0472832173520525,2.2029887938626156,1.5443082857895938,0.28935203884531857,0.6840609110028633,0.22032946245283647,0.6493347720477503,0.6205503479660068
linear_regression,F2_q_season,river_year_groupkfold,7,47,5,,2.7447591162045275,2.3472610847235513,2.303342839718402,0.24017204845889117,-0.7192761948762598,-1.6661486051699752,0.7493567025420855,0.5647953665267059
linear_regression,F2_q_season,river_year_groupkfold,8,67,5,,2.656599235775916,2.255680036304449,1.9908962124899503,0.12212871134953929,-0.7597160364782919,-1.4776359083934931,0.534236897605193,0.44288272018285446
linear_regression,F2_q_season,river_year_groupkfold,9,50,5,,2.103471176263699,1.6446339258156422,1.4319702170264281,0.21770796488876876,-0.27990860474691903,-0.7476581917956406,0.5082727060738709,0.4812139014288113
linear_regression,F2_q_season,river_year_groupkfold,10,37,5,,1.694222836735149,1.3294812476659181,1.186005530920852,0.1236470111188468,-0.02308825451781769,-0.45598265143902106,0.35238322072119266,0.4152316605256583
linear_regression,F2_q_season,river_year_groupkfold,11,34,5,,2.9503782768028204,2.465845692075184,2.490366078522378,-0.6021564372343262,1.4461563868091585,1.7927671599551287,0.13203943190969,0.2039069955867583
linear_regression,F2_q_season,river_year_groupkfold,12,33,5,,2.603842446417857,2.1041671915842013,1.7351871858121504,-0.1875109893276088,0.7581673591381395,0.24682004384701983,0.2984451136172727,0.34963955453749923
linear_regression,F3_q_season_river_fixed,leave_one_river_out,1,29,6,,3.2006511344881834,2.7060207862609893,2.334165640376763,-1.022921957014003,-0.7090451530055158,-1.4625579449264228,0.24032542927472444,0.17807331271436802
linear_regression,F3_q_season_river_fixed,leave_one_river_out,2,30,6,,3.8180363039507053,3.1912759493929794,2.504661271789148,-2.4300703995106936,-0.46700081175792624,-1.3905789431138866,0.18147413121070502,0.20966695102144506
linear_regression,F3_q_season_river_fixed,leave_one_river_out,3,39,6,,3.5161925175459383,2.9714158571958045,2.281492756563015,-1.8964199192829856,-1.1179625018489063,-1.717329746508848,0.22998636409696285,0.16575244246674947
linear_regression,F3_q_season_river_fixed,leave_one_river_out,4,33,6,,3.486457060788984,2.8967775449727284,2.093150028752632,-5.042034940051682,-0.26619543203664175,-1.5383585382332225,0.1613577736404133,0.18813042036356997
linear_regression,F3_q_season_river_fixed,leave_one_river_out,5,33,6,,5.075231419577101,4.208893088754237,4.524692503523979,0.24821687527956338,1.6567073671683306,1.6327937718268437,0.5794751877698159,0.5815148754728279
linear_regression,F3_q_season_river_fixed,leave_one_river_out,6,113,6,,3.127779745653608,2.3466010853756254,1.9062645253931372,0.25131143386281296,0.3512648585812062,0.02159246893471689,0.5367384390155667,0.5119203595351969
linear_regression,F3_q_season_river_fixed,leave_one_river_out,7,47,6,,2.8941804751683775,2.487448305303616,2.3930780472223763,0.1551920111457732,-0.6465616236330523,-1.620740393427229,0.6449822254922772,0.4538526079029511
linear_regression,F3_q_season_river_fixed,leave_one_river_out,8,67,6,,2.8957202007872658,2.460468259263982,2.3035736799641535,-0.043018352723496855,-0.5747386235256602,-1.6198806107223387,0.3354325075380261,0.26101666206475577
linear_regression,F3_q_season_river_fixed,leave_one_river_out,9,50,6,,2.3899067452051077,1.9003641838831464,1.552293405085953,-0.009851902339553575,-0.2026975238817979,-0.8655190735881573,0.3815287136965728,0.32888982902189745
linear_regression,F3_q_season_river_fixed,leave_one_river_out,10,37,6,,2.0290749063124274,1.6998018934762669,1.4459185914682977,-0.2569967921043257,-0.007798777775915194,-0.465504747828831,0.18970832878664476,0.31662898342911255
linear_regression,F3_q_season_river_fixed,leave_one_river_out,11,34,6,,3.5187264067759974,2.9983350997182994,3.1424730086332042,-1.2788750628898597,1.5340031578053461,1.9016059425146368,0.0337739750602332,0.10891378659338696
linear_regression,F3_q_season_river_fixed,leave_one_river_out,12,33,6,,3.3570787513243867,2.7570108730338947,2.622630150912803,-0.9739279247164463,0.7547093567084279,-0.07542498517372831,0.17187763406081588,0.2607981010860734
linear_regression,F3_q_season_river_fixed,leave_one_year_out,1,29,10,,1.428224783001483,1.2523729403251682,1.1468555083690184,0.597194326258875,-0.48433120540580116,-0.7779283702081505,0.6231207027759009,0.8046161023169812
linear_regression,F3_q_season_river_fixed,leave_one_year_out,2,30,9,,1.8821278841191382,1.6236749601657487,1.5778141764365978,0.16647009791179057,-0.5545666496659815,-0.8529850870947557,0.6869296868527915,0.6943920272155506
linear_regression,F3_q_season_river_fixed,leave_one_year_out,3,39,14,,1.8789742385834582,1.46424953671316,1.1029947511819547,0.172900256139483,-0.6624928023454962,-0.5775098491409545,0.5518254944801192,0.6183646175353104
linear_regression,F3_q_season_river_fixed,leave_one_year_out,4,33,11,,1.8659370269108342,1.447538436943514,1.0077034458111367,-0.7306472487107816,-0.40826891811958105,-0.3959301508717532,0.6313854437991716,0.5774538875389867
linear_regression,F3_q_season_river_fixed,leave_one_year_out,5,33,10,,4.078491708618214,3.225924665944322,2.5941227832954468,0.5145102776101141,1.11707972322161,0.3231083342397607,0.8041116609058507,0.7507075404158431
linear_regression,F3_q_season_river_fixed,leave_one_year_out,6,113,19,,2.5678062782197753,1.9511530308966971,1.4977547438693328,0.4953928645144481,0.46835874688381596,0.23851730528185566,0.7258560268573073,0.7178435390620816
linear_regression,F3_q_season_river_fixed,leave_one_year_out,7,47,17,,2.2485003256381946,1.7750969413087394,1.4504233543276177,0.4900909699764504,-0.5122619936949454,-0.7270613430638138,0.5870992052557907,0.7214624886250685
linear_regression,F3_q_season_river_fixed,leave_one_year_out,8,67,17,,2.209931004853809,1.7309446513278899,1.5606204154323553,0.3925141190168572,-0.6238524973983283,-0.6846752617136649,0.66138388201562,0.6715820862223393
linear_regression,F3_q_season_river_fixed,leave_one_year_out,9,50,15,,1.7721479768460602,1.4151395464736964,1.1329444689108583,0.44474082373380974,-0.12605862838798576,-0.13490497447996885,0.6114353038860861,0.6757984317635576
linear_regression,F3_q_season_river_fixed,leave_one_year_out,10,37,10,,1.5382782291924086,1.185586852021667,0.8755039831777331,0.27754999780389344,-0.24452153044941685,-0.10859881192130771,0.7415224301447977,0.642944437030813
linear_regression,F3_q_season_river_fixed,leave_one_year_out,11,34,12,,2.0804498136755427,1.6824916740085059,1.4098537410063576,0.20335652514536628,1.2441365756441272,1.2911624100512165,0.6554596336350235,0.7073200613280318
linear_regression,F3_q_season_river_fixed,leave_one_year_out,12,33,11,,1.8243059136899495,1.4559888688278118,1.0490150031728218,0.4170872368535743,0.6235233167441901,0.5770828419071412,0.6950343626369764,0.7293474321695393
linear_regression,F3_q_season_river_fixed,river_year_groupkfold,1,29,5,,1.445038369796654,1.262036554114911,1.1888243834765735,0.5876545492522508,-0.4366129847458314,-0.845584012431166,0.6322407447073519,0.7945244372260623
linear_regression,F3_q_season_river_fixed,river_year_groupkfold,2,30,5,,1.871886504242559,1.615517158464662,1.5446829683917471,0.17551653015666924,-0.49142499216698615,-0.7847426000208553,0.6998444103009153,0.6967632485546256
linear_regression,F3_q_season_river_fixed,river_year_groupkfold,3,39,5,,1.8957407815295535,1.5046774744676576,1.2144422066201734,0.15807357561920332,-0.6360342031159798,-0.5917751861655591,0.5512178686832976,0.6097600011547314
linear_regression,F3_q_season_river_fixed,river_year_groupkfold,4,33,5,,1.8769430792988986,1.4666513555610967,1.1436011547151805,-0.7511235769279083,-0.3596264928056251,-0.3339697583521284,0.6233593576491822,0.5863311010758085
linear_regression,F3_q_season_river_fixed,river_year_groupkfold,5,33,5,,4.065408256398686,3.230137346634638,2.762574122728922,0.5176201005019472,1.1485311764007162,0.3292660549719981,0.8041116609058507,0.753165537968715
linear_regression,F3_q_season_river_fixed,river_year_groupkfold,6,113,5,,2.5528291748416625,1.9475671268453616,1.4798765424156208,0.5012620868413119,0.4535786001044551,0.36595943470116943,0.7324605027873893,0.7228550219885463
linear_regression,F3_q_season_river_fixed,river_year_groupkfold,7,47,5,,2.2194823283229113,1.763089615665578,1.4179440518902124,0.5031672950347597,-0.4913273300937755,-0.7148638131247473,0.6051406661087217,0.7308243161592982
linear_regression,F3_q_season_river_fixed,river_year_groupkfold,8,67,5,,2.1910385862681,1.7201217248055012,1.501011089559289,0.4028563607804371,-0.5977813907954809,-0.6477231830011867,0.6598469404458236,0.6746301561871182
linear_regression,F3_q_season_river_fixed,river_year_groupkfold,9,50,5,,1.7528948565716707,1.4143620021894174,1.189980512668766,0.4567402726269847,-0.12128644546551805,-0.32241241268348997,0.6048555665023462,0.68335141242806
linear_regression,F3_q_season_river_fixed,river_year_groupkfold,10,37,5,,1.5088370816320347,1.1736753779825222,0.8822637664111594,0.3049393419405968,-0.22124783969368975,-0.0908956560932701,0.7218401910331833,0.6487209620916968
linear_regression,F3_q_season_river_fixed,river_year_groupkfold,11,34,5,,2.0739508120976113,1.6887445416751727,1.4493845054262375,0.20832593175161696,1.2556145293768883,1.3665973445144175,0.6773133822034098,0.7149960127015804
linear_regression,F3_q_season_river_fixed,river_year_groupkfold,12,33,5,,1.8721571736130629,1.4875947887931646,1.0250180633815988,0.38610676817597467,0.6286176254744278,0.5366257211410201,0.6920248320794913,0.7156433261756734
linear_regression,F4_reduced_hydroclimate,leave_one_river_out,1,25,5,,3.05556732028009,2.6945299751510823,2.7497984952428345,-0.718671509254659,-0.8209360824640676,-2.237803217541477,0.4032320421602396,0.32749511067700326
linear_regression,F4_reduced_hydroclimate,leave_one_river_out,2,25,5,,3.6202220846834594,3.0169038230706504,2.8338971307583565,-1.9685858720082026,0.038036990269766126,-0.6773292591908886,0.38414176124756894,0.41582865625183346
linear_regression,F4_reduced_hydroclimate,leave_one_river_out,3,33,5,,3.362901011837457,2.941027677609924,2.7447115281891614,-1.440826921419601,-0.7584913376534888,-2.0745375322724033,0.5140039338555756,0.32646140084893976
linear_regression,F4_reduced_hydroclimate,leave_one_river_out,4,29,5,,3.764139629357696,2.856736476761654,2.049959724968174,-5.826420224476648,0.56861602423065,-1.447214227431549,0.44751114355778737,0.38650504773036276
linear_regression,F4_reduced_hydroclimate,leave_one_river_out,5,33,6,,5.393019720334168,4.464822003218084,5.229279371632636,0.1511227595291802,1.9952702962014326,2.0117246979574146,0.6077218871448085,0.5528422422207918
linear_regression,F4_reduced_hydroclimate,leave_one_river_out,6,113,6,,12.699073216072652,4.864494347381227,2.376098522557177,-11.341641558669888,3.0007865705578904,0.4799763142796891,0.33205791104135335,-0.05342952738037758
linear_regression,F4_reduced_hydroclimate,leave_one_river_out,7,47,6,,3.047879048696961,2.644195452277674,2.408249715661179,0.06308055917611977,-0.4521406112003093,-1.4702874451649057,0.5849596730392573,0.3987135588081771
linear_regression,F4_reduced_hydroclimate,leave_one_river_out,8,67,6,,2.9785927202397744,2.5870872904741664,2.551645212964204,-0.10357284655947385,-0.39998828313813795,-1.6300149869314167,0.30321661541268397,0.2492618605667322
linear_regression,F4_reduced_hydroclimate,leave_one_river_out,9,50,6,,2.471638774740069,1.9172504294336548,1.5892380958671826,-0.08010450491493315,0.1089081940690282,-0.414581884034239,0.40261268969264474,0.32803441268280925
linear_regression,F4_reduced_hydroclimate,leave_one_river_out,10,35,6,,1.9736334977870729,1.5926737428380413,1.421778845884563,-0.2496235453259512,0.4403761171923175,-0.00696812919754386,0.2633791081250117,0.4233720026963986
linear_regression,F4_reduced_hydroclimate,leave_one_river_out,11,28,5,,3.4138647576264978,2.8995790468673133,2.4734463263436126,-1.054315193339192,2.165203614922018,2.4734463263436126,0.346838228161256,0.40895692250094595
linear_regression,F4_reduced_hydroclimate,leave_one_river_out,12,26,5,,3.4951111972649787,2.959212047708665,2.550364252337701,-0.9189082841179155,1.4787836941109056,1.3397135921972012,0.1070817903757868,0.38740454793481127
linear_regression,F4_reduced_hydroclimate,leave_one_year_out,1,25,10,,2.226616116545193,1.8496961611887484,1.718238519845972,0.08735924029666031,-1.05948448966508,-1.6679759611140392,0.6348596083629726,0.5900448340045759
linear_regression,F4_reduced_hydroclimate,leave_one_year_out,2,25,9,,2.2149173821850336,1.9928738620298498,2.144364678521529,-0.11120516719061779,-0.6380702071545692,-1.0739739966785473,0.7136260775080088,0.578260103589796
linear_regression,F4_reduced_hydroclimate,leave_one_year_out,3,33,14,,2.3290514542940195,2.0443028271201173,1.9838052688388013,-0.17075759397788137,-0.945839086146622,-1.7846663613946494,0.6685060922428729,0.48162298282509713
linear_regression,F4_reduced_hydroclimate,leave_one_year_out,4,29,11,,2.100384528047198,1.8102831601160627,1.6682065567089381,-1.1254906077532194,-0.001985645940376891,-0.8696268709442672,0.540167635836272,0.4619674618213638
linear_regression,F4_reduced_hydroclimate,leave_one_year_out,5,33,10,,4.709407861007049,3.81369871391547,3.6847905819967632,0.35268826278919874,1.437722252945256,1.7283243544329343,0.6528497500516011,0.6450935693348847
linear_regression,F4_reduced_hydroclimate,leave_one_year_out,6,113,19,,2.9844787069416316,2.253087670830409,1.6568378895594709,0.31834308588510163,0.5166214903725435,0.3343833439513997,0.5945941472418698,0.6090499975432943
linear_regression,F4_reduced_hydroclimate,leave_one_year_out,7,47,17,,2.675957794979923,2.299711318909023,2.1621543916471477,0.27778698202883,-0.7500203600676719,-1.5854275819883012,0.7365195092428846,0.5907327170139167
linear_regression,F4_reduced_hydroclimate,leave_one_year_out,8,67,17,,2.6391025346853376,2.2185119516927787,2.2701833353040755,0.13365417620522235,-0.6669404794302976,-1.456233764977008,0.5475304441699252,0.43556122088935895
linear_regression,F4_reduced_hydroclimate,leave_one_year_out,9,50,15,,2.078416479168143,1.6376014890860364,1.3491943333282514,0.23623292562062015,-0.11230604934263709,-0.6589227545886929,0.5334870281648453,0.4923148988823276
linear_regression,F4_reduced_hydroclimate,leave_one_year_out,10,35,10,,1.559567730389931,1.1832817982244304,1.0034043644431123,0.2197124722594238,0.14119212039907533,0.02179861676969619,0.48669096895015457,0.5302533046124692
linear_regression,F4_reduced_hydroclimate,leave_one_year_out,11,28,12,,2.5193899975377487,2.068902006373723,1.7343359018919873,-0.11883296844224223,1.5581783720769342,1.5486725132302497,0.6156583860573518,0.5672143778257708
linear_regression,F4_reduced_hydroclimate,leave_one_year_out,12,26,11,,2.422779122329167,1.9798787023833193,1.759707340589502,0.07793854387359367,0.6955108492153949,0.35057362258446,0.49161831555912344,0.491752892404696
