model_id,feature_set,validation_scheme,fold_id,fold_group,fold_year,fold_river,n_train,n_test,rivers_in_test,rmse,mae,bias_mean
ridge_alpha_1,F1_season_only,leave_one_year_out,loyo_2020,2020,2020,,516,31,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.680922292030766,2.1237434706851697,-0.0067236702500913905
ridge_alpha_1,F1_season_only,leave_one_year_out,loyo_2021,2021,2021,,510,37,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.4611961383732432,2.030061190083729,-0.5758202685282218
ridge_alpha_1,F1_season_only,leave_one_year_out,loyo_2022,2022,2022,,537,10,Mackenzie;Yukon,2.994173129635745,2.338235520576639,-0.6880786745197562
ridge_alpha_1,F1_season_only,leave_one_year_out,loyo_2023,2023,2023,,535,12,Mackenzie;Yukon,2.4199018788098434,1.9927239289103256,-0.5268149509006119
ridge_alpha_1,F1_season_only,leave_one_year_out,loyo_2024,2024,2024,,541,6,Mackenzie;Yukon,3.4175918494067132,3.266004295742121,-3.266004295742121
ridge_alpha_1,F1_season_only,river_year_groupkfold,river_year_gkf_1,Kolyma_2021;Lena_2003;Lena_2004;Lena_2010;Lena_2014;Lena_2016;Mackenzie_2007;Mackenzie_2014;Mackenzie_2019;Ob_2004;Ob_2009;Ob_2011;Ob_2013;Ob_2015;Yenisey_2006;Yenisey_2009;Yenisey_2014;Yenisey_2016;Yukon_2012;Yukon_2014;Yukon_2016;Yukon_2023,,,437,110,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.6111021043892535,2.6329933713711764,1.0266042561116282
ridge_alpha_1,F1_season_only,river_year_groupkfold,river_year_gkf_2,Kolyma_2003;Kolyma_2004;Kolyma_2006;Kolyma_2009;Kolyma_2018;Lena_2006;Lena_2009;Lena_2015;Mackenzie_2010;Mackenzie_2012;Mackenzie_2013;Mackenzie_2016;Mackenzie_2024;Ob_2005;Ob_2018;Yenisey_2004;Yenisey_2013;Yukon_2009;Yukon_2010;Yukon_2019;Yukon_2020;Yukon_2022,,,437,110,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.2316672300301925,2.6861092490813667,-0.37642072465730225
ridge_alpha_1,F1_season_only,river_year_groupkfold,river_year_gkf_3,Kolyma_2010;Kolyma_2011;Kolyma_2012;Kolyma_2014;Kolyma_2019;Lena_2005;Lena_2020;Lena_2021;Mackenzie_2005;Mackenzie_2020;Mackenzie_2023;Ob_2003;Ob_2017;Yenisey_2018;Yenisey_2019;Yenisey_2020;Yukon_2005;Yukon_2006;Yukon_2013;Yukon_2018;Yukon_2021,,,438,109,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.018063792606681,2.42210170739962,-0.5427301463592706
ridge_alpha_1,F1_season_only,river_year_groupkfold,river_year_gkf_4,Kolyma_2005;Kolyma_2013;Kolyma_2015;Kolyma_2016;Lena_2017;Lena_2019;Mackenzie_2003;Mackenzie_2004;Mackenzie_2011;Mackenzie_2015;Mackenzie_2018;Ob_2006;Ob_2010;Ob_2012;Ob_2019;Ob_2021;Yenisey_2010;Yenisey_2017;Yenisey_2021;Yukon_2004;Yukon_2017,,,438,109,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.13661112095371,2.625404875683623,-0.7825591709514661
ridge_alpha_1,F1_season_only,river_year_groupkfold,river_year_gkf_5,Kolyma_2017;Kolyma_2020;Lena_2011;Lena_2012;Lena_2013;Lena_2018;Mackenzie_2006;Mackenzie_2009;Mackenzie_2017;Mackenzie_2021;Mackenzie_2022;Ob_2014;Ob_2016;Ob_2020;Yenisey_2005;Yenisey_2011;Yenisey_2012;Yenisey_2015;Yukon_2003;Yukon_2011;Yukon_2015;Yukon_2024,,,438,109,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.6079194825088683,2.6061619378496634,0.651779286542607
ridge_alpha_1,F1_season_only,leave_one_river_out,loro_Kolyma,Kolyma,,Kolyma,460,87,Kolyma,3.128910956828476,2.6502255634118854,-1.632868327448582
ridge_alpha_1,F1_season_only,leave_one_river_out,loro_Lena,Lena,,Lena,460,87,Lena,5.093759558811794,3.5199790075984834,3.2077769811417696
ridge_alpha_1,F1_season_only,leave_one_river_out,loro_Mackenzie,Mackenzie,,Mackenzie,444,103,Mackenzie,2.8508077098464275,2.451170014133474,-2.3563095315219926
ridge_alpha_1,F1_season_only,leave_one_river_out,loro_Ob,Ob,,Ob,460,87,Ob,4.146405069240804,3.613003081776019,3.307579787603352
ridge_alpha_1,F1_season_only,leave_one_river_out,loro_Yenisey,Yenisey,,Yenisey,460,87,Yenisey,2.444451887386771,2.0563591042490117,-0.84255834833779
ridge_alpha_1,F1_season_only,leave_one_river_out,loro_Yukon,Yukon,,Yukon,451,96,Yukon,3.2217352366791845,2.7190574628048396,-1.2737660115067426
ridge_alpha_10,F1_season_only,leave_one_year_out,loyo_2003,2003,2003,,542,5,Kolyma;Lena;Mackenzie;Ob;Yukon,2.9445926213116564,2.7689551975081335,-1.0446859825835215
ridge_alpha_10,F1_season_only,leave_one_year_out,loyo_2004,2004,2004,,505,42,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.249362111596681,2.800442614478696,-0.39863341086460646
ridge_alpha_10,F1_season_only,leave_one_year_out,loyo_2005,2005,2005,,505,42,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.9064508405994136,2.417848614684521,0.12729893996556393
ridge_alpha_10,F1_season_only,leave_one_year_out,loyo_2006,2006,2006,,536,11,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.5524184368346345,3.0063176613426306,1.667467127394698
ridge_alpha_10,F1_season_only,leave_one_year_out,loyo_2007,2007,2007,,546,1,Mackenzie,0.4597242533225394,0.4597242533225394,-0.4597242533225394
ridge_alpha_10,F1_season_only,leave_one_year_out,loyo_2009,2009,2009,,518,29,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.8063336794074036,2.9857435324766275,0.8485862061247716
ridge_alpha_10,F1_season_only,leave_one_year_out,loyo_2010,2010,2010,,516,31,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,4.328329005686114,3.3821712623955777,2.081984493595437
ridge_alpha_10,F1_season_only,leave_one_year_out,loyo_2011,2011,2011,,517,30,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,5.040172258465508,3.516158567386502,2.5890256438454933
ridge_alpha_10,F1_season_only,leave_one_year_out,loyo_2012,2012,2012,,524,23,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.219375011362136,2.4381141282478045,-0.2728496968677258
ridge_alpha_10,F1_season_only,leave_one_year_out,loyo_2013,2013,2013,,514,33,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.2218464938368396,2.636952753145713,-0.2651375934030276
ridge_alpha_10,F1_season_only,leave_one_year_out,loyo_2014,2014,2014,,512,35,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,4.126163870080726,2.8374347667303814,0.3826434941912652
ridge_alpha_10,F1_season_only,leave_one_year_out,loyo_2015,2015,2015,,511,36,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.3705173081508057,2.841580339529094,-0.8935327794018468
ridge_alpha_10,F1_season_only,leave_one_year_out,loyo_2016,2016,2016,,510,37,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.275702505652416,1.9070708533304095,-1.0312295360134365
ridge_alpha_10,F1_season_only,leave_one_year_out,loyo_2017,2017,2017,,512,35,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.612835766393004,2.1839903181690015,-0.2961766346388376
ridge_alpha_10,F1_season_only,leave_one_year_out,loyo_2018,2018,2018,,512,35,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.8671268933856444,2.407789547111935,-0.5470825367557672
ridge_alpha_10,F1_season_only,leave_one_year_out,loyo_2019,2019,2019,,521,26,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.445394637511146,2.6834990014546105,-0.383511379887207
ridge_alpha_10,F1_season_only,leave_one_year_out,loyo_2020,2020,2020,,516,31,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.6793708082133363,2.1248517699833718,-0.012724319992334567
ridge_alpha_10,F1_season_only,leave_one_year_out,loyo_2021,2021,2021,,510,37,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.4548680345928955,2.025061371178872,-0.5842615854951342
ridge_alpha_10,F1_season_only,leave_one_year_out,loyo_2022,2022,2022,,537,10,Mackenzie;Yukon,2.9937312230555455,2.3295053233651024,-0.6908862195453507
ridge_alpha_10,F1_season_only,leave_one_year_out,loyo_2023,2023,2023,,535,12,Mackenzie;Yukon,2.4174753507059545,1.9845093009175716,-0.5280619656363398
ridge_alpha_10,F1_season_only,leave_one_year_out,loyo_2024,2024,2024,,541,6,Mackenzie;Yukon,3.4059278351348383,3.2564691984053433,-3.2564691984053433
ridge_alpha_10,F1_season_only,river_year_groupkfold,river_year_gkf_1,Kolyma_2021;Lena_2003;Lena_2004;Lena_2010;Lena_2014;Lena_2016;Mackenzie_2007;Mackenzie_2014;Mackenzie_2019;Ob_2004;Ob_2009;Ob_2011;Ob_2013;Ob_2015;Yenisey_2006;Yenisey_2009;Yenisey_2014;Yenisey_2016;Yukon_2012;Yukon_2014;Yukon_2016;Yukon_2023,,,437,110,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.6160116813843963,2.6391047434887382,1.0251206681774172
ridge_alpha_10,F1_season_only,river_year_groupkfold,river_year_gkf_2,Kolyma_2003;Kolyma_2004;Kolyma_2006;Kolyma_2009;Kolyma_2018;Lena_2006;Lena_2009;Lena_2015;Mackenzie_2010;Mackenzie_2012;Mackenzie_2013;Mackenzie_2016;Mackenzie_2024;Ob_2005;Ob_2018;Yenisey_2004;Yenisey_2013;Yukon_2009;Yukon_2010;Yukon_2019;Yukon_2020;Yukon_2022,,,437,110,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.2322740414893696,2.688964724864093,-0.37290006677021587
ridge_alpha_10,F1_season_only,river_year_groupkfold,river_year_gkf_3,Kolyma_2010;Kolyma_2011;Kolyma_2012;Kolyma_2014;Kolyma_2019;Lena_2005;Lena_2020;Lena_2021;Mackenzie_2005;Mackenzie_2020;Mackenzie_2023;Ob_2003;Ob_2017;Yenisey_2018;Yenisey_2019;Yenisey_2020;Yukon_2005;Yukon_2006;Yukon_2013;Yukon_2018;Yukon_2021,,,438,109,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.0172028385916096,2.420616234708154,-0.5421259928287349
ridge_alpha_10,F1_season_only,river_year_groupkfold,river_year_gkf_4,Kolyma_2005;Kolyma_2013;Kolyma_2015;Kolyma_2016;Lena_2017;Lena_2019;Mackenzie_2003;Mackenzie_2004;Mackenzie_2011;Mackenzie_2015;Mackenzie_2018;Ob_2006;Ob_2010;Ob_2012;Ob_2019;Ob_2021;Yenisey_2010;Yenisey_2017;Yenisey_2021;Yukon_2004;Yukon_2017,,,438,109,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.130108684597886,2.6216523778099474,-0.7816871466188025
ridge_alpha_10,F1_season_only,river_year_groupkfold,river_year_gkf_5,Kolyma_2017;Kolyma_2020;Lena_2011;Lena_2012;Lena_2013;Lena_2018;Mackenzie_2006;Mackenzie_2009;Mackenzie_2017;Mackenzie_2021;Mackenzie_2022;Ob_2014;Ob_2016;Ob_2020;Yenisey_2005;Yenisey_2011;Yenisey_2012;Yenisey_2015;Yukon_2003;Yukon_2011;Yukon_2015;Yukon_2024,,,438,109,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.60714292027387,2.6028839723313606,0.6486192191861726
ridge_alpha_10,F1_season_only,leave_one_river_out,loro_Kolyma,Kolyma,,Kolyma,460,87,Kolyma,3.1293847390946445,2.6547378341975367,-1.6315056672268446
ridge_alpha_10,F1_season_only,leave_one_river_out,loro_Lena,Lena,,Lena,460,87,Lena,5.095346919272533,3.515587703426944,3.2049167394982767
ridge_alpha_10,F1_season_only,leave_one_river_out,loro_Mackenzie,Mackenzie,,Mackenzie,444,103,Mackenzie,2.837015974834295,2.441246760801573,-2.355952264666691
ridge_alpha_10,F1_season_only,leave_one_river_out,loro_Ob,Ob,,Ob,460,87,Ob,4.143130778468409,3.610986026107268,3.3066136727422757
ridge_alpha_10,F1_season_only,leave_one_river_out,loro_Yenisey,Yenisey,,Yenisey,460,87,Yenisey,2.4517467176673127,2.0670445695709256,-0.8432379284124341
ridge_alpha_10,F1_season_only,leave_one_river_out,loro_Yukon,Yukon,,Yukon,451,96,Yukon,3.222806321102661,2.721559686507859,-1.2707919130065297
linear_regression,F2_q_season,leave_one_year_out,loyo_2003,2003,2003,,540,5,Kolyma;Lena;Mackenzie;Ob;Yukon,2.1111882888813684,1.9775137026701803,-0.45605433806217677
linear_regression,F2_q_season,leave_one_year_out,loyo_2004,2004,2004,,503,42,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.457418829897037,2.1158387953081705,-0.6281879559253207
linear_regression,F2_q_season,leave_one_year_out,loyo_2005,2005,2005,,503,42,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.287750444442595,1.8563693230566787,0.01860264160784501
linear_regression,F2_q_season,leave_one_year_out,loyo_2006,2006,2006,,534,11,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.0015359991954016,2.5885095408899264,1.3420044940335272
linear_regression,F2_q_season,leave_one_year_out,loyo_2007,2007,2007,,544,1,Mackenzie,0.07262588320070495,0.07262588320070495,0.07262588320070495
linear_regression,F2_q_season,leave_one_year_out,loyo_2009,2009,2009,,517,28,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.993967748134163,2.55509060609358,0.1039303394419739
linear_regression,F2_q_season,leave_one_year_out,loyo_2010,2010,2010,,515,30,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.5385813469960703,2.6575717087914836,1.5302779250776024
linear_regression,F2_q_season,leave_one_year_out,loyo_2011,2011,2011,,515,30,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,4.109008443863431,2.9419246042930447,2.1011559903476074
linear_regression,F2_q_season,leave_one_year_out,loyo_2012,2012,2012,,522,23,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.6213044575912563,2.1318318279898545,-0.18845873633116839
linear_regression,F2_q_season,leave_one_year_out,loyo_2013,2013,2013,,512,33,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.914677049903602,2.337034772586574,-0.0607772787771515
linear_regression,F2_q_season,leave_one_year_out,loyo_2014,2014,2014,,510,35,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.482738401982191,2.5262901346043707,0.5320323634049192
linear_regression,F2_q_season,leave_one_year_out,loyo_2015,2015,2015,,509,36,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.7880251837343213,2.308961640920602,-0.3928320042692302
linear_regression,F2_q_season,leave_one_year_out,loyo_2016,2016,2016,,508,37,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.2696577058149487,1.8884001826033798,-0.657514851244668
linear_regression,F2_q_season,leave_one_year_out,loyo_2017,2017,2017,,510,35,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.4429334544598933,2.0182735910188945,-0.14666691691852127
linear_regression,F2_q_season,leave_one_year_out,loyo_2018,2018,2018,,510,35,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.6279448279281548,2.2307587957759716,-0.24651759718437347
linear_regression,F2_q_season,leave_one_year_out,loyo_2019,2019,2019,,519,26,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.9731218826992363,2.3767683456099773,-0.17071503050526388
linear_regression,F2_q_season,leave_one_year_out,loyo_2020,2020,2020,,514,31,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.3685920258248685,1.904910445926098,-0.05320101560445237
linear_regression,F2_q_season,leave_one_year_out,loyo_2021,2021,2021,,508,37,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.4687615905636604,2.103748905315077,-0.722237449016942
linear_regression,F2_q_season,leave_one_year_out,loyo_2022,2022,2022,,535,10,Mackenzie;Yukon,2.3174946866783053,1.6559305963673314,-0.4619859831920431
linear_regression,F2_q_season,leave_one_year_out,loyo_2023,2023,2023,,533,12,Mackenzie;Yukon,1.6954545851381322,1.3554870648967328,-0.32550657064259236
linear_regression,F2_q_season,leave_one_year_out,loyo_2024,2024,2024,,539,6,Mackenzie;Yukon,2.407401148844983,2.3328255574535937,-2.3328255574535937
linear_regression,F2_q_season,river_year_groupkfold,river_year_gkf_1,Kolyma_2009;Kolyma_2010;Kolyma_2021;Lena_2004;Lena_2010;Lena_2014;Lena_2016;Mackenzie_2014;Mackenzie_2019;Ob_2003;Ob_2004;Ob_2009;Ob_2013;Ob_2015;Yenisey_2009;Yenisey_2014;Yenisey_2016;Yukon_2006;Yukon_2014;Yukon_2016;Yukon_2023,,,436,109,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.04704698434033,2.257633084439134,0.43887525383410025
linear_regression,F2_q_season,river_year_groupkfold,river_year_gkf_2,Kolyma_2004;Kolyma_2011;Kolyma_2012;Kolyma_2018;Lena_2015;Mackenzie_2003;Mackenzie_2009;Mackenzie_2010;Mackenzie_2012;Mackenzie_2013;Mackenzie_2016;Mackenzie_2024;Ob_2005;Ob_2006;Ob_2018;Yenisey_2004;Yenisey_2013;Yukon_2009;Yukon_2010;Yukon_2019;Yukon_2022,,,436,109,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.600643640161363,2.1621754175535153,-0.514906099375517
linear_regression,F2_q_season,river_year_groupkfold,river_year_gkf_3,Kolyma_2014;Lena_2005;Lena_2009;Lena_2012;Lena_2019;Lena_2020;Lena_2021;Mackenzie_2005;Mackenzie_2006;Mackenzie_2020;Mackenzie_2023;Ob_2011;Ob_2017;Yenisey_2018;Yenisey_2019;Yenisey_2020;Yukon_2003;Yukon_2005;Yukon_2013;Yukon_2018;Yukon_2021;Yukon_2024,,,436,109,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.8274934583308853,2.3114079476213862,-0.04761481739268178
linear_regression,F2_q_season,river_year_groupkfold,river_year_gkf_4,Kolyma_2005;Kolyma_2013;Kolyma_2015;Kolyma_2016;Kolyma_2019;Lena_2003;Lena_2017;Mackenzie_2004;Mackenzie_2007;Mackenzie_2011;Mackenzie_2015;Mackenzie_2018;Ob_2010;Ob_2019;Ob_2021;Yenisey_2006;Yenisey_2010;Yenisey_2017;Yenisey_2021;Yukon_2004;Yukon_2012;Yukon_2017,,,436,109,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.6584246289643882,2.177304300087604,-0.3465242360569227
linear_regression,F2_q_season,river_year_groupkfold,river_year_gkf_5,Kolyma_2003;Kolyma_2006;Kolyma_2017;Kolyma_2020;Lena_2006;Lena_2011;Lena_2013;Lena_2018;Mackenzie_2017;Mackenzie_2021;Mackenzie_2022;Ob_2012;Ob_2014;Ob_2016;Ob_2020;Yenisey_2005;Yenisey_2011;Yenisey_2012;Yenisey_2015;Yukon_2011;Yukon_2015;Yukon_2020,,,436,109,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.9340139045845746,2.182977382743262,0.6340334310206202
linear_regression,F2_q_season,leave_one_river_out,loro_Kolyma,Kolyma,,Kolyma,460,85,Kolyma,3.9219167983226546,3.1027072748308155,2.911198076729895
linear_regression,F2_q_season,leave_one_river_out,loro_Lena,Lena,,Lena,458,87,Lena,4.016704393203256,2.917841370847668,2.2624068428090833
linear_regression,F2_q_season,leave_one_river_out,loro_Mackenzie,Mackenzie,,Mackenzie,442,103,Mackenzie,2.5771290023543245,2.340397355687087,-2.3138360159254576
linear_regression,F2_q_season,leave_one_river_out,loro_Ob,Ob,,Ob,458,87,Ob,3.5109233863792557,2.901743281807855,2.4365391046274656
linear_regression,F2_q_season,leave_one_river_out,loro_Yenisey,Yenisey,,Yenisey,458,87,Yenisey,3.5168711298703412,2.9186317063195575,-2.7762315029997815
linear_regression,F2_q_season,leave_one_river_out,loro_Yukon,Yukon,,Yukon,449,96,Yukon,2.4508894491676534,2.009377674892424,-0.6886296393890984
ridge_alpha_0.1,F2_q_season,leave_one_year_out,loyo_2003,2003,2003,,540,5,Kolyma;Lena;Mackenzie;Ob;Yukon,2.1113200353776307,1.9778206261981617,-0.45631295287256196
ridge_alpha_0.1,F2_q_season,leave_one_year_out,loyo_2004,2004,2004,,503,42,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.457587791517284,2.11604047057043,-0.6281391172319533
ridge_alpha_0.1,F2_q_season,leave_one_year_out,loyo_2005,2005,2005,,503,42,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.2877714630491326,1.8563399631271333,0.01861082739049244
ridge_alpha_0.1,F2_q_season,leave_one_year_out,loyo_2006,2006,2006,,534,11,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.001470494548221,2.5886516062212706,1.3420891239302877
ridge_alpha_0.1,F2_q_season,leave_one_year_out,loyo_2007,2007,2007,,544,1,Mackenzie,0.07260647395273878,0.07260647395273878,0.07260647395273878
ridge_alpha_0.1,F2_q_season,leave_one_year_out,loyo_2009,2009,2009,,517,28,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.9941587443098094,2.5551101045943136,0.10422447480261528
ridge_alpha_0.1,F2_q_season,leave_one_year_out,loyo_2010,2010,2010,,515,30,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.5388216939151427,2.6578269166355253,1.5304784906257536
ridge_alpha_0.1,F2_q_season,leave_one_year_out,loyo_2011,2011,2011,,515,30,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,4.109309471232511,2.942093391933781,2.1013178351375887
ridge_alpha_0.1,F2_q_season,leave_one_year_out,loyo_2012,2012,2012,,522,23,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.6213805725904042,2.131890797456625,-0.18852304788621685
ridge_alpha_0.1,F2_q_season,leave_one_year_out,loyo_2013,2013,2013,,512,33,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.9144184883418776,2.3369298480711924,-0.060843145861396566
ridge_alpha_0.1,F2_q_season,leave_one_year_out,loyo_2014,2014,2014,,510,35,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.4827973037141104,2.526275147185138,0.531995409959943
ridge_alpha_0.1,F2_q_season,leave_one_year_out,loyo_2015,2015,2015,,509,36,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.787927450404925,2.308902649101678,-0.3929850668300792
ridge_alpha_0.1,F2_q_season,leave_one_year_out,loyo_2016,2016,2016,,508,37,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.269258899815516,1.8881768602290985,-0.657635092727947
ridge_alpha_0.1,F2_q_season,leave_one_year_out,loyo_2017,2017,2017,,510,35,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.442706461202205,2.018109730859603,-0.14670500349472634
ridge_alpha_0.1,F2_q_season,leave_one_year_out,loyo_2018,2018,2018,,510,35,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.6277585022778887,2.2305347798917534,-0.2465964245859419
ridge_alpha_0.1,F2_q_season,leave_one_year_out,loyo_2019,2019,2019,,519,26,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.973105908969406,2.376709962369052,-0.17075262344770464
ridge_alpha_0.1,F2_q_season,leave_one_year_out,loyo_2020,2020,2020,,514,31,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.368496381781691,1.904756866962958,-0.05321095263265598
ridge_alpha_0.1,F2_q_season,leave_one_year_out,loyo_2021,2021,2021,,508,37,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.4685196947433528,2.1035492790387416,-0.7221652227875489
ridge_alpha_0.1,F2_q_season,leave_one_year_out,loyo_2022,2022,2022,,535,10,Mackenzie;Yukon,2.317662819050606,1.6560482760085322,-0.4620394986147298
ridge_alpha_0.1,F2_q_season,leave_one_year_out,loyo_2023,2023,2023,,533,12,Mackenzie;Yukon,1.6957016247831471,1.3556484240033366,-0.32557969431722666
ridge_alpha_0.1,F2_q_season,leave_one_year_out,loyo_2024,2024,2024,,539,6,Mackenzie;Yukon,2.4077307719215684,2.333137551740716,-2.333137551740716
ridge_alpha_0.1,F2_q_season,river_year_groupkfold,river_year_gkf_1,Kolyma_2009;Kolyma_2010;Kolyma_2021;Lena_2004;Lena_2010;Lena_2014;Lena_2016;Mackenzie_2014;Mackenzie_2019;Ob_2003;Ob_2004;Ob_2009;Ob_2013;Ob_2015;Yenisey_2009;Yenisey_2014;Yenisey_2016;Yukon_2006;Yukon_2014;Yukon_2016;Yukon_2023,,,436,109,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,3.047165256070111,2.2576589361143387,0.4390543941931549
ridge_alpha_0.1,F2_q_season,river_year_groupkfold,river_year_gkf_2,Kolyma_2004;Kolyma_2011;Kolyma_2012;Kolyma_2018;Lena_2015;Mackenzie_2003;Mackenzie_2009;Mackenzie_2010;Mackenzie_2012;Mackenzie_2013;Mackenzie_2016;Mackenzie_2024;Ob_2005;Ob_2006;Ob_2018;Yenisey_2004;Yenisey_2013;Yukon_2009;Yukon_2010;Yukon_2019;Yukon_2022,,,436,109,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.600648667533648,2.1622558051041034,-0.5150309981018848
ridge_alpha_0.1,F2_q_season,river_year_groupkfold,river_year_gkf_3,Kolyma_2014;Lena_2005;Lena_2009;Lena_2012;Lena_2019;Lena_2020;Lena_2021;Mackenzie_2005;Mackenzie_2006;Mackenzie_2020;Mackenzie_2023;Ob_2011;Ob_2017;Yenisey_2018;Yenisey_2019;Yenisey_2020;Yukon_2003;Yukon_2005;Yukon_2013;Yukon_2018;Yukon_2021;Yukon_2024,,,436,109,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.82761848320899,2.3114559921381894,-0.047488292428702464
ridge_alpha_0.1,F2_q_season,river_year_groupkfold,river_year_gkf_4,Kolyma_2005;Kolyma_2013;Kolyma_2015;Kolyma_2016;Kolyma_2019;Lena_2003;Lena_2017;Mackenzie_2004;Mackenzie_2007;Mackenzie_2011;Mackenzie_2015;Mackenzie_2018;Ob_2010;Ob_2019;Ob_2021;Yenisey_2006;Yenisey_2010;Yenisey_2017;Yenisey_2021;Yukon_2004;Yukon_2012;Yukon_2017,,,436,109,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.657904195600559,2.176944719768646,-0.34694286309576483
ridge_alpha_0.1,F2_q_season,river_year_groupkfold,river_year_gkf_5,Kolyma_2003;Kolyma_2006;Kolyma_2017;Kolyma_2020;Lena_2006;Lena_2011;Lena_2013;Lena_2018;Mackenzie_2017;Mackenzie_2021;Mackenzie_2022;Ob_2012;Ob_2014;Ob_2016;Ob_2020;Yenisey_2005;Yenisey_2011;Yenisey_2012;Yenisey_2015;Yukon_2011;Yukon_2015;Yukon_2020,,,436,109,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2.9340775552011182,2.1829270382252135,0.6341398466640532
ridge_alpha_0.1,F2_q_season,leave_one_river_out,loro_Kolyma,Kolyma,,Kolyma,460,85,Kolyma,3.919447878106895,3.1005182206380146,2.9085793673381866
ridge_alpha_0.1,F2_q_season,leave_one_river_out,loro_Lena,Lena,,Lena,458,87,Lena,4.017025345926627,2.917971018451621,2.262723472526246
