prediction_id,river,date,year,month,doy,Q_m3s,DOC_predicted_mgC_L,prediction_status,missing_predictor_reason,flux_status,missing_flux_reason,model_spec_id,model_fit_id,freeze_id
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-02-02,Lena,2025-02-02,2025,2,33,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-02-03,Lena,2025-02-03,2025,2,34,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-02-04,Lena,2025-02-04,2025,2,35,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-02-05,Lena,2025-02-05,2025,2,36,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-02-06,Lena,2025-02-06,2025,2,37,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-02-07,Lena,2025-02-07,2025,2,38,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-02-08,Lena,2025-02-08,2025,2,39,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-02-09,Lena,2025-02-09,2025,2,40,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-02-10,Lena,2025-02-10,2025,2,41,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-02-11,Lena,2025-02-11,2025,2,42,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-02-12,Lena,2025-02-12,2025,2,43,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-02-13,Lena,2025-02-13,2025,2,44,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-02-14,Lena,2025-02-14,2025,2,45,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-02-15,Lena,2025-02-15,2025,2,46,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-02-16,Lena,2025-02-16,2025,2,47,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-02-17,Lena,2025-02-17,2025,2,48,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-02-18,Lena,2025-02-18,2025,2,49,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-02-19,Lena,2025-02-19,2025,2,50,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-02-20,Lena,2025-02-20,2025,2,51,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-02-21,Lena,2025-02-21,2025,2,52,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-02-22,Lena,2025-02-22,2025,2,53,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-02-23,Lena,2025-02-23,2025,2,54,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-02-24,Lena,2025-02-24,2025,2,55,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-02-25,Lena,2025-02-25,2025,2,56,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-02-26,Lena,2025-02-26,2025,2,57,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-02-27,Lena,2025-02-27,2025,2,58,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-02-28,Lena,2025-02-28,2025,2,59,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-03-01,Lena,2025-03-01,2025,3,60,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-03-02,Lena,2025-03-02,2025,3,61,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-03-03,Lena,2025-03-03,2025,3,62,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-03-04,Lena,2025-03-04,2025,3,63,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-03-05,Lena,2025-03-05,2025,3,64,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-03-06,Lena,2025-03-06,2025,3,65,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-03-07,Lena,2025-03-07,2025,3,66,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-03-08,Lena,2025-03-08,2025,3,67,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-03-09,Lena,2025-03-09,2025,3,68,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-03-10,Lena,2025-03-10,2025,3,69,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-03-11,Lena,2025-03-11,2025,3,70,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-03-12,Lena,2025-03-12,2025,3,71,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-03-13,Lena,2025-03-13,2025,3,72,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-03-14,Lena,2025-03-14,2025,3,73,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-03-15,Lena,2025-03-15,2025,3,74,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-03-16,Lena,2025-03-16,2025,3,75,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-03-17,Lena,2025-03-17,2025,3,76,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-03-18,Lena,2025-03-18,2025,3,77,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-03-19,Lena,2025-03-19,2025,3,78,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-03-20,Lena,2025-03-20,2025,3,79,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-03-21,Lena,2025-03-21,2025,3,80,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-03-22,Lena,2025-03-22,2025,3,81,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-03-23,Lena,2025-03-23,2025,3,82,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-03-24,Lena,2025-03-24,2025,3,83,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
production_candidate_r4_river_specific_q_and_season_linear_Lena_2025-03-25,Lena,2025-03-25,2025,3,84,,,missing_predictor,missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q,not_calculated,missing_DOC_interval_80;missing_DOC_interval_90;missing_DOC_interval_95;missing_DOC_prediction;missing_Lena__x__log_Q;missing_Q_m3s;missing_log_Q;missing_or_nonpositive_Q_m3s,production_candidate_r4_river_specific_q_and_season_linear,production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,data_freeze_gold_20260526_v1
