model_fit_id,model_spec_id,freeze_id,training_rows_used,training_rivers,training_date_min,training_date_max,training_table_sha256,prediction_grid_sha256,in_sample_rmse_diagnostic,in_sample_mae_diagnostic,production_candidate_not_flux_model,flux_allowed
production_candidate_r4_linear_fit_data_freeze_gold_20260526_v1,production_candidate_r4_river_specific_q_and_season_linear,data_freeze_gold_20260526_v1,545,Kolyma;Lena;Mackenzie;Ob;Yenisey;Yukon,2003-06-18,2024-08-24,0b4eaf0ebf716e23379f15d56cbff82c105251497346b29aa82c8adba95db8e1,3ba36c79ad53b14e6b9d08e699bb995a9f694d4ffe75d4565126fb84cec4767b,1.758012786492568,1.2658866429767728,True,False
