river,year,flux_10pct_date,flux_25pct_date,flux_50pct_date,flux_75pct_date,flux_90pct_date,flux_10pct_doy,flux_25pct_doy,flux_50pct_doy,flux_75pct_doy,flux_90pct_doy,peak_daily_flux_date,peak_daily_flux_doy,peak_daily_flux_TgC_day,flux_centroid_doy,active_flux_season_length,fraction_flux_before_may,fraction_flux_after_july,fraction_flux_after_september,cohort_core_2003_2024,cohort_high_confidence_only,caveat_reason
Yukon,2001,2001-06-02,2001-06-13,2001-06-30,2001-08-07,2001-09-12,153,164,181,219,255,2001-06-21,172,0.0223191942204777,193.66151490825675,103,0.00277492257043213,0.2759660140009172,0.048747013706061604,False,False,coverage_lt_0_90
Yukon,2002,2002-05-23,2002-05-31,2002-06-23,2002-09-08,2002-10-23,143,151,174,251,296,2002-05-26,146,0.0264725366973593,198.99641123466824,154,0.01711475567524309,0.35229805351374727,0.16766417882648668,False,True,outside_core_2003_2024_period;large_logQ_or_doy_extrapolation_day_count;outside_training_year_range;point_prediction_clipped_days_present
Yukon,2003,2003-05-17,2003-06-03,2003-07-03,2003-08-28,2003-09-27,137,154,184,240,270,2003-05-18,138,0.0128142529868413,194.52918084995136,134,0.03740657644340874,0.36551383430802603,0.08696427368536747,True,True,meets_core_annual_criteria
Yukon,2004,2004-05-14,2004-05-28,2004-06-15,2004-07-12,2004-08-26,135,149,167,194,239,2004-06-10,162,0.0152591848746395,175.7543590657957,105,0.033445548822664206,0.17404411648653298,0.04455185915231214,True,True,meets_core_annual_criteria
Yukon,2005,2005-05-11,2005-05-18,2005-06-09,2005-07-24,2005-10-05,131,138,160,205,278,2005-05-16,136,0.0410257322449032,179.79100687164748,148,0.016036403855320156,0.22943158823641002,0.11511769876736244,True,True,large_logQ_or_doy_extrapolation_day_count
Yukon,2006,2006-05-25,2006-06-02,2006-07-03,2006-08-25,2006-10-08,145,153,184,237,281,2006-05-30,150,0.0273908116119161,194.9021287984999,137,0.030729501557702772,0.33121466201165023,0.11825964003084785,True,True,meets_core_annual_criteria
Yukon,2007,2007-05-12,2007-06-04,2007-07-13,2007-09-03,2007-10-12,132,155,194,246,285,2007-05-12,132,0.0140002407360596,202.22608946651488,154,0.018378933080155202,0.41774452169651477,0.15139725907038076,True,True,large_logQ_or_doy_extrapolation_day_count
Yukon,2008,2008-05-21,2008-05-31,2008-06-29,2008-08-18,2008-09-30,142,152,181,231,274,2008-05-24,145,0.0221786008391789,193.76647843167208,133,0.027439170651951405,0.3421441460130637,0.09885612537147799,True,True,large_logQ_or_doy_extrapolation_day_count;point_prediction_clipped_days_present
Yukon,2009,2009-05-18,2009-05-28,2009-06-15,2009-07-14,2009-09-18,138,148,166,195,261,2009-05-24,144,0.0338129979420091,177.92366713677714,124,0.03910570819729,0.18328325544541532,0.07566314445503355,True,True,meets_core_annual_criteria
Yukon,2010,2010-05-19,2010-05-30,2010-07-16,2010-08-27,2010-09-21,139,150,197,239,264,2010-05-22,142,0.0185800087078512,195.16148829271785,126,0.03912896203221528,0.41721532045932963,0.06149135748044455,True,True,meets_core_annual_criteria
Yukon,2011,2011-05-21,2011-06-05,2011-07-05,2011-08-20,2011-09-26,141,156,186,232,269,2011-06-08,159,0.0160834372778213,194.21399027790522,129,0.028645764201036265,0.3481091047285619,0.08816163169745764,True,True,meets_core_annual_criteria
Yukon,2012,2012-05-22,2012-06-06,2012-07-05,2012-09-02,2012-10-10,143,158,187,246,284,2012-06-09,161,0.01560191113803,200.04188396555378,142,0.027142475456463973,0.35730772048013615,0.14210028455644888,True,True,meets_core_annual_criteria
Yukon,2013,2013-06-04,2013-06-15,2013-07-09,2013-09-16,2013-10-30,155,166,190,259,303,2013-06-03,154,0.0228410332963297,209.81716653733238,149,0.030047273285272607,0.39007545417815853,0.20022438496088457,True,True,point_prediction_clipped_days_present
Yukon,2014,2014-05-16,2014-06-02,2014-07-09,2014-08-22,2014-10-05,136,153,190,234,278,2014-05-22,142,0.0134671495173006,195.46991910053077,143,0.04091944977414159,0.3585101229855884,0.11213965143484214,True,True,meets_core_annual_criteria
Yukon,2015,2015-05-18,2015-06-01,2015-07-08,2015-09-19,2015-10-18,138,152,189,262,291,2015-06-03,154,0.0152762521731275,203.04891106786772,154,0.04642272058987262,0.4314000383769323,0.18848069501301123,True,True,meets_core_annual_criteria
Yukon,2016,2016-05-13,2016-05-31,2016-07-21,2016-09-07,2016-10-08,134,152,203,251,282,2016-05-26,147,0.0145903187297605,201.95720673607929,149,0.04687135201432076,0.4579387223223944,0.13559168306941813,True,True,meets_core_annual_criteria
Yukon,2017,2017-05-21,2017-06-02,2017-07-13,2017-09-20,2017-10-22,141,153,194,263,295,2017-05-30,150,0.0134981629433156,204.682992346564,155,0.0461123474186099,0.441936506592804,0.19822238028372358,True,True,meets_core_annual_criteria
Yukon,2018,2018-05-21,2018-06-03,2018-07-01,2018-09-05,2018-10-09,141,154,182,248,282,2018-05-28,148,0.0171178317090591,197.09528230937755,142,0.041213882042453125,0.35791735583188977,0.1314445417283471,True,True,meets_core_annual_criteria
Yukon,2019,2019-05-16,2019-06-01,2019-06-24,2019-09-02,2019-10-26,136,152,175,245,299,2019-06-05,156,0.0159477813151346,196.03280427863672,164,0.06264955012056045,0.36151457683082777,0.16720863272159237,True,True,meets_core_annual_criteria
Yukon,2020,2020-05-15,2020-05-30,2020-07-02,2020-08-23,2020-10-08,136,151,184,236,282,2020-05-17,138,0.0199924146935227,195.52008905213643,147,0.03638239610533754,0.33322031735772917,0.12489853582958574,True,True,meets_core_annual_criteria
Yukon,2021,2021-05-16,2021-05-31,2021-07-02,2021-09-02,2021-10-11,136,151,183,245,284,2021-05-22,142,0.0151948296631566,194.80456058507374,149,0.05657650710830955,0.3605006771572021,0.1279368532208718,True,True,meets_core_annual_criteria
Yukon,2022,2022-05-26,2022-06-11,2022-07-12,2022-09-15,2022-10-24,146,162,193,258,297,2022-05-25,145,0.0169317652423995,207.7111537442438,152,0.03364109804950585,0.4118225729053916,0.18846313061758815,True,True,meets_core_annual_criteria
Yukon,2023,2023-05-26,2023-06-04,2023-06-27,2023-08-29,2023-10-07,146,155,178,241,280,2023-05-27,147,0.0372346117983162,194.06112106529147,135,0.059302584014616126,0.3271602696879643,0.12296585628043889,True,True,meets_core_annual_criteria
Yukon,2024,2024-05-22,2024-06-08,2024-07-21,2024-09-16,2024-11-02,143,160,203,260,307,2024-05-23,144,0.017563617314236,209.38411133266317,165,0.06088018919331642,0.4586730295806472,0.191618196113816,True,True,meets_core_annual_criteria
Yukon,2025,2025-05-15,2025-06-02,2025-06-29,2025-08-17,2025-09-20,135,153,180,229,263,2025-05-16,136,0.0162777804862413,183.78522415724427,129,0.0734452792699697,0.30000900296177396,0.031408059106616086,False,True,outside_core_2003_2024_period;outside_training_year_range
