river,year,season_window,seasonal_flux_TgC,seasonal_fraction_of_annual,seasonal_Q_volume_km3,seasonal_flow_weighted_DOC,n_days_with_flux,fraction_flux_from_low_confidence_days,annual_confidence_tier,cohort_core_2003_2024,cohort_high_confidence_only,cohort_sensitivity_only,cohort_exclude_from_trend,caveat_reason
Lena,2002,may_july,4.370906621595474,0.7563380906145173,339.446592,12.876566519175656,92,0.0,high,False,True,False,False,outside_core_2003_2024_period;outside_training_year_range
Lena,2002,late_summer,0.8159143240728153,0.1411851442731143,112.93343999999999,7.224736305498339,61,0.0,high,False,True,False,False,outside_core_2003_2024_period;outside_training_year_range
Lena,2002,fall_winter,0.3746179962413479,0.06482359027921605,54.527904000000014,6.870207155612523,92,0.14494089873431687,high,False,True,False,False,outside_core_2003_2024_period;outside_training_year_range
Lena,2003,winter,0.1964101315885735,0.041483557932444244,22.907232,8.574153856239736,90,0.02762216727684136,high,True,True,False,False,meets_core_annual_criteria
Lena,2003,spring_transition,0.0389552493850726,0.008227693406486604,6.163775999999999,6.3200300246267895,30,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2003,may_july,3.1826901464363018,0.6722123242973826,270.37497599999995,11.771393172259803,92,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2003,late_summer,0.8686099646652319,0.1834581113430952,118.99872000000002,7.299321914262899,61,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2003,fall_winter,0.4479846049204914,0.09461831302058711,62.19158399999999,7.203299483745198,92,0.1129588759867958,high,True,True,False,False,meets_core_annual_criteria
Lena,2004,winter,0.1308502390732745,0.022253406283101202,17.114976000000002,7.645365034299741,91,0.04138333522256965,high,True,True,False,False,large_logQ_or_doy_extrapolation_day_count
Lena,2004,spring_transition,0.0096011807212551,0.001632851242005924,2.740608,3.503303179898952,30,0.10828688844368398,high,True,True,False,False,large_logQ_or_doy_extrapolation_day_count
Lena,2004,may_july,4.003624412872896,0.6808874121713402,322.33152960000007,12.420827766496283,92,0.00039414333153498974,high,True,True,False,False,large_logQ_or_doy_extrapolation_day_count
Lena,2004,late_summer,1.0917092304312197,0.18566453695352597,139.10399999999998,7.84815124246048,61,0.0,high,True,True,False,False,large_logQ_or_doy_extrapolation_day_count
Lena,2004,fall_winter,0.6442243794395606,0.10956179335002363,79.59168,8.094117116758502,92,0.1350219935303236,high,True,True,False,False,large_logQ_or_doy_extrapolation_day_count
Lena,2005,winter,0.30994930122480213,0.04659052262301217,31.88592,9.720569493519612,90,0.027912151859748147,high,True,True,False,False,meets_core_annual_criteria
Lena,2005,spring_transition,0.049011881850114306,0.007367299042490712,7.138368,6.86597858923996,30,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2005,may_july,4.028988291770752,0.6056237888384554,327.134592,12.315995893735241,92,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2005,late_summer,1.755658957739699,0.2639046710724445,194.92704,9.006749180307168,61,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2005,fall_winter,0.509017118167953,0.07651371842359479,66.705984,7.630756457590935,92,0.14332021076713267,high,True,True,False,False,meets_core_annual_criteria
Lena,2006,winter,0.25561906733691814,0.03649251939550567,27.550368000000006,9.278245115888216,90,0.02751530332800759,high,True,True,False,False,meets_core_annual_criteria
Lena,2006,spring_transition,0.037797233486783696,0.0053959835253404856,6.038495999999999,6.25937874046534,30,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2006,may_july,4.4101852614594925,0.6296039370938585,347.300352,12.698476221122567,92,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2006,late_summer,1.4611657027289822,0.2085979668981603,167.39136,8.729038958336828,61,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2006,fall_winter,0.8399304530740919,0.11990959308713245,94.68316800000002,8.870958490468935,92,0.1295345069825789,high,True,True,False,False,meets_core_annual_criteria
Lena,2007,winter,0.38713474963728955,0.05170764567833723,37.64016,10.285151541260555,90,0.029686935564065122,high,True,True,False,False,meets_core_annual_criteria
Lena,2007,spring_transition,0.06494824426907489,0.008674811045099583,8.637408,7.519413725631156,30,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2007,may_july,4.981992561655318,0.6654197443953029,387.15753599999994,12.868127566695026,92,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2007,late_summer,1.4283146175501322,0.1907728154878044,168.23808000000002,8.48984140540676,61,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2007,fall_winter,0.6246022157038613,0.0834249833934534,78.488352,7.957896933596801,92,0.1312234233377051,high,True,True,False,False,meets_core_annual_criteria
Lena,2008,winter,0.3196240766741689,0.04274806312239129,32.644512,9.791050841077759,91,0.02377241601258059,high,True,True,False,False,meets_core_annual_criteria
Lena,2008,spring_transition,0.05036062040327001,0.00673547187772215,7.337088000000001,6.86384304008233,30,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2008,may_july,4.38238580660309,0.586121380581467,343.489248,12.758436638468213,92,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2008,late_summer,1.9876673515239516,0.2658402029452906,211.67999999999995,9.389962922921177,61,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2008,fall_winter,0.7368874913090595,0.09855488147312658,87.113664,8.458919731685993,92,0.10964074708172443,high,True,True,False,False,meets_core_annual_criteria
Lena,2009,winter,0.3211085699635432,0.04463959486384891,32.3352,9.930619571350952,90,0.03080515320132271,high,True,True,False,False,meets_core_annual_criteria
Lena,2009,spring_transition,0.0341624659492149,0.004749168294375095,5.665248000000001,6.030180134959061,30,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2009,may_july,4.881960497955921,0.6786761835562618,375.00537599999996,13.018374696462818,92,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2009,late_summer,1.1628044687144585,0.1616497510333646,145.584,7.987172139208025,61,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2009,fall_winter,0.7933216195665702,0.11028530225214733,92.17584,8.606611228783754,92,0.1012825592779885,high,True,True,False,False,meets_core_annual_criteria
Lena,2010,winter,0.260393921531244,0.04591678336836105,27.821663999999995,9.359394230742229,90,0.03283701121958924,high,True,True,False,False,meets_core_annual_criteria
Lena,2010,spring_transition,0.021784630734229798,0.0038414113674437238,4.274208,5.096764297439799,30,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2010,may_july,3.9739485712279636,0.7007495973372331,319.91068800000005,12.422056280995426,92,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2010,late_summer,1.041009773426312,0.18356734277695957,134.79264,7.723046105679915,61,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2010,fall_winter,0.3738596849241678,0.06592486514999919,54.55468800000001,6.852934158915408,92,0.16600838631050702,high,True,True,False,False,meets_core_annual_criteria
Lena,2011,winter,0.17864283292076,0.03640862382055545,21.314880000000002,8.381132472749766,90,0.026976355920214874,high,True,True,False,False,meets_core_annual_criteria
Lena,2011,spring_transition,0.020814364385795602,0.004242108964553555,4.16448,4.998070439958212,30,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2011,may_july,3.1531039697060668,0.6426240248387115,267.26112000000006,11.7978401411551,92,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2011,late_summer,0.975226120902664,0.19875771334008224,128.61504000000002,7.58252006066061,61,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2011,fall_winter,0.5788203828723644,0.11796752903609371,74.2824,7.792160496596353,92,0.14868100634215772,high,True,True,False,False,meets_core_annual_criteria
Lena,2012,winter,0.2762158242265645,0.0403212155271843,29.411596799999998,9.39139163727992,91,0.0191468958142778,high,True,True,False,False,meets_core_annual_criteria
Lena,2012,spring_transition,0.06763501012617619,0.00987317011296186,8.958988800000002,7.549402241263855,30,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2012,may_july,4.381777396411672,0.6396396415287919,350.2116,12.511799713121086,92,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2012,late_summer,1.6037728465128518,0.23411428647132315,182.52432000000002,8.78662551112561,61,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2012,fall_winter,0.5209832827959304,0.07605168635973625,68.0060448,7.660837861223983,92,0.0864947450466612,high,True,True,False,False,meets_core_annual_criteria
Lena,2013,winter,0.265422672487515,0.03667872145056197,28.349567999999998,9.362494429809987,90,0.027599972291807082,high,True,True,False,False,meets_core_annual_criteria
Lena,2013,spring_transition,0.0358697081970524,0.004956829886243084,5.822496,6.160538057399086,30,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2013,may_july,4.466697827984467,0.6172523390750607,345.82291200000003,12.916141970328647,92,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2013,late_summer,1.9771649855673883,0.273224148818115,212.54832,9.302190605728574,61,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2013,fall_winter,0.4912658692749865,0.06788796077001674,65.38976640000001,7.512886133738982,92,0.16370072987760317,high,True,True,False,False,meets_core_annual_criteria
Lena,2014,winter,0.2940045863374298,0.04333927802635739,30.521663999999998,9.632652608240319,90,0.029579057899245295,high,True,True,False,False,meets_core_annual_criteria
Lena,2014,spring_transition,0.0390402660155506,0.005754933840144293,6.161184,6.3364875997133,30,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2014,may_july,4.8276573867177,0.7116459926881065,364.419648,13.247522226676711,92,0.10868344448677848,high,True,True,False,False,meets_core_annual_criteria
Lena,2014,late_summer,1.0863499083266674,0.1601390689084068,139.08672,7.810594054749943,61,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2014,fall_winter,0.5367384399452942,0.07912072653698246,68.18947200000001,7.871280187435657,92,0.08917463819348724,high,True,True,False,False,meets_core_annual_criteria
Lena,2015,winter,0.2123158592672918,0.03257621913068863,24.1100064,8.806130357032867,90,0.026112683117161275,high,True,True,False,False,meets_core_annual_criteria
Lena,2015,spring_transition,0.039044156366080794,0.005990654668679585,6.190559999999999,6.307047563723233,30,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2015,may_july,5.063632074478354,0.7769273036157135,384.2404128,13.178291261918915,92,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2015,late_summer,0.8190555022372845,0.1256699881636607,114.41952,7.158354642960287,61,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2015,fall_winter,0.38346318493077924,0.058835834421254916,55.9819296,6.849767195784267,92,0.11274158371904922,high,True,True,False,False,meets_core_annual_criteria
Lena,2016,winter,0.21438006295004464,0.03136932945743235,24.336288,8.809069934989648,91,0.027909076093641728,high,True,True,False,False,meets_core_annual_criteria
Lena,2016,spring_transition,0.0267330204158598,0.003911730005475291,4.8885119999999995,5.468539387007972,30,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2016,may_july,4.494119652166617,0.6576055536600287,355.4686080000001,12.642803192811389,92,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2016,late_summer,1.619954171584265,0.23704105416841015,182.93903999999998,8.8551583717957,61,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2016,fall_winter,0.47887893547491356,0.0700723327086509,63.351936000000016,7.559026064727017,92,0.1860448853530491,high,True,True,False,False,meets_core_annual_criteria
Lena,2017,winter,0.20827027820890143,0.03231470310084529,23.838623999999992,8.736673652342763,90,0.03590447908716242,high,True,True,False,False,meets_core_annual_criteria
Lena,2017,spring_transition,0.032383747741987594,0.005024582492396518,5.463071999999998,5.9277541540710335,30,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2017,may_july,4.345007757799751,0.6741606957634891,336.734496,12.90336395413363,92,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2017,late_summer,1.19694463708988,0.18571498011306423,146.33568000000005,8.179444938444833,61,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2017,fall_winter,0.6624559880247793,0.10278503853020221,81.37929600000001,8.140350440298521,92,0.14244336793128476,high,True,True,False,False,meets_core_annual_criteria
Lena,2018,winter,0.17548176473246208,0.024605048544683632,21.148992000000003,8.297405603655564,90,0.04032593682526055,high,True,True,False,False,meets_core_annual_criteria
Lena,2018,spring_transition,0.0300958745971973,0.0042198712589181335,5.217695999999999,5.76803911097904,30,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2018,may_july,3.9917348745570225,0.5596982143171552,320.88182399999994,12.439890875704524,92,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2018,late_summer,2.245132837655456,0.31479967473541576,233.44416,9.617429871261113,61,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2018,fall_winter,0.6894960633988085,0.09667719114382489,82.705536,8.336758296310576,92,0.10389029598782663,high,True,True,False,False,meets_core_annual_criteria
Lena,2019,winter,0.305374067121314,0.0690319502289442,31.358016000000006,9.73830956401445,90,0.027963714373519185,high,True,True,False,False,meets_core_annual_criteria
Lena,2019,spring_transition,0.03300961813271059,0.007462055758351216,5.5295999999999985,5.969621334764171,30,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2019,may_july,3.1135504842091213,0.7038399301137891,263.860416,11.799990811085225,92,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2019,late_summer,0.5363753901831774,0.12125141990019124,85.89024,6.24489336836386,61,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2019,fall_winter,0.4353531951873568,0.09841464399872035,60.44371199999999,7.202621758031035,92,0.1253227054117511,high,True,True,False,False,meets_core_annual_criteria
Lena,2020,winter,0.1802421938804166,0.029133677401437692,21.406464000000007,8.419989115456973,91,0.03238682607890151,high,True,True,False,False,meets_core_annual_criteria
Lena,2020,spring_transition,0.016865759982469298,0.0027261186733298225,3.7160639999999994,4.538608587599922,30,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2020,may_july,4.69101710413812,0.7582385458937498,354.687552,13.225773156364182,92,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2020,late_summer,0.9434247751316185,0.15249166945584308,125.38368,7.524302805051039,61,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2020,fall_winter,0.35518009446386345,0.05740998857563643,53.20339200000001,6.675891914257424,92,0.20117042488274467,high,True,True,False,False,meets_core_annual_criteria
Lena,2021,winter,0.2579024529245345,0.04556305767009796,27.888191999999997,9.247729394739498,90,0.023888429555710165,high,True,True,False,False,meets_core_annual_criteria
Lena,2021,spring_transition,0.05490544566596209,0.009700024016493855,7.726752000000001,7.105889468946821,30,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2021,may_july,3.5724824183507637,0.6311425913438534,297.28598400000004,12.016989063133119,92,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2021,late_summer,1.1149283617094095,0.19697193518922537,140.91840000000002,7.911872131030529,61,0.0,high,True,True,False,False,meets_core_annual_criteria
Lena,2021,fall_winter,0.6601225300516044,0.1166223917803263,81.30672,8.118917231584414,92,0.0562212174882509,high,True,True,False,False,meets_core_annual_criteria
Lena,2022,winter,0.3590028870466768,0.05448023013292549,35.461152,10.123835995138611,90,0.018309463102591628,high,True,True,False,False,outside_training_year_range
Lena,2022,spring_transition,0.0667315792115885,0.010126803777230351,8.853408000000002,7.537388902848494,30,0.0,high,True,True,False,False,outside_training_year_range
Lena,2022,may_july,3.5623793328478577,0.5406063652326425,298.99670399999997,11.914443487804672,92,0.0,high,True,True,False,False,outside_training_year_range
Lena,2022,late_summer,1.9780429447858467,0.3001765131508017,212.31936000000002,9.316356948258743,61,0.0,high,True,True,False,False,outside_training_year_range
Lena,2022,fall_winter,0.6234425689367418,0.09461008770639735,76.535712,8.145773425832195,92,0.06738445347662972,high,True,True,False,False,outside_training_year_range
Lena,2023,winter,0.2281480740984225,0.0387297510558751,25.4232,8.974010907298338,90,0.022178497757197095,high,True,True,False,False,outside_training_year_range
Lena,2023,spring_transition,0.031972087485875,0.0054274882396351575,5.421599999999999,5.897168268753967,30,0.0,high,True,True,False,False,outside_training_year_range
Lena,2023,may_july,4.411952466273292,0.7489601714341199,348.4512,12.661607898819966,92,0.0,high,True,True,False,False,outside_training_year_range
Lena,2023,late_summer,0.799579335794083,0.13573425393618485,112.104,7.132478196978576,61,0.0,high,True,True,False,False,outside_training_year_range
Lena,2023,fall_winter,0.4191185132686248,0.07114833533418181,59.396544000000006,7.056277773815079,92,0.1255936770815827,high,True,True,False,False,outside_training_year_range
Lena,2024,winter,0.253778822225573,0.04979249177173993,27.623808,9.186960111566725,91,0.020375757998858466,medium,True,False,False,False,outside_training_year_range
Lena,2024,spring_transition,0.0464670030540528,0.00911702500206965,6.964703999999999,6.671784336283955,30,0.0,medium,True,False,False,False,outside_training_year_range
Lena,2024,may_july,3.3208980376127286,0.6515744172917686,275.762016,12.042623149421464,92,0.0,medium,True,False,False,False,outside_training_year_range
Lena,2024,late_summer,0.8204810665719026,0.16098189911148963,112.43232,7.297555245430368,61,0.0,medium,True,False,False,False,outside_training_year_range
Lena,2024,fall_winter,0.6551037779270459,0.12853416682292873,78.55142400000001,8.339807791734623,80,0.0987204916054129,medium,True,False,False,False,outside_training_year_range
Lena,2025,may_july,6.088796681520105,0.7454888156028784,448.81343999999996,13.566431258208553,78,0.0,low,False,False,False,False,coverage_lt_0_90
Lena,2025,late_summer,1.3032308369068712,0.15956256447379016,157.30848,8.284555523687436,61,0.0,low,False,False,False,False,coverage_lt_0_90
Lena,2025,fall_winter,0.7754949904064712,0.09494861992333005,91.829376,8.444955461817308,92,0.10843454831105906,low,False,False,False,False,coverage_lt_0_90
Mackenzie,2000,winter,0.1158388618081299,0.08658774716465265,26.765855999999996,4.327859411936401,91,0.16976907831071764,high,False,True,False,False,outside_core_2003_2024_period;outside_training_year_range
Mackenzie,2000,spring_transition,0.0323182100436676,0.024157359252288773,8.689248000000001,3.71933336966202,30,0.0,high,False,True,False,False,outside_core_2003_2024_period;outside_training_year_range
Mackenzie,2000,may_july,0.5961266362671274,0.4455953870188168,113.665248,5.244581318884128,92,0.0,high,False,True,False,False,outside_core_2003_2024_period;outside_training_year_range
Mackenzie,2000,late_summer,0.35563628612538856,0.2658325914545546,71.84160000000003,4.95028348652301,61,0.0,high,False,True,False,False,outside_core_2003_2024_period;outside_training_year_range
Mackenzie,2000,fall_winter,0.2379004896152872,0.17782691510967388,50.45673599999999,4.71494013436168,92,0.04047769450461656,high,False,True,False,False,outside_core_2003_2024_period;outside_training_year_range
Mackenzie,2001,winter,0.16152331844588622,0.1026923245146849,34.084799999999994,4.738866545964492,90,0.1464015430703632,high,False,True,False,False,outside_core_2003_2024_period;outside_training_year_range
Mackenzie,2001,spring_transition,0.041453594111667796,0.026355116894416674,10.321344000000003,4.016298082078179,30,0.0,high,False,True,False,False,outside_core_2003_2024_period;outside_training_year_range
Mackenzie,2001,may_july,0.763925345187176,0.48568386414891757,136.543104,5.594755962096634,92,0.0,high,False,True,False,False,outside_core_2003_2024_period;outside_training_year_range
Mackenzie,2001,late_summer,0.35583842057562,0.22623281215452992,71.81568000000001,4.95488479083708,61,0.0,high,False,True,False,False,outside_core_2003_2024_period;outside_training_year_range
Mackenzie,2001,fall_winter,0.2501453110584055,0.15903588228743953,52.49750400000001,4.764899128507332,92,0.04507178173351313,high,False,True,False,False,outside_core_2003_2024_period;outside_training_year_range
Mackenzie,2002,winter,0.1808541030196224,0.11388589866013385,37.03363199999999,4.883509751882476,90,0.15715725124501045,high,False,True,False,False,outside_core_2003_2024_period;outside_training_year_range
Mackenzie,2002,spring_transition,0.0392406832093008,0.0247103073511358,9.916992,3.956913871595578,30,0.0,high,False,True,False,False,outside_core_2003_2024_period;outside_training_year_range
Mackenzie,2002,may_july,0.7266554977223508,0.45758328394384223,130.284288,5.5774607120879764,92,0.04598632643201782,high,False,True,False,False,outside_core_2003_2024_period;outside_training_year_range
Mackenzie,2002,late_summer,0.4122416225468646,0.2595932680817727,80.33471999999999,5.131549877149848,61,0.0,high,False,True,False,False,outside_core_2003_2024_period;outside_training_year_range
Mackenzie,2002,fall_winter,0.22903703428703878,0.14422724196310446,49.267008000000004,4.648892709032448,92,0.052253450594020236,high,False,True,False,False,outside_core_2003_2024_period;outside_training_year_range
Mackenzie,2003,winter,0.12238565393922529,0.08011653957073485,27.807840000000002,4.401120473191385,90,0.1689518951606338,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2003,spring_transition,0.0363828484662555,0.023817071895455035,9.415008,3.8643459959096047,30,0.0,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2003,may_july,0.8112333657234239,0.531052520897226,143.500032,5.653192925583659,92,0.0,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2003,late_summer,0.30878390059972444,0.20213723418505009,64.68768,4.773457644480797,61,0.0,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2003,fall_winter,0.248809589170841,0.16287663345152156,52.357536,4.752125638052291,92,0.06183644422685574,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2004,winter,0.1710472781050093,0.13978044316582203,35.633088,4.800237299248768,91,0.17279575484211818,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2004,spring_transition,0.0386063320224439,0.03154923164454632,9.841824000000003,3.9226805948211925,30,0.0,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2004,may_july,0.619288049950522,0.5060843939079704,115.35091200000002,5.368731284504508,92,0.05405487337325374,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2004,late_summer,0.21753098583731728,0.1777670942180744,49.90723200000001,4.3587066867847994,61,0.0,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2004,fall_winter,0.17721268681821997,0.14481883706357193,40.796352,4.343836596424713,92,0.08003427835290673,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2005,winter,0.13566279654218028,0.0800829577420785,29.985119999999995,4.524337289368351,90,0.16568028343019792,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2005,spring_transition,0.0406920396319261,0.024020873617103377,10.190880000000002,3.992985849301299,30,0.0,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2005,may_july,0.9005068088822313,0.5315771940448509,153.847296,5.853250803200567,92,0.07567341264615642,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2005,late_summer,0.33326686311543974,0.1967303991659252,68.47200000000001,4.867199192596138,61,0.0,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2005,fall_winter,0.2838997890735014,0.1675885754300316,57.864672,4.906271465143808,92,0.02816567351345225,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2006,winter,0.17572066907178502,0.10853651333058646,36.354528,4.833529101843646,90,0.11995535084222166,high,True,True,False,False,large_logQ_or_doy_extrapolation_day_count
Mackenzie,2006,spring_transition,0.05041653537802731,0.03114053112274357,11.869632,4.2475230384589135,30,0.0,high,True,True,False,False,large_logQ_or_doy_extrapolation_day_count
Mackenzie,2006,may_july,0.8844304710777994,0.5462817784679479,152.567712,5.796970141872508,92,0.0922195170329951,high,True,True,False,False,large_logQ_or_doy_extrapolation_day_count
Mackenzie,2006,late_summer,0.302249633187218,0.18668903046452592,63.69408,4.745333211300344,61,0.0,high,True,True,False,False,large_logQ_or_doy_extrapolation_day_count
Mackenzie,2006,fall_winter,0.20618318871743394,0.12735214661418467,45.404928,4.540987020559494,92,0.09530449588365965,high,True,True,False,False,large_logQ_or_doy_extrapolation_day_count
Mackenzie,2007,winter,0.12684660063359,0.0724054427104426,28.410911999999996,4.464714143410613,90,0.204493316931361,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2007,spring_transition,0.0370942711737387,0.02117382029112518,9.537696,3.8892276681643083,30,0.0,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2007,may_july,0.9163758668886788,0.5230774809874584,157.86144,5.804937968947218,92,0.0,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2007,late_summer,0.38798199152857765,0.2214644122900276,76.62816,5.063177708150384,61,0.0,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2007,fall_winter,0.2835944408573509,0.1618788437209362,57.82060799999999,4.904729484293131,92,0.06202588472626985,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2008,winter,0.19379866381799188,0.11384272360685453,39.019104,4.96676355812774,91,0.19477967981464764,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2008,spring_transition,0.038884637988393,0.022841917523345953,9.892800000000001,3.930599829006383,30,0.0,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2008,may_july,0.8726532113672869,0.5126207600668558,151.37193599999998,5.764960364695947,92,0.0,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2008,late_summer,0.31986623435093975,0.1878983197870673,66.33792,4.821770630597743,61,0.0,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2008,fall_winter,0.277134105265874,0.16279627901586602,56.85552,4.874357059189303,92,0.0512904535349776,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2009,winter,0.1482797107837206,0.08302531130438372,31.929984,4.643901819171758,90,0.1791021870048338,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2009,spring_transition,0.034474004702827195,0.019302809246342652,9.064224,3.803304585459145,30,0.0,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2009,may_july,0.9596598987145171,0.5373362371425238,162.98928,5.887871268064511,92,0.08887645735533076,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2009,late_summer,0.3632266957827229,0.20337920361478168,72.92160000000001,4.981057680889141,61,0.0,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2009,fall_winter,0.2803175919396703,0.1569564386919582,57.37651199999999,4.885580914010157,92,0.0499143393953167,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2010,winter,0.1750666940447253,0.11900014939936072,36.21801599999999,4.833690891426247,90,0.16303558327106632,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2010,spring_transition,0.0579767387075235,0.039409212617680475,13.078367999999998,4.433025489688385,30,0.0,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2010,may_july,0.6936342156290867,0.47149216896323,126.94752,5.4639445940266596,92,0.0,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2010,late_summer,0.32227013727738774,0.21906048259050395,66.76992,4.826576657234134,61,0.0,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2010,fall_winter,0.2221990568314054,0.15103798642921232,48.14121600000001,4.615568016217329,92,0.07441511356722404,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2011,winter,0.1352206086778462,0.09190901832756901,29.87539199999999,4.52615345357982,90,0.16320120335206884,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2011,spring_transition,0.03294693575208019,0.02239392760824991,8.785151999999998,3.7502977469350136,30,0.0,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2011,may_july,0.7219454312569034,0.49070401709977224,129.79008000000002,5.562408400217553,92,0.0,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2011,late_summer,0.35589599366060376,0.24190137674938492,71.94528000000001,4.946759449134217,61,0.0,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2011,fall_winter,0.2252352147206679,0.15309166021501108,48.41164800000001,4.652500462712461,92,0.06752587926329347,high,True,True,False,False,meets_core_annual_criteria
Mackenzie,2012,winter,0.154279632615449,0.09652676952705627,33.032447999999995,4.670547959856146,91,0.17943359002417555,medium,True,False,False,False,large_logQ_or_doy_extrapolation_day_count
Mackenzie,2012,spring_transition,0.040739573846029,0.025489167873947532,10.227168,3.983465788968239,30,0.0,medium,True,False,False,False,large_logQ_or_doy_extrapolation_day_count
Mackenzie,2012,may_july,0.8729590359768171,0.5461765383012558,150.553728,5.798322283834922,92,0.1728105824552618,medium,True,False,False,False,large_logQ_or_doy_extrapolation_day_count
